Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-4c74881522ca254f-0	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-4c74881522ca254f-159	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	MP	notMinister	SD	Sverigedemokraterna	-	Right to far-right	Q18617010	Sjöstedt, Oscar	M	-	
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-4c74881522ca254f-161	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q269859	Westlund, Åsa	F	-	
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-4c74881522ca254f-164	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	MP	notMinister	SD	Sverigedemokraterna	-	Right to far-right	Q18617010	Sjöstedt, Oscar	M	-	
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-4c74881522ca254f-168	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q269859	Westlund, Åsa	F	-	
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-4c74881522ca254f-170	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q4981393	Svantesson, Elisabeth	F	-	
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-6Gi3yH8ex4Y48BW8nVuDE9	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q269859	Westlund, Åsa	F	-	
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-4c74881522ca254f-177	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q4981393	Svantesson, Elisabeth	F	-	
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-4c74881522ca254f-179	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q269859	Westlund, Åsa	F	-	
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-4c74881522ca254f-181	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	MP	notMinister	V	Vänsterpartiet	-	Left	Q4935938	Andersson, Ulla	F	-	
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-4c74881522ca254f-186	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q269859	Westlund, Åsa	F	-	
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-4c74881522ca254f-188	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	MP	notMinister	V	Vänsterpartiet	-	Left	Q4935938	Andersson, Ulla	F	-	
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-4c74881522ca254f-190	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q269859	Westlund, Åsa	F	-	
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-4c74881522ca254f-191	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	MP	notMinister	L	Liberalerna	-	Centre-right	Q6043377	Persson, Mats	M	-	
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-4c74881522ca254f-197	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q269859	Westlund, Åsa	F	-	
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-4c74881522ca254f-201	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	MP	notMinister	L	Liberalerna	-	Centre-right	Q6043377	Persson, Mats	M	-	
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-4c74881522ca254f-204	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q269859	Westlund, Åsa	F	-	
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-4c74881522ca254f-206	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	MP	notMinister	KD	Kristdemokraterna	-	Centre-right to right	Q5737841	Forssmed, Jakob	M	-	
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-4c74881522ca254f-211	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q269859	Westlund, Åsa	F	-	
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-4c74881522ca254f-213	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	MP	notMinister	KD	Kristdemokraterna	-	Centre-right to right	Q5737841	Forssmed, Jakob	M	-	
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-4c74881522ca254f-217	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q269859	Westlund, Åsa	F	-	
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-4c74881522ca254f-220	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	MP	notMinister	C	Centerpartiet	-	Centre to centre-right	Q6254715	Ådahl, Martin	M	-	
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-4c74881522ca254f-221	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q269859	Westlund, Åsa	F	-	
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-4c74881522ca254f-225	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	MP	notMinister	C	Centerpartiet	-	Centre to centre-right	Q6254715	Ådahl, Martin	M	-	
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-4c74881522ca254f-227	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q269859	Westlund, Åsa	F	-	
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-4c74881522ca254f-229	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	MP	notMinister	S	Socialdemokraterna	Coalition	Centre-left	Q269859	Westlund, Åsa	F	-	
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-4c74881522ca254f-231	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	MP	notMinister	C	Centerpartiet	-	Centre to centre-right	Q6254715	Ådahl, Martin	M	-	
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-4c74881522ca254f-254	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	MP	notMinister	V	Vänsterpartiet	-	Left	Q4935938	Andersson, Ulla	F	-	
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-4c74881522ca254f-259	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	MP	notMinister	C	Centerpartiet	-	Centre to centre-right	Q6254715	Ådahl, Martin	M	-	
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-4c74881522ca254f-262	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	MP	notMinister	V	Vänsterpartiet	-	Left	Q4935938	Andersson, Ulla	F	-	
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-4c74881522ca254f-266	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	MP	notMinister	C	Centerpartiet	-	Centre to centre-right	Q6254715	Ådahl, Martin	M	-	
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-4c74881522ca254f-269	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	MP	notMinister	MP	Miljöpartiet	-	Centre-left	Q4979119	Skog, Karolina	F	-	
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-4c74881522ca254f-272	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	MP	notMinister	C	Centerpartiet	-	Centre to centre-right	Q6254715	Ådahl, Martin	M	-	
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-4c74881522ca254f-278	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	MP	notMinister	MP	Miljöpartiet	-	Centre-left	Q4979119	Skog, Karolina	F	-	
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-4c74881522ca254f-281	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	MP	notMinister	C	Centerpartiet	-	Centre to centre-right	Q6254715	Ådahl, Martin	M	-	
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-4c74881522ca254f-283	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q4981393	Svantesson, Elisabeth	F	-	
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-4c74881522ca254f-288	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	MP	notMinister	C	Centerpartiet	-	Centre to centre-right	Q6254715	Ådahl, Martin	M	-	
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-4c74881522ca254f-289	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q4981393	Svantesson, Elisabeth	F	-	
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-4c74881522ca254f-291	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	MP	notMinister	C	Centerpartiet	-	Centre to centre-right	Q6254715	Ådahl, Martin	M	-	
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-4c74881522ca254f-293	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	MP	notMinister	KD	Kristdemokraterna	-	Centre-right to right	Q5737841	Forssmed, Jakob	M	-	
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-4c74881522ca254f-297	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	MP	notMinister	C	Centerpartiet	-	Centre to centre-right	Q6254715	Ådahl, Martin	M	-	
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-4c74881522ca254f-301	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	MP	notMinister	KD	Kristdemokraterna	-	Centre-right to right	Q5737841	Forssmed, Jakob	M	-	
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-4c74881522ca254f-304	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	MP	notMinister	C	Centerpartiet	-	Centre to centre-right	Q6254715	Ådahl, Martin	M	-	
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-GVFZRWRFwwAvQBiV1sdRFu	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	MP	notMinister	V	Vänsterpartiet	-	Left	Q4935938	Andersson, Ulla	F	-	
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-4c74881522ca254f-322	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	MP	notMinister	C	Centerpartiet	-	Centre to centre-right	Q6254715	Ådahl, Martin	M	-	
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-4c74881522ca254f-327	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	MP	notMinister	V	Vänsterpartiet	-	Left	Q4935938	Andersson, Ulla	F	-	
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-4c74881522ca254f-334	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	MP	notMinister	C	Centerpartiet	-	Centre to centre-right	Q6254715	Ådahl, Martin	M	-	
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-4c74881522ca254f-339	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	MP	notMinister	V	Vänsterpartiet	-	Left	Q4935938	Andersson, Ulla	F	-	
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-4c74881522ca254f-343	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q4981393	Svantesson, Elisabeth	F	-	
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-4c74881522ca254f-346	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	MP	notMinister	V	Vänsterpartiet	-	Left	Q4935938	Andersson, Ulla	F	-	
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-4c74881522ca254f-351	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q4981393	Svantesson, Elisabeth	F	-	
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-4c74881522ca254f-354	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	MP	notMinister	V	Vänsterpartiet	-	Left	Q4935938	Andersson, Ulla	F	-	
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-4c74881522ca254f-357	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	MP	notMinister	KD	Kristdemokraterna	-	Centre-right to right	Q5737841	Forssmed, Jakob	M	-	
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-4c74881522ca254f-362	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	MP	notMinister	V	Vänsterpartiet	-	Left	Q4935938	Andersson, Ulla	F	-	
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-4c74881522ca254f-366	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	MP	notMinister	KD	Kristdemokraterna	-	Centre-right to right	Q5737841	Forssmed, Jakob	M	-	
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-4c74881522ca254f-369	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	MP	notMinister	V	Vänsterpartiet	-	Left	Q4935938	Andersson, Ulla	F	-	
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-4c74881522ca254f-372	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	MP	notMinister	L	Liberalerna	-	Centre-right	Q6043377	Persson, Mats	M	-	
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-4c74881522ca254f-389	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	MP	notMinister	MP	Miljöpartiet	-	Centre-left	Q4979119	Skog, Karolina	F	-	
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-4c74881522ca254f-407	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	MP	notMinister	C	Centerpartiet	-	Centre to centre-right	Q6254715	Ådahl, Martin	M	-	
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-4c74881522ca254f-410	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	MP	notMinister	MP	Miljöpartiet	-	Centre-left	Q4979119	Skog, Karolina	F	-	
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-4c74881522ca254f-413	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	MP	notMinister	MP	Miljöpartiet	-	Centre-left	Q4979119	Skog, Karolina	F	-	
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-4c74881522ca254f-414	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q4981393	Svantesson, Elisabeth	F	-	
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-4c74881522ca254f-419	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	MP	notMinister	MP	Miljöpartiet	-	Centre-left	Q4979119	Skog, Karolina	F	-	
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-4c74881522ca254f-423	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	MP	notMinister	M	Moderaterna	-	Centre-right	Q4981393	Svantesson, Elisabeth	F	-	
ParlaMint-SE-en_2021-11-24-prot-202122--33	i-4c74881522ca254f-426	Swedish parliamentary corpus ParlaMint-SE-en, 2021/22 nr. 33	2021-11-24	Unicameralism	2021/22	-	-	2021/22--33	-	COVID	English	Regular	MP	notMinister	MP	Miljöpartiet	-	Centre-left	Q4979119	Skog, Karolina	F	-	
