Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-BE-en_2014-09-03-54-commissie-ic004x	ParlaMint-BE_2014-09-03-54-commissie-ic004x.u1	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 03-09-2014	2014-09-03	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-BE-en_2014-09-03-54-commissie-ic004x	ParlaMint-BE_2014-09-03-54-commissie-ic004x.u2	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 03-09-2014	2014-09-03	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-BE-en_2014-09-03-54-commissie-ic004x	ParlaMint-BE_2014-09-03-54-commissie-ic004x.u13	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 03-09-2014	2014-09-03	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	PTB	Parti du Travail de Belgique	-	Left to far-left	VanHeesMarco	Van Hees, Marco	M	1964	
ParlaMint-BE-en_2014-09-03-54-commissie-ic004x	ParlaMint-BE_2014-09-03-54-commissie-ic004x.u14	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 03-09-2014	2014-09-03	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	PP	Parti Populaire	-	Right to far-right	CarcaciAldo	Carcaci, Aldo	M	1949	
ParlaMint-BE-en_2014-09-03-54-commissie-ic004x	ParlaMint-BE_2014-09-03-54-commissie-ic004x.u15	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 03-09-2014	2014-09-03	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Groen	Groen	Opposition	Centre-left to left	CalvoKristof	Calvo, Kristof	M	1987	
ParlaMint-BE-en_2014-09-03-54-commissie-ic004x	ParlaMint-BE_2014-09-03-54-commissie-ic004x.u16	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 03-09-2014	2014-09-03	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	GerkensMuriel	Gerkens, Muriel	F	1957	
ParlaMint-BE-en_2014-09-03-54-commissie-ic004x	ParlaMint-BE_2014-09-03-54-commissie-ic004x.u17	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 03-09-2014	2014-09-03	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	BensJan	Bens, Jan	U	-	
ParlaMint-BE-en_2014-09-03-54-commissie-ic004x	ParlaMint-BE_2014-09-03-54-commissie-ic004x.u18	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 03-09-2014	2014-09-03	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-BE-en_2014-09-03-54-commissie-ic004x	ParlaMint-BE_2014-09-03-54-commissie-ic004x.u19	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 03-09-2014	2014-09-03	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	PS	Parti Socialiste	Coalition	Centre-left to left	ThiébautEric	Thiébaut, Eric	M	1969	
ParlaMint-BE-en_2014-09-03-54-commissie-ic004x	ParlaMint-BE_2014-09-03-54-commissie-ic004x.u20	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 03-09-2014	2014-09-03	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Groen	Groen	Opposition	Centre-left to left	CalvoKristof	Calvo, Kristof	M	1987	
ParlaMint-BE-en_2014-09-03-54-commissie-ic004x	ParlaMint-BE_2014-09-03-54-commissie-ic004x.u21	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 03-09-2014	2014-09-03	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	PP	Parti Populaire	-	Right to far-right	CarcaciAldo	Carcaci, Aldo	M	1949	
ParlaMint-BE-en_2014-09-03-54-commissie-ic004x	ParlaMint-BE_2014-09-03-54-commissie-ic004x.u22	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 03-09-2014	2014-09-03	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	BensJan	Bens, Jan	U	-	
ParlaMint-BE-en_2014-09-03-54-commissie-ic004x	ParlaMint-BE_2014-09-03-54-commissie-ic004x.u23	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 03-09-2014	2014-09-03	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Groen	Groen	Opposition	Centre-left to left	CalvoKristof	Calvo, Kristof	M	1987	
ParlaMint-BE-en_2014-09-03-54-commissie-ic004x	ParlaMint-BE_2014-09-03-54-commissie-ic004x.u24	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 03-09-2014	2014-09-03	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	BensJan	Bens, Jan	U	-	
ParlaMint-BE-en_2014-09-03-54-commissie-ic004x	ParlaMint-BE_2014-09-03-54-commissie-ic004x.u25	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 03-09-2014	2014-09-03	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Groen	Groen	Opposition	Centre-left to left	CalvoKristof	Calvo, Kristof	M	1987	
ParlaMint-BE-en_2014-09-03-54-commissie-ic004x	ParlaMint-BE_2014-09-03-54-commissie-ic004x.u26	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 03-09-2014	2014-09-03	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	BensJan	Bens, Jan	U	-	
ParlaMint-BE-en_2014-09-03-54-commissie-ic004x	ParlaMint-BE_2014-09-03-54-commissie-ic004x.u27	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 03-09-2014	2014-09-03	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Groen	Groen	Opposition	Centre-left to left	CalvoKristof	Calvo, Kristof	M	1987	
ParlaMint-BE-en_2014-09-03-54-commissie-ic004x	ParlaMint-BE_2014-09-03-54-commissie-ic004x.u28	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 03-09-2014	2014-09-03	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	BensJan	Bens, Jan	U	-	
ParlaMint-BE-en_2014-09-03-54-commissie-ic004x	ParlaMint-BE_2014-09-03-54-commissie-ic004x.u29	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 03-09-2014	2014-09-03	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-BE-en_2014-09-03-54-commissie-ic004x	ParlaMint-BE_2014-09-03-54-commissie-ic004x.u30	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 03-09-2014	2014-09-03	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	TantIlse	Tant, Ilse	U	-	
ParlaMint-BE-en_2014-09-03-54-commissie-ic004x	ParlaMint-BE_2014-09-03-54-commissie-ic004x.u31	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 03-09-2014	2014-09-03	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	VandenbergheFrank	Vandenberghe, Frank	U	-	
ParlaMint-BE-en_2014-09-03-54-commissie-ic004x	ParlaMint-BE_2014-09-03-54-commissie-ic004x.u32	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 03-09-2014	2014-09-03	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	TantIlse	Tant, Ilse	U	-	
ParlaMint-BE-en_2014-09-03-54-commissie-ic004x	ParlaMint-BE_2014-09-03-54-commissie-ic004x.u33	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 03-09-2014	2014-09-03	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-BE-en_2014-09-03-54-commissie-ic004x	ParlaMint-BE_2014-09-03-54-commissie-ic004x.u34	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 03-09-2014	2014-09-03	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	N-VA	Nieuw-Vlaamse Alliantie	Opposition	Centre-right to right	WollantsBert	Wollants, Bert	M	1979	
ParlaMint-BE-en_2014-09-03-54-commissie-ic004x	ParlaMint-BE_2014-09-03-54-commissie-ic004x.u35	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 03-09-2014	2014-09-03	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	MR	Mouvement Réformateur	Coalition	Centre-right	ClarinvalDavid	Clarinval, David	M	1976	
ParlaMint-BE-en_2014-09-03-54-commissie-ic004x	ParlaMint-BE_2014-09-03-54-commissie-ic004x.u36	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 03-09-2014	2014-09-03	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	MR	Mouvement Réformateur	Coalition	Centre-right	ClarinvalDavid	Clarinval, David	M	1976	
ParlaMint-BE-en_2014-09-03-54-commissie-ic004x	ParlaMint-BE_2014-09-03-54-commissie-ic004x.u37	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 03-09-2014	2014-09-03	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-BE-en_2014-09-03-54-commissie-ic004x	ParlaMint-BE_2014-09-03-54-commissie-ic004x.u38	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 03-09-2014	2014-09-03	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	CD&V	Christen-Democratisch en Vlaams	Coalition	Centre to centre-right	DierickLeen	Dierick, Leen	F	1978	
ParlaMint-BE-en_2014-09-03-54-commissie-ic004x	ParlaMint-BE_2014-09-03-54-commissie-ic004x.u39	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 03-09-2014	2014-09-03	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Open Vld	Open Vlaamse Liberalen en Democraten	Coalition	Centre-right	WilrycxFrank	Wilrycx, Frank	M	1965	
ParlaMint-BE-en_2014-09-03-54-commissie-ic004x	ParlaMint-BE_2014-09-03-54-commissie-ic004x.u40	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 03-09-2014	2014-09-03	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	sp.a	Socialistische Partij Anders	Coalition	Centre-left	JirofléeKarin	Jiroflée, Karin	F	1962	
ParlaMint-BE-en_2014-09-03-54-commissie-ic004x	ParlaMint-BE_2014-09-03-54-commissie-ic004x.u41	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 03-09-2014	2014-09-03	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Groen	Groen	Opposition	Centre-left to left	CalvoKristof	Calvo, Kristof	M	1987	
ParlaMint-BE-en_2014-09-03-54-commissie-ic004x	ParlaMint-BE_2014-09-03-54-commissie-ic004x.u42	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 03-09-2014	2014-09-03	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	cdH	Centre démocrate humaniste	Coalition	Centre to centre-right	MatzVanessa	Matz, Vanessa	F	1973	
ParlaMint-BE-en_2014-09-03-54-commissie-ic004x	ParlaMint-BE_2014-09-03-54-commissie-ic004x.u43	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 03-09-2014	2014-09-03	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	PTB	Parti du Travail de Belgique	-	Left to far-left	VanHeesMarco	Van Hees, Marco	M	1964	
ParlaMint-BE-en_2014-09-03-54-commissie-ic004x	ParlaMint-BE_2014-09-03-54-commissie-ic004x.u44	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 03-09-2014	2014-09-03	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-BE-en_2014-09-03-54-commissie-ic004x	ParlaMint-BE_2014-09-03-54-commissie-ic004x.u45	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 03-09-2014	2014-09-03	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	PTB	Parti du Travail de Belgique	-	Left to far-left	VanHeesMarco	Van Hees, Marco	M	1964	
ParlaMint-BE-en_2014-09-03-54-commissie-ic004x	ParlaMint-BE_2014-09-03-54-commissie-ic004x.u46	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 03-09-2014	2014-09-03	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	PP	Parti Populaire	-	Right to far-right	CarcaciAldo	Carcaci, Aldo	M	1949	
ParlaMint-BE-en_2014-09-03-54-commissie-ic004x	ParlaMint-BE_2014-09-03-54-commissie-ic004x.u47	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 03-09-2014	2014-09-03	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-BE-en_2014-09-03-54-commissie-ic004x	ParlaMint-BE_2014-09-03-54-commissie-ic004x.u48	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 03-09-2014	2014-09-03	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	MR	Mouvement Réformateur	Coalition	Centre-right	deCosterBauchauSybille	de Coster-Bauchau, Sybille	F	1953	
ParlaMint-BE-en_2014-09-03-54-commissie-ic004x	ParlaMint-BE_2014-09-03-54-commissie-ic004x.u49	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 03-09-2014	2014-09-03	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	N-VA	Nieuw-Vlaamse Alliantie	Opposition	Centre-right to right	DegrooteKoenraad	Degroote, Koenraad	M	1959	
ParlaMint-BE-en_2014-09-03-54-commissie-ic004x	ParlaMint-BE_2014-09-03-54-commissie-ic004x.u50	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 03-09-2014	2014-09-03	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	NolletJeanMarc	Nollet, Jean-Marc	M	1970	
ParlaMint-BE-en_2014-09-03-54-commissie-ic004x	ParlaMint-BE_2014-09-03-54-commissie-ic004x.u51	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 03-09-2014	2014-09-03	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	MR	Mouvement Réformateur	Coalition	Centre-right	FriartBenoît	Friart, Benoît	M	1951	
ParlaMint-BE-en_2014-09-03-54-commissie-ic004x	ParlaMint-BE_2014-09-03-54-commissie-ic004x.u52	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 03-09-2014	2014-09-03	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	GerkensMuriel	Gerkens, Muriel	F	1957	
ParlaMint-BE-en_2014-09-03-54-commissie-ic004x	ParlaMint-BE_2014-09-03-54-commissie-ic004x.u53	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 03-09-2014	2014-09-03	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-BE-en_2014-09-03-54-commissie-ic004x	ParlaMint-BE_2014-09-03-54-commissie-ic004x.u54	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 03-09-2014	2014-09-03	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	VandenbergheFrank	Vandenberghe, Frank	U	-	
ParlaMint-BE-en_2014-09-03-54-commissie-ic004x	ParlaMint-BE_2014-09-03-54-commissie-ic004x.u55	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 03-09-2014	2014-09-03	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	TantIlse	Tant, Ilse	U	-	
ParlaMint-BE-en_2014-09-03-54-commissie-ic004x	ParlaMint-BE_2014-09-03-54-commissie-ic004x.u56	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 03-09-2014	2014-09-03	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	VandenbergheFrank	Vandenberghe, Frank	U	-	
ParlaMint-BE-en_2014-09-03-54-commissie-ic004x	ParlaMint-BE_2014-09-03-54-commissie-ic004x.u57	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 03-09-2014	2014-09-03	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	N-VA	Nieuw-Vlaamse Alliantie	Opposition	Centre-right to right	DegrooteKoenraad	Degroote, Koenraad	M	1959	
ParlaMint-BE-en_2014-09-03-54-commissie-ic004x	ParlaMint-BE_2014-09-03-54-commissie-ic004x.u58	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 03-09-2014	2014-09-03	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	VandenbergheFrank	Vandenberghe, Frank	U	-	
ParlaMint-BE-en_2014-09-03-54-commissie-ic004x	ParlaMint-BE_2014-09-03-54-commissie-ic004x.u59	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 03-09-2014	2014-09-03	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	N-VA	Nieuw-Vlaamse Alliantie	Opposition	Centre-right to right	DegrooteKoenraad	Degroote, Koenraad	M	1959	
ParlaMint-BE-en_2014-09-03-54-commissie-ic004x	ParlaMint-BE_2014-09-03-54-commissie-ic004x.u60	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 03-09-2014	2014-09-03	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-BE-en_2014-09-03-54-commissie-ic004x	ParlaMint-BE_2014-09-03-54-commissie-ic004x.u61	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 03-09-2014	2014-09-03	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	TantIlse	Tant, Ilse	U	-	
ParlaMint-BE-en_2014-09-03-54-commissie-ic004x	ParlaMint-BE_2014-09-03-54-commissie-ic004x.u62	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 03-09-2014	2014-09-03	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	N-VA	Nieuw-Vlaamse Alliantie	Opposition	Centre-right to right	DegrooteKoenraad	Degroote, Koenraad	M	1959	
ParlaMint-BE-en_2014-09-03-54-commissie-ic004x	ParlaMint-BE_2014-09-03-54-commissie-ic004x.u63	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 03-09-2014	2014-09-03	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-BE-en_2014-09-03-54-commissie-ic004x	ParlaMint-BE_2014-09-03-54-commissie-ic004x.u64	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 03-09-2014	2014-09-03	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	TantIlse	Tant, Ilse	U	-	
ParlaMint-BE-en_2014-09-03-54-commissie-ic004x	ParlaMint-BE_2014-09-03-54-commissie-ic004x.u65	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 03-09-2014	2014-09-03	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-BE-en_2014-09-03-54-commissie-ic004x	ParlaMint-BE_2014-09-03-54-commissie-ic004x.u66	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 03-09-2014	2014-09-03	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	MR	Mouvement Réformateur	Coalition	Centre-right	FriartBenoît	Friart, Benoît	M	1951	
ParlaMint-BE-en_2014-09-03-54-commissie-ic004x	ParlaMint-BE_2014-09-03-54-commissie-ic004x.u67	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 03-09-2014	2014-09-03	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	VandenbergheFrank	Vandenberghe, Frank	U	-	
ParlaMint-BE-en_2014-09-03-54-commissie-ic004x	ParlaMint-BE_2014-09-03-54-commissie-ic004x.u68	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 03-09-2014	2014-09-03	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Groen	Groen	Opposition	Centre-left to left	CalvoKristof	Calvo, Kristof	M	1987	
ParlaMint-BE-en_2014-09-03-54-commissie-ic004x	ParlaMint-BE_2014-09-03-54-commissie-ic004x.u69	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 03-09-2014	2014-09-03	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	VandenbergheFrank	Vandenberghe, Frank	U	-	
ParlaMint-BE-en_2014-09-03-54-commissie-ic004x	ParlaMint-BE_2014-09-03-54-commissie-ic004x.u70	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 03-09-2014	2014-09-03	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Groen	Groen	Opposition	Centre-left to left	CalvoKristof	Calvo, Kristof	M	1987	
ParlaMint-BE-en_2014-09-03-54-commissie-ic004x	ParlaMint-BE_2014-09-03-54-commissie-ic004x.u71	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 03-09-2014	2014-09-03	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	VandenbergheFrank	Vandenberghe, Frank	U	-	
