Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-BE-en_2014-10-01-54-commissie-ic009x	ParlaMint-BE_2014-10-01-54-commissie-ic009x.u1	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 01-10-2014	2014-10-01	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-BE-en_2014-10-01-54-commissie-ic009x	ParlaMint-BE_2014-10-01-54-commissie-ic009x.u21	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 01-10-2014	2014-10-01	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	NolletJeanMarc	Nollet, Jean-Marc	M	1970	
ParlaMint-BE-en_2014-10-01-54-commissie-ic009x	ParlaMint-BE_2014-10-01-54-commissie-ic009x.u22	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 01-10-2014	2014-10-01	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-BE-en_2014-10-01-54-commissie-ic009x	ParlaMint-BE_2014-10-01-54-commissie-ic009x.u23	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 01-10-2014	2014-10-01	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	FonckCatherine	Fonck, Catherine	F	1968	
ParlaMint-BE-en_2014-10-01-54-commissie-ic009x	ParlaMint-BE_2014-10-01-54-commissie-ic009x.u24	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 01-10-2014	2014-10-01	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	FonckCatherine	Fonck, Catherine	F	1968	
ParlaMint-BE-en_2014-10-01-54-commissie-ic009x	ParlaMint-BE_2014-10-01-54-commissie-ic009x.u25	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 01-10-2014	2014-10-01	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-BE-en_2014-10-01-54-commissie-ic009x	ParlaMint-BE_2014-10-01-54-commissie-ic009x.u26	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 01-10-2014	2014-10-01	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	FonckCatherine	Fonck, Catherine	F	1968	
ParlaMint-BE-en_2014-10-01-54-commissie-ic009x	ParlaMint-BE_2014-10-01-54-commissie-ic009x.u27	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 01-10-2014	2014-10-01	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-BE-en_2014-10-01-54-commissie-ic009x	ParlaMint-BE_2014-10-01-54-commissie-ic009x.u28	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 01-10-2014	2014-10-01	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	FonckCatherine	Fonck, Catherine	F	1968	
ParlaMint-BE-en_2014-10-01-54-commissie-ic009x	ParlaMint-BE_2014-10-01-54-commissie-ic009x.u29	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 01-10-2014	2014-10-01	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-BE-en_2014-10-01-54-commissie-ic009x	ParlaMint-BE_2014-10-01-54-commissie-ic009x.u30	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 01-10-2014	2014-10-01	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	FonckCatherine	Fonck, Catherine	F	1968	
ParlaMint-BE-en_2014-10-01-54-commissie-ic009x	ParlaMint-BE_2014-10-01-54-commissie-ic009x.u31	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 01-10-2014	2014-10-01	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-BE-en_2014-10-01-54-commissie-ic009x	ParlaMint-BE_2014-10-01-54-commissie-ic009x.u32	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 01-10-2014	2014-10-01	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	FonckCatherine	Fonck, Catherine	F	1968	
ParlaMint-BE-en_2014-10-01-54-commissie-ic009x	ParlaMint-BE_2014-10-01-54-commissie-ic009x.u33	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 01-10-2014	2014-10-01	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-BE-en_2014-10-01-54-commissie-ic009x	ParlaMint-BE_2014-10-01-54-commissie-ic009x.u34	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 01-10-2014	2014-10-01	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	FonckCatherine	Fonck, Catherine	F	1968	
ParlaMint-BE-en_2014-10-01-54-commissie-ic009x	ParlaMint-BE_2014-10-01-54-commissie-ic009x.u35	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 01-10-2014	2014-10-01	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-BE-en_2014-10-01-54-commissie-ic009x	ParlaMint-BE_2014-10-01-54-commissie-ic009x.u36	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 01-10-2014	2014-10-01	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	FonckCatherine	Fonck, Catherine	F	1968	
ParlaMint-BE-en_2014-10-01-54-commissie-ic009x	ParlaMint-BE_2014-10-01-54-commissie-ic009x.u37	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 01-10-2014	2014-10-01	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-BE-en_2014-10-01-54-commissie-ic009x	ParlaMint-BE_2014-10-01-54-commissie-ic009x.u38	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 01-10-2014	2014-10-01	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	FonckCatherine	Fonck, Catherine	F	1968	
ParlaMint-BE-en_2014-10-01-54-commissie-ic009x	ParlaMint-BE_2014-10-01-54-commissie-ic009x.u39	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 01-10-2014	2014-10-01	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-BE-en_2014-10-01-54-commissie-ic009x	ParlaMint-BE_2014-10-01-54-commissie-ic009x.u40	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 01-10-2014	2014-10-01	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	N-VA	Nieuw-Vlaamse Alliantie	Opposition	Centre-right to right	WollantsBert	Wollants, Bert	M	1979	
ParlaMint-BE-en_2014-10-01-54-commissie-ic009x	ParlaMint-BE_2014-10-01-54-commissie-ic009x.u41	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 01-10-2014	2014-10-01	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	FonckCatherine	Fonck, Catherine	F	1968	
ParlaMint-BE-en_2014-10-01-54-commissie-ic009x	ParlaMint-BE_2014-10-01-54-commissie-ic009x.u42	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 01-10-2014	2014-10-01	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	N-VA	Nieuw-Vlaamse Alliantie	Opposition	Centre-right to right	WollantsBert	Wollants, Bert	M	1979	
ParlaMint-BE-en_2014-10-01-54-commissie-ic009x	ParlaMint-BE_2014-10-01-54-commissie-ic009x.u43	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 01-10-2014	2014-10-01	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	FonckCatherine	Fonck, Catherine	F	1968	
ParlaMint-BE-en_2014-10-01-54-commissie-ic009x	ParlaMint-BE_2014-10-01-54-commissie-ic009x.u44	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 01-10-2014	2014-10-01	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	NolletJeanMarc	Nollet, Jean-Marc	M	1970	
ParlaMint-BE-en_2014-10-01-54-commissie-ic009x	ParlaMint-BE_2014-10-01-54-commissie-ic009x.u45	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 01-10-2014	2014-10-01	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	FonckCatherine	Fonck, Catherine	F	1968	
ParlaMint-BE-en_2014-10-01-54-commissie-ic009x	ParlaMint-BE_2014-10-01-54-commissie-ic009x.u46	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 01-10-2014	2014-10-01	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	NolletJeanMarc	Nollet, Jean-Marc	M	1970	
ParlaMint-BE-en_2014-10-01-54-commissie-ic009x	ParlaMint-BE_2014-10-01-54-commissie-ic009x.u47	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 01-10-2014	2014-10-01	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	FonckCatherine	Fonck, Catherine	F	1968	
ParlaMint-BE-en_2014-10-01-54-commissie-ic009x	ParlaMint-BE_2014-10-01-54-commissie-ic009x.u48	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 01-10-2014	2014-10-01	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	NolletJeanMarc	Nollet, Jean-Marc	M	1970	
ParlaMint-BE-en_2014-10-01-54-commissie-ic009x	ParlaMint-BE_2014-10-01-54-commissie-ic009x.u49	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 01-10-2014	2014-10-01	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	FonckCatherine	Fonck, Catherine	F	1968	
ParlaMint-BE-en_2014-10-01-54-commissie-ic009x	ParlaMint-BE_2014-10-01-54-commissie-ic009x.u50	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 01-10-2014	2014-10-01	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	CD&V	Christen-Democratisch en Vlaams	Coalition	Centre to centre-right	DierickLeen	Dierick, Leen	F	1978	
ParlaMint-BE-en_2014-10-01-54-commissie-ic009x	ParlaMint-BE_2014-10-01-54-commissie-ic009x.u51	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 01-10-2014	2014-10-01	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	FonckCatherine	Fonck, Catherine	F	1968	
ParlaMint-BE-en_2014-10-01-54-commissie-ic009x	ParlaMint-BE_2014-10-01-54-commissie-ic009x.u52	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 01-10-2014	2014-10-01	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-BE-en_2014-10-01-54-commissie-ic009x	ParlaMint-BE_2014-10-01-54-commissie-ic009x.u53	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 01-10-2014	2014-10-01	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	N-VA	Nieuw-Vlaamse Alliantie	Opposition	Centre-right to right	WollantsBert	Wollants, Bert	M	1979	
ParlaMint-BE-en_2014-10-01-54-commissie-ic009x	ParlaMint-BE_2014-10-01-54-commissie-ic009x.u54	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 01-10-2014	2014-10-01	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	PS	Parti Socialiste	Coalition	Centre-left to left	ThiébautEric	Thiébaut, Eric	M	1969	
ParlaMint-BE-en_2014-10-01-54-commissie-ic009x	ParlaMint-BE_2014-10-01-54-commissie-ic009x.u55	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 01-10-2014	2014-10-01	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	FonckCatherine	Fonck, Catherine	F	1968	
ParlaMint-BE-en_2014-10-01-54-commissie-ic009x	ParlaMint-BE_2014-10-01-54-commissie-ic009x.u56	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 01-10-2014	2014-10-01	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	PS	Parti Socialiste	Coalition	Centre-left to left	ThiébautEric	Thiébaut, Eric	M	1969	
ParlaMint-BE-en_2014-10-01-54-commissie-ic009x	ParlaMint-BE_2014-10-01-54-commissie-ic009x.u57	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 01-10-2014	2014-10-01	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	MR	Mouvement Réformateur	Coalition	Centre-right	CassartMailleuxCaroline	Cassart-Mailleux, Caroline	F	1973	
ParlaMint-BE-en_2014-10-01-54-commissie-ic009x	ParlaMint-BE_2014-10-01-54-commissie-ic009x.u58	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 01-10-2014	2014-10-01	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	PS	Parti Socialiste	Coalition	Centre-left to left	ThiébautEric	Thiébaut, Eric	M	1969	
ParlaMint-BE-en_2014-10-01-54-commissie-ic009x	ParlaMint-BE_2014-10-01-54-commissie-ic009x.u59	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 01-10-2014	2014-10-01	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	MR	Mouvement Réformateur	Coalition	Centre-right	FriartBenoît	Friart, Benoît	M	1951	
ParlaMint-BE-en_2014-10-01-54-commissie-ic009x	ParlaMint-BE_2014-10-01-54-commissie-ic009x.u60	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 01-10-2014	2014-10-01	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	FonckCatherine	Fonck, Catherine	F	1968	
ParlaMint-BE-en_2014-10-01-54-commissie-ic009x	ParlaMint-BE_2014-10-01-54-commissie-ic009x.u61	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 01-10-2014	2014-10-01	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-BE-en_2014-10-01-54-commissie-ic009x	ParlaMint-BE_2014-10-01-54-commissie-ic009x.u62	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 01-10-2014	2014-10-01	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Open Vld	Open Vlaamse Liberalen en Democraten	Coalition	Centre-right	VandenputTim	Vandenput, Tim	M	1971	
ParlaMint-BE-en_2014-10-01-54-commissie-ic009x	ParlaMint-BE_2014-10-01-54-commissie-ic009x.u63	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 01-10-2014	2014-10-01	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	FonckCatherine	Fonck, Catherine	F	1968	
ParlaMint-BE-en_2014-10-01-54-commissie-ic009x	ParlaMint-BE_2014-10-01-54-commissie-ic009x.u64	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 01-10-2014	2014-10-01	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	MR	Mouvement Réformateur	Coalition	Centre-right	CassartMailleuxCaroline	Cassart-Mailleux, Caroline	F	1973	
ParlaMint-BE-en_2014-10-01-54-commissie-ic009x	ParlaMint-BE_2014-10-01-54-commissie-ic009x.u65	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 01-10-2014	2014-10-01	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	NolletJeanMarc	Nollet, Jean-Marc	M	1970	
ParlaMint-BE-en_2014-10-01-54-commissie-ic009x	ParlaMint-BE_2014-10-01-54-commissie-ic009x.u66	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 01-10-2014	2014-10-01	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	FonckCatherine	Fonck, Catherine	F	1968	
ParlaMint-BE-en_2014-10-01-54-commissie-ic009x	ParlaMint-BE_2014-10-01-54-commissie-ic009x.u67	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 01-10-2014	2014-10-01	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	NolletJeanMarc	Nollet, Jean-Marc	M	1970	
ParlaMint-BE-en_2014-10-01-54-commissie-ic009x	ParlaMint-BE_2014-10-01-54-commissie-ic009x.u68	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 01-10-2014	2014-10-01	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-BE-en_2014-10-01-54-commissie-ic009x	ParlaMint-BE_2014-10-01-54-commissie-ic009x.u69	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 01-10-2014	2014-10-01	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	FonckCatherine	Fonck, Catherine	F	1968	
ParlaMint-BE-en_2014-10-01-54-commissie-ic009x	ParlaMint-BE_2014-10-01-54-commissie-ic009x.u70	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 01-10-2014	2014-10-01	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	NolletJeanMarc	Nollet, Jean-Marc	M	1970	
ParlaMint-BE-en_2014-10-01-54-commissie-ic009x	ParlaMint-BE_2014-10-01-54-commissie-ic009x.u71	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 01-10-2014	2014-10-01	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	FonckCatherine	Fonck, Catherine	F	1968	
ParlaMint-BE-en_2014-10-01-54-commissie-ic009x	ParlaMint-BE_2014-10-01-54-commissie-ic009x.u72	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 01-10-2014	2014-10-01	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	NolletJeanMarc	Nollet, Jean-Marc	M	1970	
