Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-RS-en_2013-07-01-0	ParlaMint-RS_2013-07-01-0.u19855	Term 9, Meeting v7	2013-07-01	Unicameralism	9. mandat	-	Zasedanje v7	2013-07-01	-	Reference	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-RS-en_2013-07-01-0	ParlaMint-RS_2013-07-01-0.u19876	Term 9, Meeting v7	2013-07-01	Unicameralism	9. mandat	-	Zasedanje v7	2013-07-01	-	Reference	English	Chairperson	MP	notMinister	PUPS	Partija ujedinjenih penzionera Srbije	Coalition	Right	ArsenovićKonstantin	Arsenović, Konstantin	M	1940	
ParlaMint-RS-en_2013-07-01-0	ParlaMint-RS_2013-07-01-0.u19877	Term 9, Meeting v7	2013-07-01	Unicameralism	9. mandat	-	Zasedanje v7	2013-07-01	-	Reference	English	Chairperson	MP	notMinister	G17	G17 Plus	Coalition	Centre-right	KovačVesna	Kovač, Vesna	F	1965	
ParlaMint-RS-en_2013-07-01-0	ParlaMint-RS_2013-07-01-0.u19878	Term 9, Meeting v7	2013-07-01	Unicameralism	9. mandat	-	Zasedanje v7	2013-07-01	-	Reference	English	Regular	MP	notMinister	NS	Nova Srbija	Coalition	Right	FilipovskiDubravka	Filipovski, Dubravka	F	1967	
ParlaMint-RS-en_2013-07-01-0	ParlaMint-RS_2013-07-01-0.u19879	Term 9, Meeting v7	2013-07-01	Unicameralism	9. mandat	-	Zasedanje v7	2013-07-01	-	Reference	English	Chairperson	MP	notMinister	G17	G17 Plus	Coalition	Centre-right	KovačVesna	Kovač, Vesna	F	1965	
ParlaMint-RS-en_2013-07-01-0	ParlaMint-RS_2013-07-01-0.u19880	Term 9, Meeting v7	2013-07-01	Unicameralism	9. mandat	-	Zasedanje v7	2013-07-01	-	Reference	English	Regular	MP	notMinister	LDP	Liberalno-demokratska partija	Coalition	Centre	JovanovićČedomir	Jovanović, Čedomir	M	1971	
ParlaMint-RS-en_2013-07-01-0	ParlaMint-RS_2013-07-01-0.u19881	Term 9, Meeting v7	2013-07-01	Unicameralism	9. mandat	-	Zasedanje v7	2013-07-01	-	Reference	English	Chairperson	MP	notMinister	G17	G17 Plus	Coalition	Centre-right	KovačVesna	Kovač, Vesna	F	1965	
ParlaMint-RS-en_2013-07-01-0	ParlaMint-RS_2013-07-01-0.u19882	Term 9, Meeting v7	2013-07-01	Unicameralism	9. mandat	-	Zasedanje v7	2013-07-01	-	Reference	English	Regular	MP	notMinister	G17	G17 Plus	Coalition	Centre-right	DinkićMlađan	Dinkić, Mlađan	M	1964	
ParlaMint-RS-en_2013-07-01-0	ParlaMint-RS_2013-07-01-0.u19883	Term 9, Meeting v7	2013-07-01	Unicameralism	9. mandat	-	Zasedanje v7	2013-07-01	-	Reference	English	Chairperson	MP	notMinister	G17	G17 Plus	Coalition	Centre-right	KovačVesna	Kovač, Vesna	F	1965	
ParlaMint-RS-en_2013-07-01-0	ParlaMint-RS_2013-07-01-0.u19884	Term 9, Meeting v7	2013-07-01	Unicameralism	9. mandat	-	Zasedanje v7	2013-07-01	-	Reference	English	Regular	MP	notMinister	LDP	Liberalno-demokratska partija	Coalition	Centre	JovanovićČedomir	Jovanović, Čedomir	M	1971	
ParlaMint-RS-en_2013-07-01-0	ParlaMint-RS_2013-07-01-0.u19885	Term 9, Meeting v7	2013-07-01	Unicameralism	9. mandat	-	Zasedanje v7	2013-07-01	-	Reference	English	Chairperson	MP	notMinister	G17	G17 Plus	Coalition	Centre-right	KovačVesna	Kovač, Vesna	F	1965	
ParlaMint-RS-en_2013-07-01-0	ParlaMint-RS_2013-07-01-0.u19886	Term 9, Meeting v7	2013-07-01	Unicameralism	9. mandat	-	Zasedanje v7	2013-07-01	-	Reference	English	Regular	MP	notMinister	G17	G17 Plus	Coalition	Centre-right	DinkićMlađan	Dinkić, Mlađan	M	1964	
ParlaMint-RS-en_2013-07-01-0	ParlaMint-RS_2013-07-01-0.u19887	Term 9, Meeting v7	2013-07-01	Unicameralism	9. mandat	-	Zasedanje v7	2013-07-01	-	Reference	English	Chairperson	MP	notMinister	G17	G17 Plus	Coalition	Centre-right	KovačVesna	Kovač, Vesna	F	1965	
ParlaMint-RS-en_2013-07-01-0	ParlaMint-RS_2013-07-01-0.u19888	Term 9, Meeting v7	2013-07-01	Unicameralism	9. mandat	-	Zasedanje v7	2013-07-01	-	Reference	English	Regular	MP	notMinister	LDP	Liberalno-demokratska partija	Coalition	Centre	JovanovićČedomir	Jovanović, Čedomir	M	1971	
ParlaMint-RS-en_2013-07-01-0	ParlaMint-RS_2013-07-01-0.u19889	Term 9, Meeting v7	2013-07-01	Unicameralism	9. mandat	-	Zasedanje v7	2013-07-01	-	Reference	English	Chairperson	MP	notMinister	G17	G17 Plus	Coalition	Centre-right	KovačVesna	Kovač, Vesna	F	1965	
ParlaMint-RS-en_2013-07-01-0	ParlaMint-RS_2013-07-01-0.u19890	Term 9, Meeting v7	2013-07-01	Unicameralism	9. mandat	-	Zasedanje v7	2013-07-01	-	Reference	English	Regular	MP	notMinister	DSS	Demokratska stranka Srbije	Opposition	Right	PopovićNenad	Popović, Nenad	M	1966	
ParlaMint-RS-en_2013-07-01-0	ParlaMint-RS_2013-07-01-0.u19891	Term 9, Meeting v7	2013-07-01	Unicameralism	9. mandat	-	Zasedanje v7	2013-07-01	-	Reference	English	Chairperson	MP	notMinister	G17	G17 Plus	Coalition	Centre-right	KovačVesna	Kovač, Vesna	F	1965	
ParlaMint-RS-en_2013-07-01-0	ParlaMint-RS_2013-07-01-0.u19892	Term 9, Meeting v7	2013-07-01	Unicameralism	9. mandat	-	Zasedanje v7	2013-07-01	-	Reference	English	Regular	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	KasalovićZoran	Kasalović, Zoran	M	1967	
ParlaMint-RS-en_2013-07-01-0	ParlaMint-RS_2013-07-01-0.u19893	Term 9, Meeting v7	2013-07-01	Unicameralism	9. mandat	-	Zasedanje v7	2013-07-01	-	Reference	English	Chairperson	MP	notMinister	G17	G17 Plus	Coalition	Centre-right	KovačVesna	Kovač, Vesna	F	1965	
ParlaMint-RS-en_2013-07-01-0	ParlaMint-RS_2013-07-01-0.u19894	Term 9, Meeting v7	2013-07-01	Unicameralism	9. mandat	-	Zasedanje v7	2013-07-01	-	Reference	English	Regular	MP	notMinister	G17	G17 Plus	Coalition	Centre-right	DinkićMlađan	Dinkić, Mlađan	M	1964	
ParlaMint-RS-en_2013-07-01-0	ParlaMint-RS_2013-07-01-0.u19895	Term 9, Meeting v7	2013-07-01	Unicameralism	9. mandat	-	Zasedanje v7	2013-07-01	-	Reference	English	Chairperson	MP	notMinister	G17	G17 Plus	Coalition	Centre-right	KovačVesna	Kovač, Vesna	F	1965	
ParlaMint-RS-en_2013-07-01-0	ParlaMint-RS_2013-07-01-0.u19896	Term 9, Meeting v7	2013-07-01	Unicameralism	9. mandat	-	Zasedanje v7	2013-07-01	-	Reference	English	Regular	MP	notMinister	DS	Demokratska stranka	Coalition	Centre-left	ĐelićBožidar	Đelić, Božidar	M	1965	
ParlaMint-RS-en_2013-07-01-0	ParlaMint-RS_2013-07-01-0.u19897	Term 9, Meeting v7	2013-07-01	Unicameralism	9. mandat	-	Zasedanje v7	2013-07-01	-	Reference	English	Chairperson	MP	notMinister	G17	G17 Plus	Coalition	Centre-right	KovačVesna	Kovač, Vesna	F	1965	
ParlaMint-RS-en_2013-07-01-0	ParlaMint-RS_2013-07-01-0.u19898	Term 9, Meeting v7	2013-07-01	Unicameralism	9. mandat	-	Zasedanje v7	2013-07-01	-	Reference	English	Regular	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	RadenkovićDejan	Radenković, Dejan	M	1971	
ParlaMint-RS-en_2013-07-01-0	ParlaMint-RS_2013-07-01-0.u19899	Term 9, Meeting v7	2013-07-01	Unicameralism	9. mandat	-	Zasedanje v7	2013-07-01	-	Reference	English	Chairperson	MP	notMinister	G17	G17 Plus	Coalition	Centre-right	KovačVesna	Kovač, Vesna	F	1965	
ParlaMint-RS-en_2013-07-01-0	ParlaMint-RS_2013-07-01-0.u19900	Term 9, Meeting v7	2013-07-01	Unicameralism	9. mandat	-	Zasedanje v7	2013-07-01	-	Reference	English	Regular	MP	notMinister	DS	Demokratska stranka	Coalition	Centre-left	StefanovićBorislav	Stefanović, Borislav	M	1974	
ParlaMint-RS-en_2013-07-01-0	ParlaMint-RS_2013-07-01-0.u19901	Term 9, Meeting v7	2013-07-01	Unicameralism	9. mandat	-	Zasedanje v7	2013-07-01	-	Reference	English	Chairperson	MP	notMinister	G17	G17 Plus	Coalition	Centre-right	KovačVesna	Kovač, Vesna	F	1965	
ParlaMint-RS-en_2013-07-01-0	ParlaMint-RS_2013-07-01-0.u19902	Term 9, Meeting v7	2013-07-01	Unicameralism	9. mandat	-	Zasedanje v7	2013-07-01	-	Reference	English	Regular	MP	notMinister	DS	Demokratska stranka	Coalition	Centre-left	StefanovićBorislav	Stefanović, Borislav	M	1974	
ParlaMint-RS-en_2013-07-01-0	ParlaMint-RS_2013-07-01-0.u19903	Term 9, Meeting v7	2013-07-01	Unicameralism	9. mandat	-	Zasedanje v7	2013-07-01	-	Reference	English	Chairperson	MP	notMinister	G17	G17 Plus	Coalition	Centre-right	KovačVesna	Kovač, Vesna	F	1965	
ParlaMint-RS-en_2013-07-01-0	ParlaMint-RS_2013-07-01-0.u19904	Term 9, Meeting v7	2013-07-01	Unicameralism	9. mandat	-	Zasedanje v7	2013-07-01	-	Reference	English	Regular	MP	notMinister	DS	Demokratska stranka	Coalition	Centre-left	StefanovićBorislav	Stefanović, Borislav	M	1974	
ParlaMint-RS-en_2013-07-01-0	ParlaMint-RS_2013-07-01-0.u19905	Term 9, Meeting v7	2013-07-01	Unicameralism	9. mandat	-	Zasedanje v7	2013-07-01	-	Reference	English	Chairperson	MP	notMinister	G17	G17 Plus	Coalition	Centre-right	KovačVesna	Kovač, Vesna	F	1965	
ParlaMint-RS-en_2013-07-01-0	ParlaMint-RS_2013-07-01-0.u19906	Term 9, Meeting v7	2013-07-01	Unicameralism	9. mandat	-	Zasedanje v7	2013-07-01	-	Reference	English	Regular	MP	notMinister	G17	G17 Plus	Coalition	Centre-right	DinkićMlađan	Dinkić, Mlađan	M	1964	
ParlaMint-RS-en_2013-07-01-0	ParlaMint-RS_2013-07-01-0.u19907	Term 9, Meeting v7	2013-07-01	Unicameralism	9. mandat	-	Zasedanje v7	2013-07-01	-	Reference	English	Chairperson	MP	notMinister	SNS	Srpska napredna stranka	Coalition	Big tent	StefanovićNebojša	Stefanović, Nebojša	M	1976	
ParlaMint-RS-en_2013-07-01-0	ParlaMint-RS_2013-07-01-0.u19908	Term 9, Meeting v7	2013-07-01	Unicameralism	9. mandat	-	Zasedanje v7	2013-07-01	-	Reference	English	Regular	MP	notMinister	DS	Demokratska stranka	Coalition	Centre-left	ĐelićBožidar	Đelić, Božidar	M	1965	
ParlaMint-RS-en_2013-07-01-0	ParlaMint-RS_2013-07-01-0.u19909	Term 9, Meeting v7	2013-07-01	Unicameralism	9. mandat	-	Zasedanje v7	2013-07-01	-	Reference	English	Chairperson	MP	notMinister	SNS	Srpska napredna stranka	Coalition	Big tent	StefanovićNebojša	Stefanović, Nebojša	M	1976	
ParlaMint-RS-en_2013-07-01-0	ParlaMint-RS_2013-07-01-0.u19910	Term 9, Meeting v7	2013-07-01	Unicameralism	9. mandat	-	Zasedanje v7	2013-07-01	-	Reference	English	Regular	MP	notMinister	SNS	Srpska napredna stranka	Coalition	Big tent	ArsićVeroljub	Arsić, Veroljub	M	1969	
ParlaMint-RS-en_2013-07-01-0	ParlaMint-RS_2013-07-01-0.u19911	Term 9, Meeting v7	2013-07-01	Unicameralism	9. mandat	-	Zasedanje v7	2013-07-01	-	Reference	English	Chairperson	MP	notMinister	SNS	Srpska napredna stranka	Coalition	Big tent	StefanovićNebojša	Stefanović, Nebojša	M	1976	
ParlaMint-RS-en_2013-07-01-0	ParlaMint-RS_2013-07-01-0.u19912	Term 9, Meeting v7	2013-07-01	Unicameralism	9. mandat	-	Zasedanje v7	2013-07-01	-	Reference	English	Regular	MP	notMinister	DS	Demokratska stranka	Coalition	Centre-left	ĐelićBožidar	Đelić, Božidar	M	1965	
ParlaMint-RS-en_2013-07-01-0	ParlaMint-RS_2013-07-01-0.u19913	Term 9, Meeting v7	2013-07-01	Unicameralism	9. mandat	-	Zasedanje v7	2013-07-01	-	Reference	English	Chairperson	MP	notMinister	SNS	Srpska napredna stranka	Coalition	Big tent	StefanovićNebojša	Stefanović, Nebojša	M	1976	
ParlaMint-RS-en_2013-07-01-0	ParlaMint-RS_2013-07-01-0.u19914	Term 9, Meeting v7	2013-07-01	Unicameralism	9. mandat	-	Zasedanje v7	2013-07-01	-	Reference	English	Regular	MP	notMinister	DS	Demokratska stranka	Coalition	Centre-left	ĐelićBožidar	Đelić, Božidar	M	1965	
ParlaMint-RS-en_2013-07-01-0	ParlaMint-RS_2013-07-01-0.u19915	Term 9, Meeting v7	2013-07-01	Unicameralism	9. mandat	-	Zasedanje v7	2013-07-01	-	Reference	English	Chairperson	MP	notMinister	SNS	Srpska napredna stranka	Coalition	Big tent	StefanovićNebojša	Stefanović, Nebojša	M	1976	
ParlaMint-RS-en_2013-07-01-0	ParlaMint-RS_2013-07-01-0.u19916	Term 9, Meeting v7	2013-07-01	Unicameralism	9. mandat	-	Zasedanje v7	2013-07-01	-	Reference	English	Regular	MP	notMinister	DS	Demokratska stranka	Coalition	Centre-left	PetrovićDušan	Petrović, Dušan	M	1966	
ParlaMint-RS-en_2013-07-01-0	ParlaMint-RS_2013-07-01-0.u19917	Term 9, Meeting v7	2013-07-01	Unicameralism	9. mandat	-	Zasedanje v7	2013-07-01	-	Reference	English	Chairperson	MP	notMinister	SNS	Srpska napredna stranka	Coalition	Big tent	StefanovićNebojša	Stefanović, Nebojša	M	1976	
ParlaMint-RS-en_2013-07-01-0	ParlaMint-RS_2013-07-01-0.u19918	Term 9, Meeting v7	2013-07-01	Unicameralism	9. mandat	-	Zasedanje v7	2013-07-01	-	Reference	English	Regular	MP	notMinister	SNS	Srpska napredna stranka	Coalition	Big tent	ArsićVeroljub	Arsić, Veroljub	M	1969	
ParlaMint-RS-en_2013-07-01-0	ParlaMint-RS_2013-07-01-0.u19919	Term 9, Meeting v7	2013-07-01	Unicameralism	9. mandat	-	Zasedanje v7	2013-07-01	-	Reference	English	Chairperson	MP	notMinister	SNS	Srpska napredna stranka	Coalition	Big tent	StefanovićNebojša	Stefanović, Nebojša	M	1976	
ParlaMint-RS-en_2013-07-01-0	ParlaMint-RS_2013-07-01-0.u19920	Term 9, Meeting v7	2013-07-01	Unicameralism	9. mandat	-	Zasedanje v7	2013-07-01	-	Reference	English	Regular	MP	notMinister	DS	Demokratska stranka	Coalition	Centre-left	ĐelićBožidar	Đelić, Božidar	M	1965	
ParlaMint-RS-en_2013-07-01-0	ParlaMint-RS_2013-07-01-0.u19921	Term 9, Meeting v7	2013-07-01	Unicameralism	9. mandat	-	Zasedanje v7	2013-07-01	-	Reference	English	Chairperson	MP	notMinister	SNS	Srpska napredna stranka	Coalition	Big tent	StefanovićNebojša	Stefanović, Nebojša	M	1976	
ParlaMint-RS-en_2013-07-01-0	ParlaMint-RS_2013-07-01-0.u19922	Term 9, Meeting v7	2013-07-01	Unicameralism	9. mandat	-	Zasedanje v7	2013-07-01	-	Reference	English	Regular	MP	notMinister	G17	G17 Plus	Coalition	Centre-right	DinkićMlađan	Dinkić, Mlađan	M	1964	
ParlaMint-RS-en_2013-07-01-0	ParlaMint-RS_2013-07-01-0.u19923	Term 9, Meeting v7	2013-07-01	Unicameralism	9. mandat	-	Zasedanje v7	2013-07-01	-	Reference	English	Chairperson	MP	notMinister	SNS	Srpska napredna stranka	Coalition	Big tent	StefanovićNebojša	Stefanović, Nebojša	M	1976	
ParlaMint-RS-en_2013-07-01-0	ParlaMint-RS_2013-07-01-0.u19924	Term 9, Meeting v7	2013-07-01	Unicameralism	9. mandat	-	Zasedanje v7	2013-07-01	-	Reference	English	Regular	MP	notMinister	LDP	Liberalno-demokratska partija	Coalition	Centre	ĐurićBojan	Đurić, Bojan	M	1978	
ParlaMint-RS-en_2013-07-01-0	ParlaMint-RS_2013-07-01-0.u19925	Term 9, Meeting v7	2013-07-01	Unicameralism	9. mandat	-	Zasedanje v7	2013-07-01	-	Reference	English	Chairperson	MP	notMinister	SNS	Srpska napredna stranka	Coalition	Big tent	StefanovićNebojša	Stefanović, Nebojša	M	1976	
ParlaMint-RS-en_2013-07-01-0	ParlaMint-RS_2013-07-01-0.u19926	Term 9, Meeting v7	2013-07-01	Unicameralism	9. mandat	-	Zasedanje v7	2013-07-01	-	Reference	English	Regular	MP	notMinister	SNS	Srpska napredna stranka	Coalition	Big tent	ArsićVeroljub	Arsić, Veroljub	M	1969	
ParlaMint-RS-en_2013-07-01-0	ParlaMint-RS_2013-07-01-0.u19927	Term 9, Meeting v7	2013-07-01	Unicameralism	9. mandat	-	Zasedanje v7	2013-07-01	-	Reference	English	Chairperson	MP	notMinister	SNS	Srpska napredna stranka	Coalition	Big tent	StefanovićNebojša	Stefanović, Nebojša	M	1976	
ParlaMint-RS-en_2013-07-01-0	ParlaMint-RS_2013-07-01-0.u19928	Term 9, Meeting v7	2013-07-01	Unicameralism	9. mandat	-	Zasedanje v7	2013-07-01	-	Reference	English	Regular	MP	notMinister	DS	Demokratska stranka	Coalition	Centre-left	ĐelićBožidar	Đelić, Božidar	M	1965	
ParlaMint-RS-en_2013-07-01-0	ParlaMint-RS_2013-07-01-0.u19929	Term 9, Meeting v7	2013-07-01	Unicameralism	9. mandat	-	Zasedanje v7	2013-07-01	-	Reference	English	Chairperson	MP	notMinister	SNS	Srpska napredna stranka	Coalition	Big tent	StefanovićNebojša	Stefanović, Nebojša	M	1976	
ParlaMint-RS-en_2013-07-01-0	ParlaMint-RS_2013-07-01-0.u19930	Term 9, Meeting v7	2013-07-01	Unicameralism	9. mandat	-	Zasedanje v7	2013-07-01	-	Reference	English	Regular	MP	notMinister	G17	G17 Plus	Coalition	Centre-right	IlićVladimir	Ilić, Vladimir	M	1963	
ParlaMint-RS-en_2013-07-01-0	ParlaMint-RS_2013-07-01-0.u19931	Term 9, Meeting v7	2013-07-01	Unicameralism	9. mandat	-	Zasedanje v7	2013-07-01	-	Reference	English	Chairperson	MP	notMinister	DSS	Demokratska stranka Srbije	Opposition	Right	PopovićNenad	Popović, Nenad	M	1966	
ParlaMint-RS-en_2013-07-01-0	ParlaMint-RS_2013-07-01-0.u19932	Term 9, Meeting v7	2013-07-01	Unicameralism	9. mandat	-	Zasedanje v7	2013-07-01	-	Reference	English	Regular	MP	notMinister	SDPS	Socijaldemokratska partija Srbije	Coalition	Centre-left	MijatovićMilorad	Mijatović, Milorad	M	1947	
ParlaMint-RS-en_2013-07-01-0	ParlaMint-RS_2013-07-01-0.u19933	Term 9, Meeting v7	2013-07-01	Unicameralism	9. mandat	-	Zasedanje v7	2013-07-01	-	Reference	English	Chairperson	MP	notMinister	DSS	Demokratska stranka Srbije	Opposition	Right	PopovićNenad	Popović, Nenad	M	1966	
ParlaMint-RS-en_2013-07-01-0	ParlaMint-RS_2013-07-01-0.u19934	Term 9, Meeting v7	2013-07-01	Unicameralism	9. mandat	-	Zasedanje v7	2013-07-01	-	Reference	English	Regular	MP	notMinister	DS	Demokratska stranka	Coalition	Centre-left	ĐidićMiodrag	Đidić, Miodrag	M	1954	
ParlaMint-RS-en_2013-07-01-0	ParlaMint-RS_2013-07-01-0.u19935	Term 9, Meeting v7	2013-07-01	Unicameralism	9. mandat	-	Zasedanje v7	2013-07-01	-	Reference	English	Chairperson	MP	notMinister	DSS	Demokratska stranka Srbije	Opposition	Right	PopovićNenad	Popović, Nenad	M	1966	
ParlaMint-RS-en_2013-07-01-0	ParlaMint-RS_2013-07-01-0.u19936	Term 9, Meeting v7	2013-07-01	Unicameralism	9. mandat	-	Zasedanje v7	2013-07-01	-	Reference	English	Regular	MP	notMinister	G17	G17 Plus	Coalition	Centre-right	DinkićMlađan	Dinkić, Mlađan	M	1964	
