Session,Date,Male,Female
ParlaMint-TR-en_2012-02-07-tbmm-T24-meta.tsv,2012-02-07,53,6
ParlaMint-TR-en_2012-02-08-tbmm-T24-meta.tsv,2012-02-08,61,7
ParlaMint-TR-en_2012-02-09-tbmm-T24-meta.tsv,2012-02-09,43,6
ParlaMint-TR-en_2012-02-14-tbmm-T24-meta.tsv,2012-02-14,22,3
ParlaMint-TR-en_2012-02-15-tbmm-T24-meta.tsv,2012-02-15,69,10
ParlaMint-TR-en_2012-02-16-tbmm-T24-meta.tsv,2012-02-16,98,11
ParlaMint-TR-en_2012-02-21-tbmm-T24-meta.tsv,2012-02-21,30,2
ParlaMint-TR-en_2012-02-22-tbmm-T24-meta.tsv,2012-02-22,45,7
ParlaMint-TR-en_2012-02-23-tbmm-T24-meta.tsv,2012-02-23,30,1
ParlaMint-TR-en_2012-02-28-tbmm-T24-meta.tsv,2012-02-28,26,0
ParlaMint-TR-en_2012-02-29-tbmm-T24-meta.tsv,2012-02-29,50,2
ParlaMint-TR-en_2012-03-01-tbmm-T24-meta.tsv,2012-03-01,80,3
ParlaMint-TR-en_2012-03-06-tbmm-T24-meta.tsv,2012-03-06,31,7
ParlaMint-TR-en_2012-03-07-tbmm-T24-meta.tsv,2012-03-07,30,17
ParlaMint-TR-en_2012-03-08-tbmm-T24-meta.tsv,2012-03-08,22,10
ParlaMint-TR-en_2012-03-13-tbmm-T24-meta.tsv,2012-03-13,55,5
ParlaMint-TR-en_2012-03-14-tbmm-T24-meta.tsv,2012-03-14,21,3
ParlaMint-TR-en_2012-03-15-tbmm-T24-meta.tsv,2012-03-15,54,6
ParlaMint-TR-en_2012-03-20-tbmm-T24-meta.tsv,2012-03-20,42,3
ParlaMint-TR-en_2012-03-21-tbmm-T24-meta.tsv,2012-03-21,43,5
ParlaMint-TR-en_2012-03-22-tbmm-T24-meta.tsv,2012-03-22,47,4
ParlaMint-TR-en_2012-03-27-tbmm-T24-meta.tsv,2012-03-27,12,2
ParlaMint-TR-en_2012-03-28-tbmm-T24-meta.tsv,2012-03-28,84,7
ParlaMint-TR-en_2012-03-29-tbmm-T24-meta.tsv,2012-03-29,103,9
ParlaMint-TR-en_2012-03-30-tbmm-T24-meta.tsv,2012-03-30,43,1
ParlaMint-TR-en_2012-03-31-tbmm-T24-meta.tsv,2012-03-31,69,7
ParlaMint-TR-en_2012-04-02-tbmm-T24-meta.tsv,2012-04-02,49,3
ParlaMint-TR-en_2012-04-03-tbmm-T24-meta.tsv,2012-04-03,46,4
ParlaMint-TR-en_2012-04-04-tbmm-T24-meta.tsv,2012-04-04,47,4
ParlaMint-TR-en_2012-04-05-tbmm-T24-meta.tsv,2012-04-05,48,5
ParlaMint-TR-en_2012-04-10-tbmm-T24-meta.tsv,2012-04-10,29,1
ParlaMint-TR-en_2012-04-11-tbmm-T24-meta.tsv,2012-04-11,31,6
ParlaMint-TR-en_2012-04-12-tbmm-T24-meta.tsv,2012-04-12,41,3
ParlaMint-TR-en_2012-04-17-tbmm-T24-meta.tsv,2012-04-17,40,5
ParlaMint-TR-en_2012-04-18-tbmm-T24-meta.tsv,2012-04-18,55,6
ParlaMint-TR-en_2012-04-23-tbmm-T24-meta.tsv,2012-04-23,4,0
ParlaMint-TR-en_2012-04-24-tbmm-T24-meta.tsv,2012-04-24,23,0
ParlaMint-TR-en_2012-04-25-tbmm-T24-meta.tsv,2012-04-25,31,3
ParlaMint-TR-en_2012-04-26-tbmm-T24-meta.tsv,2012-04-26,78,5
ParlaMint-TR-en_2012-05-02-tbmm-T24-meta.tsv,2012-05-02,58,5
ParlaMint-TR-en_2012-05-03-tbmm-T24-meta.tsv,2012-05-03,50,8
ParlaMint-TR-en_2012-05-08-tbmm-T24-meta.tsv,2012-05-08,15,1
ParlaMint-TR-en_2012-05-09-tbmm-T24-meta.tsv,2012-05-09,48,7
ParlaMint-TR-en_2012-05-10-tbmm-T24-meta.tsv,2012-05-10,0,1
ParlaMint-TR-en_2012-05-15-tbmm-T24-meta.tsv,2012-05-15,29,5
ParlaMint-TR-en_2012-05-16-tbmm-T24-meta.tsv,2012-05-16,49,6
ParlaMint-TR-en_2012-05-17-tbmm-T24-meta.tsv,2012-05-17,28,5
ParlaMint-TR-en_2012-05-22-tbmm-T24-meta.tsv,2012-05-22,35,3
ParlaMint-TR-en_2012-05-23-tbmm-T24-meta.tsv,2012-05-23,44,2
ParlaMint-TR-en_2012-05-24-tbmm-T24-meta.tsv,2012-05-24,43,0
ParlaMint-TR-en_2012-05-29-tbmm-T24-meta.tsv,2012-05-29,58,5
ParlaMint-TR-en_2012-05-30-tbmm-T24-meta.tsv,2012-05-30,85,7
ParlaMint-TR-en_2012-05-31-tbmm-T24-meta.tsv,2012-05-31,64,4
ParlaMint-TR-en_2012-06-05-tbmm-T24-meta.tsv,2012-06-05,36,3
ParlaMint-TR-en_2012-06-06-tbmm-T24-meta.tsv,2012-06-06,57,10
ParlaMint-TR-en_2012-06-07-tbmm-T24-meta.tsv,2012-06-07,36,2
ParlaMint-TR-en_2012-06-12-tbmm-T24-meta.tsv,2012-06-12,77,7
ParlaMint-TR-en_2012-06-13-tbmm-T24-meta.tsv,2012-06-13,53,5
ParlaMint-TR-en_2012-06-14-tbmm-T24-meta.tsv,2012-06-14,23,7
ParlaMint-TR-en_2012-06-19-tbmm-T24-meta.tsv,2012-06-19,52,10
ParlaMint-TR-en_2012-06-20-tbmm-T24-meta.tsv,2012-06-20,53,7
ParlaMint-TR-en_2012-06-21-tbmm-T24-meta.tsv,2012-06-21,65,4
ParlaMint-TR-en_2012-06-26-tbmm-T24-meta.tsv,2012-06-26,44,1
ParlaMint-TR-en_2012-06-27-tbmm-T24-meta.tsv,2012-06-27,71,3
ParlaMint-TR-en_2012-06-28-tbmm-T24-meta.tsv,2012-06-28,83,8
ParlaMint-TR-en_2012-06-29-tbmm-T24-meta.tsv,2012-06-29,30,0
ParlaMint-TR-en_2012-06-30-tbmm-T24-meta.tsv,2012-06-30,95,7
ParlaMint-TR-en_2012-07-01-tbmm-T24-meta.tsv,2012-07-01,86,8
ParlaMint-TR-en_2012-07-02-tbmm-T24-meta.tsv,2012-07-02,33,4
ParlaMint-TR-en_2012-07-03-tbmm-T24-meta.tsv,2012-07-03,88,15
ParlaMint-TR-en_2012-08-14-tbmm-T24-meta.tsv,2012-08-14,5,0
ParlaMint-TR-en_2012-10-01-tbmm-T24-meta.tsv,2012-10-01,2,0
ParlaMint-TR-en_2012-10-02-tbmm-T24-meta.tsv,2012-10-02,42,0
ParlaMint-TR-en_2012-10-03-tbmm-T24-meta.tsv,2012-10-03,35,4
ParlaMint-TR-en_2012-10-04-tbmm-T24-meta.tsv,2012-10-04,19,1
ParlaMint-TR-en_2012-10-09-tbmm-T24-meta.tsv,2012-10-09,61,3
ParlaMint-TR-en_2012-10-10-tbmm-T24-meta.tsv,2012-10-10,36,4
ParlaMint-TR-en_2012-10-11-tbmm-T24-meta.tsv,2012-10-11,72,6
ParlaMint-TR-en_2012-10-12-tbmm-T24-meta.tsv,2012-10-12,41,2
ParlaMint-TR-en_2012-10-16-tbmm-T24-meta.tsv,2012-10-16,34,5
ParlaMint-TR-en_2012-10-17-tbmm-T24-meta.tsv,2012-10-17,43,10
ParlaMint-TR-en_2012-10-18-tbmm-T24-meta.tsv,2012-10-18,48,7
ParlaMint-TR-en_2012-10-23-tbmm-T24-meta.tsv,2012-10-23,1,0
ParlaMint-TR-en_2012-10-30-tbmm-T24-meta.tsv,2012-10-30,52,2
ParlaMint-TR-en_2012-10-31-tbmm-T24-meta.tsv,2012-10-31,55,4
ParlaMint-TR-en_2012-11-01-tbmm-T24-meta.tsv,2012-11-01,88,8
ParlaMint-TR-en_2012-11-06-tbmm-T24-meta.tsv,2012-11-06,46,3
ParlaMint-TR-en_2012-11-07-tbmm-T24-meta.tsv,2012-11-07,69,6
ParlaMint-TR-en_2012-11-08-tbmm-T24-meta.tsv,2012-11-08,58,5
ParlaMint-TR-en_2012-11-09-tbmm-T24-meta.tsv,2012-11-09,65,6
ParlaMint-TR-en_2012-11-10-tbmm-T24-meta.tsv,2012-11-10,5,1
ParlaMint-TR-en_2012-11-11-tbmm-T24-meta.tsv,2012-11-11,76,8
ParlaMint-TR-en_2012-11-12-tbmm-T24-meta.tsv,2012-11-12,4,0
ParlaMint-TR-en_2012-11-13-tbmm-T24-meta.tsv,2012-11-13,54,1
ParlaMint-TR-en_2012-11-14-tbmm-T24-meta.tsv,2012-11-14,54,3
ParlaMint-TR-en_2012-11-15-tbmm-T24-meta.tsv,2012-11-15,56,4
ParlaMint-TR-en_2012-11-20-tbmm-T24-meta.tsv,2012-11-20,51,5
ParlaMint-TR-en_2012-11-21-tbmm-T24-meta.tsv,2012-11-21,38,2
ParlaMint-TR-en_2012-11-22-tbmm-T24-meta.tsv,2012-11-22,54,7
ParlaMint-TR-en_2012-11-27-tbmm-T24-meta.tsv,2012-11-27,48,6
ParlaMint-TR-en_2012-11-28-tbmm-T24-meta.tsv,2012-11-28,32,3
ParlaMint-TR-en_2012-11-29-tbmm-T24-meta.tsv,2012-11-29,57,4
ParlaMint-TR-en_2012-11-30-tbmm-T24-meta.tsv,2012-11-30,30,1
ParlaMint-TR-en_2012-12-04-tbmm-T24-meta.tsv,2012-12-04,57,3
ParlaMint-TR-en_2012-12-05-tbmm-T24-meta.tsv,2012-12-05,48,7
ParlaMint-TR-en_2012-12-06-tbmm-T24-meta.tsv,2012-12-06,61,3
ParlaMint-TR-en_2012-12-10-tbmm-T24-meta.tsv,2012-12-10,17,2
ParlaMint-TR-en_2012-12-11-tbmm-T24-meta.tsv,2012-12-11,87,6
ParlaMint-TR-en_2012-12-12-tbmm-T24-meta.tsv,2012-12-12,81,8
ParlaMint-TR-en_2012-12-13-tbmm-T24-meta.tsv,2012-12-13,91,12
ParlaMint-TR-en_2012-12-14-tbmm-T24-meta.tsv,2012-12-14,95,9
ParlaMint-TR-en_2012-12-15-tbmm-T24-meta.tsv,2012-12-15,66,18
ParlaMint-TR-en_2012-12-16-tbmm-T24-meta.tsv,2012-12-16,68,8
ParlaMint-TR-en_2012-12-17-tbmm-T24-meta.tsv,2012-12-17,47,6
ParlaMint-TR-en_2012-12-18-tbmm-T24-meta.tsv,2012-12-18,67,7
ParlaMint-TR-en_2012-12-19-tbmm-T24-meta.tsv,2012-12-19,76,6
ParlaMint-TR-en_2012-12-20-tbmm-T24-meta.tsv,2012-12-20,34,3
ParlaMint-TR-en_2013-01-02-tbmm-T24-meta.tsv,2013-01-02,29,3
ParlaMint-TR-en_2013-01-03-tbmm-T24-meta.tsv,2013-01-03,14,2
ParlaMint-TR-en_2013-01-08-tbmm-T24-meta.tsv,2013-01-08,36,4
ParlaMint-TR-en_2013-01-09-tbmm-T24-meta.tsv,2013-01-09,52,7
ParlaMint-TR-en_2013-01-10-tbmm-T24-meta.tsv,2013-01-10,41,3
ParlaMint-TR-en_2013-01-15-tbmm-T24-meta.tsv,2013-01-15,28,0
ParlaMint-TR-en_2013-01-16-tbmm-T24-meta.tsv,2013-01-16,57,1
ParlaMint-TR-en_2013-01-17-tbmm-T24-meta.tsv,2013-01-17,45,4
ParlaMint-TR-en_2013-01-22-tbmm-T24-meta.tsv,2013-01-22,25,3
ParlaMint-TR-en_2013-01-23-tbmm-T24-meta.tsv,2013-01-23,58,10
ParlaMint-TR-en_2013-01-24-tbmm-T24-meta.tsv,2013-01-24,36,4
ParlaMint-TR-en_2013-01-29-tbmm-T24-meta.tsv,2013-01-29,51,4
ParlaMint-TR-en_2013-01-30-tbmm-T24-meta.tsv,2013-01-30,51,8
ParlaMint-TR-en_2013-01-31-tbmm-T24-meta.tsv,2013-01-31,66,9
ParlaMint-TR-en_2013-02-05-tbmm-T24-meta.tsv,2013-02-05,52,2
ParlaMint-TR-en_2013-02-06-tbmm-T24-meta.tsv,2013-02-06,56,6
ParlaMint-TR-en_2013-02-07-tbmm-T24-meta.tsv,2013-02-07,73,8
ParlaMint-TR-en_2013-02-12-tbmm-T24-meta.tsv,2013-02-12,36,5
ParlaMint-TR-en_2013-02-13-tbmm-T24-meta.tsv,2013-02-13,55,5
ParlaMint-TR-en_2013-02-14-tbmm-T24-meta.tsv,2013-02-14,65,4
ParlaMint-TR-en_2013-02-19-tbmm-T24-meta.tsv,2013-02-19,50,4
ParlaMint-TR-en_2013-02-20-tbmm-T24-meta.tsv,2013-02-20,57,6
ParlaMint-TR-en_2013-02-21-tbmm-T24-meta.tsv,2013-02-21,36,2
ParlaMint-TR-en_2013-02-26-tbmm-T24-meta.tsv,2013-02-26,38,3
ParlaMint-TR-en_2013-02-27-tbmm-T24-meta.tsv,2013-02-27,28,2
ParlaMint-TR-en_2013-02-28-tbmm-T24-meta.tsv,2013-02-28,41,1
ParlaMint-TR-en_2013-03-05-tbmm-T24-meta.tsv,2013-03-05,63,3
ParlaMint-TR-en_2013-03-06-tbmm-T24-meta.tsv,2013-03-06,49,7
ParlaMint-TR-en_2013-03-07-tbmm-T24-meta.tsv,2013-03-07,60,14
ParlaMint-TR-en_2013-03-12-tbmm-T24-meta.tsv,2013-03-12,55,3
ParlaMint-TR-en_2013-03-13-tbmm-T24-meta.tsv,2013-03-13,64,3
ParlaMint-TR-en_2013-03-14-tbmm-T24-meta.tsv,2013-03-14,42,4
ParlaMint-TR-en_2013-03-19-tbmm-T24-meta.tsv,2013-03-19,47,3
ParlaMint-TR-en_2013-03-20-tbmm-T24-meta.tsv,2013-03-20,56,3
ParlaMint-TR-en_2013-03-21-tbmm-T24-meta.tsv,2013-03-21,56,6
ParlaMint-TR-en_2013-03-26-tbmm-T24-meta.tsv,2013-03-26,58,2
ParlaMint-TR-en_2013-03-27-tbmm-T24-meta.tsv,2013-03-27,73,4
ParlaMint-TR-en_2013-03-28-tbmm-T24-meta.tsv,2013-03-28,40,3
ParlaMint-TR-en_2013-03-29-tbmm-T24-meta.tsv,2013-03-29,36,4
ParlaMint-TR-en_2013-04-02-tbmm-T24-meta.tsv,2013-04-02,52,1
ParlaMint-TR-en_2013-04-03-tbmm-T24-meta.tsv,2013-04-03,37,3
ParlaMint-TR-en_2013-04-04-tbmm-T24-meta.tsv,2013-04-04,37,4
ParlaMint-TR-en_2013-04-09-tbmm-T24-meta.tsv,2013-04-09,42,1
ParlaMint-TR-en_2013-04-10-tbmm-T24-meta.tsv,2013-04-10,60,3
ParlaMint-TR-en_2013-04-11-tbmm-T24-meta.tsv,2013-04-11,59,5
ParlaMint-TR-en_2013-04-16-tbmm-T24-meta.tsv,2013-04-16,54,6
ParlaMint-TR-en_2013-04-17-tbmm-T24-meta.tsv,2013-04-17,50,6
ParlaMint-TR-en_2013-04-18-tbmm-T24-meta.tsv,2013-04-18,57,6
ParlaMint-TR-en_2013-04-23-tbmm-T24-meta.tsv,2013-04-23,4,2
ParlaMint-TR-en_2013-04-24-tbmm-T24-meta.tsv,2013-04-24,40,5
ParlaMint-TR-en_2013-04-25-tbmm-T24-meta.tsv,2013-04-25,49,11
ParlaMint-TR-en_2013-05-02-tbmm-T24-meta.tsv,2013-05-02,50,4
ParlaMint-TR-en_2013-05-07-tbmm-T24-meta.tsv,2013-05-07,63,3
ParlaMint-TR-en_2013-05-08-tbmm-T24-meta.tsv,2013-05-08,52,1
ParlaMint-TR-en_2013-05-09-tbmm-T24-meta.tsv,2013-05-09,19,2
ParlaMint-TR-en_2013-05-14-tbmm-T24-meta.tsv,2013-05-14,42,3
ParlaMint-TR-en_2013-05-15-tbmm-T24-meta.tsv,2013-05-15,71,4
ParlaMint-TR-en_2013-05-16-tbmm-T24-meta.tsv,2013-05-16,31,4
ParlaMint-TR-en_2013-05-20-tbmm-T24-meta.tsv,2013-05-20,27,2
ParlaMint-TR-en_2013-05-21-tbmm-T24-meta.tsv,2013-05-21,45,4
ParlaMint-TR-en_2013-05-22-tbmm-T24-meta.tsv,2013-05-22,41,4
ParlaMint-TR-en_2013-05-23-tbmm-T24-meta.tsv,2013-05-23,59,7
ParlaMint-TR-en_2013-05-28-tbmm-T24-meta.tsv,2013-05-28,55,3
ParlaMint-TR-en_2013-05-29-tbmm-T24-meta.tsv,2013-05-29,67,7
ParlaMint-TR-en_2013-05-30-tbmm-T24-meta.tsv,2013-05-30,59,8
ParlaMint-TR-en_2013-05-31-tbmm-T24-meta.tsv,2013-05-31,30,3
ParlaMint-TR-en_2013-06-04-tbmm-T24-meta.tsv,2013-06-04,67,9
ParlaMint-TR-en_2013-06-05-tbmm-T24-meta.tsv,2013-06-05,81,14
ParlaMint-TR-en_2013-06-06-tbmm-T24-meta.tsv,2013-06-06,75,11
ParlaMint-TR-en_2013-06-11-tbmm-T24-meta.tsv,2013-06-11,39,5
ParlaMint-TR-en_2013-06-12-tbmm-T24-meta.tsv,2013-06-12,64,9
ParlaMint-TR-en_2013-06-13-tbmm-T24-meta.tsv,2013-06-13,45,3
ParlaMint-TR-en_2013-06-18-tbmm-T24-meta.tsv,2013-06-18,67,9
ParlaMint-TR-en_2013-06-19-tbmm-T24-meta.tsv,2013-06-19,67,5
ParlaMint-TR-en_2013-06-20-tbmm-T24-meta.tsv,2013-06-20,48,3
ParlaMint-TR-en_2013-06-25-tbmm-T24-meta.tsv,2013-06-25,22,6
ParlaMint-TR-en_2013-06-26-tbmm-T24-meta.tsv,2013-06-26,41,3
ParlaMint-TR-en_2013-06-27-tbmm-T24-meta.tsv,2013-06-27,53,6
ParlaMint-TR-en_2013-07-01-tbmm-T24-meta.tsv,2013-07-01,44,2
ParlaMint-TR-en_2013-07-02-tbmm-T24-meta.tsv,2013-07-02,2,0
ParlaMint-TR-en_2013-07-03-tbmm-T24-meta.tsv,2013-07-03,72,4
ParlaMint-TR-en_2013-07-04-tbmm-T24-meta.tsv,2013-07-04,54,5
ParlaMint-TR-en_2013-07-05-tbmm-T24-meta.tsv,2013-07-05,56,6
ParlaMint-TR-en_2013-07-06-tbmm-T24-meta.tsv,2013-07-06,50,8
ParlaMint-TR-en_2013-07-07-tbmm-T24-meta.tsv,2013-07-07,50,2
ParlaMint-TR-en_2013-07-08-tbmm-T24-meta.tsv,2013-07-08,49,4
ParlaMint-TR-en_2013-07-09-tbmm-T24-meta.tsv,2013-07-09,72,7
ParlaMint-TR-en_2013-07-10-tbmm-T24-meta.tsv,2013-07-10,78,7
ParlaMint-TR-en_2013-07-11-tbmm-T24-meta.tsv,2013-07-11,70,13
ParlaMint-TR-en_2013-07-12-tbmm-T24-meta.tsv,2013-07-12,45,3
ParlaMint-TR-en_2013-07-13-tbmm-T24-meta.tsv,2013-07-13,48,9
ParlaMint-TR-en_2013-10-01-tbmm-T24-meta.tsv,2013-10-01,2,0
ParlaMint-TR-en_2013-10-02-tbmm-T24-meta.tsv,2013-10-02,30,2
ParlaMint-TR-en_2013-10-03-tbmm-T24-meta.tsv,2013-10-03,26,1
ParlaMint-TR-en_2013-10-08-tbmm-T24-meta.tsv,2013-10-08,17,2
ParlaMint-TR-en_2013-10-09-tbmm-T24-meta.tsv,2013-10-09,21,3
ParlaMint-TR-en_2013-10-10-tbmm-T24-meta.tsv,2013-10-10,30,1
ParlaMint-TR-en_2013-10-22-tbmm-T24-meta.tsv,2013-10-22,40,5
ParlaMint-TR-en_2013-10-23-tbmm-T24-meta.tsv,2013-10-23,46,5
ParlaMint-TR-en_2013-10-24-tbmm-T24-meta.tsv,2013-10-24,50,4
ParlaMint-TR-en_2013-10-30-tbmm-T24-meta.tsv,2013-10-30,63,9
ParlaMint-TR-en_2013-10-31-tbmm-T24-meta.tsv,2013-10-31,24,7
ParlaMint-TR-en_2013-11-05-tbmm-T24-meta.tsv,2013-11-05,42,4
ParlaMint-TR-en_2013-11-06-tbmm-T24-meta.tsv,2013-11-06,50,3
ParlaMint-TR-en_2013-11-07-tbmm-T24-meta.tsv,2013-11-07,39,5
ParlaMint-TR-en_2013-11-12-tbmm-T24-meta.tsv,2013-11-12,36,3
ParlaMint-TR-en_2013-11-13-tbmm-T24-meta.tsv,2013-11-13,45,9
ParlaMint-TR-en_2013-11-14-tbmm-T24-meta.tsv,2013-11-14,54,5
ParlaMint-TR-en_2013-11-19-tbmm-T24-meta.tsv,2013-11-19,45,3
ParlaMint-TR-en_2013-11-20-tbmm-T24-meta.tsv,2013-11-20,33,2
ParlaMint-TR-en_2013-11-21-tbmm-T24-meta.tsv,2013-11-21,33,8
ParlaMint-TR-en_2013-11-26-tbmm-T24-meta.tsv,2013-11-26,51,2
ParlaMint-TR-en_2013-11-27-tbmm-T24-meta.tsv,2013-11-27,56,7
ParlaMint-TR-en_2013-11-28-tbmm-T24-meta.tsv,2013-11-28,56,4
ParlaMint-TR-en_2013-12-03-tbmm-T24-meta.tsv,2013-12-03,33,4
ParlaMint-TR-en_2013-12-04-tbmm-T24-meta.tsv,2013-12-04,42,5
ParlaMint-TR-en_2013-12-09-tbmm-T24-meta.tsv,2013-12-09,69,9
ParlaMint-TR-en_2013-12-10-tbmm-T24-meta.tsv,2013-12-10,55,7
ParlaMint-TR-en_2013-12-11-tbmm-T24-meta.tsv,2013-12-11,109,13
ParlaMint-TR-en_2013-12-12-tbmm-T24-meta.tsv,2013-12-12,74,6
ParlaMint-TR-en_2013-12-13-tbmm-T24-meta.tsv,2013-12-13,80,7
