Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-ES-en_2018-07-04-CD180704	ParlaMint-ES_2018-07-04-CD180704.u1	Plenary session 130 (2018-07-04)	2018-07-04	Lower house	Legislatura XII	Sesión plenaria núm. 130extraordinaria extraordinaria	-	2018-07-04	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2018-07-04-CD180704	ParlaMint-ES_2018-07-04-CD180704.u2	Plenary session 130 (2018-07-04)	2018-07-04	Lower house	Legislatura XII	Sesión plenaria núm. 130extraordinaria extraordinaria	-	2018-07-04	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2018-07-04-CD180704	ParlaMint-ES_2018-07-04-CD180704.u13	Plenary session 130 (2018-07-04)	2018-07-04	Lower house	Legislatura XII	Sesión plenaria núm. 130extraordinaria extraordinaria	-	2018-07-04	-	Reference	English	Regular	MP	notMinister	PP-PAR	Partido Popular - Partido Aragonés	Coalition	Centre-right to right	RamónMorenoBustos	Moreno Bustos, Ramón	M	1966	
ParlaMint-ES-en_2018-07-04-CD180704	ParlaMint-ES_2018-07-04-CD180704.u14	Plenary session 130 (2018-07-04)	2018-07-04	Lower house	Legislatura XII	Sesión plenaria núm. 130extraordinaria extraordinaria	-	2018-07-04	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2018-07-04-CD180704	ParlaMint-ES_2018-07-04-CD180704.u15	Plenary session 130 (2018-07-04)	2018-07-04	Lower house	Legislatura XII	Sesión plenaria núm. 130extraordinaria extraordinaria	-	2018-07-04	-	Reference	English	Regular	MP	notMinister	PSOE	Partido Socialista Obrero Español	Opposition	Centre-left	JoséMiguelCamachoSánchez	Camacho Sánchez, José Miguel	M	1959	
ParlaMint-ES-en_2018-07-04-CD180704	ParlaMint-ES_2018-07-04-CD180704.u16	Plenary session 130 (2018-07-04)	2018-07-04	Lower house	Legislatura XII	Sesión plenaria núm. 130extraordinaria extraordinaria	-	2018-07-04	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2018-07-04-CD180704	ParlaMint-ES_2018-07-04-CD180704.u17	Plenary session 130 (2018-07-04)	2018-07-04	Lower house	Legislatura XII	Sesión plenaria núm. 130extraordinaria extraordinaria	-	2018-07-04	-	Reference	English	Regular	MP	notMinister	ERC-CATSÍ	Esquerra Republicana de Catalunya - Catalunya Sí	Opposition	Centre-left to left	JoanTardàiComa	Tardà i Coma, Joan	M	1953	
ParlaMint-ES-en_2018-07-04-CD180704	ParlaMint-ES_2018-07-04-CD180704.u18	Plenary session 130 (2018-07-04)	2018-07-04	Lower house	Legislatura XII	Sesión plenaria núm. 130extraordinaria extraordinaria	-	2018-07-04	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2018-07-04-CD180704	ParlaMint-ES_2018-07-04-CD180704.u19	Plenary session 130 (2018-07-04)	2018-07-04	Lower house	Legislatura XII	Sesión plenaria núm. 130extraordinaria extraordinaria	-	2018-07-04	-	Reference	English	Regular	MP	notMinister	ERC-CATSÍ	Esquerra Republicana de Catalunya - Catalunya Sí	Opposition	Centre-left to left	JoanTardàiComa	Tardà i Coma, Joan	M	1953	
ParlaMint-ES-en_2018-07-04-CD180704	ParlaMint-ES_2018-07-04-CD180704.u20	Plenary session 130 (2018-07-04)	2018-07-04	Lower house	Legislatura XII	Sesión plenaria núm. 130extraordinaria extraordinaria	-	2018-07-04	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2018-07-04-CD180704	ParlaMint-ES_2018-07-04-CD180704.u21	Plenary session 130 (2018-07-04)	2018-07-04	Lower house	Legislatura XII	Sesión plenaria núm. 130extraordinaria extraordinaria	-	2018-07-04	-	Reference	English	Regular	MP	notMinister	ERC-CATSÍ	Esquerra Republicana de Catalunya - Catalunya Sí	Opposition	Centre-left to left	JoanTardàiComa	Tardà i Coma, Joan	M	1953	
ParlaMint-ES-en_2018-07-04-CD180704	ParlaMint-ES_2018-07-04-CD180704.u22	Plenary session 130 (2018-07-04)	2018-07-04	Lower house	Legislatura XII	Sesión plenaria núm. 130extraordinaria extraordinaria	-	2018-07-04	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2018-07-04-CD180704	ParlaMint-ES_2018-07-04-CD180704.u23	Plenary session 130 (2018-07-04)	2018-07-04	Lower house	Legislatura XII	Sesión plenaria núm. 130extraordinaria extraordinaria	-	2018-07-04	-	Reference	English	Regular	MP	notMinister	PP-PAR	Partido Popular - Partido Aragonés	Coalition	Centre-right to right	RamónMorenoBustos	Moreno Bustos, Ramón	M	1966	
ParlaMint-ES-en_2018-07-04-CD180704	ParlaMint-ES_2018-07-04-CD180704.u24	Plenary session 130 (2018-07-04)	2018-07-04	Lower house	Legislatura XII	Sesión plenaria núm. 130extraordinaria extraordinaria	-	2018-07-04	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2018-07-04-CD180704	ParlaMint-ES_2018-07-04-CD180704.u25	Plenary session 130 (2018-07-04)	2018-07-04	Lower house	Legislatura XII	Sesión plenaria núm. 130extraordinaria extraordinaria	-	2018-07-04	-	Reference	English	Regular	MP	notMinister	CCa-PNC-NC	Coalición Canaria - Partido Nacionalista Canario - Nueva Canarias	Opposition	Centre to centre-right	AnaMaríaOramasGonzálezMoro	Oramas González-Moro, Ana María	F	1955	
ParlaMint-ES-en_2018-07-04-CD180704	ParlaMint-ES_2018-07-04-CD180704.u26	Plenary session 130 (2018-07-04)	2018-07-04	Lower house	Legislatura XII	Sesión plenaria núm. 130extraordinaria extraordinaria	-	2018-07-04	-	Reference	English	Chairperson	MP	notMinister	Cs	Ciudadanos	Opposition	Centre-right	JoséIgnacioPrendesPrendes	Prendes Prendes, José Ignacio	M	1965	
ParlaMint-ES-en_2018-07-04-CD180704	ParlaMint-ES_2018-07-04-CD180704.u27	Plenary session 130 (2018-07-04)	2018-07-04	Lower house	Legislatura XII	Sesión plenaria núm. 130extraordinaria extraordinaria	-	2018-07-04	-	Reference	English	Regular	MP	notMinister	PP-Foro	Partido Popular - Foro Asturias	Coalition	Centre-right to right	IsidroManuelMartínezOblanca	Martínez Oblanca, Isidro Manuel	M	1956	
ParlaMint-ES-en_2018-07-04-CD180704	ParlaMint-ES_2018-07-04-CD180704.u28	Plenary session 130 (2018-07-04)	2018-07-04	Lower house	Legislatura XII	Sesión plenaria núm. 130extraordinaria extraordinaria	-	2018-07-04	-	Reference	English	Chairperson	MP	notMinister	Cs	Ciudadanos	Opposition	Centre-right	JoséIgnacioPrendesPrendes	Prendes Prendes, José Ignacio	M	1965	
ParlaMint-ES-en_2018-07-04-CD180704	ParlaMint-ES_2018-07-04-CD180704.u29	Plenary session 130 (2018-07-04)	2018-07-04	Lower house	Legislatura XII	Sesión plenaria núm. 130extraordinaria extraordinaria	-	2018-07-04	-	Reference	English	Regular	MP	notMinister	Més Compromís	Més Compromís	Opposition	Left	JoanBaldovíRoda	Baldoví Roda, Joan	M	1958	
ParlaMint-ES-en_2018-07-04-CD180704	ParlaMint-ES_2018-07-04-CD180704.u30	Plenary session 130 (2018-07-04)	2018-07-04	Lower house	Legislatura XII	Sesión plenaria núm. 130extraordinaria extraordinaria	-	2018-07-04	-	Reference	English	Chairperson	MP	notMinister	Cs	Ciudadanos	Opposition	Centre-right	JoséIgnacioPrendesPrendes	Prendes Prendes, José Ignacio	M	1965	
ParlaMint-ES-en_2018-07-04-CD180704	ParlaMint-ES_2018-07-04-CD180704.u31	Plenary session 130 (2018-07-04)	2018-07-04	Lower house	Legislatura XII	Sesión plenaria núm. 130extraordinaria extraordinaria	-	2018-07-04	-	Reference	English	Regular	MP	notMinister	CDC	Convergècia Democràtica de Catalunya	Opposition	Centre-right	FeliuJoanGuillaumesiRàfols	Guillaumes i Ràfols, Feliu-Joan	M	1962	
ParlaMint-ES-en_2018-07-04-CD180704	ParlaMint-ES_2018-07-04-CD180704.u32	Plenary session 130 (2018-07-04)	2018-07-04	Lower house	Legislatura XII	Sesión plenaria núm. 130extraordinaria extraordinaria	-	2018-07-04	-	Reference	English	Chairperson	MP	notMinister	Cs	Ciudadanos	Opposition	Centre-right	JoséIgnacioPrendesPrendes	Prendes Prendes, José Ignacio	M	1965	
ParlaMint-ES-en_2018-07-04-CD180704	ParlaMint-ES_2018-07-04-CD180704.u33	Plenary session 130 (2018-07-04)	2018-07-04	Lower house	Legislatura XII	Sesión plenaria núm. 130extraordinaria extraordinaria	-	2018-07-04	-	Reference	English	Regular	MP	notMinister	EAJ-PNV	Euzko Alderdi Jeltzalea-Partido Nacionalista Vasco	Opposition	Centre	JosebaAndoniAgirretxeaUrresti	Agirretxea Urresti, Joseba Andoni	M	1966	
ParlaMint-ES-en_2018-07-04-CD180704	ParlaMint-ES_2018-07-04-CD180704.u34	Plenary session 130 (2018-07-04)	2018-07-04	Lower house	Legislatura XII	Sesión plenaria núm. 130extraordinaria extraordinaria	-	2018-07-04	-	Reference	English	Chairperson	MP	notMinister	Cs	Ciudadanos	Opposition	Centre-right	JoséIgnacioPrendesPrendes	Prendes Prendes, José Ignacio	M	1965	
ParlaMint-ES-en_2018-07-04-CD180704	ParlaMint-ES_2018-07-04-CD180704.u35	Plenary session 130 (2018-07-04)	2018-07-04	Lower house	Legislatura XII	Sesión plenaria núm. 130extraordinaria extraordinaria	-	2018-07-04	-	Reference	English	Regular	MP	notMinister	ERC-S	Esquerra Republicana de Catalunya - Sobiranistes	Opposition	Centre-left to left	GabrielRufiánRomero	Rufián Romero, Gabriel	M	1982	
ParlaMint-ES-en_2018-07-04-CD180704	ParlaMint-ES_2018-07-04-CD180704.u36	Plenary session 130 (2018-07-04)	2018-07-04	Lower house	Legislatura XII	Sesión plenaria núm. 130extraordinaria extraordinaria	-	2018-07-04	-	Reference	English	Chairperson	MP	notMinister	Cs	Ciudadanos	Opposition	Centre-right	JoséIgnacioPrendesPrendes	Prendes Prendes, José Ignacio	M	1965	
ParlaMint-ES-en_2018-07-04-CD180704	ParlaMint-ES_2018-07-04-CD180704.u37	Plenary session 130 (2018-07-04)	2018-07-04	Lower house	Legislatura XII	Sesión plenaria núm. 130extraordinaria extraordinaria	-	2018-07-04	-	Reference	English	Regular	MP	notMinister	ERC-S	Esquerra Republicana de Catalunya - Sobiranistes	Opposition	Centre-left to left	GabrielRufiánRomero	Rufián Romero, Gabriel	M	1982	
ParlaMint-ES-en_2018-07-04-CD180704	ParlaMint-ES_2018-07-04-CD180704.u38	Plenary session 130 (2018-07-04)	2018-07-04	Lower house	Legislatura XII	Sesión plenaria núm. 130extraordinaria extraordinaria	-	2018-07-04	-	Reference	English	Chairperson	MP	notMinister	Cs	Ciudadanos	Opposition	Centre-right	JoséIgnacioPrendesPrendes	Prendes Prendes, José Ignacio	M	1965	
ParlaMint-ES-en_2018-07-04-CD180704	ParlaMint-ES_2018-07-04-CD180704.u39	Plenary session 130 (2018-07-04)	2018-07-04	Lower house	Legislatura XII	Sesión plenaria núm. 130extraordinaria extraordinaria	-	2018-07-04	-	Reference	English	Regular	MP	notMinister	ERC-S	Esquerra Republicana de Catalunya - Sobiranistes	Opposition	Centre-left to left	GabrielRufiánRomero	Rufián Romero, Gabriel	M	1982	
ParlaMint-ES-en_2018-07-04-CD180704	ParlaMint-ES_2018-07-04-CD180704.u40	Plenary session 130 (2018-07-04)	2018-07-04	Lower house	Legislatura XII	Sesión plenaria núm. 130extraordinaria extraordinaria	-	2018-07-04	-	Reference	English	Chairperson	MP	notMinister	Cs	Ciudadanos	Opposition	Centre-right	JoséIgnacioPrendesPrendes	Prendes Prendes, José Ignacio	M	1965	
ParlaMint-ES-en_2018-07-04-CD180704	ParlaMint-ES_2018-07-04-CD180704.u41	Plenary session 130 (2018-07-04)	2018-07-04	Lower house	Legislatura XII	Sesión plenaria núm. 130extraordinaria extraordinaria	-	2018-07-04	-	Reference	English	Regular	MP	notMinister	Cs	Ciudadanos	Opposition	Centre-right	GuillermoDíazGómez	Díaz Gómez, Guillermo	M	1978	
ParlaMint-ES-en_2018-07-04-CD180704	ParlaMint-ES_2018-07-04-CD180704.u42	Plenary session 130 (2018-07-04)	2018-07-04	Lower house	Legislatura XII	Sesión plenaria núm. 130extraordinaria extraordinaria	-	2018-07-04	-	Reference	English	Chairperson	MP	notMinister	Cs	Ciudadanos	Opposition	Centre-right	JoséIgnacioPrendesPrendes	Prendes Prendes, José Ignacio	M	1965	
ParlaMint-ES-en_2018-07-04-CD180704	ParlaMint-ES_2018-07-04-CD180704.u43	Plenary session 130 (2018-07-04)	2018-07-04	Lower house	Legislatura XII	Sesión plenaria núm. 130extraordinaria extraordinaria	-	2018-07-04	-	Reference	English	Regular	MP	notMinister	UP	Unidas Podemos	Opposition	Left	NoeliaVeraRuízHerrera	Vera Ruíz-Herrera, Noelia	F	1985	
ParlaMint-ES-en_2018-07-04-CD180704	ParlaMint-ES_2018-07-04-CD180704.u44	Plenary session 130 (2018-07-04)	2018-07-04	Lower house	Legislatura XII	Sesión plenaria núm. 130extraordinaria extraordinaria	-	2018-07-04	-	Reference	English	Chairperson	MP	notMinister	Cs	Ciudadanos	Opposition	Centre-right	JoséIgnacioPrendesPrendes	Prendes Prendes, José Ignacio	M	1965	
ParlaMint-ES-en_2018-07-04-CD180704	ParlaMint-ES_2018-07-04-CD180704.u45	Plenary session 130 (2018-07-04)	2018-07-04	Lower house	Legislatura XII	Sesión plenaria núm. 130extraordinaria extraordinaria	-	2018-07-04	-	Reference	English	Regular	MP	notMinister	UP	Unidas Podemos	Opposition	Left	NoeliaVeraRuízHerrera	Vera Ruíz-Herrera, Noelia	F	1985	
ParlaMint-ES-en_2018-07-04-CD180704	ParlaMint-ES_2018-07-04-CD180704.u46	Plenary session 130 (2018-07-04)	2018-07-04	Lower house	Legislatura XII	Sesión plenaria núm. 130extraordinaria extraordinaria	-	2018-07-04	-	Reference	English	Chairperson	MP	notMinister	Cs	Ciudadanos	Opposition	Centre-right	JoséIgnacioPrendesPrendes	Prendes Prendes, José Ignacio	M	1965	
ParlaMint-ES-en_2018-07-04-CD180704	ParlaMint-ES_2018-07-04-CD180704.u47	Plenary session 130 (2018-07-04)	2018-07-04	Lower house	Legislatura XII	Sesión plenaria núm. 130extraordinaria extraordinaria	-	2018-07-04	-	Reference	English	Regular	MP	notMinister	UP	Unidas Podemos	Opposition	Left	NoeliaVeraRuízHerrera	Vera Ruíz-Herrera, Noelia	F	1985	
ParlaMint-ES-en_2018-07-04-CD180704	ParlaMint-ES_2018-07-04-CD180704.u48	Plenary session 130 (2018-07-04)	2018-07-04	Lower house	Legislatura XII	Sesión plenaria núm. 130extraordinaria extraordinaria	-	2018-07-04	-	Reference	English	Chairperson	MP	notMinister	Cs	Ciudadanos	Opposition	Centre-right	JoséIgnacioPrendesPrendes	Prendes Prendes, José Ignacio	M	1965	
ParlaMint-ES-en_2018-07-04-CD180704	ParlaMint-ES_2018-07-04-CD180704.u49	Plenary session 130 (2018-07-04)	2018-07-04	Lower house	Legislatura XII	Sesión plenaria núm. 130extraordinaria extraordinaria	-	2018-07-04	-	Reference	English	Regular	MP	notMinister	UP	Unidas Podemos	Opposition	Left	NoeliaVeraRuízHerrera	Vera Ruíz-Herrera, Noelia	F	1985	
ParlaMint-ES-en_2018-07-04-CD180704	ParlaMint-ES_2018-07-04-CD180704.u50	Plenary session 130 (2018-07-04)	2018-07-04	Lower house	Legislatura XII	Sesión plenaria núm. 130extraordinaria extraordinaria	-	2018-07-04	-	Reference	English	Chairperson	MP	notMinister	Cs	Ciudadanos	Opposition	Centre-right	JoséIgnacioPrendesPrendes	Prendes Prendes, José Ignacio	M	1965	
ParlaMint-ES-en_2018-07-04-CD180704	ParlaMint-ES_2018-07-04-CD180704.u51	Plenary session 130 (2018-07-04)	2018-07-04	Lower house	Legislatura XII	Sesión plenaria núm. 130extraordinaria extraordinaria	-	2018-07-04	-	Reference	English	Regular	MP	notMinister	UP	Unidas Podemos	Opposition	Left	NoeliaVeraRuízHerrera	Vera Ruíz-Herrera, Noelia	F	1985	
ParlaMint-ES-en_2018-07-04-CD180704	ParlaMint-ES_2018-07-04-CD180704.u52	Plenary session 130 (2018-07-04)	2018-07-04	Lower house	Legislatura XII	Sesión plenaria núm. 130extraordinaria extraordinaria	-	2018-07-04	-	Reference	English	Chairperson	MP	notMinister	Cs	Ciudadanos	Opposition	Centre-right	JoséIgnacioPrendesPrendes	Prendes Prendes, José Ignacio	M	1965	
ParlaMint-ES-en_2018-07-04-CD180704	ParlaMint-ES_2018-07-04-CD180704.u53	Plenary session 130 (2018-07-04)	2018-07-04	Lower house	Legislatura XII	Sesión plenaria núm. 130extraordinaria extraordinaria	-	2018-07-04	-	Reference	English	Regular	MP	notMinister	UP	Unidas Podemos	Opposition	Left	NoeliaVeraRuízHerrera	Vera Ruíz-Herrera, Noelia	F	1985	
ParlaMint-ES-en_2018-07-04-CD180704	ParlaMint-ES_2018-07-04-CD180704.u54	Plenary session 130 (2018-07-04)	2018-07-04	Lower house	Legislatura XII	Sesión plenaria núm. 130extraordinaria extraordinaria	-	2018-07-04	-	Reference	English	Chairperson	MP	notMinister	Cs	Ciudadanos	Opposition	Centre-right	JoséIgnacioPrendesPrendes	Prendes Prendes, José Ignacio	M	1965	
ParlaMint-ES-en_2018-07-04-CD180704	ParlaMint-ES_2018-07-04-CD180704.u55	Plenary session 130 (2018-07-04)	2018-07-04	Lower house	Legislatura XII	Sesión plenaria núm. 130extraordinaria extraordinaria	-	2018-07-04	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2018-07-04-CD180704	ParlaMint-ES_2018-07-04-CD180704.u56	Plenary session 130 (2018-07-04)	2018-07-04	Lower house	Legislatura XII	Sesión plenaria núm. 130extraordinaria extraordinaria	-	2018-07-04	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
