Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2011-10-21	ParlaMint-NO_2011-10-21.ana.ud1329e35	Hansard from meeting in the Norwegian Parliament, term 2009-2013, Session 2011-2012, Sitting day 2011-10-21	2011-10-21	Unicameralism	Term 2009-2013	Session 2011-2012	-	Sitting day 2011-10-21	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.DTA	Andersen, Dag Terje	M	1957	
ParlaMint-NO-en_2011-10-21	ParlaMint-NO_2011-10-21.ana.ud1329e421	Hansard from meeting in the Norwegian Parliament, term 2009-2013, Session 2011-2012, Sitting day 2011-10-21	2011-10-21	Unicameralism	Term 2009-2013	Session 2011-2012	-	Sitting day 2011-10-21	-	Reference	English	Regular	MP	Minister	SV	Sosialistisk Venstreparti	Coalition	Left	person.KHA	Halvorsen, Kristin	F	1960	
ParlaMint-NO-en_2011-10-21	ParlaMint-NO_2011-10-21.ana.ud1329e465	Hansard from meeting in the Norwegian Parliament, term 2009-2013, Session 2011-2012, Sitting day 2011-10-21	2011-10-21	Unicameralism	Term 2009-2013	Session 2011-2012	-	Sitting day 2011-10-21	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.MAAA	Aasen, Marianne	F	1967	
ParlaMint-NO-en_2011-10-21	ParlaMint-NO_2011-10-21.ana.ud1329e474	Hansard from meeting in the Norwegian Parliament, term 2009-2013, Session 2011-2012, Sitting day 2011-10-21	2011-10-21	Unicameralism	Term 2009-2013	Session 2011-2012	-	Sitting day 2011-10-21	-	Reference	English	Regular	MP	Minister	SV	Sosialistisk Venstreparti	Coalition	Left	person.KHA	Halvorsen, Kristin	F	1960	
ParlaMint-NO-en_2011-10-21	ParlaMint-NO_2011-10-21.ana.ud1329e491	Hansard from meeting in the Norwegian Parliament, term 2009-2013, Session 2011-2012, Sitting day 2011-10-21	2011-10-21	Unicameralism	Term 2009-2013	Session 2011-2012	-	Sitting day 2011-10-21	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.ALJ	Ljunggren, Anna	F	1984	
ParlaMint-NO-en_2011-10-21	ParlaMint-NO_2011-10-21.ana.ud1329e512	Hansard from meeting in the Norwegian Parliament, term 2009-2013, Session 2011-2012, Sitting day 2011-10-21	2011-10-21	Unicameralism	Term 2009-2013	Session 2011-2012	-	Sitting day 2011-10-21	-	Reference	English	Regular	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.TALI	Lien, Tord	M	1975	
ParlaMint-NO-en_2011-10-21	ParlaMint-NO_2011-10-21.ana.ud1329e531	Hansard from meeting in the Norwegian Parliament, term 2009-2013, Session 2011-2012, Sitting day 2011-10-21	2011-10-21	Unicameralism	Term 2009-2013	Session 2011-2012	-	Sitting day 2011-10-21	-	Reference	English	Regular	MP	notMinister	H	Høyre	-	Centre-right	person.HEW	Warloe, Henning	M	1961	
ParlaMint-NO-en_2011-10-21	ParlaMint-NO_2011-10-21.ana.ud1329e546	Hansard from meeting in the Norwegian Parliament, term 2009-2013, Session 2011-2012, Sitting day 2011-10-21	2011-10-21	Unicameralism	Term 2009-2013	Session 2011-2012	-	Sitting day 2011-10-21	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.MAAA	Aasen, Marianne	F	1967	
ParlaMint-NO-en_2011-10-21	ParlaMint-NO_2011-10-21.ana.ud1329e561	Hansard from meeting in the Norwegian Parliament, term 2009-2013, Session 2011-2012, Sitting day 2011-10-21	2011-10-21	Unicameralism	Term 2009-2013	Session 2011-2012	-	Sitting day 2011-10-21	-	Reference	English	Regular	MP	Minister	SV	Sosialistisk Venstreparti	Coalition	Left	person.KHA	Halvorsen, Kristin	F	1960	
ParlaMint-NO-en_2011-10-21	ParlaMint-NO_2011-10-21.ana.ud1329e573	Hansard from meeting in the Norwegian Parliament, term 2009-2013, Session 2011-2012, Sitting day 2011-10-21	2011-10-21	Unicameralism	Term 2009-2013	Session 2011-2012	-	Sitting day 2011-10-21	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.OYK	Korsberg, Øyvind	M	1960	
ParlaMint-NO-en_2011-10-21	ParlaMint-NO_2011-10-21.ana.ud1329e586	Hansard from meeting in the Norwegian Parliament, term 2009-2013, Session 2011-2012, Sitting day 2011-10-21	2011-10-21	Unicameralism	Term 2009-2013	Session 2011-2012	-	Sitting day 2011-10-21	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.OYK	Korsberg, Øyvind	M	1960	
