Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2011-10-11	ParlaMint-NO_2011-10-11.ana.ud1857e35	Hansard from meeting in the Norwegian Parliament, term 2009-2013, Session 2011-2012, Sitting day 2011-10-11	2011-10-11	Unicameralism	Term 2009-2013	Session 2011-2012	-	Sitting day 2011-10-11	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.DTA	Andersen, Dag Terje	M	1957	
ParlaMint-NO-en_2011-10-11	ParlaMint-NO_2011-10-11.ana.ud1857e352	Hansard from meeting in the Norwegian Parliament, term 2009-2013, Session 2011-2012, Sitting day 2011-10-11	2011-10-11	Unicameralism	Term 2009-2013	Session 2011-2012	-	Sitting day 2011-10-11	-	Reference	English	Regular	MP	notMinister	Sp	Senterpartiet	Coalition	Centre	person.JKL	Klinge, Jenny	F	1975	
ParlaMint-NO-en_2011-10-11	ParlaMint-NO_2011-10-11.ana.ud1857e375	Hansard from meeting in the Norwegian Parliament, term 2009-2013, Session 2011-2012, Sitting day 2011-10-11	2011-10-11	Unicameralism	Term 2009-2013	Session 2011-2012	-	Sitting day 2011-10-11	-	Reference	English	Regular	MP	notMinister	KrF	Kristelig Folkeparti	-	Centre to centre-right	person.GJB	Bekkevold, Geir Jørgen	M	1963	
ParlaMint-NO-en_2011-10-11	ParlaMint-NO_2011-10-11.ana.ud1857e395	Hansard from meeting in the Norwegian Parliament, term 2009-2013, Session 2011-2012, Sitting day 2011-10-11	2011-10-11	Unicameralism	Term 2009-2013	Session 2011-2012	-	Sitting day 2011-10-11	-	Reference	English	Regular	MP	notMinister	V	Venstre	-	Centre	person.TSG	Grande, Trine Skei	F	1969	
ParlaMint-NO-en_2011-10-11	ParlaMint-NO_2011-10-11.ana.ud1857e410	Hansard from meeting in the Norwegian Parliament, term 2009-2013, Session 2011-2012, Sitting day 2011-10-11	2011-10-11	Unicameralism	Term 2009-2013	Session 2011-2012	-	Sitting day 2011-10-11	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.TOVT	Torve, Tove-Lise	F	1964	
ParlaMint-NO-en_2011-10-11	ParlaMint-NO_2011-10-11.ana.ud1857e439	Hansard from meeting in the Norwegian Parliament, term 2009-2013, Session 2011-2012, Sitting day 2011-10-11	2011-10-11	Unicameralism	Term 2009-2013	Session 2011-2012	-	Sitting day 2011-10-11	-	Reference	English	Regular	MP	notMinister	KrF	Kristelig Folkeparti	-	Centre to centre-right	person.LD	Dåvøy, Laila	F	1948	
ParlaMint-NO-en_2011-10-11	ParlaMint-NO_2011-10-11.ana.ud1857e471	Hansard from meeting in the Norwegian Parliament, term 2009-2013, Session 2011-2012, Sitting day 2011-10-11	2011-10-11	Unicameralism	Term 2009-2013	Session 2011-2012	-	Sitting day 2011-10-11	-	Reference	English	Regular	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.STEG	Gullvåg, Steinar	M	1946	
ParlaMint-NO-en_2011-10-11	ParlaMint-NO_2011-10-11.ana.ud1857e486	Hansard from meeting in the Norwegian Parliament, term 2009-2013, Session 2011-2012, Sitting day 2011-10-11	2011-10-11	Unicameralism	Term 2009-2013	Session 2011-2012	-	Sitting day 2011-10-11	-	Reference	English	Regular	MP	notMinister	KrF	Kristelig Folkeparti	-	Centre to centre-right	person.DH	Høybråten, Dagfinn	M	1957	
ParlaMint-NO-en_2011-10-11	ParlaMint-NO_2011-10-11.ana.ud1857e497	Hansard from meeting in the Norwegian Parliament, term 2009-2013, Session 2011-2012, Sitting day 2011-10-11	2011-10-11	Unicameralism	Term 2009-2013	Session 2011-2012	-	Sitting day 2011-10-11	-	Reference	English	Regular	MP	Minister	A	Arbeiderpartiet	Coalition	Centre-left	person.KNUS	Storberget, Knut	M	1964	
ParlaMint-NO-en_2011-10-11	ParlaMint-NO_2011-10-11.ana.ud1857e512	Hansard from meeting in the Norwegian Parliament, term 2009-2013, Session 2011-2012, Sitting day 2011-10-11	2011-10-11	Unicameralism	Term 2009-2013	Session 2011-2012	-	Sitting day 2011-10-11	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.DTA	Andersen, Dag Terje	M	1957	
ParlaMint-NO-en_2011-10-11	ParlaMint-NO_2011-10-11.ana.ud1857e518	Hansard from meeting in the Norwegian Parliament, term 2009-2013, Session 2011-2012, Sitting day 2011-10-11	2011-10-11	Unicameralism	Term 2009-2013	Session 2011-2012	-	Sitting day 2011-10-11	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.DTA	Andersen, Dag Terje	M	1957	
ParlaMint-NO-en_2011-10-11	ParlaMint-NO_2011-10-11.ana.ud1857e550	Hansard from meeting in the Norwegian Parliament, term 2009-2013, Session 2011-2012, Sitting day 2011-10-11	2011-10-11	Unicameralism	Term 2009-2013	Session 2011-2012	-	Sitting day 2011-10-11	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.DTA	Andersen, Dag Terje	M	1957	
ParlaMint-NO-en_2011-10-11	ParlaMint-NO_2011-10-11.ana.ud1857e608	Hansard from meeting in the Norwegian Parliament, term 2009-2013, Session 2011-2012, Sitting day 2011-10-11	2011-10-11	Unicameralism	Term 2009-2013	Session 2011-2012	-	Sitting day 2011-10-11	-	Reference	English	Chairperson	MP	notMinister	A	Arbeiderpartiet	Coalition	Centre-left	person.DTA	Andersen, Dag Terje	M	1957	
