Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-GB-en_2015-07-16-commons	ParlaMint-GB_2015-07-16-commons.u1	Minutes of the House of Commons, Daily Session 2015-07-16	2015-07-16	Lower house	56	-	2015-07-16	2015-07-16	-	Reference	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-GB-en_2015-07-16-commons	ParlaMint-GB_2015-07-16-commons.u21	Minutes of the House of Commons, Daily Session 2015-07-16	2015-07-16	Lower house	56	-	2015-07-16	2015-07-16	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	PatrickMcLoughlin	McLoughlin, Patrick	M	-	
ParlaMint-GB-en_2015-07-16-commons	ParlaMint-GB_2015-07-16-commons.u22	Minutes of the House of Commons, Daily Session 2015-07-16	2015-07-16	Lower house	56	-	2015-07-16	2015-07-16	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	DavidNuttall	Nuttall, David	M	-	
ParlaMint-GB-en_2015-07-16-commons	ParlaMint-GB_2015-07-16-commons.u23	Minutes of the House of Commons, Daily Session 2015-07-16	2015-07-16	Lower house	56	-	2015-07-16	2015-07-16	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	PatrickMcLoughlin	McLoughlin, Patrick	M	-	
ParlaMint-GB-en_2015-07-16-commons	ParlaMint-GB_2015-07-16-commons.u24	Minutes of the House of Commons, Daily Session 2015-07-16	2015-07-16	Lower house	56	-	2015-07-16	2015-07-16	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	DanielJarvis	Jarvis, Daniel Owen	M	-	
ParlaMint-GB-en_2015-07-16-commons	ParlaMint-GB_2015-07-16-commons.u25	Minutes of the House of Commons, Daily Session 2015-07-16	2015-07-16	Lower house	56	-	2015-07-16	2015-07-16	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	KatherineGreen	Green, Katherine Anne	F	-	
ParlaMint-GB-en_2015-07-16-commons	ParlaMint-GB_2015-07-16-commons.u26	Minutes of the House of Commons, Daily Session 2015-07-16	2015-07-16	Lower house	56	-	2015-07-16	2015-07-16	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	PatrickMcLoughlin	McLoughlin, Patrick	M	-	
ParlaMint-GB-en_2015-07-16-commons	ParlaMint-GB_2015-07-16-commons.u27	Minutes of the House of Commons, Daily Session 2015-07-16	2015-07-16	Lower house	56	-	2015-07-16	2015-07-16	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	DanielJarvis	Jarvis, Daniel Owen	M	-	
ParlaMint-GB-en_2015-07-16-commons	ParlaMint-GB_2015-07-16-commons.u28	Minutes of the House of Commons, Daily Session 2015-07-16	2015-07-16	Lower house	56	-	2015-07-16	2015-07-16	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	PatrickMcLoughlin	McLoughlin, Patrick	M	-	
ParlaMint-GB-en_2015-07-16-commons	ParlaMint-GB_2015-07-16-commons.u29	Minutes of the House of Commons, Daily Session 2015-07-16	2015-07-16	Lower house	56	-	2015-07-16	2015-07-16	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	KatherineGreen	Green, Katherine Anne	F	-	
ParlaMint-GB-en_2015-07-16-commons	ParlaMint-GB_2015-07-16-commons.u30	Minutes of the House of Commons, Daily Session 2015-07-16	2015-07-16	Lower house	56	-	2015-07-16	2015-07-16	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	PatrickMcLoughlin	McLoughlin, Patrick	M	-	
ParlaMint-GB-en_2015-07-16-commons	ParlaMint-GB_2015-07-16-commons.u31	Minutes of the House of Commons, Daily Session 2015-07-16	2015-07-16	Lower house	56	-	2015-07-16	2015-07-16	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	AmandaMilling	Milling, Amanda Anne	F	-	
ParlaMint-GB-en_2015-07-16-commons	ParlaMint-GB_2015-07-16-commons.u32	Minutes of the House of Commons, Daily Session 2015-07-16	2015-07-16	Lower house	56	-	2015-07-16	2015-07-16	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	PatrickMcLoughlin	McLoughlin, Patrick	M	-	
ParlaMint-GB-en_2015-07-16-commons	ParlaMint-GB_2015-07-16-commons.u33	Minutes of the House of Commons, Daily Session 2015-07-16	2015-07-16	Lower house	56	-	2015-07-16	2015-07-16	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	NigelMills	Mills, Nigel John	M	-	
ParlaMint-GB-en_2015-07-16-commons	ParlaMint-GB_2015-07-16-commons.u34	Minutes of the House of Commons, Daily Session 2015-07-16	2015-07-16	Lower house	56	-	2015-07-16	2015-07-16	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	PatrickMcLoughlin	McLoughlin, Patrick	M	-	
ParlaMint-GB-en_2015-07-16-commons	ParlaMint-GB_2015-07-16-commons.u35	Minutes of the House of Commons, Daily Session 2015-07-16	2015-07-16	Lower house	56	-	2015-07-16	2015-07-16	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	MichaelDugher	Dugher, Michael	M	-	
ParlaMint-GB-en_2015-07-16-commons	ParlaMint-GB_2015-07-16-commons.u36	Minutes of the House of Commons, Daily Session 2015-07-16	2015-07-16	Lower house	56	-	2015-07-16	2015-07-16	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	PatrickMcLoughlin	McLoughlin, Patrick	M	-	
ParlaMint-GB-en_2015-07-16-commons	ParlaMint-GB_2015-07-16-commons.u37	Minutes of the House of Commons, Daily Session 2015-07-16	2015-07-16	Lower house	56	-	2015-07-16	2015-07-16	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	MichaelDugher	Dugher, Michael	M	-	
ParlaMint-GB-en_2015-07-16-commons	ParlaMint-GB_2015-07-16-commons.u38	Minutes of the House of Commons, Daily Session 2015-07-16	2015-07-16	Lower house	56	-	2015-07-16	2015-07-16	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	PatrickMcLoughlin	McLoughlin, Patrick	M	-	
ParlaMint-GB-en_2015-07-16-commons	ParlaMint-GB_2015-07-16-commons.u39	Minutes of the House of Commons, Daily Session 2015-07-16	2015-07-16	Lower house	56	-	2015-07-16	2015-07-16	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	PhilipHollobone	Hollobone, Philip Thomas	M	-	
ParlaMint-GB-en_2015-07-16-commons	ParlaMint-GB_2015-07-16-commons.u40	Minutes of the House of Commons, Daily Session 2015-07-16	2015-07-16	Lower house	56	-	2015-07-16	2015-07-16	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	PatrickMcLoughlin	McLoughlin, Patrick	M	-	
ParlaMint-GB-en_2015-07-16-commons	ParlaMint-GB_2015-07-16-commons.u41	Minutes of the House of Commons, Daily Session 2015-07-16	2015-07-16	Lower house	56	-	2015-07-16	2015-07-16	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	LouiseEllman	Ellman, Louise Joyce	F	-	
ParlaMint-GB-en_2015-07-16-commons	ParlaMint-GB_2015-07-16-commons.u42	Minutes of the House of Commons, Daily Session 2015-07-16	2015-07-16	Lower house	56	-	2015-07-16	2015-07-16	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	PatrickMcLoughlin	McLoughlin, Patrick	M	-	
ParlaMint-GB-en_2015-07-16-commons	ParlaMint-GB_2015-07-16-commons.u43	Minutes of the House of Commons, Daily Session 2015-07-16	2015-07-16	Lower house	56	-	2015-07-16	2015-07-16	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	RobinWalker	Walker, Robin Caspar	M	-	
ParlaMint-GB-en_2015-07-16-commons	ParlaMint-GB_2015-07-16-commons.u44	Minutes of the House of Commons, Daily Session 2015-07-16	2015-07-16	Lower house	56	-	2015-07-16	2015-07-16	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	AndrewJones	Jones, Andrew Hanson	M	-	
ParlaMint-GB-en_2015-07-16-commons	ParlaMint-GB_2015-07-16-commons.u45	Minutes of the House of Commons, Daily Session 2015-07-16	2015-07-16	Lower house	56	-	2015-07-16	2015-07-16	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	RobinWalker	Walker, Robin Caspar	M	-	
ParlaMint-GB-en_2015-07-16-commons	ParlaMint-GB_2015-07-16-commons.u46	Minutes of the House of Commons, Daily Session 2015-07-16	2015-07-16	Lower house	56	-	2015-07-16	2015-07-16	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	AndrewJones	Jones, Andrew Hanson	M	-	
ParlaMint-GB-en_2015-07-16-commons	ParlaMint-GB_2015-07-16-commons.u47	Minutes of the House of Commons, Daily Session 2015-07-16	2015-07-16	Lower house	56	-	2015-07-16	2015-07-16	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	JamesBerry2	Berry, James Jacob Gilchrist	M	-	
ParlaMint-GB-en_2015-07-16-commons	ParlaMint-GB_2015-07-16-commons.u48	Minutes of the House of Commons, Daily Session 2015-07-16	2015-07-16	Lower house	56	-	2015-07-16	2015-07-16	-	Reference	English	Regular	MP	notMinister	DUP	Democratic Unionist Party	-	Right	SamuelWilson	Wilson, Samuel	M	-	
ParlaMint-GB-en_2015-07-16-commons	ParlaMint-GB_2015-07-16-commons.u49	Minutes of the House of Commons, Daily Session 2015-07-16	2015-07-16	Lower house	56	-	2015-07-16	2015-07-16	-	Reference	English	Chairperson	MP	notMinister	CON	Conservative	-	Centre-right	JohnBercow	Bercow, John Simon	M	-	
ParlaMint-GB-en_2015-07-16-commons	ParlaMint-GB_2015-07-16-commons.u50	Minutes of the House of Commons, Daily Session 2015-07-16	2015-07-16	Lower house	56	-	2015-07-16	2015-07-16	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	RachaelMaskell	Maskell, Rachael Helen	F	-	
ParlaMint-GB-en_2015-07-16-commons	ParlaMint-GB_2015-07-16-commons.u51	Minutes of the House of Commons, Daily Session 2015-07-16	2015-07-16	Lower house	56	-	2015-07-16	2015-07-16	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	JeffreySmith	Smith, Jeffrey	M	-	
ParlaMint-GB-en_2015-07-16-commons	ParlaMint-GB_2015-07-16-commons.u52	Minutes of the House of Commons, Daily Session 2015-07-16	2015-07-16	Lower house	56	-	2015-07-16	2015-07-16	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	ElizabethMcInnes	McInnes, Elizabeth Anne	F	-	
ParlaMint-GB-en_2015-07-16-commons	ParlaMint-GB_2015-07-16-commons.u53	Minutes of the House of Commons, Daily Session 2015-07-16	2015-07-16	Lower house	56	-	2015-07-16	2015-07-16	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	PatrickMcLoughlin	McLoughlin, Patrick	M	-	
ParlaMint-GB-en_2015-07-16-commons	ParlaMint-GB_2015-07-16-commons.u54	Minutes of the House of Commons, Daily Session 2015-07-16	2015-07-16	Lower house	56	-	2015-07-16	2015-07-16	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	RachaelMaskell	Maskell, Rachael Helen	F	-	
ParlaMint-GB-en_2015-07-16-commons	ParlaMint-GB_2015-07-16-commons.u55	Minutes of the House of Commons, Daily Session 2015-07-16	2015-07-16	Lower house	56	-	2015-07-16	2015-07-16	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	PatrickMcLoughlin	McLoughlin, Patrick	M	-	
ParlaMint-GB-en_2015-07-16-commons	ParlaMint-GB_2015-07-16-commons.u56	Minutes of the House of Commons, Daily Session 2015-07-16	2015-07-16	Lower house	56	-	2015-07-16	2015-07-16	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	JeffreySmith	Smith, Jeffrey	M	-	
ParlaMint-GB-en_2015-07-16-commons	ParlaMint-GB_2015-07-16-commons.u57	Minutes of the House of Commons, Daily Session 2015-07-16	2015-07-16	Lower house	56	-	2015-07-16	2015-07-16	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	PatrickMcLoughlin	McLoughlin, Patrick	M	-	
ParlaMint-GB-en_2015-07-16-commons	ParlaMint-GB_2015-07-16-commons.u58	Minutes of the House of Commons, Daily Session 2015-07-16	2015-07-16	Lower house	56	-	2015-07-16	2015-07-16	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	ElizabethMcInnes	McInnes, Elizabeth Anne	F	-	
ParlaMint-GB-en_2015-07-16-commons	ParlaMint-GB_2015-07-16-commons.u59	Minutes of the House of Commons, Daily Session 2015-07-16	2015-07-16	Lower house	56	-	2015-07-16	2015-07-16	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	PatrickMcLoughlin	McLoughlin, Patrick	M	-	
ParlaMint-GB-en_2015-07-16-commons	ParlaMint-GB_2015-07-16-commons.u60	Minutes of the House of Commons, Daily Session 2015-07-16	2015-07-16	Lower house	56	-	2015-07-16	2015-07-16	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	AlecShelbrooke	Shelbrooke, Alec	M	-	
ParlaMint-GB-en_2015-07-16-commons	ParlaMint-GB_2015-07-16-commons.u61	Minutes of the House of Commons, Daily Session 2015-07-16	2015-07-16	Lower house	56	-	2015-07-16	2015-07-16	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	PatrickMcLoughlin	McLoughlin, Patrick	M	-	
ParlaMint-GB-en_2015-07-16-commons	ParlaMint-GB_2015-07-16-commons.u62	Minutes of the House of Commons, Daily Session 2015-07-16	2015-07-16	Lower house	56	-	2015-07-16	2015-07-16	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	JulianSturdy	Sturdy, Julian Charles	M	-	
ParlaMint-GB-en_2015-07-16-commons	ParlaMint-GB_2015-07-16-commons.u63	Minutes of the House of Commons, Daily Session 2015-07-16	2015-07-16	Lower house	56	-	2015-07-16	2015-07-16	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	PatrickMcLoughlin	McLoughlin, Patrick	M	-	
ParlaMint-GB-en_2015-07-16-commons	ParlaMint-GB_2015-07-16-commons.u64	Minutes of the House of Commons, Daily Session 2015-07-16	2015-07-16	Lower house	56	-	2015-07-16	2015-07-16	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	JasonMcCartney	McCartney, Jason	M	-	
ParlaMint-GB-en_2015-07-16-commons	ParlaMint-GB_2015-07-16-commons.u65	Minutes of the House of Commons, Daily Session 2015-07-16	2015-07-16	Lower house	56	-	2015-07-16	2015-07-16	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	PatrickMcLoughlin	McLoughlin, Patrick	M	-	
ParlaMint-GB-en_2015-07-16-commons	ParlaMint-GB_2015-07-16-commons.u66	Minutes of the House of Commons, Daily Session 2015-07-16	2015-07-16	Lower house	56	-	2015-07-16	2015-07-16	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	LilianGreenwood	Greenwood, Lilian Rachel	F	-	
ParlaMint-GB-en_2015-07-16-commons	ParlaMint-GB_2015-07-16-commons.u67	Minutes of the House of Commons, Daily Session 2015-07-16	2015-07-16	Lower house	56	-	2015-07-16	2015-07-16	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	PatrickMcLoughlin	McLoughlin, Patrick	M	-	
ParlaMint-GB-en_2015-07-16-commons	ParlaMint-GB_2015-07-16-commons.u68	Minutes of the House of Commons, Daily Session 2015-07-16	2015-07-16	Lower house	56	-	2015-07-16	2015-07-16	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	StephenKinnock	Kinnock, Stephen Nathan	M	-	
ParlaMint-GB-en_2015-07-16-commons	ParlaMint-GB_2015-07-16-commons.u69	Minutes of the House of Commons, Daily Session 2015-07-16	2015-07-16	Lower house	56	-	2015-07-16	2015-07-16	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	RobertGoodwill	Goodwill, Robert	M	-	
ParlaMint-GB-en_2015-07-16-commons	ParlaMint-GB_2015-07-16-commons.u70	Minutes of the House of Commons, Daily Session 2015-07-16	2015-07-16	Lower house	56	-	2015-07-16	2015-07-16	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	StephenKinnock	Kinnock, Stephen Nathan	M	-	
ParlaMint-GB-en_2015-07-16-commons	ParlaMint-GB_2015-07-16-commons.u71	Minutes of the House of Commons, Daily Session 2015-07-16	2015-07-16	Lower house	56	-	2015-07-16	2015-07-16	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	RobertGoodwill	Goodwill, Robert	M	-	
ParlaMint-GB-en_2015-07-16-commons	ParlaMint-GB_2015-07-16-commons.u72	Minutes of the House of Commons, Daily Session 2015-07-16	2015-07-16	Lower house	56	-	2015-07-16	2015-07-16	-	Reference	English	Regular	MP	notMinister	DUP	Democratic Unionist Party	-	Right	SamuelWilson	Wilson, Samuel	M	-	
ParlaMint-GB-en_2015-07-16-commons	ParlaMint-GB_2015-07-16-commons.u73	Minutes of the House of Commons, Daily Session 2015-07-16	2015-07-16	Lower house	56	-	2015-07-16	2015-07-16	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	RobertGoodwill	Goodwill, Robert	M	-	
ParlaMint-GB-en_2015-07-16-commons	ParlaMint-GB_2015-07-16-commons.u74	Minutes of the House of Commons, Daily Session 2015-07-16	2015-07-16	Lower house	56	-	2015-07-16	2015-07-16	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	ConorMcGinn	McGinn, Conor Patrick	M	-	
ParlaMint-GB-en_2015-07-16-commons	ParlaMint-GB_2015-07-16-commons.u75	Minutes of the House of Commons, Daily Session 2015-07-16	2015-07-16	Lower house	56	-	2015-07-16	2015-07-16	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	AndrewJones	Jones, Andrew Hanson	M	-	
ParlaMint-GB-en_2015-07-16-commons	ParlaMint-GB_2015-07-16-commons.u76	Minutes of the House of Commons, Daily Session 2015-07-16	2015-07-16	Lower house	56	-	2015-07-16	2015-07-16	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	ConorMcGinn	McGinn, Conor Patrick	M	-	
ParlaMint-GB-en_2015-07-16-commons	ParlaMint-GB_2015-07-16-commons.u77	Minutes of the House of Commons, Daily Session 2015-07-16	2015-07-16	Lower house	56	-	2015-07-16	2015-07-16	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	AndrewJones	Jones, Andrew Hanson	M	-	
ParlaMint-GB-en_2015-07-16-commons	ParlaMint-GB_2015-07-16-commons.u78	Minutes of the House of Commons, Daily Session 2015-07-16	2015-07-16	Lower house	56	-	2015-07-16	2015-07-16	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	GordonMarsden	Marsden, Gordon	M	-	
ParlaMint-GB-en_2015-07-16-commons	ParlaMint-GB_2015-07-16-commons.u79	Minutes of the House of Commons, Daily Session 2015-07-16	2015-07-16	Lower house	56	-	2015-07-16	2015-07-16	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	AndrewJones	Jones, Andrew Hanson	M	-	
ParlaMint-GB-en_2015-07-16-commons	ParlaMint-GB_2015-07-16-commons.u80	Minutes of the House of Commons, Daily Session 2015-07-16	2015-07-16	Lower house	56	-	2015-07-16	2015-07-16	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	JeremyLefroy	Lefroy, Jeremy John Elton	M	-	
ParlaMint-GB-en_2015-07-16-commons	ParlaMint-GB_2015-07-16-commons.u81	Minutes of the House of Commons, Daily Session 2015-07-16	2015-07-16	Lower house	56	-	2015-07-16	2015-07-16	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	RobertGoodwill	Goodwill, Robert	M	-	
ParlaMint-GB-en_2015-07-16-commons	ParlaMint-GB_2015-07-16-commons.u82	Minutes of the House of Commons, Daily Session 2015-07-16	2015-07-16	Lower house	56	-	2015-07-16	2015-07-16	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	JeremyLefroy	Lefroy, Jeremy John Elton	M	-	
ParlaMint-GB-en_2015-07-16-commons	ParlaMint-GB_2015-07-16-commons.u83	Minutes of the House of Commons, Daily Session 2015-07-16	2015-07-16	Lower house	56	-	2015-07-16	2015-07-16	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	RobertGoodwill	Goodwill, Robert	M	-	
