Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-CZ-en_2022-06-15-ps2021-025-06-003-024	ParlaMint-CZ_2022-06-15-ps2021-025-06-003-024.u1	Parliament of the Czech Republic, Chamber of Deputies, 2022-06-15	2022-06-15	Lower house	ps2021	-	ps2021/025	ps2021/025/06	ps2021/025/024	COVID,War	English	Chairperson	MP	notMinister	Piráti	Political group Czech Pirate Party	Coalition	Centre to centre-left	OlgaRichterova.1985	Richterová, Olga	F	1985	
ParlaMint-CZ-en_2022-06-15-ps2021-025-06-003-024	ParlaMint-CZ_2022-06-15-ps2021-025-06-003-024.u12	Parliament of the Czech Republic, Chamber of Deputies, 2022-06-15	2022-06-15	Lower house	ps2021	-	ps2021/025	ps2021/025/06	ps2021/025/024	COVID,War	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	TomasKohoutek.1983	Kohoutek, Tomáš	M	1983	
ParlaMint-CZ-en_2022-06-15-ps2021-025-06-003-024	ParlaMint-CZ_2022-06-15-ps2021-025-06-003-024.u13	Parliament of the Czech Republic, Chamber of Deputies, 2022-06-15	2022-06-15	Lower house	ps2021	-	ps2021/025	ps2021/025/06	ps2021/025/024	COVID,War	English	Chairperson	MP	notMinister	TOP09	Political group TOP 09	Coalition	Centre-right	MarketaPekarovaAdamova.1984	Pekarová Adamová, Markéta	F	1984	
ParlaMint-CZ-en_2022-06-15-ps2021-025-06-003-024	ParlaMint-CZ_2022-06-15-ps2021-025-06-003-024.u14	Parliament of the Czech Republic, Chamber of Deputies, 2022-06-15	2022-06-15	Lower house	ps2021	-	ps2021/025	ps2021/025/06	ps2021/025/024	COVID,War	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	TatanaMala.1981	Malá, Taťána	F	1981	
ParlaMint-CZ-en_2022-06-15-ps2021-025-06-003-024	ParlaMint-CZ_2022-06-15-ps2021-025-06-003-024.u15	Parliament of the Czech Republic, Chamber of Deputies, 2022-06-15	2022-06-15	Lower house	ps2021	-	ps2021/025	ps2021/025/06	ps2021/025/024	COVID,War	English	Chairperson	MP	notMinister	TOP09	Political group TOP 09	Coalition	Centre-right	MarketaPekarovaAdamova.1984	Pekarová Adamová, Markéta	F	1984	
ParlaMint-CZ-en_2022-06-15-ps2021-025-06-003-024	ParlaMint-CZ_2022-06-15-ps2021-025-06-003-024.u16	Parliament of the Czech Republic, Chamber of Deputies, 2022-06-15	2022-06-15	Lower house	ps2021	-	ps2021/025	ps2021/025/06	ps2021/025/024	COVID,War	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	ZuzanaOzanova.1970	Ožanová, Zuzana	F	1970	
ParlaMint-CZ-en_2022-06-15-ps2021-025-06-003-024	ParlaMint-CZ_2022-06-15-ps2021-025-06-003-024.u17	Parliament of the Czech Republic, Chamber of Deputies, 2022-06-15	2022-06-15	Lower house	ps2021	-	ps2021/025	ps2021/025/06	ps2021/025/024	COVID,War	English	Chairperson	MP	notMinister	TOP09	Political group TOP 09	Coalition	Centre-right	MarketaPekarovaAdamova.1984	Pekarová Adamová, Markéta	F	1984	
ParlaMint-CZ-en_2022-06-15-ps2021-025-06-003-024	ParlaMint-CZ_2022-06-15-ps2021-025-06-003-024.u18	Parliament of the Czech Republic, Chamber of Deputies, 2022-06-15	2022-06-15	Lower house	ps2021	-	ps2021/025	ps2021/025/06	ps2021/025/024	COVID,War	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	ZuzanaOzanova.1970	Ožanová, Zuzana	F	1970	
ParlaMint-CZ-en_2022-06-15-ps2021-025-06-003-024	ParlaMint-CZ_2022-06-15-ps2021-025-06-003-024.u19	Parliament of the Czech Republic, Chamber of Deputies, 2022-06-15	2022-06-15	Lower house	ps2021	-	ps2021/025	ps2021/025/06	ps2021/025/024	COVID,War	English	Chairperson	MP	notMinister	TOP09	Political group TOP 09	Coalition	Centre-right	MarketaPekarovaAdamova.1984	Pekarová Adamová, Markéta	F	1984	
ParlaMint-CZ-en_2022-06-15-ps2021-025-06-003-024	ParlaMint-CZ_2022-06-15-ps2021-025-06-003-024.u20	Parliament of the Czech Republic, Chamber of Deputies, 2022-06-15	2022-06-15	Lower house	ps2021	-	ps2021/025	ps2021/025/06	ps2021/025/024	COVID,War	English	Regular	MP	notMinister	ANO	Political group ANO 2011	Opposition	Centre to centre-right	AlenaSchillerova.1964	Schillerová, Alena	F	1964	
ParlaMint-CZ-en_2022-06-15-ps2021-025-06-003-024	ParlaMint-CZ_2022-06-15-ps2021-025-06-003-024.u21	Parliament of the Czech Republic, Chamber of Deputies, 2022-06-15	2022-06-15	Lower house	ps2021	-	ps2021/025	ps2021/025/06	ps2021/025/024	COVID,War	English	Chairperson	MP	notMinister	TOP09	Political group TOP 09	Coalition	Centre-right	MarketaPekarovaAdamova.1984	Pekarová Adamová, Markéta	F	1984	
ParlaMint-CZ-en_2022-06-15-ps2021-025-06-003-024	ParlaMint-CZ_2022-06-15-ps2021-025-06-003-024.u22	Parliament of the Czech Republic, Chamber of Deputies, 2022-06-15	2022-06-15	Lower house	ps2021	-	ps2021/025	ps2021/025/06	ps2021/025/024	COVID,War	English	Chairperson	MP	notMinister	TOP09	Political group TOP 09	Coalition	Centre-right	MarketaPekarovaAdamova.1984	Pekarová Adamová, Markéta	F	1984	
