Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-ES-en_2015-07-16-CD150716	ParlaMint-ES_2015-07-16-CD150716.u1	Plenary session 280 (2015-07-16)	2015-07-16	Lower house	Legislatura X	Sesión plenaria núm. 280 extraordinaria extraordinaria	-	2015-07-16	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2015-07-16-CD150716	ParlaMint-ES_2015-07-16-CD150716.u12	Plenary session 280 (2015-07-16)	2015-07-16	Lower house	Legislatura X	Sesión plenaria núm. 280 extraordinaria extraordinaria	-	2015-07-16	-	Reference	English	Regular	MP	notMinister	PSOE	Partido Socialista Obrero Español	Opposition	Centre-left	DiegoLópezGarrido	López Garrido, Diego	M	1947	
ParlaMint-ES-en_2015-07-16-CD150716	ParlaMint-ES_2015-07-16-CD150716.u13	Plenary session 280 (2015-07-16)	2015-07-16	Lower house	Legislatura X	Sesión plenaria núm. 280 extraordinaria extraordinaria	-	2015-07-16	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2015-07-16-CD150716	ParlaMint-ES_2015-07-16-CD150716.u14	Plenary session 280 (2015-07-16)	2015-07-16	Lower house	Legislatura X	Sesión plenaria núm. 280 extraordinaria extraordinaria	-	2015-07-16	-	Reference	English	Regular	MP	notMinister	PP	Partido Popular	Coalition	Centre-right to right	RicardoTarnoBlanco	Tarno Blanco, Ricardo	M	1966	
ParlaMint-ES-en_2015-07-16-CD150716	ParlaMint-ES_2015-07-16-CD150716.u15	Plenary session 280 (2015-07-16)	2015-07-16	Lower house	Legislatura X	Sesión plenaria núm. 280 extraordinaria extraordinaria	-	2015-07-16	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2015-07-16-CD150716	ParlaMint-ES_2015-07-16-CD150716.u16	Plenary session 280 (2015-07-16)	2015-07-16	Lower house	Legislatura X	Sesión plenaria núm. 280 extraordinaria extraordinaria	-	2015-07-16	-	Reference	English	Regular	MP	notMinister	PP	Partido Popular	Coalition	Centre-right to right	RicardoTarnoBlanco	Tarno Blanco, Ricardo	M	1966	
ParlaMint-ES-en_2015-07-16-CD150716	ParlaMint-ES_2015-07-16-CD150716.u17	Plenary session 280 (2015-07-16)	2015-07-16	Lower house	Legislatura X	Sesión plenaria núm. 280 extraordinaria extraordinaria	-	2015-07-16	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2015-07-16-CD150716	ParlaMint-ES_2015-07-16-CD150716.u18	Plenary session 280 (2015-07-16)	2015-07-16	Lower house	Legislatura X	Sesión plenaria núm. 280 extraordinaria extraordinaria	-	2015-07-16	-	Reference	English	Regular	MP	notMinister	PP	Partido Popular	Coalition	Centre-right to right	JoséManuelGarcíaMargalloyMarfil	García-Margallo y Marfil, José Manuel	M	-	
ParlaMint-ES-en_2015-07-16-CD150716	ParlaMint-ES_2015-07-16-CD150716.u19	Plenary session 280 (2015-07-16)	2015-07-16	Lower house	Legislatura X	Sesión plenaria núm. 280 extraordinaria extraordinaria	-	2015-07-16	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2015-07-16-CD150716	ParlaMint-ES_2015-07-16-CD150716.u20	Plenary session 280 (2015-07-16)	2015-07-16	Lower house	Legislatura X	Sesión plenaria núm. 280 extraordinaria extraordinaria	-	2015-07-16	-	Reference	English	Regular	MP	notMinister	IZQ-PLU	Izquierda Plural	Opposition	Left	JoséLuisCentellaGómez	Centella Gómez, José Luis	M	1958	
ParlaMint-ES-en_2015-07-16-CD150716	ParlaMint-ES_2015-07-16-CD150716.u21	Plenary session 280 (2015-07-16)	2015-07-16	Lower house	Legislatura X	Sesión plenaria núm. 280 extraordinaria extraordinaria	-	2015-07-16	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2015-07-16-CD150716	ParlaMint-ES_2015-07-16-CD150716.u22	Plenary session 280 (2015-07-16)	2015-07-16	Lower house	Legislatura X	Sesión plenaria núm. 280 extraordinaria extraordinaria	-	2015-07-16	-	Reference	English	Regular	MP	notMinister	UPyD	Unión Progreso y Democracia	Opposition	Centre to centre-left	IreneLozanoDomingo	Lozano Domingo, Irene	F	1971	
ParlaMint-ES-en_2015-07-16-CD150716	ParlaMint-ES_2015-07-16-CD150716.u23	Plenary session 280 (2015-07-16)	2015-07-16	Lower house	Legislatura X	Sesión plenaria núm. 280 extraordinaria extraordinaria	-	2015-07-16	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2015-07-16-CD150716	ParlaMint-ES_2015-07-16-CD150716.u24	Plenary session 280 (2015-07-16)	2015-07-16	Lower house	Legislatura X	Sesión plenaria núm. 280 extraordinaria extraordinaria	-	2015-07-16	-	Reference	English	Regular	MP	notMinister	PSOE	Partido Socialista Obrero Español	Opposition	Centre-left	DiegoLópezGarrido	López Garrido, Diego	M	1947	
ParlaMint-ES-en_2015-07-16-CD150716	ParlaMint-ES_2015-07-16-CD150716.u25	Plenary session 280 (2015-07-16)	2015-07-16	Lower house	Legislatura X	Sesión plenaria núm. 280 extraordinaria extraordinaria	-	2015-07-16	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2015-07-16-CD150716	ParlaMint-ES_2015-07-16-CD150716.u26	Plenary session 280 (2015-07-16)	2015-07-16	Lower house	Legislatura X	Sesión plenaria núm. 280 extraordinaria extraordinaria	-	2015-07-16	-	Reference	English	Regular	MP	notMinister	PP	Partido Popular	Coalition	Centre-right to right	RicardoTarnoBlanco	Tarno Blanco, Ricardo	M	1966	
ParlaMint-ES-en_2015-07-16-CD150716	ParlaMint-ES_2015-07-16-CD150716.u27	Plenary session 280 (2015-07-16)	2015-07-16	Lower house	Legislatura X	Sesión plenaria núm. 280 extraordinaria extraordinaria	-	2015-07-16	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2015-07-16-CD150716	ParlaMint-ES_2015-07-16-CD150716.u28	Plenary session 280 (2015-07-16)	2015-07-16	Lower house	Legislatura X	Sesión plenaria núm. 280 extraordinaria extraordinaria	-	2015-07-16	-	Reference	English	Regular	MP	notMinister	PP	Partido Popular	Coalition	Centre-right to right	JoséManuelGarcíaMargalloyMarfil	García-Margallo y Marfil, José Manuel	M	-	
ParlaMint-ES-en_2015-07-16-CD150716	ParlaMint-ES_2015-07-16-CD150716.u29	Plenary session 280 (2015-07-16)	2015-07-16	Lower house	Legislatura X	Sesión plenaria núm. 280 extraordinaria extraordinaria	-	2015-07-16	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2015-07-16-CD150716	ParlaMint-ES_2015-07-16-CD150716.u30	Plenary session 280 (2015-07-16)	2015-07-16	Lower house	Legislatura X	Sesión plenaria núm. 280 extraordinaria extraordinaria	-	2015-07-16	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2015-07-16-CD150716	ParlaMint-ES_2015-07-16-CD150716.u31	Plenary session 280 (2015-07-16)	2015-07-16	Lower house	Legislatura X	Sesión plenaria núm. 280 extraordinaria extraordinaria	-	2015-07-16	-	Reference	English	Regular	MP	Minister	PP	Partido Popular	Coalition	Centre-right to right	JoséManuelSoriaLópez	Soria López, José Manuel	M	1958	
ParlaMint-ES-en_2015-07-16-CD150716	ParlaMint-ES_2015-07-16-CD150716.u32	Plenary session 280 (2015-07-16)	2015-07-16	Lower house	Legislatura X	Sesión plenaria núm. 280 extraordinaria extraordinaria	-	2015-07-16	-	Reference	English	Chairperson	MP	notMinister	PP	Partido Popular	Coalition	Centre-right to right	CeliaVillalobosTalero	Villalobos Talero, Celia	F	1949	
ParlaMint-ES-en_2015-07-16-CD150716	ParlaMint-ES_2015-07-16-CD150716.u33	Plenary session 280 (2015-07-16)	2015-07-16	Lower house	Legislatura X	Sesión plenaria núm. 280 extraordinaria extraordinaria	-	2015-07-16	-	Reference	English	Regular	MP	notMinister	ERC-RI.cat	Esquerra Republicana de Catalunya - Reagrupament Independentista	Opposition	Centre-left to left	JoanTardàiComa	Tardà i Coma, Joan	M	1953	
ParlaMint-ES-en_2015-07-16-CD150716	ParlaMint-ES_2015-07-16-CD150716.u34	Plenary session 280 (2015-07-16)	2015-07-16	Lower house	Legislatura X	Sesión plenaria núm. 280 extraordinaria extraordinaria	-	2015-07-16	-	Reference	English	Chairperson	MP	notMinister	PP	Partido Popular	Coalition	Centre-right to right	CeliaVillalobosTalero	Villalobos Talero, Celia	F	1949	
ParlaMint-ES-en_2015-07-16-CD150716	ParlaMint-ES_2015-07-16-CD150716.u35	Plenary session 280 (2015-07-16)	2015-07-16	Lower house	Legislatura X	Sesión plenaria núm. 280 extraordinaria extraordinaria	-	2015-07-16	-	Reference	English	Regular	MP	notMinister	UPyD	Unión Progreso y Democracia	Opposition	Centre to centre-left	CarlosMartínezGorriarán	Martínez Gorriarán, Carlos	M	1959	
ParlaMint-ES-en_2015-07-16-CD150716	ParlaMint-ES_2015-07-16-CD150716.u36	Plenary session 280 (2015-07-16)	2015-07-16	Lower house	Legislatura X	Sesión plenaria núm. 280 extraordinaria extraordinaria	-	2015-07-16	-	Reference	English	Chairperson	MP	notMinister	PP	Partido Popular	Coalition	Centre-right to right	CeliaVillalobosTalero	Villalobos Talero, Celia	F	1949	
ParlaMint-ES-en_2015-07-16-CD150716	ParlaMint-ES_2015-07-16-CD150716.u37	Plenary session 280 (2015-07-16)	2015-07-16	Lower house	Legislatura X	Sesión plenaria núm. 280 extraordinaria extraordinaria	-	2015-07-16	-	Reference	English	Regular	MP	notMinister	IZQ-PLU	Izquierda Plural	Opposition	Left	JosepPérezMoya	Pérez Moya, Josep	M	1953	
ParlaMint-ES-en_2015-07-16-CD150716	ParlaMint-ES_2015-07-16-CD150716.u38	Plenary session 280 (2015-07-16)	2015-07-16	Lower house	Legislatura X	Sesión plenaria núm. 280 extraordinaria extraordinaria	-	2015-07-16	-	Reference	English	Chairperson	MP	notMinister	PP	Partido Popular	Coalition	Centre-right to right	CeliaVillalobosTalero	Villalobos Talero, Celia	F	1949	
ParlaMint-ES-en_2015-07-16-CD150716	ParlaMint-ES_2015-07-16-CD150716.u39	Plenary session 280 (2015-07-16)	2015-07-16	Lower house	Legislatura X	Sesión plenaria núm. 280 extraordinaria extraordinaria	-	2015-07-16	-	Reference	English	Regular	MP	notMinister	IZQ-PLU	Izquierda Plural	Opposition	Left	JosepPérezMoya	Pérez Moya, Josep	M	1953	
ParlaMint-ES-en_2015-07-16-CD150716	ParlaMint-ES_2015-07-16-CD150716.u40	Plenary session 280 (2015-07-16)	2015-07-16	Lower house	Legislatura X	Sesión plenaria núm. 280 extraordinaria extraordinaria	-	2015-07-16	-	Reference	English	Chairperson	MP	notMinister	PP	Partido Popular	Coalition	Centre-right to right	CeliaVillalobosTalero	Villalobos Talero, Celia	F	1949	
ParlaMint-ES-en_2015-07-16-CD150716	ParlaMint-ES_2015-07-16-CD150716.u41	Plenary session 280 (2015-07-16)	2015-07-16	Lower house	Legislatura X	Sesión plenaria núm. 280 extraordinaria extraordinaria	-	2015-07-16	-	Reference	English	Regular	MP	notMinister	CiU	Convergència i Unió	Opposition	Centre to centre-right	AntoniPicóiAzanza	Picó i Azanza, Antoni	M	1970	
ParlaMint-ES-en_2015-07-16-CD150716	ParlaMint-ES_2015-07-16-CD150716.u42	Plenary session 280 (2015-07-16)	2015-07-16	Lower house	Legislatura X	Sesión plenaria núm. 280 extraordinaria extraordinaria	-	2015-07-16	-	Reference	English	Chairperson	MP	notMinister	PP	Partido Popular	Coalition	Centre-right to right	CeliaVillalobosTalero	Villalobos Talero, Celia	F	1949	
ParlaMint-ES-en_2015-07-16-CD150716	ParlaMint-ES_2015-07-16-CD150716.u43	Plenary session 280 (2015-07-16)	2015-07-16	Lower house	Legislatura X	Sesión plenaria núm. 280 extraordinaria extraordinaria	-	2015-07-16	-	Reference	English	Regular	MP	notMinister	CiU	Convergència i Unió	Opposition	Centre to centre-right	InmaculadaRieraiReñé	Riera i Reñé, Inmaculada	F	1960	
ParlaMint-ES-en_2015-07-16-CD150716	ParlaMint-ES_2015-07-16-CD150716.u44	Plenary session 280 (2015-07-16)	2015-07-16	Lower house	Legislatura X	Sesión plenaria núm. 280 extraordinaria extraordinaria	-	2015-07-16	-	Reference	English	Chairperson	MP	notMinister	PP	Partido Popular	Coalition	Centre-right to right	CeliaVillalobosTalero	Villalobos Talero, Celia	F	1949	
ParlaMint-ES-en_2015-07-16-CD150716	ParlaMint-ES_2015-07-16-CD150716.u45	Plenary session 280 (2015-07-16)	2015-07-16	Lower house	Legislatura X	Sesión plenaria núm. 280 extraordinaria extraordinaria	-	2015-07-16	-	Reference	English	Regular	MP	notMinister	PSC-PSOE	Partido Socialista de Cataluya - Partido Socialista Obrero Español	Opposition	Centre-left	LourdesMuñozSantamaría	Muñoz Santamaría, Lourdes	F	1969	
ParlaMint-ES-en_2015-07-16-CD150716	ParlaMint-ES_2015-07-16-CD150716.u46	Plenary session 280 (2015-07-16)	2015-07-16	Lower house	Legislatura X	Sesión plenaria núm. 280 extraordinaria extraordinaria	-	2015-07-16	-	Reference	English	Chairperson	MP	notMinister	PP	Partido Popular	Coalition	Centre-right to right	CeliaVillalobosTalero	Villalobos Talero, Celia	F	1949	
ParlaMint-ES-en_2015-07-16-CD150716	ParlaMint-ES_2015-07-16-CD150716.u47	Plenary session 280 (2015-07-16)	2015-07-16	Lower house	Legislatura X	Sesión plenaria núm. 280 extraordinaria extraordinaria	-	2015-07-16	-	Reference	English	Regular	MP	notMinister	PP	Partido Popular	Coalition	Centre-right to right	MaríaÁngelesEstellerRuedas	Esteller Ruedas, María Ángeles	F	1964	
ParlaMint-ES-en_2015-07-16-CD150716	ParlaMint-ES_2015-07-16-CD150716.u48	Plenary session 280 (2015-07-16)	2015-07-16	Lower house	Legislatura X	Sesión plenaria núm. 280 extraordinaria extraordinaria	-	2015-07-16	-	Reference	English	Chairperson	MP	notMinister	PP	Partido Popular	Coalition	Centre-right to right	CeliaVillalobosTalero	Villalobos Talero, Celia	F	1949	
ParlaMint-ES-en_2015-07-16-CD150716	ParlaMint-ES_2015-07-16-CD150716.u49	Plenary session 280 (2015-07-16)	2015-07-16	Lower house	Legislatura X	Sesión plenaria núm. 280 extraordinaria extraordinaria	-	2015-07-16	-	Reference	English	Chairperson	MP	notMinister	PP	Partido Popular	Coalition	Centre-right to right	CeliaVillalobosTalero	Villalobos Talero, Celia	F	1949	
ParlaMint-ES-en_2015-07-16-CD150716	ParlaMint-ES_2015-07-16-CD150716.u50	Plenary session 280 (2015-07-16)	2015-07-16	Lower house	Legislatura X	Sesión plenaria núm. 280 extraordinaria extraordinaria	-	2015-07-16	-	Reference	English	Regular	MP	notMinister	EUiA	Esquerra Unida i Alternativa	Opposition	Left	JoanJosepNuetPujals	Nuet Pujals, Joan Josep	M	1964	
ParlaMint-ES-en_2015-07-16-CD150716	ParlaMint-ES_2015-07-16-CD150716.u51	Plenary session 280 (2015-07-16)	2015-07-16	Lower house	Legislatura X	Sesión plenaria núm. 280 extraordinaria extraordinaria	-	2015-07-16	-	Reference	English	Chairperson	MP	notMinister	PP	Partido Popular	Coalition	Centre-right to right	CeliaVillalobosTalero	Villalobos Talero, Celia	F	1949	
ParlaMint-ES-en_2015-07-16-CD150716	ParlaMint-ES_2015-07-16-CD150716.u52	Plenary session 280 (2015-07-16)	2015-07-16	Lower house	Legislatura X	Sesión plenaria núm. 280 extraordinaria extraordinaria	-	2015-07-16	-	Reference	English	Regular	MP	notMinister	CiU	Convergència i Unió	Opposition	Centre to centre-right	JordiXuclàiCosta	Xuclà i Costa, Jordi	M	1973	
ParlaMint-ES-en_2015-07-16-CD150716	ParlaMint-ES_2015-07-16-CD150716.u53	Plenary session 280 (2015-07-16)	2015-07-16	Lower house	Legislatura X	Sesión plenaria núm. 280 extraordinaria extraordinaria	-	2015-07-16	-	Reference	English	Chairperson	MP	notMinister	PP	Partido Popular	Coalition	Centre-right to right	CeliaVillalobosTalero	Villalobos Talero, Celia	F	1949	
ParlaMint-ES-en_2015-07-16-CD150716	ParlaMint-ES_2015-07-16-CD150716.u54	Plenary session 280 (2015-07-16)	2015-07-16	Lower house	Legislatura X	Sesión plenaria núm. 280 extraordinaria extraordinaria	-	2015-07-16	-	Reference	English	Regular	MP	notMinister	PSOE	Partido Socialista Obrero Español	Opposition	Centre-left	TrinidadJiménezGarcíaHerrera	Jiménez García-Herrera, Trinidad	F	1962	
ParlaMint-ES-en_2015-07-16-CD150716	ParlaMint-ES_2015-07-16-CD150716.u55	Plenary session 280 (2015-07-16)	2015-07-16	Lower house	Legislatura X	Sesión plenaria núm. 280 extraordinaria extraordinaria	-	2015-07-16	-	Reference	English	Chairperson	MP	notMinister	PP	Partido Popular	Coalition	Centre-right to right	CeliaVillalobosTalero	Villalobos Talero, Celia	F	1949	
ParlaMint-ES-en_2015-07-16-CD150716	ParlaMint-ES_2015-07-16-CD150716.u56	Plenary session 280 (2015-07-16)	2015-07-16	Lower house	Legislatura X	Sesión plenaria núm. 280 extraordinaria extraordinaria	-	2015-07-16	-	Reference	English	Chairperson	MP	notMinister	PP	Partido Popular	Coalition	Centre-right to right	CeliaVillalobosTalero	Villalobos Talero, Celia	F	1949	
ParlaMint-ES-en_2015-07-16-CD150716	ParlaMint-ES_2015-07-16-CD150716.u57	Plenary session 280 (2015-07-16)	2015-07-16	Lower house	Legislatura X	Sesión plenaria núm. 280 extraordinaria extraordinaria	-	2015-07-16	-	Reference	English	Regular	MP	notMinister	EAJ-PNV	Euzko Alderdi Jeltzalea-Partido Nacionalista Vasco	Opposition	Centre	EmilioOlabarríaMuñoz	Olabarría Muñoz, Emilio	M	1954	
ParlaMint-ES-en_2015-07-16-CD150716	ParlaMint-ES_2015-07-16-CD150716.u58	Plenary session 280 (2015-07-16)	2015-07-16	Lower house	Legislatura X	Sesión plenaria núm. 280 extraordinaria extraordinaria	-	2015-07-16	-	Reference	English	Chairperson	MP	notMinister	PP	Partido Popular	Coalition	Centre-right to right	CeliaVillalobosTalero	Villalobos Talero, Celia	F	1949	
ParlaMint-ES-en_2015-07-16-CD150716	ParlaMint-ES_2015-07-16-CD150716.u59	Plenary session 280 (2015-07-16)	2015-07-16	Lower house	Legislatura X	Sesión plenaria núm. 280 extraordinaria extraordinaria	-	2015-07-16	-	Reference	English	Regular	MP	notMinister	EAJ-PNV	Euzko Alderdi Jeltzalea-Partido Nacionalista Vasco	Opposition	Centre	EmilioOlabarríaMuñoz	Olabarría Muñoz, Emilio	M	1954	
ParlaMint-ES-en_2015-07-16-CD150716	ParlaMint-ES_2015-07-16-CD150716.u60	Plenary session 280 (2015-07-16)	2015-07-16	Lower house	Legislatura X	Sesión plenaria núm. 280 extraordinaria extraordinaria	-	2015-07-16	-	Reference	English	Chairperson	MP	notMinister	PP	Partido Popular	Coalition	Centre-right to right	CeliaVillalobosTalero	Villalobos Talero, Celia	F	1949	
ParlaMint-ES-en_2015-07-16-CD150716	ParlaMint-ES_2015-07-16-CD150716.u61	Plenary session 280 (2015-07-16)	2015-07-16	Lower house	Legislatura X	Sesión plenaria núm. 280 extraordinaria extraordinaria	-	2015-07-16	-	Reference	English	Regular	MP	notMinister	EAJ-PNV	Euzko Alderdi Jeltzalea-Partido Nacionalista Vasco	Opposition	Centre	EmilioOlabarríaMuñoz	Olabarría Muñoz, Emilio	M	1954	
ParlaMint-ES-en_2015-07-16-CD150716	ParlaMint-ES_2015-07-16-CD150716.u62	Plenary session 280 (2015-07-16)	2015-07-16	Lower house	Legislatura X	Sesión plenaria núm. 280 extraordinaria extraordinaria	-	2015-07-16	-	Reference	English	Chairperson	MP	notMinister	PP	Partido Popular	Coalition	Centre-right to right	CeliaVillalobosTalero	Villalobos Talero, Celia	F	1949	
ParlaMint-ES-en_2015-07-16-CD150716	ParlaMint-ES_2015-07-16-CD150716.u63	Plenary session 280 (2015-07-16)	2015-07-16	Lower house	Legislatura X	Sesión plenaria núm. 280 extraordinaria extraordinaria	-	2015-07-16	-	Reference	English	Regular	MP	notMinister	UPyD	Unión Progreso y Democracia	Opposition	Centre to centre-left	RosaMaríaDíezGonzález	Díez González, Rosa María	F	1952	
ParlaMint-ES-en_2015-07-16-CD150716	ParlaMint-ES_2015-07-16-CD150716.u64	Plenary session 280 (2015-07-16)	2015-07-16	Lower house	Legislatura X	Sesión plenaria núm. 280 extraordinaria extraordinaria	-	2015-07-16	-	Reference	English	Chairperson	MP	notMinister	PP	Partido Popular	Coalition	Centre-right to right	CeliaVillalobosTalero	Villalobos Talero, Celia	F	1949	
ParlaMint-ES-en_2015-07-16-CD150716	ParlaMint-ES_2015-07-16-CD150716.u65	Plenary session 280 (2015-07-16)	2015-07-16	Lower house	Legislatura X	Sesión plenaria núm. 280 extraordinaria extraordinaria	-	2015-07-16	-	Reference	English	Regular	MP	notMinister	IZQ-PLU	Izquierda Plural	Opposition	Left	JosepPérezMoya	Pérez Moya, Josep	M	1953	
ParlaMint-ES-en_2015-07-16-CD150716	ParlaMint-ES_2015-07-16-CD150716.u66	Plenary session 280 (2015-07-16)	2015-07-16	Lower house	Legislatura X	Sesión plenaria núm. 280 extraordinaria extraordinaria	-	2015-07-16	-	Reference	English	Chairperson	MP	notMinister	PP	Partido Popular	Coalition	Centre-right to right	CeliaVillalobosTalero	Villalobos Talero, Celia	F	1949	
ParlaMint-ES-en_2015-07-16-CD150716	ParlaMint-ES_2015-07-16-CD150716.u67	Plenary session 280 (2015-07-16)	2015-07-16	Lower house	Legislatura X	Sesión plenaria núm. 280 extraordinaria extraordinaria	-	2015-07-16	-	Reference	English	Regular	MP	notMinister	CiU	Convergència i Unió	Opposition	Centre to centre-right	CarlesCampuzanoiCanadés	Campuzano i Canadés, Carles	M	1964	
ParlaMint-ES-en_2015-07-16-CD150716	ParlaMint-ES_2015-07-16-CD150716.u68	Plenary session 280 (2015-07-16)	2015-07-16	Lower house	Legislatura X	Sesión plenaria núm. 280 extraordinaria extraordinaria	-	2015-07-16	-	Reference	English	Chairperson	MP	notMinister	PP	Partido Popular	Coalition	Centre-right to right	CeliaVillalobosTalero	Villalobos Talero, Celia	F	1949	
ParlaMint-ES-en_2015-07-16-CD150716	ParlaMint-ES_2015-07-16-CD150716.u69	Plenary session 280 (2015-07-16)	2015-07-16	Lower house	Legislatura X	Sesión plenaria núm. 280 extraordinaria extraordinaria	-	2015-07-16	-	Reference	English	Regular	MP	notMinister	CiU	Convergència i Unió	Opposition	Centre to centre-right	CarlesCampuzanoiCanadés	Campuzano i Canadés, Carles	M	1964	
ParlaMint-ES-en_2015-07-16-CD150716	ParlaMint-ES_2015-07-16-CD150716.u70	Plenary session 280 (2015-07-16)	2015-07-16	Lower house	Legislatura X	Sesión plenaria núm. 280 extraordinaria extraordinaria	-	2015-07-16	-	Reference	English	Chairperson	MP	notMinister	PP	Partido Popular	Coalition	Centre-right to right	CeliaVillalobosTalero	Villalobos Talero, Celia	F	1949	
