Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NL-en_2019-09-24-tweedekamer-3	ParlaMint-NL_2019-09-24-tweedekamer-3.u1	Report of the meeting of the Dutch Lower House, Meeting 4, Session 3 (2019-09-24)	2019-09-24	Lower house	Meeting of the 29th Tweede Kamer	Session 3	Meeting 4	Sitting 2019-09-24	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
ParlaMint-NL-en_2019-09-24-tweedekamer-3	ParlaMint-NL_2019-09-24-tweedekamer-3.u12	Report of the meeting of the Dutch Lower House, Meeting 4, Session 3 (2019-09-24)	2019-09-24	Lower house	Meeting of the 29th Tweede Kamer	Session 3	Meeting 4	Sitting 2019-09-24	-	Reference	English	Regular	notMP	Minister	D66	Democraten 66	Coalition	Centre	KajsaOllongren	Ollongren, Kajsa	F	1967	
ParlaMint-NL-en_2019-09-24-tweedekamer-3	ParlaMint-NL_2019-09-24-tweedekamer-3.u13	Report of the meeting of the Dutch Lower House, Meeting 4, Session 3 (2019-09-24)	2019-09-24	Lower house	Meeting of the 29th Tweede Kamer	Session 3	Meeting 4	Sitting 2019-09-24	-	Reference	English	Regular	MP	notMinister	DENK	DENK	Opposition	Centre-left	SelçukÖztürk	Öztürk, Selçuk	M	1972	
ParlaMint-NL-en_2019-09-24-tweedekamer-3	ParlaMint-NL_2019-09-24-tweedekamer-3.u14	Report of the meeting of the Dutch Lower House, Meeting 4, Session 3 (2019-09-24)	2019-09-24	Lower house	Meeting of the 29th Tweede Kamer	Session 3	Meeting 4	Sitting 2019-09-24	-	Reference	English	Regular	MP	notMinister	CDA	Christen-Democratisch Appèl	Coalition	Centre to centre-right	ChrisvanDam	van Dam, Chris	M	1963	
ParlaMint-NL-en_2019-09-24-tweedekamer-3	ParlaMint-NL_2019-09-24-tweedekamer-3.u15	Report of the meeting of the Dutch Lower House, Meeting 4, Session 3 (2019-09-24)	2019-09-24	Lower house	Meeting of the 29th Tweede Kamer	Session 3	Meeting 4	Sitting 2019-09-24	-	Reference	English	Regular	notMP	Minister	D66	Democraten 66	Coalition	Centre	KajsaOllongren	Ollongren, Kajsa	F	1967	
ParlaMint-NL-en_2019-09-24-tweedekamer-3	ParlaMint-NL_2019-09-24-tweedekamer-3.u16	Report of the meeting of the Dutch Lower House, Meeting 4, Session 3 (2019-09-24)	2019-09-24	Lower house	Meeting of the 29th Tweede Kamer	Session 3	Meeting 4	Sitting 2019-09-24	-	Reference	English	Regular	notMP	notMinister	D66	Democraten 66	Coalition	Centre	AntjeDiertens	Diertens, Antje	F	1958	
ParlaMint-NL-en_2019-09-24-tweedekamer-3	ParlaMint-NL_2019-09-24-tweedekamer-3.u17	Report of the meeting of the Dutch Lower House, Meeting 4, Session 3 (2019-09-24)	2019-09-24	Lower house	Meeting of the 29th Tweede Kamer	Session 3	Meeting 4	Sitting 2019-09-24	-	Reference	English	Regular	notMP	Minister	D66	Democraten 66	Coalition	Centre	KajsaOllongren	Ollongren, Kajsa	F	1967	
ParlaMint-NL-en_2019-09-24-tweedekamer-3	ParlaMint-NL_2019-09-24-tweedekamer-3.u18	Report of the meeting of the Dutch Lower House, Meeting 4, Session 3 (2019-09-24)	2019-09-24	Lower house	Meeting of the 29th Tweede Kamer	Session 3	Meeting 4	Sitting 2019-09-24	-	Reference	English	Regular	notMP	notMinister	GL	GroenLinks	Opposition	Centre-left to left	NevinÖzütok	Özütok, Nevin	F	1960	
ParlaMint-NL-en_2019-09-24-tweedekamer-3	ParlaMint-NL_2019-09-24-tweedekamer-3.u19	Report of the meeting of the Dutch Lower House, Meeting 4, Session 3 (2019-09-24)	2019-09-24	Lower house	Meeting of the 29th Tweede Kamer	Session 3	Meeting 4	Sitting 2019-09-24	-	Reference	English	Regular	notMP	Minister	D66	Democraten 66	Coalition	Centre	KajsaOllongren	Ollongren, Kajsa	F	1967	
ParlaMint-NL-en_2019-09-24-tweedekamer-3	ParlaMint-NL_2019-09-24-tweedekamer-3.u20	Report of the meeting of the Dutch Lower House, Meeting 4, Session 3 (2019-09-24)	2019-09-24	Lower house	Meeting of the 29th Tweede Kamer	Session 3	Meeting 4	Sitting 2019-09-24	-	Reference	English	Regular	MP	notMinister	CU	ChristenUnie	Coalition	Centre-right	StienekevanderGraaf	van der Graaf, Stieneke	F	1984	
ParlaMint-NL-en_2019-09-24-tweedekamer-3	ParlaMint-NL_2019-09-24-tweedekamer-3.u21	Report of the meeting of the Dutch Lower House, Meeting 4, Session 3 (2019-09-24)	2019-09-24	Lower house	Meeting of the 29th Tweede Kamer	Session 3	Meeting 4	Sitting 2019-09-24	-	Reference	English	Regular	notMP	Minister	D66	Democraten 66	Coalition	Centre	KajsaOllongren	Ollongren, Kajsa	F	1967	
ParlaMint-NL-en_2019-09-24-tweedekamer-3	ParlaMint-NL_2019-09-24-tweedekamer-3.u22	Report of the meeting of the Dutch Lower House, Meeting 4, Session 3 (2019-09-24)	2019-09-24	Lower house	Meeting of the 29th Tweede Kamer	Session 3	Meeting 4	Sitting 2019-09-24	-	Reference	English	Chairperson	MP	notMinister	PvdA	Partij van de Arbeid	-	Centre-left	KhadijaArib	Arib, Khadija	F	1960	
