Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u1	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u18	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	JamesCleverly	Cleverly, James Spencer	M	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u19	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	JeremyWright	Wright, Jeremy Paul	M	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u20	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	ElizabethMcInnes	McInnes, Elizabeth Anne	F	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u21	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	JeremyWright	Wright, Jeremy Paul	M	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u22	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	SNP	Scottish National Party	-	Centre-left	GeorgeKerevan	Kerevan, George	M	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u23	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	JeremyWright	Wright, Jeremy Paul	M	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u24	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	SNP	Scottish National Party	-	Centre-left	GeorgeKerevan	Kerevan, George	M	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u25	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	JeremyWright	Wright, Jeremy Paul	M	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u26	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	PhilipHollobone	Hollobone, Philip Thomas	M	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u27	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	JeremyWright	Wright, Jeremy Paul	M	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u28	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	MichaelWood	Wood, Michael Jon	M	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u29	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	JeremyWright	Wright, Jeremy Paul	M	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u30	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	MichaelWood	Wood, Michael Jon	M	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u31	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	JeremyWright	Wright, Jeremy Paul	M	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u32	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	DavidNuttall	Nuttall, David	M	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u33	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	JeremyWright	Wright, Jeremy Paul	M	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u34	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	SNP	Scottish National Party	-	Centre-left	AlanBrown	Brown, Alan	M	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u35	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	JeremyWright	Wright, Jeremy Paul	M	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u36	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	SNP	Scottish National Party	-	Centre-left	AlanBrown	Brown, Alan	M	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u37	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	JeremyWright	Wright, Jeremy Paul	M	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u38	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	MichaelFabricant	Fabricant, Michael Louis David	M	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u39	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	JeremyWright	Wright, Jeremy Paul	M	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u40	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	SNP	Scottish National Party	-	Centre-left	RichardArkless	Arkless, Richard	M	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u41	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	JeremyWright	Wright, Jeremy Paul	M	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u42	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	ChristopherChope	Chope, Christopher Robert	M	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u43	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	JeremyWright	Wright, Jeremy Paul	M	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u44	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	VictoriaFoxcroft	Foxcroft, Victoria Jane	F	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u45	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	JeremyWright	Wright, Jeremy Paul	M	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u46	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	VictoriaFoxcroft	Foxcroft, Victoria Jane	F	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u47	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	JeremyWright	Wright, Jeremy Paul	M	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u48	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	JamesDuddridge	Duddridge, James Philip	M	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u49	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	JeremyWright	Wright, Jeremy Paul	M	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u50	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	NicklausThomasSymonds	Thomas-Symonds, Nicklaus	M	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u51	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	JeremyWright	Wright, Jeremy Paul	M	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u52	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	NicklausThomasSymonds	Thomas-Symonds, Nicklaus	M	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u53	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	JeremyWright	Wright, Jeremy Paul	M	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u54	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	VictoriaFoxcroft	Foxcroft, Victoria Jane	F	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u55	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	JustineGreening	Greening, Justine	F	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u56	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	VictoriaFoxcroft	Foxcroft, Victoria Jane	F	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u57	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	JustineGreening	Greening, Justine	F	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u58	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	MariaMiller	Miller, Maria Frances Lewis	F	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u59	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	JustineGreening	Greening, Justine	F	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u60	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	SarahChampion	Champion, Sarah Deborah	F	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u61	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	JamesBerry	Berry, James Michael Ellwood	M	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u62	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	SarahChampion	Champion, Sarah Deborah	F	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u63	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	JustineGreening	Greening, Justine	F	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u64	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	PhilipDavies	Davies, Philip Andrew	M	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u65	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	CarolineDinenage	Dinenage, Caroline Julia	F	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u66	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	PhilipDavies	Davies, Philip Andrew	M	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u67	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	CarolineDinenage	Dinenage, Caroline Julia	F	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u68	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	ChristianMatheson	Matheson, Christian John Patrick	M	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u69	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	CarolineDinenage	Dinenage, Caroline Julia	F	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u70	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	PhilipHollobone	Hollobone, Philip Thomas	M	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u71	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	CarolineDinenage	Dinenage, Caroline Julia	F	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u72	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	ElizabethMcInnes	McInnes, Elizabeth Anne	F	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u73	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	CarolineDinenage	Dinenage, Caroline Julia	F	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u74	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	JeffreySmith	Smith, Jeffrey	M	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u75	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	CarolineNokes	Nokes, Caroline Fiona Ellen	F	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u76	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	LAB	Labour	Opposition	Centre-left	JeffreySmith	Smith, Jeffrey	M	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u77	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	CarolineNokes	Nokes, Caroline Fiona Ellen	F	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u78	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	SNP	Scottish National Party	-	Centre-left	AngelaCrawley	Crawley, Angela	F	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u79	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	CarolineNokes	Nokes, Caroline Fiona Ellen	F	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u80	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	RobertBlackman	Blackman, Robert John	M	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u81	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	JustineGreening	Greening, Justine	F	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u82	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	RobertBlackman	Blackman, Robert John	M	-	
ParlaMint-GB-en_2016-10-27-commons	ParlaMint-GB_2016-10-27-commons.u83	Minutes of the House of Commons, Daily Session 2016-10-27	2016-10-27	Lower house	56	-	2016-10-27	2016-10-27	-	Reference	English	Regular	MP	notMinister	CON	Conservative	-	Centre-right	JustineGreening	Greening, Justine	F	-	
