Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-RS-en_2008-11-05-0	ParlaMint-RS_2008-11-05-0.u6716	Term 8, Meeting 2	2008-11-05	Unicameralism	8. mandat	-	Zasedanje 2	2011-11-22	-	Reference	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-RS-en_2008-11-05-0	ParlaMint-RS_2008-11-05-0.u6752	Term 8, Meeting 2	2008-11-05	Unicameralism	8. mandat	-	Zasedanje 2	2011-11-22	-	Reference	English	Regular	MP	notMinister	SRS	Srpska radikalna stranka	Opposition	Far-right	AvramovićMilan	Avramović, Milan	M	1980	
ParlaMint-RS-en_2008-11-05-0	ParlaMint-RS_2008-11-05-0.u6753	Term 8, Meeting 2	2008-11-05	Unicameralism	8. mandat	-	Zasedanje 2	2011-11-22	-	Reference	English	Chairperson	MP	notMinister	DS	Demokratska stranka	Coalition	Centre-left	ČomićGordana	Čomić, Gordana	F	1958	
ParlaMint-RS-en_2008-11-05-0	ParlaMint-RS_2008-11-05-0.u6754	Term 8, Meeting 2	2008-11-05	Unicameralism	8. mandat	-	Zasedanje 2	2011-11-22	-	Reference	English	Regular	MP	notMinister	SRS	Srpska radikalna stranka	Opposition	Far-right	MomčilovPaja	Momčilov, Paja	M	1948	
ParlaMint-RS-en_2008-11-05-0	ParlaMint-RS_2008-11-05-0.u6755	Term 8, Meeting 2	2008-11-05	Unicameralism	8. mandat	-	Zasedanje 2	2011-11-22	-	Reference	English	Chairperson	MP	notMinister	DS	Demokratska stranka	Coalition	Centre-left	ČomićGordana	Čomić, Gordana	F	1958	
ParlaMint-RS-en_2008-11-05-0	ParlaMint-RS_2008-11-05-0.u6756	Term 8, Meeting 2	2008-11-05	Unicameralism	8. mandat	-	Zasedanje 2	2011-11-22	-	Reference	English	Regular	MP	notMinister	SRS	Srpska radikalna stranka	Opposition	Far-right	MarkovićMomir	Marković, Momir	M	1950	
ParlaMint-RS-en_2008-11-05-0	ParlaMint-RS_2008-11-05-0.u6757	Term 8, Meeting 2	2008-11-05	Unicameralism	8. mandat	-	Zasedanje 2	2011-11-22	-	Reference	English	Chairperson	MP	notMinister	DS	Demokratska stranka	Coalition	Centre-left	ČomićGordana	Čomić, Gordana	F	1958	
ParlaMint-RS-en_2008-11-05-0	ParlaMint-RS_2008-11-05-0.u6758	Term 8, Meeting 2	2008-11-05	Unicameralism	8. mandat	-	Zasedanje 2	2011-11-22	-	Reference	English	Regular	MP	notMinister	SRS	Srpska radikalna stranka	Opposition	Far-right	RagušMarina	Raguš, Marina	F	1969	
ParlaMint-RS-en_2008-11-05-0	ParlaMint-RS_2008-11-05-0.u6759	Term 8, Meeting 2	2008-11-05	Unicameralism	8. mandat	-	Zasedanje 2	2011-11-22	-	Reference	English	Chairperson	MP	notMinister	DS	Demokratska stranka	Coalition	Centre-left	ČomićGordana	Čomić, Gordana	F	1958	
ParlaMint-RS-en_2008-11-05-0	ParlaMint-RS_2008-11-05-0.u6760	Term 8, Meeting 2	2008-11-05	Unicameralism	8. mandat	-	Zasedanje 2	2011-11-22	-	Reference	English	Regular	MP	notMinister	SRS	Srpska radikalna stranka	Opposition	Far-right	KrasićZoran	Krasić, Zoran	M	1956	
ParlaMint-RS-en_2008-11-05-0	ParlaMint-RS_2008-11-05-0.u6761	Term 8, Meeting 2	2008-11-05	Unicameralism	8. mandat	-	Zasedanje 2	2011-11-22	-	Reference	English	Chairperson	MP	notMinister	DS	Demokratska stranka	Coalition	Centre-left	ČomićGordana	Čomić, Gordana	F	1958	
ParlaMint-RS-en_2008-11-05-0	ParlaMint-RS_2008-11-05-0.u6762	Term 8, Meeting 2	2008-11-05	Unicameralism	8. mandat	-	Zasedanje 2	2011-11-22	-	Reference	English	Regular	MP	notMinister	SRS	Srpska radikalna stranka	Opposition	Far-right	MomčilovPaja	Momčilov, Paja	M	1948	
ParlaMint-RS-en_2008-11-05-0	ParlaMint-RS_2008-11-05-0.u6763	Term 8, Meeting 2	2008-11-05	Unicameralism	8. mandat	-	Zasedanje 2	2011-11-22	-	Reference	English	Chairperson	MP	notMinister	DS	Demokratska stranka	Coalition	Centre-left	ČomićGordana	Čomić, Gordana	F	1958	
ParlaMint-RS-en_2008-11-05-0	ParlaMint-RS_2008-11-05-0.u6764	Term 8, Meeting 2	2008-11-05	Unicameralism	8. mandat	-	Zasedanje 2	2011-11-22	-	Reference	English	Regular	MP	notMinister	DS	Demokratska stranka	Coalition	Centre-left	ŠormazDragan	Šormaz, Dragan	M	1967	
ParlaMint-RS-en_2008-11-05-0	ParlaMint-RS_2008-11-05-0.u6765	Term 8, Meeting 2	2008-11-05	Unicameralism	8. mandat	-	Zasedanje 2	2011-11-22	-	Reference	English	Chairperson	MP	notMinister	DS	Demokratska stranka	Coalition	Centre-left	ČomićGordana	Čomić, Gordana	F	1958	
ParlaMint-RS-en_2008-11-05-0	ParlaMint-RS_2008-11-05-0.u6766	Term 8, Meeting 2	2008-11-05	Unicameralism	8. mandat	-	Zasedanje 2	2011-11-22	-	Reference	English	Regular	MP	notMinister	DSS	Demokratska stranka Srbije	Coalition	Right	BanovićDonka	Banović, Donka	F	1963	
ParlaMint-RS-en_2008-11-05-0	ParlaMint-RS_2008-11-05-0.u6767	Term 8, Meeting 2	2008-11-05	Unicameralism	8. mandat	-	Zasedanje 2	2011-11-22	-	Reference	English	Chairperson	MP	notMinister	DS	Demokratska stranka	Coalition	Centre-left	ČomićGordana	Čomić, Gordana	F	1958	
ParlaMint-RS-en_2008-11-05-0	ParlaMint-RS_2008-11-05-0.u6768	Term 8, Meeting 2	2008-11-05	Unicameralism	8. mandat	-	Zasedanje 2	2011-11-22	-	Reference	English	Regular	MP	notMinister	SRS	Srpska radikalna stranka	Opposition	Far-right	RagušMarina	Raguš, Marina	F	1969	
ParlaMint-RS-en_2008-11-05-0	ParlaMint-RS_2008-11-05-0.u6769	Term 8, Meeting 2	2008-11-05	Unicameralism	8. mandat	-	Zasedanje 2	2011-11-22	-	Reference	English	Chairperson	MP	notMinister	DS	Demokratska stranka	Coalition	Centre-left	ČomićGordana	Čomić, Gordana	F	1958	
ParlaMint-RS-en_2008-11-05-0	ParlaMint-RS_2008-11-05-0.u6770	Term 8, Meeting 2	2008-11-05	Unicameralism	8. mandat	-	Zasedanje 2	2011-11-22	-	Reference	English	Regular	MP	notMinister	DS	Demokratska stranka	Coalition	Centre-left	ŠormazDragan	Šormaz, Dragan	M	1967	
ParlaMint-RS-en_2008-11-05-0	ParlaMint-RS_2008-11-05-0.u6771	Term 8, Meeting 2	2008-11-05	Unicameralism	8. mandat	-	Zasedanje 2	2011-11-22	-	Reference	English	Chairperson	MP	notMinister	DS	Demokratska stranka	Coalition	Centre-left	ČomićGordana	Čomić, Gordana	F	1958	
ParlaMint-RS-en_2008-11-05-0	ParlaMint-RS_2008-11-05-0.u6772	Term 8, Meeting 2	2008-11-05	Unicameralism	8. mandat	-	Zasedanje 2	2011-11-22	-	Reference	English	Regular	MP	notMinister	SRS	Srpska radikalna stranka	Opposition	Far-right	PrelićDobrislav	Prelić, Dobrislav	M	1963	
ParlaMint-RS-en_2008-11-05-0	ParlaMint-RS_2008-11-05-0.u6773	Term 8, Meeting 2	2008-11-05	Unicameralism	8. mandat	-	Zasedanje 2	2011-11-22	-	Reference	English	Chairperson	MP	notMinister	DS	Demokratska stranka	Coalition	Centre-left	ČomićGordana	Čomić, Gordana	F	1958	
ParlaMint-RS-en_2008-11-05-0	ParlaMint-RS_2008-11-05-0.u6774	Term 8, Meeting 2	2008-11-05	Unicameralism	8. mandat	-	Zasedanje 2	2011-11-22	-	Reference	English	Regular	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	RužićBranko	Ružić, Branko	M	1975	
ParlaMint-RS-en_2008-11-05-0	ParlaMint-RS_2008-11-05-0.u6775	Term 8, Meeting 2	2008-11-05	Unicameralism	8. mandat	-	Zasedanje 2	2011-11-22	-	Reference	English	Chairperson	MP	notMinister	DS	Demokratska stranka	Coalition	Centre-left	ČomićGordana	Čomić, Gordana	F	1958	
ParlaMint-RS-en_2008-11-05-0	ParlaMint-RS_2008-11-05-0.u6776	Term 8, Meeting 2	2008-11-05	Unicameralism	8. mandat	-	Zasedanje 2	2011-11-22	-	Reference	English	Regular	MP	notMinister	DSS	Demokratska stranka Srbije	Coalition	Right	SamardžićSlobodan	Samardžić, Slobodan	M	1953	
ParlaMint-RS-en_2008-11-05-0	ParlaMint-RS_2008-11-05-0.u6777	Term 8, Meeting 2	2008-11-05	Unicameralism	8. mandat	-	Zasedanje 2	2011-11-22	-	Reference	English	Chairperson	MP	notMinister	DS	Demokratska stranka	Coalition	Centre-left	ČomićGordana	Čomić, Gordana	F	1958	
ParlaMint-RS-en_2008-11-05-0	ParlaMint-RS_2008-11-05-0.u6778	Term 8, Meeting 2	2008-11-05	Unicameralism	8. mandat	-	Zasedanje 2	2011-11-22	-	Reference	English	Regular	MP	notMinister	DSS	Demokratska stranka Srbije	Coalition	Right	VojićMarkovićMilica	Vojić Marković, Milica	F	1959	
ParlaMint-RS-en_2008-11-05-0	ParlaMint-RS_2008-11-05-0.u6779	Term 8, Meeting 2	2008-11-05	Unicameralism	8. mandat	-	Zasedanje 2	2011-11-22	-	Reference	English	Chairperson	MP	notMinister	DS	Demokratska stranka	Coalition	Centre-left	ČomićGordana	Čomić, Gordana	F	1958	
ParlaMint-RS-en_2008-11-05-0	ParlaMint-RS_2008-11-05-0.u6780	Term 8, Meeting 2	2008-11-05	Unicameralism	8. mandat	-	Zasedanje 2	2011-11-22	-	Reference	English	Regular	MP	notMinister	DS	Demokratska stranka	Coalition	Centre-left	ŠormazDragan	Šormaz, Dragan	M	1967	
ParlaMint-RS-en_2008-11-05-0	ParlaMint-RS_2008-11-05-0.u6781	Term 8, Meeting 2	2008-11-05	Unicameralism	8. mandat	-	Zasedanje 2	2011-11-22	-	Reference	English	Chairperson	MP	notMinister	DS	Demokratska stranka	Coalition	Centre-left	ČomićGordana	Čomić, Gordana	F	1958	
