Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3225	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3383	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3384	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Regular	MP	notMinister	SRS	Srpska radikalna stranka	Opposition	Far-right	MijaljevićSlađan	Mijaljević, Slađan	M	1966	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3385	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3386	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Regular	MP	notMinister	SRS	Srpska radikalna stranka	Opposition	Far-right	MijaljevićSlađan	Mijaljević, Slađan	M	1966	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3387	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3388	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Regular	MP	notMinister	SRS	Srpska radikalna stranka	Opposition	Far-right	MijaljevićSlađan	Mijaljević, Slađan	M	1966	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3389	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3390	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Regular	MP	notMinister	SRS	Srpska radikalna stranka	Opposition	Far-right	MijaljevićSlađan	Mijaljević, Slađan	M	1966	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3391	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3392	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Regular	MP	notMinister	DSS	Demokratska stranka Srbije	Coalition	Right	AligrudićMiloš	Aligrudić, Miloš	M	1964	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3393	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3394	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Regular	MP	notMinister	DSS	Demokratska stranka Srbije	Coalition	Right	AligrudićMiloš	Aligrudić, Miloš	M	1964	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3395	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3396	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Regular	MP	notMinister	LDP	Liberalno-demokratska partija	Coalition	Centre	RanđelovićNebojša	Ranđelović, Nebojša	M	1957	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3397	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3398	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Regular	MP	notMinister	SRS	Srpska radikalna stranka	Opposition	Far-right	KrasićZoran	Krasić, Zoran	M	1956	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3399	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3400	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Regular	MP	notMinister	SRS	Srpska radikalna stranka	Opposition	Far-right	KrasićZoran	Krasić, Zoran	M	1956	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3401	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3402	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Regular	MP	notMinister	SRS	Srpska radikalna stranka	Opposition	Far-right	PrelićDobrislav	Prelić, Dobrislav	M	1963	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3403	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3404	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Regular	MP	notMinister	SRS	Srpska radikalna stranka	Opposition	Far-right	PrelićDobrislav	Prelić, Dobrislav	M	1963	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3405	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3406	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Regular	MP	notMinister	SRS	Srpska radikalna stranka	Opposition	Far-right	PrelićDobrislav	Prelić, Dobrislav	M	1963	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3407	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3408	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Regular	MP	notMinister	DSS	Demokratska stranka Srbije	Coalition	Right	PopovićNenad	Popović, Nenad	M	1966	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3409	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3410	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Regular	MP	notMinister	DSS	Demokratska stranka Srbije	Coalition	Right	PopovićNenad	Popović, Nenad	M	1966	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3411	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3412	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	MalovićSnežana	Malović, Snežana	F	1976	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3413	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3414	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Regular	MP	notMinister	LDP	Liberalno-demokratska partija	Coalition	Centre	JovanovićČedomir	Jovanović, Čedomir	M	1971	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3415	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Chairperson	MP	notMinister	DS	Demokratska stranka	Coalition	Centre-left	ČomićGordana	Čomić, Gordana	F	1958	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3416	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Regular	MP	notMinister	DSS	Demokratska stranka Srbije	Coalition	Right	ObradovićRadojko	Obradović, Radojko	M	1966	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3417	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Chairperson	MP	notMinister	DS	Demokratska stranka	Coalition	Centre-left	ČomićGordana	Čomić, Gordana	F	1958	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3418	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Regular	MP	notMinister	DSS	Demokratska stranka Srbije	Coalition	Right	ObradovićRadojko	Obradović, Radojko	M	1966	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3419	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Chairperson	MP	notMinister	DS	Demokratska stranka	Coalition	Centre-left	ČomićGordana	Čomić, Gordana	F	1958	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3420	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Regular	MP	notMinister	DSS	Demokratska stranka Srbije	Coalition	Right	PalalićJovan	Palalić, Jovan	M	1971	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3421	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Chairperson	MP	notMinister	G17	G17 Plus	Coalition	Centre-right	NovakovićNikola	Novaković, Nikola	M	1949	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3422	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Regular	MP	notMinister	DSS	Demokratska stranka Srbije	Coalition	Right	AligrudićMiloš	Aligrudić, Miloš	M	1964	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3423	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Chairperson	MP	notMinister	G17	G17 Plus	Coalition	Centre-right	NovakovićNikola	Novaković, Nikola	M	1949	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3424	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Regular	MP	notMinister	NS	Nova Srbija	Coalition	Right	SpasojevićSrđan	Spasojević, Srđan	M	1966	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3425	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Chairperson	MP	notMinister	DS	Demokratska stranka	Coalition	Centre-left	ČomićGordana	Čomić, Gordana	F	1958	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3426	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Regular	MP	notMinister	SRS	Srpska radikalna stranka	Opposition	Far-right	KrasićZoran	Krasić, Zoran	M	1956	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3427	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Chairperson	MP	notMinister	G17	G17 Plus	Coalition	Centre-right	NovakovićNikola	Novaković, Nikola	M	1949	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3428	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Regular	MP	notMinister	SRS	Srpska radikalna stranka	Opposition	Far-right	KrasićZoran	Krasić, Zoran	M	1956	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3429	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Chairperson	MP	notMinister	DS	Demokratska stranka	Coalition	Centre-left	ČomićGordana	Čomić, Gordana	F	1958	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3430	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Regular	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	KasalovićZoran	Kasalović, Zoran	M	1967	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3431	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Chairperson	MP	notMinister	DS	Demokratska stranka	Coalition	Centre-left	ČomićGordana	Čomić, Gordana	F	1958	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3432	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Regular	MP	notMinister	SRS	Srpska radikalna stranka	Opposition	Far-right	JovanovićNataša	Jovanović, Nataša	F	1966	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3433	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Chairperson	MP	notMinister	DS	Demokratska stranka	Coalition	Centre-left	ČomićGordana	Čomić, Gordana	F	1958	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3434	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Regular	MP	notMinister	SRS	Srpska radikalna stranka	Opposition	Far-right	KrasićZoran	Krasić, Zoran	M	1956	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3435	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Chairperson	MP	notMinister	DS	Demokratska stranka	Coalition	Centre-left	ČomićGordana	Čomić, Gordana	F	1958	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3436	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Regular	MP	notMinister	SRS	Srpska radikalna stranka	Opposition	Far-right	RadetaVjerica	Radeta, Vjerica	F	1955	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3437	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Chairperson	MP	notMinister	DS	Demokratska stranka	Coalition	Centre-left	ČomićGordana	Čomić, Gordana	F	1958	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3438	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Regular	MP	notMinister	NS	Nova Srbija	Coalition	Right	JankovićAleksandra	Janković, Aleksandra	M	1959	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3439	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Chairperson	MP	notMinister	DS	Demokratska stranka	Coalition	Centre-left	ČomićGordana	Čomić, Gordana	F	1958	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3440	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Regular	MP	notMinister	NS	Nova Srbija	Coalition	Right	JankovićAleksandra	Janković, Aleksandra	M	1959	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3441	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Chairperson	MP	notMinister	DS	Demokratska stranka	Coalition	Centre-left	ČomićGordana	Čomić, Gordana	F	1958	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3442	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Regular	MP	notMinister	NS	Nova Srbija	Coalition	Right	JankovićAleksandra	Janković, Aleksandra	M	1959	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3443	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Chairperson	MP	notMinister	DS	Demokratska stranka	Coalition	Centre-left	ČomićGordana	Čomić, Gordana	F	1958	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3444	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Regular	MP	notMinister	NS	Nova Srbija	Coalition	Right	JankovićAleksandra	Janković, Aleksandra	M	1959	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3445	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Chairperson	MP	notMinister	DS	Demokratska stranka	Coalition	Centre-left	ČomićGordana	Čomić, Gordana	F	1958	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3446	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Regular	MP	notMinister	NS	Nova Srbija	Coalition	Right	JankovićAleksandra	Janković, Aleksandra	M	1959	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3447	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Chairperson	MP	notMinister	DS	Demokratska stranka	Coalition	Centre-left	ČomićGordana	Čomić, Gordana	F	1958	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3448	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Regular	MP	notMinister	G17	G17 Plus	Coalition	Centre-right	VukovićSimo	Vuković, Simo	M	1975	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3449	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Chairperson	MP	notMinister	DS	Demokratska stranka	Coalition	Centre-left	ČomićGordana	Čomić, Gordana	F	1958	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3450	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Regular	MP	notMinister	LDP	Liberalno-demokratska partija	Coalition	Centre	PešićVesna	Pešić, Vesna	F	1940	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3451	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3452	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Regular	MP	notMinister	SRS	Srpska radikalna stranka	Opposition	Far-right	KrasićZoran	Krasić, Zoran	M	1956	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3453	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3454	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Regular	MP	notMinister	LDP	Liberalno-demokratska partija	Coalition	Centre	OstojićZoran	Ostojić, Zoran	M	1956	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3455	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3456	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Regular	MP	notMinister	LDP	Liberalno-demokratska partija	Coalition	Centre	OstojićZoran	Ostojić, Zoran	M	1956	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3457	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3458	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Regular	MP	notMinister	DS	Demokratska stranka	Coalition	Centre-left	RatkovićVlatko	Ratković, Vlatko	M	1965	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3459	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3460	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Regular	MP	notMinister	DSS	Demokratska stranka Srbije	Coalition	Right	PetkovićMiroslav	Petković, Miroslav	M	1968	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3461	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3462	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Regular	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	RadenkovićDejan	Radenković, Dejan	M	1971	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3463	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
