Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3225	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3236	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3237	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Regular	MP	notMinister	LDP	Liberalno-demokratska partija	Coalition	Centre	JovanovićČedomir	Jovanović, Čedomir	M	1971	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3238	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3239	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Regular	MP	notMinister	SRS	Srpska radikalna stranka	Opposition	Far-right	RadetaVjerica	Radeta, Vjerica	F	1955	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3240	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3242	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Regular	MP	notMinister	SRS	Srpska radikalna stranka	Opposition	Far-right	RadetaVjerica	Radeta, Vjerica	F	1955	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3243	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3244	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Regular	MP	notMinister	SRS	Srpska radikalna stranka	Opposition	Far-right	RadetaVjerica	Radeta, Vjerica	F	1955	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3245	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3246	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Regular	MP	notMinister	SRS	Srpska radikalna stranka	Opposition	Far-right	RadetaVjerica	Radeta, Vjerica	F	1955	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3247	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3248	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Regular	MP	notMinister	LDP	Liberalno-demokratska partija	Coalition	Centre	JovanovićČedomir	Jovanović, Čedomir	M	1971	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3249	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3250	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Regular	MP	notMinister	LDP	Liberalno-demokratska partija	Coalition	Centre	JovanovićČedomir	Jovanović, Čedomir	M	1971	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3251	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3252	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Regular	MP	notMinister	DSS	Demokratska stranka Srbije	Coalition	Right	PalalićJovan	Palalić, Jovan	M	1971	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3253	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3254	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Regular	MP	notMinister	SRS	Srpska radikalna stranka	Opposition	Far-right	RadetaVjerica	Radeta, Vjerica	F	1955	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3255	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3256	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Regular	MP	notMinister	DSS	Demokratska stranka Srbije	Coalition	Right	TomićŽeljko	Tomić, Željko	M	1965	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3257	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3258	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Regular	MP	notMinister	SRS	Srpska radikalna stranka	Opposition	Far-right	JovanovićNataša	Jovanović, Nataša	F	1966	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3259	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3260	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Regular	MP	notMinister	SRS	Srpska radikalna stranka	Opposition	Far-right	JovanovićNataša	Jovanović, Nataša	F	1966	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3261	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3262	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Regular	MP	notMinister	SRS	Srpska radikalna stranka	Opposition	Far-right	JovanovićNataša	Jovanović, Nataša	F	1966	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3263	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3264	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Regular	MP	notMinister	NS	Nova Srbija	Coalition	Right	SpasojevićSrđan	Spasojević, Srđan	M	1966	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3265	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3266	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Regular	MP	notMinister	LDP	Liberalno-demokratska partija	Coalition	Centre	JovanovićČedomir	Jovanović, Čedomir	M	1971	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3267	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3268	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Regular	MP	notMinister	LDP	Liberalno-demokratska partija	Coalition	Centre	JovanovićČedomir	Jovanović, Čedomir	M	1971	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3269	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3270	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Regular	MP	notMinister	ZZŠ	Zajedno za Šumadiju	-	Centre-right	MilenićSaša	Milenić, Saša	M	1967	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3271	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3272	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Regular	MP	notMinister	NS	Nova Srbija	Coalition	Right	IlićVelimir	Ilić, Velimir	M	1951	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3273	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3274	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Regular	MP	notMinister	NS	Nova Srbija	Coalition	Right	IlićVelimir	Ilić, Velimir	M	1951	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3275	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3276	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Regular	MP	notMinister	NS	Nova Srbija	Coalition	Right	IlićVelimir	Ilić, Velimir	M	1951	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3277	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3278	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Regular	MP	notMinister	NS	Nova Srbija	Coalition	Right	IlićVelimir	Ilić, Velimir	M	1951	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3279	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3280	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Regular	MP	notMinister	NS	Nova Srbija	Coalition	Right	IlićVelimir	Ilić, Velimir	M	1951	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3281	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3282	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Regular	MP	notMinister	DSS	Demokratska stranka Srbije	Coalition	Right	NikolićZoran	Nikolić, Zoran	M	1967	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3283	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3284	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Regular	MP	notMinister	DSS	Demokratska stranka Srbije	Coalition	Right	DimitrijevićMilan	Dimitrijević, Milan	M	1950	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3285	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3286	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Regular	MP	notMinister	DSS	Demokratska stranka Srbije	Coalition	Right	DimitrijevićMilan	Dimitrijević, Milan	M	1950	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3287	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3288	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Regular	MP	notMinister	DSS	Demokratska stranka Srbije	Coalition	Right	DimitrijevićMilan	Dimitrijević, Milan	M	1950	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3289	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3290	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Regular	MP	notMinister	DHSS	Demohrišćanska stranka Srbije	Coalition	Centre to centre-right	BatićVladan	Batić, Vladan	M	1949	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3291	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3292	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Regular	MP	notMinister	DSS	Demokratska stranka Srbije	Coalition	Right	MilentijevićVladimir	Milentijević, Vladimir	M	1954	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3293	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3294	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Regular	MP	notMinister	LDP	Liberalno-demokratska partija	Coalition	Centre	PešićVesna	Pešić, Vesna	F	1940	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3295	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3296	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Regular	MP	notMinister	DS	Demokratska stranka	Coalition	Centre-left	KolundžijaNada	Kolundžija, Nada	F	1952	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3297	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3298	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Regular	MP	notMinister	DSS	Demokratska stranka Srbije	Coalition	Right	PalalićJovan	Palalić, Jovan	M	1971	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3299	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3300	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Regular	MP	notMinister	SRS	Srpska radikalna stranka	Opposition	Far-right	RadetaVjerica	Radeta, Vjerica	F	1955	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3301	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3302	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Regular	MP	notMinister	SRS	Srpska radikalna stranka	Opposition	Far-right	RadetaVjerica	Radeta, Vjerica	F	1955	
ParlaMint-RS-en_2008-10-07-0	ParlaMint-RS_2008-10-07-0.u3303	Term 8, Meeting v5	2008-10-07	Unicameralism	8. mandat	-	Zasedanje v5	2011-07-05	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
