Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u1	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u25	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u26	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Regular	MP	notMinister	C-P-EUPV	Compromís - Podemos - Esquerra Unida del País Valencià	Opposition	-	IgnasiCandelaSerna	Candela Serna, Ignasi	M	1987	
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u27	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u28	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Regular	MP	notMinister	EH Bildu	Euskal Herria Bildu	Opposition	Centre-left to left	MarianBeitialarrangoitiaLizarralde	Beitialarrangoitia Lizarralde, Marian	F	1968	
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u29	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u30	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Regular	MP	notMinister	UPN-PP	Unión Pueblo Navarro - Partido Popular	Coalition	Centre-right to right	CarlosCasimiroSalvadorArmendáriz	Salvador Armendáriz, Carlos Casimiro	M	1966	
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u31	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Chairperson	MP	notMinister	Cs	Ciudadanos	Opposition	Centre-right	JoséIgnacioPrendesPrendes	Prendes Prendes, José Ignacio	M	1965	
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u32	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Regular	MP	notMinister	PP-Foro	Partido Popular - Foro Asturias	Coalition	Centre-right to right	IsidroManuelMartínezOblanca	Martínez Oblanca, Isidro Manuel	M	1956	
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u33	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Chairperson	MP	notMinister	Cs	Ciudadanos	Opposition	Centre-right	JoséIgnacioPrendesPrendes	Prendes Prendes, José Ignacio	M	1965	
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u34	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Regular	MP	notMinister	CCa-PNC-NC	Coalición Canaria - Partido Nacionalista Canario - Nueva Canarias	Opposition	Centre to centre-right	AnaMaríaOramasGonzálezMoro	Oramas González-Moro, Ana María	F	1955	
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u35	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Chairperson	MP	notMinister	Cs	Ciudadanos	Opposition	Centre-right	JoséIgnacioPrendesPrendes	Prendes Prendes, José Ignacio	M	1965	
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u36	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Regular	MP	notMinister	NC-CCa-PNC	Nueva Canarias - Coalición Canaria - Partido Nacionalista Canario	Opposition	Centre to centre-right	PedroQuevedoIturbe	Quevedo Iturbe, Pedro	M	1956	
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u37	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Chairperson	MP	notMinister	Cs	Ciudadanos	Opposition	Centre-right	JoséIgnacioPrendesPrendes	Prendes Prendes, José Ignacio	M	1965	
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u38	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Regular	MP	notMinister	PP	Partido Popular	Coalition	Centre-right to right	JaimeDeOlanoVela	De Olano Vela, Jaime	M	1970	
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u39	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Chairperson	MP	notMinister	Cs	Ciudadanos	Opposition	Centre-right	JoséIgnacioPrendesPrendes	Prendes Prendes, José Ignacio	M	1965	
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u40	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Regular	MP	Minister	PP	Partido Popular	Coalition	Centre-right to right	CristóbalRicardoMontoroRomero	Montoro Romero, Cristóbal Ricardo	M	1950	
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u41	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Chairperson	MP	notMinister	Cs	Ciudadanos	Opposition	Centre-right	JoséIgnacioPrendesPrendes	Prendes Prendes, José Ignacio	M	1965	
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u42	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Regular	MP	Minister	PP	Partido Popular	Coalition	Centre-right to right	CristóbalRicardoMontoroRomero	Montoro Romero, Cristóbal Ricardo	M	1950	
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u43	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Chairperson	MP	notMinister	Cs	Ciudadanos	Opposition	Centre-right	JoséIgnacioPrendesPrendes	Prendes Prendes, José Ignacio	M	1965	
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u44	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Regular	MP	notMinister	PSOE	Partido Socialista Obrero Español	Opposition	Centre-left	PedroSauraGarcía	Saura García, Pedro	M	1962	
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u45	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Chairperson	MP	notMinister	Cs	Ciudadanos	Opposition	Centre-right	JoséIgnacioPrendesPrendes	Prendes Prendes, José Ignacio	M	1965	
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u46	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Regular	MP	notMinister	PSOE	Partido Socialista Obrero Español	Opposition	Centre-left	PedroSauraGarcía	Saura García, Pedro	M	1962	
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u47	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Chairperson	MP	notMinister	Cs	Ciudadanos	Opposition	Centre-right	JoséIgnacioPrendesPrendes	Prendes Prendes, José Ignacio	M	1965	
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u48	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Regular	MP	notMinister	JxCat-Junts	Junts per Catalunya	Opposition	Centre-right	FerranBelAccensi	Bel Accensi, Ferran	M	1965	
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u49	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Chairperson	MP	notMinister	Cs	Ciudadanos	Opposition	Centre-right	JoséIgnacioPrendesPrendes	Prendes Prendes, José Ignacio	M	1965	
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u50	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Regular	MP	notMinister	UP	Unidas Podemos	Opposition	Left	AlbertoMonteroSoler	Montero Soler, Alberto	M	1970	
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u51	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Chairperson	MP	notMinister	Cs	Ciudadanos	Opposition	Centre-right	JoséIgnacioPrendesPrendes	Prendes Prendes, José Ignacio	M	1965	
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u52	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Regular	MP	notMinister	Cs	Ciudadanos	Opposition	Centre-right	AntonioRoldánMonés	Roldán Monés, Antonio	M	1983	
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u53	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Chairperson	MP	notMinister	Cs	Ciudadanos	Opposition	Centre-right	JoséIgnacioPrendesPrendes	Prendes Prendes, José Ignacio	M	1965	
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u54	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Regular	MP	notMinister	ERC-CATSÍ	Esquerra Republicana de Catalunya - Catalunya Sí	Opposition	Centre-left to left	EsterCapellaiFarré	Capella i Farré, Ester	F	1963	
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u55	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Chairperson	MP	notMinister	Cs	Ciudadanos	Opposition	Centre-right	JoséIgnacioPrendesPrendes	Prendes Prendes, José Ignacio	M	1965	
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u56	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Regular	MP	notMinister	PP	Partido Popular	Coalition	Centre-right to right	JaimeDeOlanoVela	De Olano Vela, Jaime	M	1970	
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u57	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Chairperson	MP	notMinister	Cs	Ciudadanos	Opposition	Centre-right	JoséIgnacioPrendesPrendes	Prendes Prendes, José Ignacio	M	1965	
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u58	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Regular	MP	Minister	PP	Partido Popular	Coalition	Centre-right to right	CristóbalRicardoMontoroRomero	Montoro Romero, Cristóbal Ricardo	M	1950	
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u59	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Chairperson	MP	notMinister	Cs	Ciudadanos	Opposition	Centre-right	JoséIgnacioPrendesPrendes	Prendes Prendes, José Ignacio	M	1965	
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u60	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Chairperson	MP	notMinister	Cs	Ciudadanos	Opposition	Centre-right	JoséIgnacioPrendesPrendes	Prendes Prendes, José Ignacio	M	1965	
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u61	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Regular	MP	notMinister	PP	Partido Popular	Coalition	Centre-right to right	ÍñigoMéndezDeVigoyMontojo	Méndez De Vigo y Montojo, Íñigo	M	1956	
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u62	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Chairperson	MP	notMinister	Cs	Ciudadanos	Opposition	Centre-right	JoséIgnacioPrendesPrendes	Prendes Prendes, José Ignacio	M	1965	
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u63	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Regular	MP	notMinister	PP-Foro	Partido Popular - Foro Asturias	Coalition	Centre-right to right	IsidroManuelMartínezOblanca	Martínez Oblanca, Isidro Manuel	M	1956	
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u64	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Chairperson	MP	notMinister	Cs	Ciudadanos	Opposition	Centre-right	JoséIgnacioPrendesPrendes	Prendes Prendes, José Ignacio	M	1965	
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u65	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Regular	MP	notMinister	Més Compromís	Més Compromís	Opposition	Left	JoanBaldovíRoda	Baldoví Roda, Joan	M	1958	
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u66	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Chairperson	MP	notMinister	Cs	Ciudadanos	Opposition	Centre-right	JoséIgnacioPrendesPrendes	Prendes Prendes, José Ignacio	M	1965	
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u67	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Regular	MP	notMinister	JxCat-Junts	Junts per Catalunya	Opposition	Centre-right	SergiMiqueliValentí	Miquel i Valentí, Sergi	M	1989	
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u68	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Chairperson	MP	notMinister	Cs	Ciudadanos	Opposition	Centre-right	JoséIgnacioPrendesPrendes	Prendes Prendes, José Ignacio	M	1965	
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u69	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Regular	MP	notMinister	EAJ-PNV	Euzko Alderdi Jeltzalea-Partido Nacionalista Vasco	Opposition	Centre	JosebaAndoniAgirretxeaUrresti	Agirretxea Urresti, Joseba Andoni	M	1966	
