Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u1	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u139	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u140	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Regular	MP	notMinister	PP	Partido Popular	Coalition	Centre-right to right	MiguelÁngelPaniaguaNúñez	Paniagua Núñez, Miguel Ángel	M	1964	
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u141	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u142	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Regular	MP	notMinister	PP	Partido Popular	Coalition	Centre-right to right	MiguelÁngelPaniaguaNúñez	Paniagua Núñez, Miguel Ángel	M	1964	
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u143	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u144	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u145	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u146	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u147	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u148	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u149	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u150	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u151	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u152	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u153	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2017-07-11-CD170711	ParlaMint-ES_2017-07-11-CD170711.u154	Plenary session 65 (2017-07-11)	2017-07-11	Lower house	Legislatura XII	Sesión plenaria núm. 65 extraordinaria extraordinaria	-	2017-07-11	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
