Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-RS-en_2010-11-30-0	ParlaMint-RS_2010-11-30-0.u47724	Term 8, Meeting 5	2010-11-30	Unicameralism	8. mandat	-	Zasedanje 5	2011-12-26	-	Reference	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-RS-en_2010-11-30-0	ParlaMint-RS_2010-11-30-0.u47741	Term 8, Meeting 5	2010-11-30	Unicameralism	8. mandat	-	Zasedanje 5	2011-12-26	-	Reference	English	Chairperson	MP	notMinister	G17	G17 Plus	Coalition	Centre-right	NovakovićNikola	Novaković, Nikola	M	1949	
ParlaMint-RS-en_2010-11-30-0	ParlaMint-RS_2010-11-30-0.u47742	Term 8, Meeting 5	2010-11-30	Unicameralism	8. mandat	-	Zasedanje 5	2011-12-26	-	Reference	English	Regular	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	MilićevićĐorđe	Milićević, Đorđe	M	1978	
ParlaMint-RS-en_2010-11-30-0	ParlaMint-RS_2010-11-30-0.u47743	Term 8, Meeting 5	2010-11-30	Unicameralism	8. mandat	-	Zasedanje 5	2011-12-26	-	Reference	English	Chairperson	MP	notMinister	G17	G17 Plus	Coalition	Centre-right	NovakovićNikola	Novaković, Nikola	M	1949	
ParlaMint-RS-en_2010-11-30-0	ParlaMint-RS_2010-11-30-0.u47744	Term 8, Meeting 5	2010-11-30	Unicameralism	8. mandat	-	Zasedanje 5	2011-12-26	-	Reference	English	Regular	MP	notMinister	DSS	Demokratska stranka Srbije	Coalition	Right	TomićŽeljko	Tomić, Željko	M	1965	
ParlaMint-RS-en_2010-11-30-0	ParlaMint-RS_2010-11-30-0.u47745	Term 8, Meeting 5	2010-11-30	Unicameralism	8. mandat	-	Zasedanje 5	2011-12-26	-	Reference	English	Chairperson	MP	notMinister	G17	G17 Plus	Coalition	Centre-right	NovakovićNikola	Novaković, Nikola	M	1949	
ParlaMint-RS-en_2010-11-30-0	ParlaMint-RS_2010-11-30-0.u47746	Term 8, Meeting 5	2010-11-30	Unicameralism	8. mandat	-	Zasedanje 5	2011-12-26	-	Reference	English	Regular	MP	notMinister	SRS	Srpska radikalna stranka	Opposition	Far-right	StevanovićDragan	Stevanović, Dragan	M	1973	
ParlaMint-RS-en_2010-11-30-0	ParlaMint-RS_2010-11-30-0.u47747	Term 8, Meeting 5	2010-11-30	Unicameralism	8. mandat	-	Zasedanje 5	2011-12-26	-	Reference	English	Chairperson	MP	notMinister	G17	G17 Plus	Coalition	Centre-right	NovakovićNikola	Novaković, Nikola	M	1949	
ParlaMint-RS-en_2010-11-30-0	ParlaMint-RS_2010-11-30-0.u47748	Term 8, Meeting 5	2010-11-30	Unicameralism	8. mandat	-	Zasedanje 5	2011-12-26	-	Reference	English	Regular	MP	notMinister	LDP	Liberalno-demokratska partija	Coalition	Centre	OstojićZoran	Ostojić, Zoran	M	1956	
ParlaMint-RS-en_2010-11-30-0	ParlaMint-RS_2010-11-30-0.u47749	Term 8, Meeting 5	2010-11-30	Unicameralism	8. mandat	-	Zasedanje 5	2011-12-26	-	Reference	English	Chairperson	MP	notMinister	G17	G17 Plus	Coalition	Centre-right	NovakovićNikola	Novaković, Nikola	M	1949	
ParlaMint-RS-en_2010-11-30-0	ParlaMint-RS_2010-11-30-0.u47750	Term 8, Meeting 5	2010-11-30	Unicameralism	8. mandat	-	Zasedanje 5	2011-12-26	-	Reference	English	Regular	MP	notMinister	SRS	Srpska radikalna stranka	Opposition	Far-right	JeremićVladan	Jeremić, Vladan	M	1974	
ParlaMint-RS-en_2010-11-30-0	ParlaMint-RS_2010-11-30-0.u47751	Term 8, Meeting 5	2010-11-30	Unicameralism	8. mandat	-	Zasedanje 5	2011-12-26	-	Reference	English	Chairperson	MP	notMinister	G17	G17 Plus	Coalition	Centre-right	NovakovićNikola	Novaković, Nikola	M	1949	
ParlaMint-RS-en_2010-11-30-0	ParlaMint-RS_2010-11-30-0.u47752	Term 8, Meeting 5	2010-11-30	Unicameralism	8. mandat	-	Zasedanje 5	2011-12-26	-	Reference	English	Regular	MP	notMinister	SRS	Srpska radikalna stranka	Opposition	Far-right	DimitrijevićLidija	Dimitrijević, Lidija	F	1975	
ParlaMint-RS-en_2010-11-30-0	ParlaMint-RS_2010-11-30-0.u47753	Term 8, Meeting 5	2010-11-30	Unicameralism	8. mandat	-	Zasedanje 5	2011-12-26	-	Reference	English	Chairperson	MP	notMinister	G17	G17 Plus	Coalition	Centre-right	NovakovićNikola	Novaković, Nikola	M	1949	
ParlaMint-RS-en_2010-11-30-0	ParlaMint-RS_2010-11-30-0.u47754	Term 8, Meeting 5	2010-11-30	Unicameralism	8. mandat	-	Zasedanje 5	2011-12-26	-	Reference	English	Regular	MP	notMinister	SRS	Srpska radikalna stranka	Opposition	Far-right	MunjićMirko	Munjić, Mirko	M	1957	
ParlaMint-RS-en_2010-11-30-0	ParlaMint-RS_2010-11-30-0.u47755	Term 8, Meeting 5	2010-11-30	Unicameralism	8. mandat	-	Zasedanje 5	2011-12-26	-	Reference	English	Chairperson	MP	notMinister	G17	G17 Plus	Coalition	Centre-right	NovakovićNikola	Novaković, Nikola	M	1949	
ParlaMint-RS-en_2010-11-30-0	ParlaMint-RS_2010-11-30-0.u47756	Term 8, Meeting 5	2010-11-30	Unicameralism	8. mandat	-	Zasedanje 5	2011-12-26	-	Reference	English	Regular	MP	notMinister	SRS	Srpska radikalna stranka	Opposition	Far-right	MarkovićMomir	Marković, Momir	M	1950	
ParlaMint-RS-en_2010-11-30-0	ParlaMint-RS_2010-11-30-0.u47757	Term 8, Meeting 5	2010-11-30	Unicameralism	8. mandat	-	Zasedanje 5	2011-12-26	-	Reference	English	Chairperson	MP	notMinister	G17	G17 Plus	Coalition	Centre-right	NovakovićNikola	Novaković, Nikola	M	1949	
ParlaMint-RS-en_2010-11-30-0	ParlaMint-RS_2010-11-30-0.u47758	Term 8, Meeting 5	2010-11-30	Unicameralism	8. mandat	-	Zasedanje 5	2011-12-26	-	Reference	English	Chairperson	MP	notMinister	DS	Demokratska stranka	Coalition	Centre-left	ČomićGordana	Čomić, Gordana	F	1958	
ParlaMint-RS-en_2010-11-30-0	ParlaMint-RS_2010-11-30-0.u47759	Term 8, Meeting 5	2010-11-30	Unicameralism	8. mandat	-	Zasedanje 5	2011-12-26	-	Reference	English	Regular	MP	notMinister	SRS	Srpska radikalna stranka	Opposition	Far-right	SavićNikola	Savić, Nikola	M	1959	
ParlaMint-RS-en_2010-11-30-0	ParlaMint-RS_2010-11-30-0.u47760	Term 8, Meeting 5	2010-11-30	Unicameralism	8. mandat	-	Zasedanje 5	2011-12-26	-	Reference	English	Chairperson	MP	notMinister	DS	Demokratska stranka	Coalition	Centre-left	ČomićGordana	Čomić, Gordana	F	1958	
ParlaMint-RS-en_2010-11-30-0	ParlaMint-RS_2010-11-30-0.u47761	Term 8, Meeting 5	2010-11-30	Unicameralism	8. mandat	-	Zasedanje 5	2011-12-26	-	Reference	English	Regular	MP	notMinister	NS	Nova Srbija	Coalition	Right	ĐerićZlata	Đerić, Zlata	F	1958	
ParlaMint-RS-en_2010-11-30-0	ParlaMint-RS_2010-11-30-0.u47762	Term 8, Meeting 5	2010-11-30	Unicameralism	8. mandat	-	Zasedanje 5	2011-12-26	-	Reference	English	Chairperson	MP	notMinister	DS	Demokratska stranka	Coalition	Centre-left	ČomićGordana	Čomić, Gordana	F	1958	
ParlaMint-RS-en_2010-11-30-0	ParlaMint-RS_2010-11-30-0.u47763	Term 8, Meeting 5	2010-11-30	Unicameralism	8. mandat	-	Zasedanje 5	2011-12-26	-	Reference	English	Regular	MP	notMinister	SPO	Srpski pokret obnove	Coalition	Centre-right	ČikirizMirko	Čikiriz, Mirko	M	1963	
ParlaMint-RS-en_2010-11-30-0	ParlaMint-RS_2010-11-30-0.u47764	Term 8, Meeting 5	2010-11-30	Unicameralism	8. mandat	-	Zasedanje 5	2011-12-26	-	Reference	English	Chairperson	MP	notMinister	DS	Demokratska stranka	Coalition	Centre-left	ČomićGordana	Čomić, Gordana	F	1958	
ParlaMint-RS-en_2010-11-30-0	ParlaMint-RS_2010-11-30-0.u47765	Term 8, Meeting 5	2010-11-30	Unicameralism	8. mandat	-	Zasedanje 5	2011-12-26	-	Reference	English	Regular	MP	notMinister	DS	Demokratska stranka	Coalition	Centre-left	MilivojevićSrđan	Milivojević, Srđan	M	1965	
ParlaMint-RS-en_2010-11-30-0	ParlaMint-RS_2010-11-30-0.u47766	Term 8, Meeting 5	2010-11-30	Unicameralism	8. mandat	-	Zasedanje 5	2011-12-26	-	Reference	English	Chairperson	MP	notMinister	DS	Demokratska stranka	Coalition	Centre-left	ČomićGordana	Čomić, Gordana	F	1958	
ParlaMint-RS-en_2010-11-30-0	ParlaMint-RS_2010-11-30-0.u47767	Term 8, Meeting 5	2010-11-30	Unicameralism	8. mandat	-	Zasedanje 5	2011-12-26	-	Reference	English	Regular	MP	notMinister	DS	Demokratska stranka	Coalition	Centre-left	ŠormazDragan	Šormaz, Dragan	M	1967	
ParlaMint-RS-en_2010-11-30-0	ParlaMint-RS_2010-11-30-0.u47768	Term 8, Meeting 5	2010-11-30	Unicameralism	8. mandat	-	Zasedanje 5	2011-12-26	-	Reference	English	Chairperson	MP	notMinister	DS	Demokratska stranka	Coalition	Centre-left	ČomićGordana	Čomić, Gordana	F	1958	
ParlaMint-RS-en_2010-11-30-0	ParlaMint-RS_2010-11-30-0.u47769	Term 8, Meeting 5	2010-11-30	Unicameralism	8. mandat	-	Zasedanje 5	2011-12-26	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	MilosavljevićSlobodan	Milosavljević, Slobodan	U	-	
ParlaMint-RS-en_2010-11-30-0	ParlaMint-RS_2010-11-30-0.u47770	Term 8, Meeting 5	2010-11-30	Unicameralism	8. mandat	-	Zasedanje 5	2011-12-26	-	Reference	English	Chairperson	MP	notMinister	DS	Demokratska stranka	Coalition	Centre-left	ČomićGordana	Čomić, Gordana	F	1958	
ParlaMint-RS-en_2010-11-30-0	ParlaMint-RS_2010-11-30-0.u47771	Term 8, Meeting 5	2010-11-30	Unicameralism	8. mandat	-	Zasedanje 5	2011-12-26	-	Reference	English	Regular	MP	notMinister	DS	Demokratska stranka	Coalition	Centre-left	ŠormazDragan	Šormaz, Dragan	M	1967	
ParlaMint-RS-en_2010-11-30-0	ParlaMint-RS_2010-11-30-0.u47772	Term 8, Meeting 5	2010-11-30	Unicameralism	8. mandat	-	Zasedanje 5	2011-12-26	-	Reference	English	Chairperson	MP	notMinister	DS	Demokratska stranka	Coalition	Centre-left	ČomićGordana	Čomić, Gordana	F	1958	
ParlaMint-RS-en_2010-11-30-0	ParlaMint-RS_2010-11-30-0.u47773	Term 8, Meeting 5	2010-11-30	Unicameralism	8. mandat	-	Zasedanje 5	2011-12-26	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	MilosavljevićSlobodan	Milosavljević, Slobodan	U	-	
ParlaMint-RS-en_2010-11-30-0	ParlaMint-RS_2010-11-30-0.u47774	Term 8, Meeting 5	2010-11-30	Unicameralism	8. mandat	-	Zasedanje 5	2011-12-26	-	Reference	English	Chairperson	MP	notMinister	DS	Demokratska stranka	Coalition	Centre-left	ČomićGordana	Čomić, Gordana	F	1958	
ParlaMint-RS-en_2010-11-30-0	ParlaMint-RS_2010-11-30-0.u47775	Term 8, Meeting 5	2010-11-30	Unicameralism	8. mandat	-	Zasedanje 5	2011-12-26	-	Reference	English	Regular	MP	notMinister	NS	Nova Srbija	Coalition	Right	JankovićAleksandra	Janković, Aleksandra	M	1959	
ParlaMint-RS-en_2010-11-30-0	ParlaMint-RS_2010-11-30-0.u47776	Term 8, Meeting 5	2010-11-30	Unicameralism	8. mandat	-	Zasedanje 5	2011-12-26	-	Reference	English	Chairperson	MP	notMinister	DS	Demokratska stranka	Coalition	Centre-left	ČomićGordana	Čomić, Gordana	F	1958	
ParlaMint-RS-en_2010-11-30-0	ParlaMint-RS_2010-11-30-0.u47777	Term 8, Meeting 5	2010-11-30	Unicameralism	8. mandat	-	Zasedanje 5	2011-12-26	-	Reference	English	Regular	MP	notMinister	SRS	Srpska radikalna stranka	Opposition	Far-right	BuhaMilorad	Buha, Milorad	M	1957	
ParlaMint-RS-en_2010-11-30-0	ParlaMint-RS_2010-11-30-0.u47778	Term 8, Meeting 5	2010-11-30	Unicameralism	8. mandat	-	Zasedanje 5	2011-12-26	-	Reference	English	Chairperson	MP	notMinister	DS	Demokratska stranka	Coalition	Centre-left	ČomićGordana	Čomić, Gordana	F	1958	
