Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-EE-en_2014-09-15	ParlaMint-EE_2014-09-15_U11	XII Parliament term, VIII Session, Plenary Assembly regular meeting on Monday, 15.09.2014, 15:00	2014-09-15	Unicameralism	XII Riigikogu	VIII regular session	-	2014-09-15	-	Reference	English	Regular	MP	notMinister	KE	Keskerakond	-	Centre-left	m_tuus_laul_19510512	Tuus-Laul, Marika	F	1951	
ParlaMint-EE-en_2014-09-15	ParlaMint-EE_2014-09-15_U12	XII Parliament term, VIII Session, Plenary Assembly regular meeting on Monday, 15.09.2014, 15:00	2014-09-15	Unicameralism	XII Riigikogu	VIII regular session	-	2014-09-15	-	Reference	English	Chairperson	MP	notMinister	SDE	Sotsiaaldemokraatlik erakond	Coalition	Centre-left	e_nestor_19530905	Nestor, Eiki	M	1953	
ParlaMint-EE-en_2014-09-15	ParlaMint-EE_2014-09-15_U13	XII Parliament term, VIII Session, Plenary Assembly regular meeting on Monday, 15.09.2014, 15:00	2014-09-15	Unicameralism	XII Riigikogu	VIII regular session	-	2014-09-15	-	Reference	English	Regular	MP	notMinister	KE	Keskerakond	-	Centre-left	h_lenk_19460917	Lenk, Heimar	M	1946	
ParlaMint-EE-en_2014-09-15	ParlaMint-EE_2014-09-15_U14	XII Parliament term, VIII Session, Plenary Assembly regular meeting on Monday, 15.09.2014, 15:00	2014-09-15	Unicameralism	XII Riigikogu	VIII regular session	-	2014-09-15	-	Reference	English	Chairperson	MP	notMinister	SDE	Sotsiaaldemokraatlik erakond	Coalition	Centre-left	e_nestor_19530905	Nestor, Eiki	M	1953	
ParlaMint-EE-en_2014-09-15	ParlaMint-EE_2014-09-15_U15	XII Parliament term, VIII Session, Plenary Assembly regular meeting on Monday, 15.09.2014, 15:00	2014-09-15	Unicameralism	XII Riigikogu	VIII regular session	-	2014-09-15	-	Reference	English	Regular	MP	notMinister	-	-	-	-	i_luigas_19590113	Luigas, Inara	F	1959	
ParlaMint-EE-en_2014-09-15	ParlaMint-EE_2014-09-15_U16	XII Parliament term, VIII Session, Plenary Assembly regular meeting on Monday, 15.09.2014, 15:00	2014-09-15	Unicameralism	XII Riigikogu	VIII regular session	-	2014-09-15	-	Reference	English	Chairperson	MP	notMinister	SDE	Sotsiaaldemokraatlik erakond	Coalition	Centre-left	e_nestor_19530905	Nestor, Eiki	M	1953	
ParlaMint-EE-en_2014-09-15	ParlaMint-EE_2014-09-15_U17	XII Parliament term, VIII Session, Plenary Assembly regular meeting on Monday, 15.09.2014, 15:00	2014-09-15	Unicameralism	XII Riigikogu	VIII regular session	-	2014-09-15	-	Reference	English	Regular	MP	notMinister	KE	Keskerakond	-	Centre-left	k_kallo_19481206	Kallo, Kalev	M	1948	
ParlaMint-EE-en_2014-09-15	ParlaMint-EE_2014-09-15_U18	XII Parliament term, VIII Session, Plenary Assembly regular meeting on Monday, 15.09.2014, 15:00	2014-09-15	Unicameralism	XII Riigikogu	VIII regular session	-	2014-09-15	-	Reference	English	Chairperson	MP	notMinister	SDE	Sotsiaaldemokraatlik erakond	Coalition	Centre-left	e_nestor_19530905	Nestor, Eiki	M	1953	
ParlaMint-EE-en_2014-09-15	ParlaMint-EE_2014-09-15_U19	XII Parliament term, VIII Session, Plenary Assembly regular meeting on Monday, 15.09.2014, 15:00	2014-09-15	Unicameralism	XII Riigikogu	VIII regular session	-	2014-09-15	-	Reference	English	Regular	MP	notMinister	KE	Keskerakond	-	Centre-left	t_tamm_19531203	Tamm, Tarmo	M	1953	
ParlaMint-EE-en_2014-09-15	ParlaMint-EE_2014-09-15_U20	XII Parliament term, VIII Session, Plenary Assembly regular meeting on Monday, 15.09.2014, 15:00	2014-09-15	Unicameralism	XII Riigikogu	VIII regular session	-	2014-09-15	-	Reference	English	Chairperson	MP	notMinister	SDE	Sotsiaaldemokraatlik erakond	Coalition	Centre-left	e_nestor_19530905	Nestor, Eiki	M	1953	
ParlaMint-EE-en_2014-09-15	ParlaMint-EE_2014-09-15_U21	XII Parliament term, VIII Session, Plenary Assembly regular meeting on Monday, 15.09.2014, 15:00	2014-09-15	Unicameralism	XII Riigikogu	VIII regular session	-	2014-09-15	-	Reference	English	Regular	MP	notMinister	KE	Keskerakond	-	Centre-left	v_korb_19540703	Korb, Valeri	M	1954	
ParlaMint-EE-en_2014-09-15	ParlaMint-EE_2014-09-15_U22	XII Parliament term, VIII Session, Plenary Assembly regular meeting on Monday, 15.09.2014, 15:00	2014-09-15	Unicameralism	XII Riigikogu	VIII regular session	-	2014-09-15	-	Reference	English	Chairperson	MP	notMinister	SDE	Sotsiaaldemokraatlik erakond	Coalition	Centre-left	e_nestor_19530905	Nestor, Eiki	M	1953	
