Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-BE-en_2018-03-21-54-commissie-ic849x	ParlaMint-BE_2018-03-21-54-commissie-ic849x.u1	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-03-2018	2018-03-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-BE-en_2018-03-21-54-commissie-ic849x	ParlaMint-BE_2018-03-21-54-commissie-ic849x.u25	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-03-2018	2018-03-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	GerkensMuriel	Gerkens, Muriel	F	1957	
ParlaMint-BE-en_2018-03-21-54-commissie-ic849x	ParlaMint-BE_2018-03-21-54-commissie-ic849x.u26	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-03-2018	2018-03-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	PS	Parti Socialiste	Opposition	Centre-left to left	DelizéeJeanMarc	Delizée, Jean-Marc	M	1959	
ParlaMint-BE-en_2018-03-21-54-commissie-ic849x	ParlaMint-BE_2018-03-21-54-commissie-ic849x.u27	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-03-2018	2018-03-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	Minister	-	-	-	-	DucarmeDenis	Ducarme, Denis	M	1973	
ParlaMint-BE-en_2018-03-21-54-commissie-ic849x	ParlaMint-BE_2018-03-21-54-commissie-ic849x.u28	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-03-2018	2018-03-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	PTB	Parti du Travail de Belgique	-	Left to far-left	VanHeesMarco	Van Hees, Marco	M	1964	
ParlaMint-BE-en_2018-03-21-54-commissie-ic849x	ParlaMint-BE_2018-03-21-54-commissie-ic849x.u29	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-03-2018	2018-03-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	Minister	-	-	-	-	DucarmeDenis	Ducarme, Denis	M	1973	
ParlaMint-BE-en_2018-03-21-54-commissie-ic849x	ParlaMint-BE_2018-03-21-54-commissie-ic849x.u30	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-03-2018	2018-03-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	NolletJeanMarc	Nollet, Jean-Marc	M	1970	
ParlaMint-BE-en_2018-03-21-54-commissie-ic849x	ParlaMint-BE_2018-03-21-54-commissie-ic849x.u31	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-03-2018	2018-03-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	Minister	-	-	-	-	DucarmeDenis	Ducarme, Denis	M	1973	
ParlaMint-BE-en_2018-03-21-54-commissie-ic849x	ParlaMint-BE_2018-03-21-54-commissie-ic849x.u32	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-03-2018	2018-03-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	NolletJeanMarc	Nollet, Jean-Marc	M	1970	
ParlaMint-BE-en_2018-03-21-54-commissie-ic849x	ParlaMint-BE_2018-03-21-54-commissie-ic849x.u33	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-03-2018	2018-03-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	Minister	-	-	-	-	DucarmeDenis	Ducarme, Denis	M	1973	
ParlaMint-BE-en_2018-03-21-54-commissie-ic849x	ParlaMint-BE_2018-03-21-54-commissie-ic849x.u34	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-03-2018	2018-03-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	NolletJeanMarc	Nollet, Jean-Marc	M	1970	
ParlaMint-BE-en_2018-03-21-54-commissie-ic849x	ParlaMint-BE_2018-03-21-54-commissie-ic849x.u35	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-03-2018	2018-03-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	Minister	-	-	-	-	DucarmeDenis	Ducarme, Denis	M	1973	
ParlaMint-BE-en_2018-03-21-54-commissie-ic849x	ParlaMint-BE_2018-03-21-54-commissie-ic849x.u36	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-03-2018	2018-03-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Chairperson	MP	notMinister	PS	Parti Socialiste	Opposition	Centre-left to left	DelizéeJeanMarc	Delizée, Jean-Marc	M	1959	
ParlaMint-BE-en_2018-03-21-54-commissie-ic849x	ParlaMint-BE_2018-03-21-54-commissie-ic849x.u37	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-03-2018	2018-03-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	Minister	-	-	-	-	DucarmeDenis	Ducarme, Denis	M	1973	
ParlaMint-BE-en_2018-03-21-54-commissie-ic849x	ParlaMint-BE_2018-03-21-54-commissie-ic849x.u38	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-03-2018	2018-03-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	MP	notMinister	cdH	Centre démocrate humaniste	Opposition	Centre to centre-right	deLamotteMichel	de Lamotte, Michel	M	1955	
ParlaMint-BE-en_2018-03-21-54-commissie-ic849x	ParlaMint-BE_2018-03-21-54-commissie-ic849x.u39	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-03-2018	2018-03-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	Minister	-	-	-	-	DucarmeDenis	Ducarme, Denis	M	1973	
ParlaMint-BE-en_2018-03-21-54-commissie-ic849x	ParlaMint-BE_2018-03-21-54-commissie-ic849x.u40	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-03-2018	2018-03-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	NolletJeanMarc	Nollet, Jean-Marc	M	1970	
ParlaMint-BE-en_2018-03-21-54-commissie-ic849x	ParlaMint-BE_2018-03-21-54-commissie-ic849x.u41	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-03-2018	2018-03-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	Minister	-	-	-	-	DucarmeDenis	Ducarme, Denis	M	1973	
ParlaMint-BE-en_2018-03-21-54-commissie-ic849x	ParlaMint-BE_2018-03-21-54-commissie-ic849x.u42	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-03-2018	2018-03-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	Minister	-	-	-	-	DeBlockMaggie	De Block, Maggie	F	1962	
ParlaMint-BE-en_2018-03-21-54-commissie-ic849x	ParlaMint-BE_2018-03-21-54-commissie-ic849x.u43	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-03-2018	2018-03-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	Minister	-	-	-	-	GeensKoen	Geens, Koen	M	1958	
ParlaMint-BE-en_2018-03-21-54-commissie-ic849x	ParlaMint-BE_2018-03-21-54-commissie-ic849x.u44	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-03-2018	2018-03-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	DiricksHerman	Diricks, Herman	U	-	
ParlaMint-BE-en_2018-03-21-54-commissie-ic849x	ParlaMint-BE_2018-03-21-54-commissie-ic849x.u45	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-03-2018	2018-03-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	sp.a	Socialistische Partij Anders	Opposition	Centre-left	KitirMeryame	Kitir, Meryame	F	1980	
ParlaMint-BE-en_2018-03-21-54-commissie-ic849x	ParlaMint-BE_2018-03-21-54-commissie-ic849x.u46	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-03-2018	2018-03-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	DiricksHerman	Diricks, Herman	U	-	
ParlaMint-BE-en_2018-03-21-54-commissie-ic849x	ParlaMint-BE_2018-03-21-54-commissie-ic849x.u47	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-03-2018	2018-03-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	NolletJeanMarc	Nollet, Jean-Marc	M	1970	
ParlaMint-BE-en_2018-03-21-54-commissie-ic849x	ParlaMint-BE_2018-03-21-54-commissie-ic849x.u48	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-03-2018	2018-03-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	DiricksHerman	Diricks, Herman	U	-	
ParlaMint-BE-en_2018-03-21-54-commissie-ic849x	ParlaMint-BE_2018-03-21-54-commissie-ic849x.u49	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-03-2018	2018-03-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	NolletJeanMarc	Nollet, Jean-Marc	M	1970	
ParlaMint-BE-en_2018-03-21-54-commissie-ic849x	ParlaMint-BE_2018-03-21-54-commissie-ic849x.u50	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-03-2018	2018-03-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	DiricksHerman	Diricks, Herman	U	-	
ParlaMint-BE-en_2018-03-21-54-commissie-ic849x	ParlaMint-BE_2018-03-21-54-commissie-ic849x.u51	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-03-2018	2018-03-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	NolletJeanMarc	Nollet, Jean-Marc	M	1970	
ParlaMint-BE-en_2018-03-21-54-commissie-ic849x	ParlaMint-BE_2018-03-21-54-commissie-ic849x.u52	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-03-2018	2018-03-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	DiricksHerman	Diricks, Herman	U	-	
ParlaMint-BE-en_2018-03-21-54-commissie-ic849x	ParlaMint-BE_2018-03-21-54-commissie-ic849x.u53	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-03-2018	2018-03-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	NolletJeanMarc	Nollet, Jean-Marc	M	1970	
ParlaMint-BE-en_2018-03-21-54-commissie-ic849x	ParlaMint-BE_2018-03-21-54-commissie-ic849x.u54	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-03-2018	2018-03-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	DiricksHerman	Diricks, Herman	U	-	
ParlaMint-BE-en_2018-03-21-54-commissie-ic849x	ParlaMint-BE_2018-03-21-54-commissie-ic849x.u55	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-03-2018	2018-03-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	NolletJeanMarc	Nollet, Jean-Marc	M	1970	
ParlaMint-BE-en_2018-03-21-54-commissie-ic849x	ParlaMint-BE_2018-03-21-54-commissie-ic849x.u56	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-03-2018	2018-03-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	DochyJeanMarie	Dochy, Jean-Marie	U	-	
ParlaMint-BE-en_2018-03-21-54-commissie-ic849x	ParlaMint-BE_2018-03-21-54-commissie-ic849x.u57	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-03-2018	2018-03-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	NolletJeanMarc	Nollet, Jean-Marc	M	1970	
ParlaMint-BE-en_2018-03-21-54-commissie-ic849x	ParlaMint-BE_2018-03-21-54-commissie-ic849x.u58	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-03-2018	2018-03-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	DochyJeanMarie	Dochy, Jean-Marie	U	-	
ParlaMint-BE-en_2018-03-21-54-commissie-ic849x	ParlaMint-BE_2018-03-21-54-commissie-ic849x.u59	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-03-2018	2018-03-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	NolletJeanMarc	Nollet, Jean-Marc	M	1970	
ParlaMint-BE-en_2018-03-21-54-commissie-ic849x	ParlaMint-BE_2018-03-21-54-commissie-ic849x.u60	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-03-2018	2018-03-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	DiricksHerman	Diricks, Herman	U	-	
ParlaMint-BE-en_2018-03-21-54-commissie-ic849x	ParlaMint-BE_2018-03-21-54-commissie-ic849x.u61	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-03-2018	2018-03-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	NolletJeanMarc	Nollet, Jean-Marc	M	1970	
ParlaMint-BE-en_2018-03-21-54-commissie-ic849x	ParlaMint-BE_2018-03-21-54-commissie-ic849x.u62	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-03-2018	2018-03-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	MP	notMinister	cdH	Centre démocrate humaniste	Opposition	Centre to centre-right	deLamotteMichel	de Lamotte, Michel	M	1955	
ParlaMint-BE-en_2018-03-21-54-commissie-ic849x	ParlaMint-BE_2018-03-21-54-commissie-ic849x.u63	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-03-2018	2018-03-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	DiricksHerman	Diricks, Herman	U	-	
ParlaMint-BE-en_2018-03-21-54-commissie-ic849x	ParlaMint-BE_2018-03-21-54-commissie-ic849x.u64	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-03-2018	2018-03-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	Minister	-	-	-	-	GeensKoen	Geens, Koen	M	1958	
ParlaMint-BE-en_2018-03-21-54-commissie-ic849x	ParlaMint-BE_2018-03-21-54-commissie-ic849x.u65	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-03-2018	2018-03-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	NolletJeanMarc	Nollet, Jean-Marc	M	1970	
ParlaMint-BE-en_2018-03-21-54-commissie-ic849x	ParlaMint-BE_2018-03-21-54-commissie-ic849x.u66	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-03-2018	2018-03-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	Minister	-	-	-	-	GeensKoen	Geens, Koen	M	1958	
ParlaMint-BE-en_2018-03-21-54-commissie-ic849x	ParlaMint-BE_2018-03-21-54-commissie-ic849x.u67	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-03-2018	2018-03-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	NolletJeanMarc	Nollet, Jean-Marc	M	1970	
ParlaMint-BE-en_2018-03-21-54-commissie-ic849x	ParlaMint-BE_2018-03-21-54-commissie-ic849x.u68	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-03-2018	2018-03-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	DiricksHerman	Diricks, Herman	U	-	
ParlaMint-BE-en_2018-03-21-54-commissie-ic849x	ParlaMint-BE_2018-03-21-54-commissie-ic849x.u69	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 21-03-2018	2018-03-21	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	MP	notMinister	cdH	Centre démocrate humaniste	Opposition	Centre to centre-right	deLamotteMichel	de Lamotte, Michel	M	1955	
