Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-BE-en_2017-08-17-54-commissie-ic721x	ParlaMint-BE_2017-08-17-54-commissie-ic721x.u1	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 17-08-2017	2017-08-17	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-BE-en_2017-08-17-54-commissie-ic721x	ParlaMint-BE_2017-08-17-54-commissie-ic721x.u12	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 17-08-2017	2017-08-17	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	MR	Mouvement Réformateur	Coalition	Centre-right	FriartBenoît	Friart, Benoît	M	1951	
ParlaMint-BE-en_2017-08-17-54-commissie-ic721x	ParlaMint-BE_2017-08-17-54-commissie-ic721x.u13	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 17-08-2017	2017-08-17	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	MR	Mouvement Réformateur	Coalition	Centre-right	ThiéryDamien	Thiéry, Damien	M	1963	
ParlaMint-BE-en_2017-08-17-54-commissie-ic721x	ParlaMint-BE_2017-08-17-54-commissie-ic721x.u14	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 17-08-2017	2017-08-17	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	MP	notMinister	cdH	Centre démocrate humaniste	Opposition	Centre to centre-right	deLamotteMichel	de Lamotte, Michel	M	1955	
ParlaMint-BE-en_2017-08-17-54-commissie-ic721x	ParlaMint-BE_2017-08-17-54-commissie-ic721x.u15	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 17-08-2017	2017-08-17	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	MR	Mouvement Réformateur	Coalition	Centre-right	ThiéryDamien	Thiéry, Damien	M	1963	
ParlaMint-BE-en_2017-08-17-54-commissie-ic721x	ParlaMint-BE_2017-08-17-54-commissie-ic721x.u16	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 17-08-2017	2017-08-17	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	CD&V	Christen-Democratisch en Vlaams	Coalition	Centre to centre-right	DierickLeen	Dierick, Leen	F	1978	
ParlaMint-BE-en_2017-08-17-54-commissie-ic721x	ParlaMint-BE_2017-08-17-54-commissie-ic721x.u17	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 17-08-2017	2017-08-17	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Open Vld	Open Vlaamse Liberalen en Democraten	Coalition	Centre-right	LijnenNele	Lijnen, Nele	F	1978	
ParlaMint-BE-en_2017-08-17-54-commissie-ic721x	ParlaMint-BE_2017-08-17-54-commissie-ic721x.u18	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 17-08-2017	2017-08-17	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	sp.a	Socialistische Partij Anders	Opposition	Centre-left	LambrechtAnnick	Lambrecht, Annick	F	1969	
ParlaMint-BE-en_2017-08-17-54-commissie-ic721x	ParlaMint-BE_2017-08-17-54-commissie-ic721x.u19	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 17-08-2017	2017-08-17	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	NolletJeanMarc	Nollet, Jean-Marc	M	1970	
ParlaMint-BE-en_2017-08-17-54-commissie-ic721x	ParlaMint-BE_2017-08-17-54-commissie-ic721x.u20	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 17-08-2017	2017-08-17	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	NolletJeanMarc	Nollet, Jean-Marc	M	1970	
ParlaMint-BE-en_2017-08-17-54-commissie-ic721x	ParlaMint-BE_2017-08-17-54-commissie-ic721x.u21	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 17-08-2017	2017-08-17	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	NolletJeanMarc	Nollet, Jean-Marc	M	1970	
ParlaMint-BE-en_2017-08-17-54-commissie-ic721x	ParlaMint-BE_2017-08-17-54-commissie-ic721x.u22	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 17-08-2017	2017-08-17	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-BE-en_2017-08-17-54-commissie-ic721x	ParlaMint-BE_2017-08-17-54-commissie-ic721x.u23	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 17-08-2017	2017-08-17	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	MP	notMinister	cdH	Centre démocrate humaniste	Opposition	Centre to centre-right	deLamotteMichel	de Lamotte, Michel	M	1955	
ParlaMint-BE-en_2017-08-17-54-commissie-ic721x	ParlaMint-BE_2017-08-17-54-commissie-ic721x.u24	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 17-08-2017	2017-08-17	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	PTB	Parti du Travail de Belgique	-	Left to far-left	HedebouwRaoul	Hedebouw, Raoul	M	1977	
ParlaMint-BE-en_2017-08-17-54-commissie-ic721x	ParlaMint-BE_2017-08-17-54-commissie-ic721x.u25	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 17-08-2017	2017-08-17	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	MR	Mouvement Réformateur	Coalition	Centre-right	FriartBenoît	Friart, Benoît	M	1951	
ParlaMint-BE-en_2017-08-17-54-commissie-ic721x	ParlaMint-BE_2017-08-17-54-commissie-ic721x.u26	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 17-08-2017	2017-08-17	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	CD&V	Christen-Democratisch en Vlaams	Coalition	Centre to centre-right	BogaertHendrik	Bogaert, Hendrik	M	1968	
ParlaMint-BE-en_2017-08-17-54-commissie-ic721x	ParlaMint-BE_2017-08-17-54-commissie-ic721x.u27	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 17-08-2017	2017-08-17	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Groen	Groen	Opposition	Centre-left to left	DedryAnne	Dedry, Anne	F	1956	
ParlaMint-BE-en_2017-08-17-54-commissie-ic721x	ParlaMint-BE_2017-08-17-54-commissie-ic721x.u28	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 17-08-2017	2017-08-17	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-BE-en_2017-08-17-54-commissie-ic721x	ParlaMint-BE_2017-08-17-54-commissie-ic721x.u29	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 17-08-2017	2017-08-17	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	PS	Parti Socialiste	Opposition	Centre-left to left	DelizéeJeanMarc	Delizée, Jean-Marc	M	1959	
ParlaMint-BE-en_2017-08-17-54-commissie-ic721x	ParlaMint-BE_2017-08-17-54-commissie-ic721x.u30	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 17-08-2017	2017-08-17	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-BE-en_2017-08-17-54-commissie-ic721x	ParlaMint-BE_2017-08-17-54-commissie-ic721x.u31	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 17-08-2017	2017-08-17	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	Minister	-	-	-	-	DucarmeDenis	Ducarme, Denis	M	1973	
ParlaMint-BE-en_2017-08-17-54-commissie-ic721x	ParlaMint-BE_2017-08-17-54-commissie-ic721x.u32	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 17-08-2017	2017-08-17	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	MP	notMinister	cdH	Centre démocrate humaniste	Opposition	Centre to centre-right	deLamotteMichel	de Lamotte, Michel	M	1955	
ParlaMint-BE-en_2017-08-17-54-commissie-ic721x	ParlaMint-BE_2017-08-17-54-commissie-ic721x.u33	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 17-08-2017	2017-08-17	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	Minister	-	-	-	-	DucarmeDenis	Ducarme, Denis	M	1973	
ParlaMint-BE-en_2017-08-17-54-commissie-ic721x	ParlaMint-BE_2017-08-17-54-commissie-ic721x.u34	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 17-08-2017	2017-08-17	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	NolletJeanMarc	Nollet, Jean-Marc	M	1970	
ParlaMint-BE-en_2017-08-17-54-commissie-ic721x	ParlaMint-BE_2017-08-17-54-commissie-ic721x.u35	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 17-08-2017	2017-08-17	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	Minister	-	-	-	-	DucarmeDenis	Ducarme, Denis	M	1973	
ParlaMint-BE-en_2017-08-17-54-commissie-ic721x	ParlaMint-BE_2017-08-17-54-commissie-ic721x.u36	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 17-08-2017	2017-08-17	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	MP	notMinister	cdH	Centre démocrate humaniste	Opposition	Centre to centre-right	deLamotteMichel	de Lamotte, Michel	M	1955	
ParlaMint-BE-en_2017-08-17-54-commissie-ic721x	ParlaMint-BE_2017-08-17-54-commissie-ic721x.u37	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 17-08-2017	2017-08-17	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	NolletJeanMarc	Nollet, Jean-Marc	M	1970	
ParlaMint-BE-en_2017-08-17-54-commissie-ic721x	ParlaMint-BE_2017-08-17-54-commissie-ic721x.u38	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 17-08-2017	2017-08-17	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-BE-en_2017-08-17-54-commissie-ic721x	ParlaMint-BE_2017-08-17-54-commissie-ic721x.u39	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 17-08-2017	2017-08-17	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	Minister	-	-	-	-	DeBlockMaggie	De Block, Maggie	F	1962	
ParlaMint-BE-en_2017-08-17-54-commissie-ic721x	ParlaMint-BE_2017-08-17-54-commissie-ic721x.u40	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 17-08-2017	2017-08-17	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	NolletJeanMarc	Nollet, Jean-Marc	M	1970	
ParlaMint-BE-en_2017-08-17-54-commissie-ic721x	ParlaMint-BE_2017-08-17-54-commissie-ic721x.u41	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 17-08-2017	2017-08-17	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	Minister	-	-	-	-	DeBlockMaggie	De Block, Maggie	F	1962	
ParlaMint-BE-en_2017-08-17-54-commissie-ic721x	ParlaMint-BE_2017-08-17-54-commissie-ic721x.u42	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 17-08-2017	2017-08-17	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-BE-en_2017-08-17-54-commissie-ic721x	ParlaMint-BE_2017-08-17-54-commissie-ic721x.u43	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 17-08-2017	2017-08-17	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	NolletJeanMarc	Nollet, Jean-Marc	M	1970	
ParlaMint-BE-en_2017-08-17-54-commissie-ic721x	ParlaMint-BE_2017-08-17-54-commissie-ic721x.u44	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 17-08-2017	2017-08-17	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	Minister	-	-	-	-	DucarmeDenis	Ducarme, Denis	M	1973	
ParlaMint-BE-en_2017-08-17-54-commissie-ic721x	ParlaMint-BE_2017-08-17-54-commissie-ic721x.u45	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 17-08-2017	2017-08-17	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	NolletJeanMarc	Nollet, Jean-Marc	M	1970	
ParlaMint-BE-en_2017-08-17-54-commissie-ic721x	ParlaMint-BE_2017-08-17-54-commissie-ic721x.u46	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 17-08-2017	2017-08-17	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	notMP	Minister	-	-	-	-	DeBlockMaggie	De Block, Maggie	F	1962	
ParlaMint-BE-en_2017-08-17-54-commissie-ic721x	ParlaMint-BE_2017-08-17-54-commissie-ic721x.u47	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 17-08-2017	2017-08-17	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	NolletJeanMarc	Nollet, Jean-Marc	M	1970	
ParlaMint-BE-en_2017-08-17-54-commissie-ic721x	ParlaMint-BE_2017-08-17-54-commissie-ic721x.u48	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 17-08-2017	2017-08-17	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-BE-en_2017-08-17-54-commissie-ic721x	ParlaMint-BE_2017-08-17-54-commissie-ic721x.u49	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 17-08-2017	2017-08-17	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Ecolo	Ecologistes Confédérés pour l'Organisation de Luttes Originales	Opposition	Centre-left to left	NolletJeanMarc	Nollet, Jean-Marc	M	1970	
ParlaMint-BE-en_2017-08-17-54-commissie-ic721x	ParlaMint-BE_2017-08-17-54-commissie-ic721x.u50	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 17-08-2017	2017-08-17	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	sp.a	Socialistische Partij Anders	Opposition	Centre-left	LambrechtAnnick	Lambrecht, Annick	F	1969	
ParlaMint-BE-en_2017-08-17-54-commissie-ic721x	ParlaMint-BE_2017-08-17-54-commissie-ic721x.u51	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 17-08-2017	2017-08-17	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	CD&V	Christen-Democratisch en Vlaams	Coalition	Centre to centre-right	DierickLeen	Dierick, Leen	F	1978	
ParlaMint-BE-en_2017-08-17-54-commissie-ic721x	ParlaMint-BE_2017-08-17-54-commissie-ic721x.u52	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 17-08-2017	2017-08-17	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	MP	notMinister	cdH	Centre démocrate humaniste	Opposition	Centre to centre-right	deLamotteMichel	de Lamotte, Michel	M	1955	
ParlaMint-BE-en_2017-08-17-54-commissie-ic721x	ParlaMint-BE_2017-08-17-54-commissie-ic721x.u53	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 17-08-2017	2017-08-17	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-BE-en_2017-08-17-54-commissie-ic721x	ParlaMint-BE_2017-08-17-54-commissie-ic721x.u54	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 17-08-2017	2017-08-17	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	PTB	Parti du Travail de Belgique	-	Left to far-left	HedebouwRaoul	Hedebouw, Raoul	M	1977	
ParlaMint-BE-en_2017-08-17-54-commissie-ic721x	ParlaMint-BE_2017-08-17-54-commissie-ic721x.u55	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 17-08-2017	2017-08-17	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	Groen	Groen	Opposition	Centre-left to left	DedryAnne	Dedry, Anne	F	1956	
ParlaMint-BE-en_2017-08-17-54-commissie-ic721x	ParlaMint-BE_2017-08-17-54-commissie-ic721x.u56	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 17-08-2017	2017-08-17	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-BE-en_2017-08-17-54-commissie-ic721x	ParlaMint-BE_2017-08-17-54-commissie-ic721x.u57	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 17-08-2017	2017-08-17	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	DiricksHerman	Diricks, Herman	U	-	
ParlaMint-BE-en_2017-08-17-54-commissie-ic721x	ParlaMint-BE_2017-08-17-54-commissie-ic721x.u58	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 17-08-2017	2017-08-17	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	sp.a	Socialistische Partij Anders	Opposition	Centre-left	LambrechtAnnick	Lambrecht, Annick	F	1969	
ParlaMint-BE-en_2017-08-17-54-commissie-ic721x	ParlaMint-BE_2017-08-17-54-commissie-ic721x.u59	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 17-08-2017	2017-08-17	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	DiricksHerman	Diricks, Herman	U	-	
ParlaMint-BE-en_2017-08-17-54-commissie-ic721x	ParlaMint-BE_2017-08-17-54-commissie-ic721x.u60	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 17-08-2017	2017-08-17	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	sp.a	Socialistische Partij Anders	Opposition	Centre-left	LambrechtAnnick	Lambrecht, Annick	F	1969	
ParlaMint-BE-en_2017-08-17-54-commissie-ic721x	ParlaMint-BE_2017-08-17-54-commissie-ic721x.u61	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 17-08-2017	2017-08-17	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	DiricksHerman	Diricks, Herman	U	-	
ParlaMint-BE-en_2017-08-17-54-commissie-ic721x	ParlaMint-BE_2017-08-17-54-commissie-ic721x.u62	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 17-08-2017	2017-08-17	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	sp.a	Socialistische Partij Anders	Opposition	Centre-left	LambrechtAnnick	Lambrecht, Annick	F	1969	
ParlaMint-BE-en_2017-08-17-54-commissie-ic721x	ParlaMint-BE_2017-08-17-54-commissie-ic721x.u63	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 17-08-2017	2017-08-17	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	DiricksHerman	Diricks, Herman	U	-	
ParlaMint-BE-en_2017-08-17-54-commissie-ic721x	ParlaMint-BE_2017-08-17-54-commissie-ic721x.u64	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 17-08-2017	2017-08-17	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	DochyJeanMarie	Dochy, Jean-Marie	U	-	
ParlaMint-BE-en_2017-08-17-54-commissie-ic721x	ParlaMint-BE_2017-08-17-54-commissie-ic721x.u65	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 17-08-2017	2017-08-17	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	sp.a	Socialistische Partij Anders	Opposition	Centre-left	LambrechtAnnick	Lambrecht, Annick	F	1969	
ParlaMint-BE-en_2017-08-17-54-commissie-ic721x	ParlaMint-BE_2017-08-17-54-commissie-ic721x.u66	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 17-08-2017	2017-08-17	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	DochyJeanMarie	Dochy, Jean-Marie	U	-	
ParlaMint-BE-en_2017-08-17-54-commissie-ic721x	ParlaMint-BE_2017-08-17-54-commissie-ic721x.u67	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 17-08-2017	2017-08-17	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	sp.a	Socialistische Partij Anders	Opposition	Centre-left	LambrechtAnnick	Lambrecht, Annick	F	1969	
ParlaMint-BE-en_2017-08-17-54-commissie-ic721x	ParlaMint-BE_2017-08-17-54-commissie-ic721x.u68	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 17-08-2017	2017-08-17	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	DochyJeanMarie	Dochy, Jean-Marie	U	-	
ParlaMint-BE-en_2017-08-17-54-commissie-ic721x	ParlaMint-BE_2017-08-17-54-commissie-ic721x.u69	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 17-08-2017	2017-08-17	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	DiricksHerman	Diricks, Herman	U	-	
ParlaMint-BE-en_2017-08-17-54-commissie-ic721x	ParlaMint-BE_2017-08-17-54-commissie-ic721x.u70	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 17-08-2017	2017-08-17	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Regular	MP	notMinister	CD&V	Christen-Democratisch en Vlaams	Coalition	Centre to centre-right	BogaertHendrik	Bogaert, Hendrik	M	1968	
ParlaMint-BE-en_2017-08-17-54-commissie-ic721x	ParlaMint-BE_2017-08-17-54-commissie-ic721x.u71	Belgian parliamentary corpus ParlaMint-BE-en, committee meeting of 17-08-2017	2017-08-17	Committee	Zittingperiode 54	-	-	-	-	Reference	English	Guest	notMP	notMinister	-	-	-	-	DiricksHerman	Diricks, Herman	U	-	
