Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-RS-en_2005-12-08-0	ParlaMint-RS_2005-12-08-0.u23738	Term 6, Meeting 7	2005-12-08	Unicameralism	6. mandat	-	Zasedanje 7	2005-12-08	-	Reference	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-RS-en_2005-12-08-0	ParlaMint-RS_2005-12-08-0.u23750	Term 6, Meeting 7	2005-12-08	Unicameralism	6. mandat	-	Zasedanje 7	2005-12-08	-	Reference	English	Regular	MP	notMinister	SRS	Srpska radikalna stranka	Opposition	Far-right	StevovićMilan	Stevović, Milan	M	1962	
ParlaMint-RS-en_2005-12-08-0	ParlaMint-RS_2005-12-08-0.u23751	Term 6, Meeting 7	2005-12-08	Unicameralism	6. mandat	-	Zasedanje 7	2005-12-08	-	Reference	English	Chairperson	MP	notMinister	SRS	Srpska radikalna stranka	Opposition	Far-right	PopLazićGordana	Pop-Lazić, Gordana	F	1956	
ParlaMint-RS-en_2005-12-08-0	ParlaMint-RS_2005-12-08-0.u23752	Term 6, Meeting 7	2005-12-08	Unicameralism	6. mandat	-	Zasedanje 7	2005-12-08	-	Reference	English	Regular	MP	notMinister	SPS	Socijalistička partija Srbije	Opposition	Centre-left	ObradovićŽarko	Obradović, Žarko	M	1960	
ParlaMint-RS-en_2005-12-08-0	ParlaMint-RS_2005-12-08-0.u23753	Term 6, Meeting 7	2005-12-08	Unicameralism	6. mandat	-	Zasedanje 7	2005-12-08	-	Reference	English	Chairperson	MP	notMinister	SRS	Srpska radikalna stranka	Opposition	Far-right	PopLazićGordana	Pop-Lazić, Gordana	F	1956	
ParlaMint-RS-en_2005-12-08-0	ParlaMint-RS_2005-12-08-0.u23754	Term 6, Meeting 7	2005-12-08	Unicameralism	6. mandat	-	Zasedanje 7	2005-12-08	-	Reference	English	Regular	MP	notMinister	SRS	Srpska radikalna stranka	Opposition	Far-right	DeđanskiStevica	Deđanski, Stevica	M	1974	
ParlaMint-RS-en_2005-12-08-0	ParlaMint-RS_2005-12-08-0.u23755	Term 6, Meeting 7	2005-12-08	Unicameralism	6. mandat	-	Zasedanje 7	2005-12-08	-	Reference	English	Chairperson	MP	notMinister	SRS	Srpska radikalna stranka	Opposition	Far-right	PopLazićGordana	Pop-Lazić, Gordana	F	1956	
ParlaMint-RS-en_2005-12-08-0	ParlaMint-RS_2005-12-08-0.u23756	Term 6, Meeting 7	2005-12-08	Unicameralism	6. mandat	-	Zasedanje 7	2005-12-08	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	MijailovićPredrag	Mijailović, Predrag	U	-	
ParlaMint-RS-en_2005-12-08-0	ParlaMint-RS_2005-12-08-0.u23757	Term 6, Meeting 7	2005-12-08	Unicameralism	6. mandat	-	Zasedanje 7	2005-12-08	-	Reference	English	Chairperson	MP	notMinister	SRS	Srpska radikalna stranka	Opposition	Far-right	PopLazićGordana	Pop-Lazić, Gordana	F	1956	
ParlaMint-RS-en_2005-12-08-0	ParlaMint-RS_2005-12-08-0.u23758	Term 6, Meeting 7	2005-12-08	Unicameralism	6. mandat	-	Zasedanje 7	2005-12-08	-	Reference	English	Regular	MP	notMinister	SRS	Srpska radikalna stranka	Opposition	Far-right	ĐuričićTihomir	Đuričić, Tihomir	M	1959	
ParlaMint-RS-en_2005-12-08-0	ParlaMint-RS_2005-12-08-0.u23759	Term 6, Meeting 7	2005-12-08	Unicameralism	6. mandat	-	Zasedanje 7	2005-12-08	-	Reference	English	Chairperson	MP	notMinister	SRS	Srpska radikalna stranka	Opposition	Far-right	PopLazićGordana	Pop-Lazić, Gordana	F	1956	
ParlaMint-RS-en_2005-12-08-0	ParlaMint-RS_2005-12-08-0.u23760	Term 6, Meeting 7	2005-12-08	Unicameralism	6. mandat	-	Zasedanje 7	2005-12-08	-	Reference	English	Regular	MP	notMinister	SPS	Socijalistička partija Srbije	Opposition	Centre-left	KekićBojan	Kekić, Bojan	M	1962	
ParlaMint-RS-en_2005-12-08-0	ParlaMint-RS_2005-12-08-0.u23761	Term 6, Meeting 7	2005-12-08	Unicameralism	6. mandat	-	Zasedanje 7	2005-12-08	-	Reference	English	Chairperson	MP	notMinister	SRS	Srpska radikalna stranka	Opposition	Far-right	PopLazićGordana	Pop-Lazić, Gordana	F	1956	
ParlaMint-RS-en_2005-12-08-0	ParlaMint-RS_2005-12-08-0.u23762	Term 6, Meeting 7	2005-12-08	Unicameralism	6. mandat	-	Zasedanje 7	2005-12-08	-	Reference	English	Regular	MP	notMinister	SRS	Srpska radikalna stranka	Opposition	Far-right	KoprivicaBožidar	Koprivica, Božidar	M	1953	
ParlaMint-RS-en_2005-12-08-0	ParlaMint-RS_2005-12-08-0.u23763	Term 6, Meeting 7	2005-12-08	Unicameralism	6. mandat	-	Zasedanje 7	2005-12-08	-	Reference	English	Chairperson	MP	notMinister	SRS	Srpska radikalna stranka	Opposition	Far-right	PopLazićGordana	Pop-Lazić, Gordana	F	1956	
ParlaMint-RS-en_2005-12-08-0	ParlaMint-RS_2005-12-08-0.u23764	Term 6, Meeting 7	2005-12-08	Unicameralism	6. mandat	-	Zasedanje 7	2005-12-08	-	Reference	English	Chairperson	MP	notMinister	G17	G17 Plus	Coalition	Centre-right	MarkovićPredrag	Marković, Predrag	M	1955	
ParlaMint-RS-en_2005-12-08-0	ParlaMint-RS_2005-12-08-0.u23765	Term 6, Meeting 7	2005-12-08	Unicameralism	6. mandat	-	Zasedanje 7	2005-12-08	-	Reference	English	Regular	MP	notMinister	DSS	Demokratska stranka Srbije	Opposition	Right	DragojevićHelijana	Dragojević, Helijana	F	1956	
ParlaMint-RS-en_2005-12-08-0	ParlaMint-RS_2005-12-08-0.u23766	Term 6, Meeting 7	2005-12-08	Unicameralism	6. mandat	-	Zasedanje 7	2005-12-08	-	Reference	English	Chairperson	MP	notMinister	G17	G17 Plus	Coalition	Centre-right	MarkovićPredrag	Marković, Predrag	M	1955	
ParlaMint-RS-en_2005-12-08-0	ParlaMint-RS_2005-12-08-0.u23767	Term 6, Meeting 7	2005-12-08	Unicameralism	6. mandat	-	Zasedanje 7	2005-12-08	-	Reference	English	Regular	MP	notMinister	SPS	Socijalistička partija Srbije	Opposition	Centre-left	PetronijevićMilisav	Petronijević, Milisav	M	1949	
ParlaMint-RS-en_2005-12-08-0	ParlaMint-RS_2005-12-08-0.u23768	Term 6, Meeting 7	2005-12-08	Unicameralism	6. mandat	-	Zasedanje 7	2005-12-08	-	Reference	English	Chairperson	MP	notMinister	G17	G17 Plus	Coalition	Centre-right	MarkovićPredrag	Marković, Predrag	M	1955	
ParlaMint-RS-en_2005-12-08-0	ParlaMint-RS_2005-12-08-0.u23769	Term 6, Meeting 7	2005-12-08	Unicameralism	6. mandat	-	Zasedanje 7	2005-12-08	-	Reference	English	Regular	MP	notMinister	SRS	Srpska radikalna stranka	Opposition	Far-right	BlažićBranislav	Blažić, Branislav	M	1957	
ParlaMint-RS-en_2005-12-08-0	ParlaMint-RS_2005-12-08-0.u23770	Term 6, Meeting 7	2005-12-08	Unicameralism	6. mandat	-	Zasedanje 7	2005-12-08	-	Reference	English	Chairperson	MP	notMinister	G17	G17 Plus	Coalition	Centre-right	MarkovićPredrag	Marković, Predrag	M	1955	
ParlaMint-RS-en_2005-12-08-0	ParlaMint-RS_2005-12-08-0.u23771	Term 6, Meeting 7	2005-12-08	Unicameralism	6. mandat	-	Zasedanje 7	2005-12-08	-	Reference	English	Regular	MP	notMinister	SPS	Socijalistička partija Srbije	Opposition	Centre-left	PerićHranislav	Perić, Hranislav	M	1953	
ParlaMint-RS-en_2005-12-08-0	ParlaMint-RS_2005-12-08-0.u23772	Term 6, Meeting 7	2005-12-08	Unicameralism	6. mandat	-	Zasedanje 7	2005-12-08	-	Reference	English	Chairperson	MP	notMinister	G17	G17 Plus	Coalition	Centre-right	MarkovićPredrag	Marković, Predrag	M	1955	
ParlaMint-RS-en_2005-12-08-0	ParlaMint-RS_2005-12-08-0.u23773	Term 6, Meeting 7	2005-12-08	Unicameralism	6. mandat	-	Zasedanje 7	2005-12-08	-	Reference	English	Regular	MP	notMinister	SPS	Socijalistička partija Srbije	Opposition	Centre-left	PerićHranislav	Perić, Hranislav	M	1953	
ParlaMint-RS-en_2005-12-08-0	ParlaMint-RS_2005-12-08-0.u23774	Term 6, Meeting 7	2005-12-08	Unicameralism	6. mandat	-	Zasedanje 7	2005-12-08	-	Reference	English	Chairperson	MP	notMinister	G17	G17 Plus	Coalition	Centre-right	MarkovićPredrag	Marković, Predrag	M	1955	
ParlaMint-RS-en_2005-12-08-0	ParlaMint-RS_2005-12-08-0.u23775	Term 6, Meeting 7	2005-12-08	Unicameralism	6. mandat	-	Zasedanje 7	2005-12-08	-	Reference	English	Regular	MP	notMinister	SRS	Srpska radikalna stranka	Opposition	Far-right	RadetaVjerica	Radeta, Vjerica	F	1955	
ParlaMint-RS-en_2005-12-08-0	ParlaMint-RS_2005-12-08-0.u23776	Term 6, Meeting 7	2005-12-08	Unicameralism	6. mandat	-	Zasedanje 7	2005-12-08	-	Reference	English	Chairperson	MP	notMinister	G17	G17 Plus	Coalition	Centre-right	MarkovićPredrag	Marković, Predrag	M	1955	
ParlaMint-RS-en_2005-12-08-0	ParlaMint-RS_2005-12-08-0.u23777	Term 6, Meeting 7	2005-12-08	Unicameralism	6. mandat	-	Zasedanje 7	2005-12-08	-	Reference	English	Regular	MP	notMinister	SPS	Socijalistička partija Srbije	Opposition	Centre-left	AnđelkovićZoran	Anđelković, Zoran	M	1958	
ParlaMint-RS-en_2005-12-08-0	ParlaMint-RS_2005-12-08-0.u23778	Term 6, Meeting 7	2005-12-08	Unicameralism	6. mandat	-	Zasedanje 7	2005-12-08	-	Reference	English	Chairperson	MP	notMinister	G17	G17 Plus	Coalition	Centre-right	MarkovićPredrag	Marković, Predrag	M	1955	
ParlaMint-RS-en_2005-12-08-0	ParlaMint-RS_2005-12-08-0.u23779	Term 6, Meeting 7	2005-12-08	Unicameralism	6. mandat	-	Zasedanje 7	2005-12-08	-	Reference	English	Regular	MP	notMinister	SPS	Socijalistička partija Srbije	Opposition	Centre-left	AnđelkovićZoran	Anđelković, Zoran	M	1958	
ParlaMint-RS-en_2005-12-08-0	ParlaMint-RS_2005-12-08-0.u23780	Term 6, Meeting 7	2005-12-08	Unicameralism	6. mandat	-	Zasedanje 7	2005-12-08	-	Reference	English	Chairperson	MP	notMinister	G17	G17 Plus	Coalition	Centre-right	MarkovićPredrag	Marković, Predrag	M	1955	
ParlaMint-RS-en_2005-12-08-0	ParlaMint-RS_2005-12-08-0.u23781	Term 6, Meeting 7	2005-12-08	Unicameralism	6. mandat	-	Zasedanje 7	2005-12-08	-	Reference	English	Regular	MP	notMinister	SRS	Srpska radikalna stranka	Opposition	Far-right	KrasićZoran	Krasić, Zoran	M	1956	
ParlaMint-RS-en_2005-12-08-0	ParlaMint-RS_2005-12-08-0.u23782	Term 6, Meeting 7	2005-12-08	Unicameralism	6. mandat	-	Zasedanje 7	2005-12-08	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Opposition	Centre-left	AnđelkovićZoran	Anđelković, Zoran	M	1958	
ParlaMint-RS-en_2005-12-08-0	ParlaMint-RS_2005-12-08-0.u23783	Term 6, Meeting 7	2005-12-08	Unicameralism	6. mandat	-	Zasedanje 7	2005-12-08	-	Reference	English	Regular	MP	notMinister	SRS	Srpska radikalna stranka	Opposition	Far-right	MirčićMilorad	Mirčić, Milorad	M	1956	
ParlaMint-RS-en_2005-12-08-0	ParlaMint-RS_2005-12-08-0.u23784	Term 6, Meeting 7	2005-12-08	Unicameralism	6. mandat	-	Zasedanje 7	2005-12-08	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Opposition	Centre-left	AnđelkovićZoran	Anđelković, Zoran	M	1958	
ParlaMint-RS-en_2005-12-08-0	ParlaMint-RS_2005-12-08-0.u23785	Term 6, Meeting 7	2005-12-08	Unicameralism	6. mandat	-	Zasedanje 7	2005-12-08	-	Reference	English	Regular	MP	notMinister	SRS	Srpska radikalna stranka	Opposition	Far-right	MirčićMilorad	Mirčić, Milorad	M	1956	
ParlaMint-RS-en_2005-12-08-0	ParlaMint-RS_2005-12-08-0.u23786	Term 6, Meeting 7	2005-12-08	Unicameralism	6. mandat	-	Zasedanje 7	2005-12-08	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Opposition	Centre-left	AnđelkovićZoran	Anđelković, Zoran	M	1958	
ParlaMint-RS-en_2005-12-08-0	ParlaMint-RS_2005-12-08-0.u23787	Term 6, Meeting 7	2005-12-08	Unicameralism	6. mandat	-	Zasedanje 7	2005-12-08	-	Reference	English	Regular	MP	notMinister	G17	G17 Plus	Coalition	Centre-right	HomanVladimir	Homan, Vladimir	M	1969	
ParlaMint-RS-en_2005-12-08-0	ParlaMint-RS_2005-12-08-0.u23788	Term 6, Meeting 7	2005-12-08	Unicameralism	6. mandat	-	Zasedanje 7	2005-12-08	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Opposition	Centre-left	AnđelkovićZoran	Anđelković, Zoran	M	1958	
ParlaMint-RS-en_2005-12-08-0	ParlaMint-RS_2005-12-08-0.u23789	Term 6, Meeting 7	2005-12-08	Unicameralism	6. mandat	-	Zasedanje 7	2005-12-08	-	Reference	English	Regular	MP	notMinister	SRS	Srpska radikalna stranka	Opposition	Far-right	MirčićMilorad	Mirčić, Milorad	M	1956	
ParlaMint-RS-en_2005-12-08-0	ParlaMint-RS_2005-12-08-0.u23790	Term 6, Meeting 7	2005-12-08	Unicameralism	6. mandat	-	Zasedanje 7	2005-12-08	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Opposition	Centre-left	AnđelkovićZoran	Anđelković, Zoran	M	1958	
ParlaMint-RS-en_2005-12-08-0	ParlaMint-RS_2005-12-08-0.u23791	Term 6, Meeting 7	2005-12-08	Unicameralism	6. mandat	-	Zasedanje 7	2005-12-08	-	Reference	English	Regular	MP	notMinister	G17	G17 Plus	Coalition	Centre-right	StojanovićPlavšićSnežana	Stojanović-Plavšić, Snežana	F	1961	
ParlaMint-RS-en_2005-12-08-0	ParlaMint-RS_2005-12-08-0.u23792	Term 6, Meeting 7	2005-12-08	Unicameralism	6. mandat	-	Zasedanje 7	2005-12-08	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Opposition	Centre-left	AnđelkovićZoran	Anđelković, Zoran	M	1958	
ParlaMint-RS-en_2005-12-08-0	ParlaMint-RS_2005-12-08-0.u23793	Term 6, Meeting 7	2005-12-08	Unicameralism	6. mandat	-	Zasedanje 7	2005-12-08	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	IlićGoran	Ilić, Goran	U	-	
ParlaMint-RS-en_2005-12-08-0	ParlaMint-RS_2005-12-08-0.u23794	Term 6, Meeting 7	2005-12-08	Unicameralism	6. mandat	-	Zasedanje 7	2005-12-08	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Opposition	Centre-left	AnđelkovićZoran	Anđelković, Zoran	M	1958	
ParlaMint-RS-en_2005-12-08-0	ParlaMint-RS_2005-12-08-0.u23795	Term 6, Meeting 7	2005-12-08	Unicameralism	6. mandat	-	Zasedanje 7	2005-12-08	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	DinkićMlađan	Dinkić, Mlađan	M	1964	
ParlaMint-RS-en_2005-12-08-0	ParlaMint-RS_2005-12-08-0.u23796	Term 6, Meeting 7	2005-12-08	Unicameralism	6. mandat	-	Zasedanje 7	2005-12-08	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Opposition	Centre-left	AnđelkovićZoran	Anđelković, Zoran	M	1958	
ParlaMint-RS-en_2005-12-08-0	ParlaMint-RS_2005-12-08-0.u23797	Term 6, Meeting 7	2005-12-08	Unicameralism	6. mandat	-	Zasedanje 7	2005-12-08	-	Reference	English	Regular	MP	notMinister	SRS	Srpska radikalna stranka	Opposition	Far-right	MarkovićMomir	Marković, Momir	M	1950	
ParlaMint-RS-en_2005-12-08-0	ParlaMint-RS_2005-12-08-0.u23798	Term 6, Meeting 7	2005-12-08	Unicameralism	6. mandat	-	Zasedanje 7	2005-12-08	-	Reference	English	Chairperson	MP	notMinister	G17	G17 Plus	Coalition	Centre-right	MarkovićPredrag	Marković, Predrag	M	1955	
ParlaMint-RS-en_2005-12-08-0	ParlaMint-RS_2005-12-08-0.u23799	Term 6, Meeting 7	2005-12-08	Unicameralism	6. mandat	-	Zasedanje 7	2005-12-08	-	Reference	English	Regular	MP	notMinister	SRS	Srpska radikalna stranka	Opposition	Far-right	KrasićZoran	Krasić, Zoran	M	1956	
ParlaMint-RS-en_2005-12-08-0	ParlaMint-RS_2005-12-08-0.u23800	Term 6, Meeting 7	2005-12-08	Unicameralism	6. mandat	-	Zasedanje 7	2005-12-08	-	Reference	English	Chairperson	MP	notMinister	G17	G17 Plus	Coalition	Centre-right	MarkovićPredrag	Marković, Predrag	M	1955	
ParlaMint-RS-en_2005-12-08-0	ParlaMint-RS_2005-12-08-0.u23801	Term 6, Meeting 7	2005-12-08	Unicameralism	6. mandat	-	Zasedanje 7	2005-12-08	-	Reference	English	Regular	MP	notMinister	SRS	Srpska radikalna stranka	Opposition	Far-right	KrasićZoran	Krasić, Zoran	M	1956	
ParlaMint-RS-en_2005-12-08-0	ParlaMint-RS_2005-12-08-0.u23802	Term 6, Meeting 7	2005-12-08	Unicameralism	6. mandat	-	Zasedanje 7	2005-12-08	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Opposition	Centre-left	AnđelkovićZoran	Anđelković, Zoran	M	1958	
ParlaMint-RS-en_2005-12-08-0	ParlaMint-RS_2005-12-08-0.u23803	Term 6, Meeting 7	2005-12-08	Unicameralism	6. mandat	-	Zasedanje 7	2005-12-08	-	Reference	English	Regular	MP	notMinister	SRS	Srpska radikalna stranka	Opposition	Far-right	JovanovićNataša	Jovanović, Nataša	F	1966	
ParlaMint-RS-en_2005-12-08-0	ParlaMint-RS_2005-12-08-0.u23804	Term 6, Meeting 7	2005-12-08	Unicameralism	6. mandat	-	Zasedanje 7	2005-12-08	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Opposition	Centre-left	AnđelkovićZoran	Anđelković, Zoran	M	1958	
ParlaMint-RS-en_2005-12-08-0	ParlaMint-RS_2005-12-08-0.u23805	Term 6, Meeting 7	2005-12-08	Unicameralism	6. mandat	-	Zasedanje 7	2005-12-08	-	Reference	English	Regular	MP	notMinister	SRS	Srpska radikalna stranka	Opposition	Far-right	RadetaVjerica	Radeta, Vjerica	F	1955	
ParlaMint-RS-en_2005-12-08-0	ParlaMint-RS_2005-12-08-0.u23806	Term 6, Meeting 7	2005-12-08	Unicameralism	6. mandat	-	Zasedanje 7	2005-12-08	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Opposition	Centre-left	AnđelkovićZoran	Anđelković, Zoran	M	1958	
ParlaMint-RS-en_2005-12-08-0	ParlaMint-RS_2005-12-08-0.u23807	Term 6, Meeting 7	2005-12-08	Unicameralism	6. mandat	-	Zasedanje 7	2005-12-08	-	Reference	English	Regular	MP	notMinister	SDPS	Socijaldemokratska partija Srbije	Coalition	Centre-left	LalovićSlobodan	Lalović, Slobodan	M	1954	
ParlaMint-RS-en_2005-12-08-0	ParlaMint-RS_2005-12-08-0.u23808	Term 6, Meeting 7	2005-12-08	Unicameralism	6. mandat	-	Zasedanje 7	2005-12-08	-	Reference	English	Chairperson	MP	notMinister	G17	G17 Plus	Coalition	Centre-right	MarkovićPredrag	Marković, Predrag	M	1955	
ParlaMint-RS-en_2005-12-08-0	ParlaMint-RS_2005-12-08-0.u23809	Term 6, Meeting 7	2005-12-08	Unicameralism	6. mandat	-	Zasedanje 7	2005-12-08	-	Reference	English	Regular	MP	notMinister	SRS	Srpska radikalna stranka	Opposition	Far-right	KrasićZoran	Krasić, Zoran	M	1956	
ParlaMint-RS-en_2005-12-08-0	ParlaMint-RS_2005-12-08-0.u23810	Term 6, Meeting 7	2005-12-08	Unicameralism	6. mandat	-	Zasedanje 7	2005-12-08	-	Reference	English	Chairperson	MP	notMinister	G17	G17 Plus	Coalition	Centre-right	MarkovićPredrag	Marković, Predrag	M	1955	
ParlaMint-RS-en_2005-12-08-0	ParlaMint-RS_2005-12-08-0.u23811	Term 6, Meeting 7	2005-12-08	Unicameralism	6. mandat	-	Zasedanje 7	2005-12-08	-	Reference	English	Regular	MP	notMinister	SRS	Srpska radikalna stranka	Opposition	Far-right	KrasićZoran	Krasić, Zoran	M	1956	
ParlaMint-RS-en_2005-12-08-0	ParlaMint-RS_2005-12-08-0.u23812	Term 6, Meeting 7	2005-12-08	Unicameralism	6. mandat	-	Zasedanje 7	2005-12-08	-	Reference	English	Chairperson	MP	notMinister	G17	G17 Plus	Coalition	Centre-right	MarkovićPredrag	Marković, Predrag	M	1955	
ParlaMint-RS-en_2005-12-08-0	ParlaMint-RS_2005-12-08-0.u23813	Term 6, Meeting 7	2005-12-08	Unicameralism	6. mandat	-	Zasedanje 7	2005-12-08	-	Reference	English	Regular	MP	notMinister	SRS	Srpska radikalna stranka	Opposition	Far-right	KrasićZoran	Krasić, Zoran	M	1956	
ParlaMint-RS-en_2005-12-08-0	ParlaMint-RS_2005-12-08-0.u23814	Term 6, Meeting 7	2005-12-08	Unicameralism	6. mandat	-	Zasedanje 7	2005-12-08	-	Reference	English	Chairperson	MP	notMinister	G17	G17 Plus	Coalition	Centre-right	MarkovićPredrag	Marković, Predrag	M	1955	
