Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-NO-en_2005-06-17-upper	ParlaMint-NO_2005-06-17-upper.ana.ud2189e159	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2004-2005, Sitting day 2005-06-17	2005-06-17	Upper house	Term 2001-2005	Session 2004-2005	-	Sitting day 2005-06-17	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.LOSO	Solholm, Lodve	M	1949	
ParlaMint-NO-en_2005-06-17-upper	ParlaMint-NO_2005-06-17-upper.ana.ud2189e334	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2004-2005, Sitting day 2005-06-17	2005-06-17	Upper house	Term 2001-2005	Session 2004-2005	-	Sitting day 2005-06-17	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.LOSO	Solholm, Lodve	M	1949	
ParlaMint-NO-en_2005-06-17-upper	ParlaMint-NO_2005-06-17-upper.ana.ud2189e350	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2004-2005, Sitting day 2005-06-17	2005-06-17	Upper house	Term 2001-2005	Session 2004-2005	-	Sitting day 2005-06-17	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.LOSO	Solholm, Lodve	M	1949	
ParlaMint-NO-en_2005-06-17-upper	ParlaMint-NO_2005-06-17-upper.ana.ud2189e366	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2004-2005, Sitting day 2005-06-17	2005-06-17	Upper house	Term 2001-2005	Session 2004-2005	-	Sitting day 2005-06-17	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.LOSO	Solholm, Lodve	M	1949	
ParlaMint-NO-en_2005-06-17-upper	ParlaMint-NO_2005-06-17-upper.ana.ud2189e382	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2004-2005, Sitting day 2005-06-17	2005-06-17	Upper house	Term 2001-2005	Session 2004-2005	-	Sitting day 2005-06-17	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.LOSO	Solholm, Lodve	M	1949	
ParlaMint-NO-en_2005-06-17-upper	ParlaMint-NO_2005-06-17-upper.ana.ud2189e398	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2004-2005, Sitting day 2005-06-17	2005-06-17	Upper house	Term 2001-2005	Session 2004-2005	-	Sitting day 2005-06-17	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.LOSO	Solholm, Lodve	M	1949	
ParlaMint-NO-en_2005-06-17-upper	ParlaMint-NO_2005-06-17-upper.ana.ud2189e414	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2004-2005, Sitting day 2005-06-17	2005-06-17	Upper house	Term 2001-2005	Session 2004-2005	-	Sitting day 2005-06-17	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.LOSO	Solholm, Lodve	M	1949	
ParlaMint-NO-en_2005-06-17-upper	ParlaMint-NO_2005-06-17-upper.ana.ud2189e430	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2004-2005, Sitting day 2005-06-17	2005-06-17	Upper house	Term 2001-2005	Session 2004-2005	-	Sitting day 2005-06-17	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.LOSO	Solholm, Lodve	M	1949	
ParlaMint-NO-en_2005-06-17-upper	ParlaMint-NO_2005-06-17-upper.ana.ud2189e446	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2004-2005, Sitting day 2005-06-17	2005-06-17	Upper house	Term 2001-2005	Session 2004-2005	-	Sitting day 2005-06-17	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.LOSO	Solholm, Lodve	M	1949	
ParlaMint-NO-en_2005-06-17-upper	ParlaMint-NO_2005-06-17-upper.ana.ud2189e462	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2004-2005, Sitting day 2005-06-17	2005-06-17	Upper house	Term 2001-2005	Session 2004-2005	-	Sitting day 2005-06-17	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.LOSO	Solholm, Lodve	M	1949	
ParlaMint-NO-en_2005-06-17-upper	ParlaMint-NO_2005-06-17-upper.ana.ud2189e478	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2004-2005, Sitting day 2005-06-17	2005-06-17	Upper house	Term 2001-2005	Session 2004-2005	-	Sitting day 2005-06-17	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.LOSO	Solholm, Lodve	M	1949	
ParlaMint-NO-en_2005-06-17-upper	ParlaMint-NO_2005-06-17-upper.ana.ud2189e495	Hansard from meeting in the Norwegian Parliament, term 2001-2005, Session 2004-2005, Sitting day 2005-06-17	2005-06-17	Upper house	Term 2001-2005	Session 2004-2005	-	Sitting day 2005-06-17	-	Reference	English	Chairperson	MP	notMinister	FrP	Fremskrittspartiet	-	Right	person.LOSO	Solholm, Lodve	M	1949	
