Session,Date,Male,Female
ParlaMint-GR-en_2015-05-06-S1-commons-meta.tsv,2015-05-06,45,13
ParlaMint-GR-en_2015-05-06-S2-commons-meta.tsv,2015-05-06,25,7
ParlaMint-GR-en_2015-05-07-S1-commons-meta.tsv,2015-05-07,36,7
ParlaMint-GR-en_2015-05-08-S1-commons-meta.tsv,2015-05-08,34,10
ParlaMint-GR-en_2015-05-11-S1-commons-meta.tsv,2015-05-11,14,3
ParlaMint-GR-en_2015-05-12-S1-commons-meta.tsv,2015-05-12,55,16
ParlaMint-GR-en_2015-05-13-S1-commons-meta.tsv,2015-05-13,42,10
ParlaMint-GR-en_2015-05-14-S1-commons-meta.tsv,2015-05-14,19,5
ParlaMint-GR-en_2015-05-15-S1-commons-meta.tsv,2015-05-15,9,0
ParlaMint-GR-en_2015-05-18-S1-commons-meta.tsv,2015-05-18,6,1
ParlaMint-GR-en_2015-05-21-S1-commons-meta.tsv,2015-05-21,15,3
ParlaMint-GR-en_2015-05-22-S1-commons-meta.tsv,2015-05-22,12,0
ParlaMint-GR-en_2015-05-25-S1-commons-meta.tsv,2015-05-25,6,2
ParlaMint-GR-en_2015-05-27-S1-commons-meta.tsv,2015-05-27,24,7
ParlaMint-GR-en_2015-05-28-S1-commons-meta.tsv,2015-05-28,40,8
ParlaMint-GR-en_2015-05-29-S1-commons-meta.tsv,2015-05-29,21,0
ParlaMint-GR-en_2015-06-04-S1-commons-meta.tsv,2015-06-04,14,2
ParlaMint-GR-en_2015-06-05-S1-commons-meta.tsv,2015-06-05,15,1
ParlaMint-GR-en_2015-06-05-S2-commons-meta.tsv,2015-06-05,27,6
ParlaMint-GR-en_2015-06-08-S1-commons-meta.tsv,2015-06-08,21,3
ParlaMint-GR-en_2015-06-11-S1-commons-meta.tsv,2015-06-11,14,4
ParlaMint-GR-en_2015-06-12-S1-commons-meta.tsv,2015-06-12,16,1
ParlaMint-GR-en_2015-06-15-S1-commons-meta.tsv,2015-06-15,21,6
ParlaMint-GR-en_2015-06-16-S1-commons-meta.tsv,2015-06-16,25,8
ParlaMint-GR-en_2015-06-18-S1-commons-meta.tsv,2015-06-18,11,1
ParlaMint-GR-en_2015-06-19-S1-commons-meta.tsv,2015-06-19,25,5
ParlaMint-GR-en_2015-06-22-S1-commons-meta.tsv,2015-06-22,13,4
ParlaMint-GR-en_2015-06-24-S1-commons-meta.tsv,2015-06-24,40,10
ParlaMint-GR-en_2015-06-25-S1-commons-meta.tsv,2015-06-25,14,1
ParlaMint-GR-en_2015-06-26-S1-commons-meta.tsv,2015-06-26,10,0
ParlaMint-GR-en_2015-06-27-S1-commons-meta.tsv,2015-06-27,66,20
ParlaMint-GR-en_2015-06-29-S1-commons-meta.tsv,2015-06-29,29,6
ParlaMint-GR-en_2015-06-30-S1-commons-meta.tsv,2015-06-30,37,9
ParlaMint-GR-en_2015-07-06-S1-commons-meta.tsv,2015-07-06,3,1
ParlaMint-GR-en_2015-07-07-S1-commons-meta.tsv,2015-07-07,33,12
ParlaMint-GR-en_2015-07-08-S1-commons-meta.tsv,2015-07-08,45,19
ParlaMint-GR-en_2015-07-09-S1-commons-meta.tsv,2015-07-09,28,5
ParlaMint-GR-en_2015-07-10-S1-commons-meta.tsv,2015-07-10,9,1
ParlaMint-GR-en_2015-07-10-S2-commons-meta.tsv,2015-07-10,28,4
ParlaMint-GR-en_2015-07-13-S1-commons-meta.tsv,2015-07-13,3,2
ParlaMint-GR-en_2015-07-15-S1-commons-meta.tsv,2015-07-15,40,8
ParlaMint-GR-en_2015-07-17-S1-commons-meta.tsv,2015-07-17,1,0
ParlaMint-GR-en_2015-07-20-S1-commons-meta.tsv,2015-07-20,10,0
ParlaMint-GR-en_2015-07-22-S1-commons-meta.tsv,2015-07-22,48,9
ParlaMint-GR-en_2015-07-24-S1-commons-meta.tsv,2015-07-24,2,0
ParlaMint-GR-en_2015-07-27-S1-commons-meta.tsv,2015-07-27,6,1
ParlaMint-GR-en_2015-07-30-S1-commons-meta.tsv,2015-07-30,13,0
ParlaMint-GR-en_2015-07-31-S1-commons-meta.tsv,2015-07-31,6,4
ParlaMint-GR-en_2015-08-03-S1-commons-meta.tsv,2015-08-03,3,2
ParlaMint-GR-en_2015-08-05-S1-commons-meta.tsv,2015-08-05,5,0
ParlaMint-GR-en_2015-08-14-S1-commons-meta.tsv,2015-08-14,72,10
ParlaMint-GR-en_2015-08-20-S1-commons-meta.tsv,2015-08-20,7,1
ParlaMint-GR-en_2015-08-21-S1-commons-meta.tsv,2015-08-21,1,1
ParlaMint-GR-en_2015-08-25-S1-commons-meta.tsv,2015-08-25,2,1
ParlaMint-GR-en_2015-08-26-S1-commons-meta.tsv,2015-08-26,3,2
ParlaMint-GR-en_2015-10-03-S1-commons-meta.tsv,2015-10-03,1,0
ParlaMint-GR-en_2015-10-04-S1-commons-meta.tsv,2015-10-04,2,0
ParlaMint-GR-en_2015-10-04-S2-commons-meta.tsv,2015-10-04,4,0
ParlaMint-GR-en_2015-10-05-S1-commons-meta.tsv,2015-10-05,4,0
ParlaMint-GR-en_2015-10-06-S1-commons-meta.tsv,2015-10-06,90,12
ParlaMint-GR-en_2015-10-07-S1-commons-meta.tsv,2015-10-07,84,21
ParlaMint-GR-en_2015-10-15-S1-commons-meta.tsv,2015-10-15,78,9
ParlaMint-GR-en_2015-10-16-S1-commons-meta.tsv,2015-10-16,101,19
ParlaMint-GR-en_2015-10-21-S1-commons-meta.tsv,2015-10-21,32,3
ParlaMint-GR-en_2015-10-22-S1-commons-meta.tsv,2015-10-22,56,13
ParlaMint-GR-en_2015-10-23-S1-commons-meta.tsv,2015-10-23,3,0
ParlaMint-GR-en_2015-10-24-S1-commons-meta.tsv,2015-10-24,72,14
ParlaMint-GR-en_2015-10-29-S1-commons-meta.tsv,2015-10-29,11,0
ParlaMint-GR-en_2015-10-30-S1-commons-meta.tsv,2015-10-30,13,3
ParlaMint-GR-en_2015-10-31-S1-commons-meta.tsv,2015-10-31,43,3
ParlaMint-GR-en_2015-11-02-S1-commons-meta.tsv,2015-11-02,8,1
ParlaMint-GR-en_2015-11-04-S1-commons-meta.tsv,2015-11-04,15,1
ParlaMint-GR-en_2015-11-04-S2-commons-meta.tsv,2015-11-04,42,9
ParlaMint-GR-en_2015-11-05-S1-commons-meta.tsv,2015-11-05,98,18
ParlaMint-GR-en_2015-11-06-S1-commons-meta.tsv,2015-11-06,13,1
ParlaMint-GR-en_2015-11-09-S1-commons-meta.tsv,2015-11-09,20,5
ParlaMint-GR-en_2015-11-11-S1-commons-meta.tsv,2015-11-11,27,3
ParlaMint-GR-en_2015-11-12-S1-commons-meta.tsv,2015-11-12,5,2
ParlaMint-GR-en_2015-11-13-S1-commons-meta.tsv,2015-11-13,16,3
ParlaMint-GR-en_2015-11-16-S1-commons-meta.tsv,2015-11-16,13,1
ParlaMint-GR-en_2015-11-17-S1-commons-meta.tsv,2015-11-17,20,2
ParlaMint-GR-en_2015-11-18-S1-commons-meta.tsv,2015-11-18,18,2
ParlaMint-GR-en_2015-11-19-S1-commons-meta.tsv,2015-11-19,63,10
ParlaMint-GR-en_2015-11-20-S1-commons-meta.tsv,2015-11-20,23,3
ParlaMint-GR-en_2015-11-23-S1-commons-meta.tsv,2015-11-23,7,3
ParlaMint-GR-en_2015-11-24-S1-commons-meta.tsv,2015-11-24,27,5
ParlaMint-GR-en_2015-11-26-S1-commons-meta.tsv,2015-11-26,9,0
ParlaMint-GR-en_2015-11-27-S1-commons-meta.tsv,2015-11-27,13,1
ParlaMint-GR-en_2015-11-30-S1-commons-meta.tsv,2015-11-30,39,10
ParlaMint-GR-en_2015-12-01-S1-commons-meta.tsv,2015-12-01,38,11
ParlaMint-GR-en_2015-12-01-S2-commons-meta.tsv,2015-12-01,20,1
ParlaMint-GR-en_2015-12-02-S1-commons-meta.tsv,2015-12-02,83,23
ParlaMint-GR-en_2015-12-03-S1-commons-meta.tsv,2015-12-03,85,14
ParlaMint-GR-en_2015-12-04-S1-commons-meta.tsv,2015-12-04,51,9
ParlaMint-GR-en_2015-12-05-S1-commons-meta.tsv,2015-12-05,62,10
ParlaMint-GR-en_2015-12-07-S1-commons-meta.tsv,2015-12-07,11,0
ParlaMint-GR-en_2015-12-09-S1-commons-meta.tsv,2015-12-09,10,3
ParlaMint-GR-en_2015-12-10-S1-commons-meta.tsv,2015-12-10,9,1
ParlaMint-GR-en_2015-12-11-S1-commons-meta.tsv,2015-12-11,30,5
ParlaMint-GR-en_2015-12-14-S1-commons-meta.tsv,2015-12-14,22,6
ParlaMint-GR-en_2015-12-15-S1-commons-meta.tsv,2015-12-15,67,6
ParlaMint-GR-en_2015-12-16-S1-commons-meta.tsv,2015-12-16,25,9
ParlaMint-GR-en_2015-12-17-S1-commons-meta.tsv,2015-12-17,13,1
ParlaMint-GR-en_2015-12-18-S1-commons-meta.tsv,2015-12-18,29,3
ParlaMint-GR-en_2015-12-22-S1-commons-meta.tsv,2015-12-22,2,0
ParlaMint-GR-en_2015-12-22-S2-commons-meta.tsv,2015-12-22,63,14
ParlaMint-GR-en_2016-01-07-S1-commons-meta.tsv,2016-01-07,5,0
ParlaMint-GR-en_2016-01-08-S1-commons-meta.tsv,2016-01-08,7,3
ParlaMint-GR-en_2016-01-11-S1-commons-meta.tsv,2016-01-11,10,1
ParlaMint-GR-en_2016-01-12-S1-commons-meta.tsv,2016-01-12,3,0
ParlaMint-GR-en_2016-01-14-S1-commons-meta.tsv,2016-01-14,17,4
ParlaMint-GR-en_2016-01-15-S1-commons-meta.tsv,2016-01-15,21,2
ParlaMint-GR-en_2016-01-18-S1-commons-meta.tsv,2016-01-18,29,2
ParlaMint-GR-en_2016-01-19-S1-commons-meta.tsv,2016-01-19,3,1
ParlaMint-GR-en_2016-01-21-S1-commons-meta.tsv,2016-01-21,19,2
ParlaMint-GR-en_2016-01-22-S1-commons-meta.tsv,2016-01-22,25,3
ParlaMint-GR-en_2016-01-25-S1-commons-meta.tsv,2016-01-25,13,4
ParlaMint-GR-en_2016-01-26-S1-commons-meta.tsv,2016-01-26,38,3
ParlaMint-GR-en_2016-01-27-S1-commons-meta.tsv,2016-01-27,18,2
ParlaMint-GR-en_2016-01-28-S1-commons-meta.tsv,2016-01-28,25,7
ParlaMint-GR-en_2016-01-28-S2-commons-meta.tsv,2016-01-28,28,7
ParlaMint-GR-en_2016-01-29-S1-commons-meta.tsv,2016-01-29,66,9
ParlaMint-GR-en_2016-02-01-S1-commons-meta.tsv,2016-02-01,14,4
ParlaMint-GR-en_2016-02-04-S1-commons-meta.tsv,2016-02-04,16,4
ParlaMint-GR-en_2016-02-05-S1-commons-meta.tsv,2016-02-05,38,3
ParlaMint-GR-en_2016-02-08-S1-commons-meta.tsv,2016-02-08,12,2
ParlaMint-GR-en_2016-02-11-S1-commons-meta.tsv,2016-02-11,88,15
ParlaMint-GR-en_2016-02-12-S1-commons-meta.tsv,2016-02-12,58,8
ParlaMint-GR-en_2016-02-15-S1-commons-meta.tsv,2016-02-15,12,0
ParlaMint-GR-en_2016-02-18-S1-commons-meta.tsv,2016-02-18,12,1
ParlaMint-GR-en_2016-02-19-S1-commons-meta.tsv,2016-02-19,80,20
ParlaMint-GR-en_2016-02-20-S1-commons-meta.tsv,2016-02-20,60,13
ParlaMint-GR-en_2016-02-22-S1-commons-meta.tsv,2016-02-22,18,2
ParlaMint-GR-en_2016-02-23-S1-commons-meta.tsv,2016-02-23,35,8
ParlaMint-GR-en_2016-02-24-S1-commons-meta.tsv,2016-02-24,75,17
ParlaMint-GR-en_2016-02-25-S1-commons-meta.tsv,2016-02-25,17,4
ParlaMint-GR-en_2016-02-26-S1-commons-meta.tsv,2016-02-26,15,4
ParlaMint-GR-en_2016-02-29-S1-commons-meta.tsv,2016-02-29,6,1
ParlaMint-GR-en_2016-03-03-S1-commons-meta.tsv,2016-03-03,38,6
ParlaMint-GR-en_2016-03-04-S1-commons-meta.tsv,2016-03-04,14,2
ParlaMint-GR-en_2016-03-07-S1-commons-meta.tsv,2016-03-07,7,2
ParlaMint-GR-en_2016-03-08-S1-commons-meta.tsv,2016-03-08,7,12
ParlaMint-GR-en_2016-03-09-S1-commons-meta.tsv,2016-03-09,19,2
ParlaMint-GR-en_2016-03-10-S1-commons-meta.tsv,2016-03-10,15,2
ParlaMint-GR-en_2016-03-11-S1-commons-meta.tsv,2016-03-11,3,0
ParlaMint-GR-en_2016-03-17-S1-commons-meta.tsv,2016-03-17,10,3
ParlaMint-GR-en_2016-03-17-S2-commons-meta.tsv,2016-03-17,26,7
ParlaMint-GR-en_2016-03-18-S1-commons-meta.tsv,2016-03-18,16,0
ParlaMint-GR-en_2016-03-21-S1-commons-meta.tsv,2016-03-21,29,3
ParlaMint-GR-en_2016-03-22-S1-commons-meta.tsv,2016-03-22,32,1
ParlaMint-GR-en_2016-03-24-S1-commons-meta.tsv,2016-03-24,5,1
ParlaMint-GR-en_2016-03-28-S1-commons-meta.tsv,2016-03-28,14,3
ParlaMint-GR-en_2016-03-29-S1-commons-meta.tsv,2016-03-29,47,5
ParlaMint-GR-en_2016-03-30-S1-commons-meta.tsv,2016-03-30,14,2
ParlaMint-GR-en_2016-03-31-S1-commons-meta.tsv,2016-03-31,32,3
ParlaMint-GR-en_2016-04-01-S1-commons-meta.tsv,2016-04-01,45,9
ParlaMint-GR-en_2016-04-04-S1-commons-meta.tsv,2016-04-04,12,1
ParlaMint-GR-en_2016-04-07-S1-commons-meta.tsv,2016-04-07,36,1
ParlaMint-GR-en_2016-04-08-S1-commons-meta.tsv,2016-04-08,1,2
ParlaMint-GR-en_2016-04-11-S1-commons-meta.tsv,2016-04-11,6,2
ParlaMint-GR-en_2016-04-12-S1-commons-meta.tsv,2016-04-12,15,0
ParlaMint-GR-en_2016-04-13-S1-commons-meta.tsv,2016-04-13,25,8
ParlaMint-GR-en_2016-04-14-S1-commons-meta.tsv,2016-04-14,20,4
ParlaMint-GR-en_2016-04-15-S1-commons-meta.tsv,2016-04-15,56,8
ParlaMint-GR-en_2016-04-18-S1-commons-meta.tsv,2016-04-18,15,3
ParlaMint-GR-en_2016-04-19-S1-commons-meta.tsv,2016-04-19,2,0
ParlaMint-GR-en_2016-04-20-S1-commons-meta.tsv,2016-04-20,30,2
ParlaMint-GR-en_2016-04-20-S2-commons-meta.tsv,2016-04-20,28,5
ParlaMint-GR-en_2016-04-21-S1-commons-meta.tsv,2016-04-21,68,11
ParlaMint-GR-en_2016-04-22-S1-commons-meta.tsv,2016-04-22,13,2
ParlaMint-GR-en_2016-04-25-S1-commons-meta.tsv,2016-04-25,5,1
ParlaMint-GR-en_2016-05-05-S1-commons-meta.tsv,2016-05-05,18,3
ParlaMint-GR-en_2016-05-05-S2-commons-meta.tsv,2016-05-05,36,8
ParlaMint-GR-en_2016-05-06-S1-commons-meta.tsv,2016-05-06,58,18
ParlaMint-GR-en_2016-05-07-S1-commons-meta.tsv,2016-05-07,90,12
ParlaMint-GR-en_2016-05-08-S1-commons-meta.tsv,2016-05-08,87,12
ParlaMint-GR-en_2016-05-09-S1-commons-meta.tsv,2016-05-09,5,8
ParlaMint-GR-en_2016-05-11-S1-commons-meta.tsv,2016-05-11,7,0
ParlaMint-GR-en_2016-05-12-S1-commons-meta.tsv,2016-05-12,28,3
ParlaMint-GR-en_2016-05-13-S1-commons-meta.tsv,2016-05-13,6,1
ParlaMint-GR-en_2016-05-16-S1-commons-meta.tsv,2016-05-16,21,3
ParlaMint-GR-en_2016-05-17-S1-commons-meta.tsv,2016-05-17,15,2
ParlaMint-GR-en_2016-05-19-S1-commons-meta.tsv,2016-05-19,22,7
ParlaMint-GR-en_2016-05-21-S1-commons-meta.tsv,2016-05-21,85,15
ParlaMint-GR-en_2016-05-22-S1-commons-meta.tsv,2016-05-22,77,13
ParlaMint-GR-en_2016-05-23-S1-commons-meta.tsv,2016-05-23,3,0
ParlaMint-GR-en_2016-05-25-S1-commons-meta.tsv,2016-05-25,16,3
ParlaMint-GR-en_2016-05-26-S1-commons-meta.tsv,2016-05-26,17,2
ParlaMint-GR-en_2016-05-27-S1-commons-meta.tsv,2016-05-27,16,6
ParlaMint-GR-en_2016-05-30-S1-commons-meta.tsv,2016-05-30,3,0
ParlaMint-GR-en_2016-06-01-S1-commons-meta.tsv,2016-06-01,46,3
ParlaMint-GR-en_2016-06-02-S1-commons-meta.tsv,2016-06-02,59,9
ParlaMint-GR-en_2016-06-03-S1-commons-meta.tsv,2016-06-03,3,1
ParlaMint-GR-en_2016-06-06-S1-commons-meta.tsv,2016-06-06,3,2
ParlaMint-GR-en_2016-06-09-S1-commons-meta.tsv,2016-06-09,10,1
ParlaMint-GR-en_2016-06-10-S1-commons-meta.tsv,2016-06-10,6,0
ParlaMint-GR-en_2016-06-13-S1-commons-meta.tsv,2016-06-13,25,1
ParlaMint-GR-en_2016-06-14-S1-commons-meta.tsv,2016-06-14,30,4
ParlaMint-GR-en_2016-06-15-S1-commons-meta.tsv,2016-06-15,78,14
ParlaMint-GR-en_2016-06-16-S1-commons-meta.tsv,2016-06-16,38,4
ParlaMint-GR-en_2016-06-17-S1-commons-meta.tsv,2016-06-17,24,3
ParlaMint-GR-en_2016-06-22-S1-commons-meta.tsv,2016-06-22,16,3
ParlaMint-GR-en_2016-06-23-S1-commons-meta.tsv,2016-06-23,8,1
ParlaMint-GR-en_2016-06-24-S1-commons-meta.tsv,2016-06-24,12,1
ParlaMint-GR-en_2016-06-27-S1-commons-meta.tsv,2016-06-27,6,3
ParlaMint-GR-en_2016-06-28-S1-commons-meta.tsv,2016-06-28,15,1
ParlaMint-GR-en_2016-06-28-S2-commons-meta.tsv,2016-06-28,17,3
ParlaMint-GR-en_2016-06-29-S1-commons-meta.tsv,2016-06-29,23,3
ParlaMint-GR-en_2016-06-30-S1-commons-meta.tsv,2016-06-30,56,10
ParlaMint-GR-en_2016-07-01-S1-commons-meta.tsv,2016-07-01,27,3
ParlaMint-GR-en_2016-07-04-S1-commons-meta.tsv,2016-07-04,14,1
ParlaMint-GR-en_2016-07-06-S1-commons-meta.tsv,2016-07-06,24,3
ParlaMint-GR-en_2016-07-07-S1-commons-meta.tsv,2016-07-07,10,3
ParlaMint-GR-en_2016-07-11-S1-commons-meta.tsv,2016-07-11,17,0
ParlaMint-GR-en_2016-07-14-S1-commons-meta.tsv,2016-07-14,29,7
ParlaMint-GR-en_2016-07-15-S1-commons-meta.tsv,2016-07-15,10,4
ParlaMint-GR-en_2016-07-18-S1-commons-meta.tsv,2016-07-18,30,3
ParlaMint-GR-en_2016-07-19-S1-commons-meta.tsv,2016-07-19,48,10
ParlaMint-GR-en_2016-07-20-S1-commons-meta.tsv,2016-07-20,79,15
ParlaMint-GR-en_2016-07-21-S1-commons-meta.tsv,2016-07-21,32,11
ParlaMint-GR-en_2016-07-21-S2-commons-meta.tsv,2016-07-21,47,8
ParlaMint-GR-en_2016-07-22-S1-commons-meta.tsv,2016-07-22,30,5
ParlaMint-GR-en_2016-07-25-S1-commons-meta.tsv,2016-07-25,25,6
ParlaMint-GR-en_2016-07-26-S1-commons-meta.tsv,2016-07-26,67,8
ParlaMint-GR-en_2016-07-27-S1-commons-meta.tsv,2016-07-27,34,5
ParlaMint-GR-en_2016-07-28-S1-commons-meta.tsv,2016-07-28,30,7
ParlaMint-GR-en_2016-07-29-S1-commons-meta.tsv,2016-07-29,16,3
ParlaMint-GR-en_2016-08-01-S1-commons-meta.tsv,2016-08-01,10,3
ParlaMint-GR-en_2016-08-02-S1-commons-meta.tsv,2016-08-02,29,3
ParlaMint-GR-en_2016-08-03-S1-commons-meta.tsv,2016-08-03,38,6
ParlaMint-GR-en_2016-08-04-S1-commons-meta.tsv,2016-08-04,38,8
ParlaMint-GR-en_2016-08-05-S1-commons-meta.tsv,2016-08-05,11,2
ParlaMint-GR-en_2016-08-29-S1-commons-meta.tsv,2016-08-29,10,1
ParlaMint-GR-en_2016-08-30-S1-commons-meta.tsv,2016-08-30,26,10
ParlaMint-GR-en_2016-08-31-S1-commons-meta.tsv,2016-08-31,59,12
ParlaMint-GR-en_2016-09-01-S1-commons-meta.tsv,2016-09-01,21,1
ParlaMint-GR-en_2016-09-02-S1-commons-meta.tsv,2016-09-02,7,0
ParlaMint-GR-en_2016-09-05-S1-commons-meta.tsv,2016-09-05,3,0
ParlaMint-GR-en_2016-09-06-S1-commons-meta.tsv,2016-09-06,11,3
ParlaMint-GR-en_2016-09-08-S1-commons-meta.tsv,2016-09-08,32,6
ParlaMint-GR-en_2016-09-09-S1-commons-meta.tsv,2016-09-09,7,2
ParlaMint-GR-en_2016-09-12-S1-commons-meta.tsv,2016-09-12,4,2
ParlaMint-GR-en_2016-09-14-S1-commons-meta.tsv,2016-09-14,16,2
ParlaMint-GR-en_2016-09-15-S1-commons-meta.tsv,2016-09-15,26,2
ParlaMint-GR-en_2016-09-16-S1-commons-meta.tsv,2016-09-16,11,2
ParlaMint-GR-en_2016-09-19-S1-commons-meta.tsv,2016-09-19,11,0
ParlaMint-GR-en_2016-09-20-S1-commons-meta.tsv,2016-09-20,13,1
ParlaMint-GR-en_2016-09-21-S1-commons-meta.tsv,2016-09-21,44,7
ParlaMint-GR-en_2016-09-22-S1-commons-meta.tsv,2016-09-22,37,4
ParlaMint-GR-en_2016-09-23-S1-commons-meta.tsv,2016-09-23,25,6
ParlaMint-GR-en_2016-09-26-S1-commons-meta.tsv,2016-09-26,5,0
ParlaMint-GR-en_2016-09-27-S1-commons-meta.tsv,2016-09-27,65,11
ParlaMint-GR-en_2016-09-28-S1-commons-meta.tsv,2016-09-28,27,3
ParlaMint-GR-en_2016-09-29-S1-commons-meta.tsv,2016-09-29,31,5
ParlaMint-GR-en_2016-09-30-S1-commons-meta.tsv,2016-09-30,22,2
ParlaMint-GR-en_2016-10-03-S1-commons-meta.tsv,2016-10-03,1,0
ParlaMint-GR-en_2016-10-04-S1-commons-meta.tsv,2016-10-04,3,0
ParlaMint-GR-en_2016-10-05-S1-commons-meta.tsv,2016-10-05,9,1
ParlaMint-GR-en_2016-10-06-S1-commons-meta.tsv,2016-10-06,58,6
ParlaMint-GR-en_2016-10-07-S1-commons-meta.tsv,2016-10-07,9,0
ParlaMint-GR-en_2016-10-10-S1-commons-meta.tsv,2016-10-10,42,7
ParlaMint-GR-en_2016-10-12-S1-commons-meta.tsv,2016-10-12,6,0
ParlaMint-GR-en_2016-10-13-S1-commons-meta.tsv,2016-10-13,13,1
ParlaMint-GR-en_2016-10-14-S1-commons-meta.tsv,2016-10-14,5,1
ParlaMint-GR-en_2016-10-17-S1-commons-meta.tsv,2016-10-17,28,9
ParlaMint-GR-en_2016-10-18-S1-commons-meta.tsv,2016-10-18,35,10
ParlaMint-GR-en_2016-10-19-S1-commons-meta.tsv,2016-10-19,41,13
ParlaMint-GR-en_2016-10-20-S1-commons-meta.tsv,2016-10-20,48,13
ParlaMint-GR-en_2016-10-21-S1-commons-meta.tsv,2016-10-21,19,4
ParlaMint-GR-en_2016-10-24-S1-commons-meta.tsv,2016-10-24,27,2
ParlaMint-GR-en_2016-10-25-S1-commons-meta.tsv,2016-10-25,14,3
ParlaMint-GR-en_2016-10-31-S1-commons-meta.tsv,2016-10-31,17,2
ParlaMint-GR-en_2016-11-02-S1-commons-meta.tsv,2016-11-02,1,0
ParlaMint-GR-en_2016-11-03-S1-commons-meta.tsv,2016-11-03,55,11
ParlaMint-GR-en_2016-11-04-S1-commons-meta.tsv,2016-11-04,23,4
ParlaMint-GR-en_2016-11-07-S1-commons-meta.tsv,2016-11-07,2,1
ParlaMint-GR-en_2016-11-10-S1-commons-meta.tsv,2016-11-10,4,0
ParlaMint-GR-en_2016-11-10-S2-commons-meta.tsv,2016-11-10,22,5
ParlaMint-GR-en_2016-11-11-S1-commons-meta.tsv,2016-11-11,4,1
ParlaMint-GR-en_2016-11-14-S1-commons-meta.tsv,2016-11-14,5,2
ParlaMint-GR-en_2016-11-16-S1-commons-meta.tsv,2016-11-16,24,1
ParlaMint-GR-en_2016-11-17-S1-commons-meta.tsv,2016-11-17,12,2
ParlaMint-GR-en_2016-11-18-S1-commons-meta.tsv,2016-11-18,7,0
ParlaMint-GR-en_2016-11-21-S1-commons-meta.tsv,2016-11-21,14,1
ParlaMint-GR-en_2016-11-23-S1-commons-meta.tsv,2016-11-23,22,1
ParlaMint-GR-en_2016-11-23-S2-commons-meta.tsv,2016-11-23,16,3
ParlaMint-GR-en_2016-11-24-S1-commons-meta.tsv,2016-11-24,24,2
ParlaMint-GR-en_2016-11-24-S2-commons-meta.tsv,2016-11-24,27,6
ParlaMint-GR-en_2016-11-25-S1-commons-meta.tsv,2016-11-25,29,10
ParlaMint-GR-en_2016-11-28-S1-commons-meta.tsv,2016-11-28,5,2
ParlaMint-GR-en_2016-11-29-S1-commons-meta.tsv,2016-11-29,36,3
