Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-ES-en_2022-07-14-CD220714	ParlaMint-ES_2022-07-14-CD220714.u1	Plenary session 195 (2022-07-14)	2022-07-14	Lower house	Legislatura XIV	Sesión plenaria núm. 195 extraordinaria	-	2022-07-14	-	COVID,War	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2022-07-14-CD220714	ParlaMint-ES_2022-07-14-CD220714.u15	Plenary session 195 (2022-07-14)	2022-07-14	Lower house	Legislatura XIV	Sesión plenaria núm. 195 extraordinaria	-	2022-07-14	-	COVID,War	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2022-07-14-CD220714	ParlaMint-ES_2022-07-14-CD220714.u16	Plenary session 195 (2022-07-14)	2022-07-14	Lower house	Legislatura XIV	Sesión plenaria núm. 195 extraordinaria	-	2022-07-14	-	COVID,War	English	Regular	MP	notMinister	EH Bildu	Euskal Herria Bildu	Opposition	Centre-left to left	OskarMatuteGarcíaDeJalón	Matute García De Jalón, Oskar	M	1972	
ParlaMint-ES-en_2022-07-14-CD220714	ParlaMint-ES_2022-07-14-CD220714.u17	Plenary session 195 (2022-07-14)	2022-07-14	Lower house	Legislatura XIV	Sesión plenaria núm. 195 extraordinaria	-	2022-07-14	-	COVID,War	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2022-07-14-CD220714	ParlaMint-ES_2022-07-14-CD220714.u18	Plenary session 195 (2022-07-14)	2022-07-14	Lower house	Legislatura XIV	Sesión plenaria núm. 195 extraordinaria	-	2022-07-14	-	COVID,War	English	Regular	MP	notMinister	EH Bildu	Euskal Herria Bildu	Opposition	Centre-left to left	OskarMatuteGarcíaDeJalón	Matute García De Jalón, Oskar	M	1972	
ParlaMint-ES-en_2022-07-14-CD220714	ParlaMint-ES_2022-07-14-CD220714.u19	Plenary session 195 (2022-07-14)	2022-07-14	Lower house	Legislatura XIV	Sesión plenaria núm. 195 extraordinaria	-	2022-07-14	-	COVID,War	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2022-07-14-CD220714	ParlaMint-ES_2022-07-14-CD220714.u20	Plenary session 195 (2022-07-14)	2022-07-14	Lower house	Legislatura XIV	Sesión plenaria núm. 195 extraordinaria	-	2022-07-14	-	COVID,War	English	Regular	MP	notMinister	EH Bildu	Euskal Herria Bildu	Opposition	Centre-left to left	OskarMatuteGarcíaDeJalón	Matute García De Jalón, Oskar	M	1972	
ParlaMint-ES-en_2022-07-14-CD220714	ParlaMint-ES_2022-07-14-CD220714.u21	Plenary session 195 (2022-07-14)	2022-07-14	Lower house	Legislatura XIV	Sesión plenaria núm. 195 extraordinaria	-	2022-07-14	-	COVID,War	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2022-07-14-CD220714	ParlaMint-ES_2022-07-14-CD220714.u22	Plenary session 195 (2022-07-14)	2022-07-14	Lower house	Legislatura XIV	Sesión plenaria núm. 195 extraordinaria	-	2022-07-14	-	COVID,War	English	Regular	MP	notMinister	EAJ-PNV	Euzko Alderdi Jeltzalea-Partido Nacionalista Vasco	Opposition	Centre	MikelLegardaUriarte	Legarda Uriarte, Mikel	M	1956	
ParlaMint-ES-en_2022-07-14-CD220714	ParlaMint-ES_2022-07-14-CD220714.u23	Plenary session 195 (2022-07-14)	2022-07-14	Lower house	Legislatura XIV	Sesión plenaria núm. 195 extraordinaria	-	2022-07-14	-	COVID,War	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2022-07-14-CD220714	ParlaMint-ES_2022-07-14-CD220714.u24	Plenary session 195 (2022-07-14)	2022-07-14	Lower house	Legislatura XIV	Sesión plenaria núm. 195 extraordinaria	-	2022-07-14	-	COVID,War	English	Regular	MP	notMinister	Cs	Ciudadanos	Opposition	Centre-right	EdmundoBalFrancés	Bal Francés, Edmundo	M	1967	
ParlaMint-ES-en_2022-07-14-CD220714	ParlaMint-ES_2022-07-14-CD220714.u25	Plenary session 195 (2022-07-14)	2022-07-14	Lower house	Legislatura XIV	Sesión plenaria núm. 195 extraordinaria	-	2022-07-14	-	COVID,War	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2022-07-14-CD220714	ParlaMint-ES_2022-07-14-CD220714.u26	Plenary session 195 (2022-07-14)	2022-07-14	Lower house	Legislatura XIV	Sesión plenaria núm. 195 extraordinaria	-	2022-07-14	-	COVID,War	English	Regular	MP	notMinister	Cs	Ciudadanos	Opposition	Centre-right	EdmundoBalFrancés	Bal Francés, Edmundo	M	1967	
ParlaMint-ES-en_2022-07-14-CD220714	ParlaMint-ES_2022-07-14-CD220714.u27	Plenary session 195 (2022-07-14)	2022-07-14	Lower house	Legislatura XIV	Sesión plenaria núm. 195 extraordinaria	-	2022-07-14	-	COVID,War	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2022-07-14-CD220714	ParlaMint-ES_2022-07-14-CD220714.u28	Plenary session 195 (2022-07-14)	2022-07-14	Lower house	Legislatura XIV	Sesión plenaria núm. 195 extraordinaria	-	2022-07-14	-	COVID,War	English	Regular	MP	notMinister	Cs	Ciudadanos	Opposition	Centre-right	EdmundoBalFrancés	Bal Francés, Edmundo	M	1967	
ParlaMint-ES-en_2022-07-14-CD220714	ParlaMint-ES_2022-07-14-CD220714.u29	Plenary session 195 (2022-07-14)	2022-07-14	Lower house	Legislatura XIV	Sesión plenaria núm. 195 extraordinaria	-	2022-07-14	-	COVID,War	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2022-07-14-CD220714	ParlaMint-ES_2022-07-14-CD220714.u30	Plenary session 195 (2022-07-14)	2022-07-14	Lower house	Legislatura XIV	Sesión plenaria núm. 195 extraordinaria	-	2022-07-14	-	COVID,War	English	Regular	MP	notMinister	BNG	Bloque Nacionalista Galego	Opposition	Left	NéstorRegoCandamil	Rego Candamil, Néstor	M	1962	
ParlaMint-ES-en_2022-07-14-CD220714	ParlaMint-ES_2022-07-14-CD220714.u31	Plenary session 195 (2022-07-14)	2022-07-14	Lower house	Legislatura XIV	Sesión plenaria núm. 195 extraordinaria	-	2022-07-14	-	COVID,War	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2022-07-14-CD220714	ParlaMint-ES_2022-07-14-CD220714.u32	Plenary session 195 (2022-07-14)	2022-07-14	Lower house	Legislatura XIV	Sesión plenaria núm. 195 extraordinaria	-	2022-07-14	-	COVID,War	English	Regular	MP	notMinister	Més Compromís	Més Compromís	Opposition	Left	JoanBaldovíRoda	Baldoví Roda, Joan	M	1958	
ParlaMint-ES-en_2022-07-14-CD220714	ParlaMint-ES_2022-07-14-CD220714.u33	Plenary session 195 (2022-07-14)	2022-07-14	Lower house	Legislatura XIV	Sesión plenaria núm. 195 extraordinaria	-	2022-07-14	-	COVID,War	English	Chairperson	-	-	-	-	-	-	-	-	-	-
ParlaMint-ES-en_2022-07-14-CD220714	ParlaMint-ES_2022-07-14-CD220714.u34	Plenary session 195 (2022-07-14)	2022-07-14	Lower house	Legislatura XIV	Sesión plenaria núm. 195 extraordinaria	-	2022-07-14	-	COVID,War	English	Regular	MP	notMinister	Más País-Equo	Más País - Equo	Opposition	Centre-left to left	InésSabanésNadal	Sabanés Nadal, Inés	F	1953	
ParlaMint-ES-en_2022-07-14-CD220714	ParlaMint-ES_2022-07-14-CD220714.u35	Plenary session 195 (2022-07-14)	2022-07-14	Lower house	Legislatura XIV	Sesión plenaria núm. 195 extraordinaria	-	2022-07-14	-	COVID,War	English	Chairperson	MP	notMinister	PSOE	Partido Socialista Obrero Español	Coalition	Centre-left	AlfonsoRodríguezGómezDeCelis	Rodríguez Gómez De Celis, Alfonso	M	1970	
ParlaMint-ES-en_2022-07-14-CD220714	ParlaMint-ES_2022-07-14-CD220714.u36	Plenary session 195 (2022-07-14)	2022-07-14	Lower house	Legislatura XIV	Sesión plenaria núm. 195 extraordinaria	-	2022-07-14	-	COVID,War	English	Regular	MP	notMinister	Más País-Equo	Más País - Equo	Opposition	Centre-left to left	InésSabanésNadal	Sabanés Nadal, Inés	F	1953	
ParlaMint-ES-en_2022-07-14-CD220714	ParlaMint-ES_2022-07-14-CD220714.u37	Plenary session 195 (2022-07-14)	2022-07-14	Lower house	Legislatura XIV	Sesión plenaria núm. 195 extraordinaria	-	2022-07-14	-	COVID,War	English	Chairperson	MP	notMinister	PSOE	Partido Socialista Obrero Español	Coalition	Centre-left	AlfonsoRodríguezGómezDeCelis	Rodríguez Gómez De Celis, Alfonso	M	1970	
ParlaMint-ES-en_2022-07-14-CD220714	ParlaMint-ES_2022-07-14-CD220714.u38	Plenary session 195 (2022-07-14)	2022-07-14	Lower house	Legislatura XIV	Sesión plenaria núm. 195 extraordinaria	-	2022-07-14	-	COVID,War	English	Regular	MP	notMinister	JxCat-Junts	Junts per Catalunya	Opposition	Centre-right	FerranBelAccensi	Bel Accensi, Ferran	M	1965	
ParlaMint-ES-en_2022-07-14-CD220714	ParlaMint-ES_2022-07-14-CD220714.u39	Plenary session 195 (2022-07-14)	2022-07-14	Lower house	Legislatura XIV	Sesión plenaria núm. 195 extraordinaria	-	2022-07-14	-	COVID,War	English	Chairperson	MP	notMinister	PSOE	Partido Socialista Obrero Español	Coalition	Centre-left	AlfonsoRodríguezGómezDeCelis	Rodríguez Gómez De Celis, Alfonso	M	1970	
ParlaMint-ES-en_2022-07-14-CD220714	ParlaMint-ES_2022-07-14-CD220714.u40	Plenary session 195 (2022-07-14)	2022-07-14	Lower house	Legislatura XIV	Sesión plenaria núm. 195 extraordinaria	-	2022-07-14	-	COVID,War	English	Regular	MP	notMinister	JxCat-Junts	Junts per Catalunya	Opposition	Centre-right	MíriamNoguerasiCamero	Nogueras i Camero, Míriam	F	1980	
ParlaMint-ES-en_2022-07-14-CD220714	ParlaMint-ES_2022-07-14-CD220714.u41	Plenary session 195 (2022-07-14)	2022-07-14	Lower house	Legislatura XIV	Sesión plenaria núm. 195 extraordinaria	-	2022-07-14	-	COVID,War	English	Chairperson	MP	notMinister	PSOE	Partido Socialista Obrero Español	Coalition	Centre-left	AlfonsoRodríguezGómezDeCelis	Rodríguez Gómez De Celis, Alfonso	M	1970	
ParlaMint-ES-en_2022-07-14-CD220714	ParlaMint-ES_2022-07-14-CD220714.u42	Plenary session 195 (2022-07-14)	2022-07-14	Lower house	Legislatura XIV	Sesión plenaria núm. 195 extraordinaria	-	2022-07-14	-	COVID,War	English	Regular	MP	notMinister	ERC-S	Esquerra Republicana de Catalunya - Sobiranistes	Opposition	Centre-left to left	CarolinaTelecheaiLozano	Telechea i Lozano, Carolina	F	1981	
ParlaMint-ES-en_2022-07-14-CD220714	ParlaMint-ES_2022-07-14-CD220714.u43	Plenary session 195 (2022-07-14)	2022-07-14	Lower house	Legislatura XIV	Sesión plenaria núm. 195 extraordinaria	-	2022-07-14	-	COVID,War	English	Chairperson	MP	notMinister	PSOE	Partido Socialista Obrero Español	Coalition	Centre-left	AlfonsoRodríguezGómezDeCelis	Rodríguez Gómez De Celis, Alfonso	M	1970	
ParlaMint-ES-en_2022-07-14-CD220714	ParlaMint-ES_2022-07-14-CD220714.u44	Plenary session 195 (2022-07-14)	2022-07-14	Lower house	Legislatura XIV	Sesión plenaria núm. 195 extraordinaria	-	2022-07-14	-	COVID,War	English	Regular	MP	notMinister	UP	Unidas Podemos	Coalition	Left	SofíaFernándezCastañón	Fernández Castañón, Sofía	F	1983	
ParlaMint-ES-en_2022-07-14-CD220714	ParlaMint-ES_2022-07-14-CD220714.u45	Plenary session 195 (2022-07-14)	2022-07-14	Lower house	Legislatura XIV	Sesión plenaria núm. 195 extraordinaria	-	2022-07-14	-	COVID,War	English	Chairperson	MP	notMinister	PSOE	Partido Socialista Obrero Español	Coalition	Centre-left	AlfonsoRodríguezGómezDeCelis	Rodríguez Gómez De Celis, Alfonso	M	1970	
ParlaMint-ES-en_2022-07-14-CD220714	ParlaMint-ES_2022-07-14-CD220714.u46	Plenary session 195 (2022-07-14)	2022-07-14	Lower house	Legislatura XIV	Sesión plenaria núm. 195 extraordinaria	-	2022-07-14	-	COVID,War	English	Regular	MP	notMinister	UP	Unidas Podemos	Coalition	Left	SofíaFernándezCastañón	Fernández Castañón, Sofía	F	1983	
ParlaMint-ES-en_2022-07-14-CD220714	ParlaMint-ES_2022-07-14-CD220714.u47	Plenary session 195 (2022-07-14)	2022-07-14	Lower house	Legislatura XIV	Sesión plenaria núm. 195 extraordinaria	-	2022-07-14	-	COVID,War	English	Chairperson	MP	notMinister	PSOE	Partido Socialista Obrero Español	Coalition	Centre-left	AlfonsoRodríguezGómezDeCelis	Rodríguez Gómez De Celis, Alfonso	M	1970	
ParlaMint-ES-en_2022-07-14-CD220714	ParlaMint-ES_2022-07-14-CD220714.u48	Plenary session 195 (2022-07-14)	2022-07-14	Lower house	Legislatura XIV	Sesión plenaria núm. 195 extraordinaria	-	2022-07-14	-	COVID,War	English	Regular	MP	notMinister	ECP-GeC	En Comú Podem - Guayem el Canvi	Coalition	Left	AinaVidalSáez	Vidal Sáez, Aina	F	1985	
ParlaMint-ES-en_2022-07-14-CD220714	ParlaMint-ES_2022-07-14-CD220714.u49	Plenary session 195 (2022-07-14)	2022-07-14	Lower house	Legislatura XIV	Sesión plenaria núm. 195 extraordinaria	-	2022-07-14	-	COVID,War	English	Chairperson	MP	notMinister	PSOE	Partido Socialista Obrero Español	Coalition	Centre-left	AlfonsoRodríguezGómezDeCelis	Rodríguez Gómez De Celis, Alfonso	M	1970	
ParlaMint-ES-en_2022-07-14-CD220714	ParlaMint-ES_2022-07-14-CD220714.u50	Plenary session 195 (2022-07-14)	2022-07-14	Lower house	Legislatura XIV	Sesión plenaria núm. 195 extraordinaria	-	2022-07-14	-	COVID,War	English	Regular	MP	notMinister	ECP-GeC	En Comú Podem - Guayem el Canvi	Coalition	Left	AinaVidalSáez	Vidal Sáez, Aina	F	1985	
ParlaMint-ES-en_2022-07-14-CD220714	ParlaMint-ES_2022-07-14-CD220714.u51	Plenary session 195 (2022-07-14)	2022-07-14	Lower house	Legislatura XIV	Sesión plenaria núm. 195 extraordinaria	-	2022-07-14	-	COVID,War	English	Chairperson	MP	notMinister	PSOE	Partido Socialista Obrero Español	Coalition	Centre-left	AlfonsoRodríguezGómezDeCelis	Rodríguez Gómez De Celis, Alfonso	M	1970	
ParlaMint-ES-en_2022-07-14-CD220714	ParlaMint-ES_2022-07-14-CD220714.u52	Plenary session 195 (2022-07-14)	2022-07-14	Lower house	Legislatura XIV	Sesión plenaria núm. 195 extraordinaria	-	2022-07-14	-	COVID,War	English	Regular	MP	notMinister	UP	Unidas Podemos	Coalition	Left	JoséLuisBuenoPinto	Bueno Pinto, José Luis	M	1985	
ParlaMint-ES-en_2022-07-14-CD220714	ParlaMint-ES_2022-07-14-CD220714.u53	Plenary session 195 (2022-07-14)	2022-07-14	Lower house	Legislatura XIV	Sesión plenaria núm. 195 extraordinaria	-	2022-07-14	-	COVID,War	English	Chairperson	MP	notMinister	PSOE	Partido Socialista Obrero Español	Coalition	Centre-left	AlfonsoRodríguezGómezDeCelis	Rodríguez Gómez De Celis, Alfonso	M	1970	
ParlaMint-ES-en_2022-07-14-CD220714	ParlaMint-ES_2022-07-14-CD220714.u54	Plenary session 195 (2022-07-14)	2022-07-14	Lower house	Legislatura XIV	Sesión plenaria núm. 195 extraordinaria	-	2022-07-14	-	COVID,War	English	Regular	MP	notMinister	UP	Unidas Podemos	Coalition	Left	JoséLuisBuenoPinto	Bueno Pinto, José Luis	M	1985	
ParlaMint-ES-en_2022-07-14-CD220714	ParlaMint-ES_2022-07-14-CD220714.u55	Plenary session 195 (2022-07-14)	2022-07-14	Lower house	Legislatura XIV	Sesión plenaria núm. 195 extraordinaria	-	2022-07-14	-	COVID,War	English	Chairperson	MP	notMinister	PSOE	Partido Socialista Obrero Español	Coalition	Centre-left	AlfonsoRodríguezGómezDeCelis	Rodríguez Gómez De Celis, Alfonso	M	1970	
ParlaMint-ES-en_2022-07-14-CD220714	ParlaMint-ES_2022-07-14-CD220714.u56	Plenary session 195 (2022-07-14)	2022-07-14	Lower house	Legislatura XIV	Sesión plenaria núm. 195 extraordinaria	-	2022-07-14	-	COVID,War	English	Regular	MP	notMinister	EC-UP	En Comú Podem - Unidas Podemos	Coalition	Left	AntonioGómezReinoVarela	Gómez-Reino Varela, Antonio	M	1980	
ParlaMint-ES-en_2022-07-14-CD220714	ParlaMint-ES_2022-07-14-CD220714.u57	Plenary session 195 (2022-07-14)	2022-07-14	Lower house	Legislatura XIV	Sesión plenaria núm. 195 extraordinaria	-	2022-07-14	-	COVID,War	English	Chairperson	MP	notMinister	PSOE	Partido Socialista Obrero Español	Coalition	Centre-left	AlfonsoRodríguezGómezDeCelis	Rodríguez Gómez De Celis, Alfonso	M	1970	
ParlaMint-ES-en_2022-07-14-CD220714	ParlaMint-ES_2022-07-14-CD220714.u58	Plenary session 195 (2022-07-14)	2022-07-14	Lower house	Legislatura XIV	Sesión plenaria núm. 195 extraordinaria	-	2022-07-14	-	COVID,War	English	Regular	MP	notMinister	UP	Unidas Podemos	Coalition	Left	JuanAntonioLópezDeUraldeGarmendia	López De Uralde Garmendia, Juan Antonio	M	1963	
ParlaMint-ES-en_2022-07-14-CD220714	ParlaMint-ES_2022-07-14-CD220714.u59	Plenary session 195 (2022-07-14)	2022-07-14	Lower house	Legislatura XIV	Sesión plenaria núm. 195 extraordinaria	-	2022-07-14	-	COVID,War	English	Chairperson	MP	notMinister	PSOE	Partido Socialista Obrero Español	Coalition	Centre-left	AlfonsoRodríguezGómezDeCelis	Rodríguez Gómez De Celis, Alfonso	M	1970	
ParlaMint-ES-en_2022-07-14-CD220714	ParlaMint-ES_2022-07-14-CD220714.u60	Plenary session 195 (2022-07-14)	2022-07-14	Lower house	Legislatura XIV	Sesión plenaria núm. 195 extraordinaria	-	2022-07-14	-	COVID,War	English	Regular	MP	notMinister	UP	Unidas Podemos	Coalition	Left	JuanAntonioLópezDeUraldeGarmendia	López De Uralde Garmendia, Juan Antonio	M	1963	
ParlaMint-ES-en_2022-07-14-CD220714	ParlaMint-ES_2022-07-14-CD220714.u61	Plenary session 195 (2022-07-14)	2022-07-14	Lower house	Legislatura XIV	Sesión plenaria núm. 195 extraordinaria	-	2022-07-14	-	COVID,War	English	Chairperson	MP	notMinister	PSOE	Partido Socialista Obrero Español	Coalition	Centre-left	AlfonsoRodríguezGómezDeCelis	Rodríguez Gómez De Celis, Alfonso	M	1970	
ParlaMint-ES-en_2022-07-14-CD220714	ParlaMint-ES_2022-07-14-CD220714.u62	Plenary session 195 (2022-07-14)	2022-07-14	Lower house	Legislatura XIV	Sesión plenaria núm. 195 extraordinaria	-	2022-07-14	-	COVID,War	English	Regular	MP	notMinister	UP	Unidas Podemos	Coalition	Left	JuanAntonioLópezDeUraldeGarmendia	López De Uralde Garmendia, Juan Antonio	M	1963	
ParlaMint-ES-en_2022-07-14-CD220714	ParlaMint-ES_2022-07-14-CD220714.u63	Plenary session 195 (2022-07-14)	2022-07-14	Lower house	Legislatura XIV	Sesión plenaria núm. 195 extraordinaria	-	2022-07-14	-	COVID,War	English	Chairperson	MP	notMinister	PSOE	Partido Socialista Obrero Español	Coalition	Centre-left	AlfonsoRodríguezGómezDeCelis	Rodríguez Gómez De Celis, Alfonso	M	1970	
ParlaMint-ES-en_2022-07-14-CD220714	ParlaMint-ES_2022-07-14-CD220714.u64	Plenary session 195 (2022-07-14)	2022-07-14	Lower house	Legislatura XIV	Sesión plenaria núm. 195 extraordinaria	-	2022-07-14	-	COVID,War	English	Regular	MP	notMinister	Vox	Vox	Opposition	Right to far-right	IvánEspinosaDeLosMonterosDeSimón	Espinosa De Los Monteros De Simón, Iván	M	1971	
ParlaMint-ES-en_2022-07-14-CD220714	ParlaMint-ES_2022-07-14-CD220714.u65	Plenary session 195 (2022-07-14)	2022-07-14	Lower house	Legislatura XIV	Sesión plenaria núm. 195 extraordinaria	-	2022-07-14	-	COVID,War	English	Chairperson	MP	notMinister	PSOE	Partido Socialista Obrero Español	Coalition	Centre-left	AlfonsoRodríguezGómezDeCelis	Rodríguez Gómez De Celis, Alfonso	M	1970	
ParlaMint-ES-en_2022-07-14-CD220714	ParlaMint-ES_2022-07-14-CD220714.u66	Plenary session 195 (2022-07-14)	2022-07-14	Lower house	Legislatura XIV	Sesión plenaria núm. 195 extraordinaria	-	2022-07-14	-	COVID,War	English	Regular	MP	notMinister	Vox	Vox	Opposition	Right to far-right	IvánEspinosaDeLosMonterosDeSimón	Espinosa De Los Monteros De Simón, Iván	M	1971	
ParlaMint-ES-en_2022-07-14-CD220714	ParlaMint-ES_2022-07-14-CD220714.u67	Plenary session 195 (2022-07-14)	2022-07-14	Lower house	Legislatura XIV	Sesión plenaria núm. 195 extraordinaria	-	2022-07-14	-	COVID,War	English	Chairperson	MP	notMinister	PSOE	Partido Socialista Obrero Español	Coalition	Centre-left	AlfonsoRodríguezGómezDeCelis	Rodríguez Gómez De Celis, Alfonso	M	1970	
ParlaMint-ES-en_2022-07-14-CD220714	ParlaMint-ES_2022-07-14-CD220714.u68	Plenary session 195 (2022-07-14)	2022-07-14	Lower house	Legislatura XIV	Sesión plenaria núm. 195 extraordinaria	-	2022-07-14	-	COVID,War	English	Regular	MP	notMinister	Vox	Vox	Opposition	Right to far-right	IvánEspinosaDeLosMonterosDeSimón	Espinosa De Los Monteros De Simón, Iván	M	1971	
ParlaMint-ES-en_2022-07-14-CD220714	ParlaMint-ES_2022-07-14-CD220714.u69	Plenary session 195 (2022-07-14)	2022-07-14	Lower house	Legislatura XIV	Sesión plenaria núm. 195 extraordinaria	-	2022-07-14	-	COVID,War	English	Chairperson	MP	notMinister	PSOE	Partido Socialista Obrero Español	Coalition	Centre-left	AlfonsoRodríguezGómezDeCelis	Rodríguez Gómez De Celis, Alfonso	M	1970	
ParlaMint-ES-en_2022-07-14-CD220714	ParlaMint-ES_2022-07-14-CD220714.u70	Plenary session 195 (2022-07-14)	2022-07-14	Lower house	Legislatura XIV	Sesión plenaria núm. 195 extraordinaria	-	2022-07-14	-	COVID,War	English	Regular	MP	notMinister	Vox	Vox	Opposition	Right to far-right	IvánEspinosaDeLosMonterosDeSimón	Espinosa De Los Monteros De Simón, Iván	M	1971	
