Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21677	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21692	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21693	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Regular	MP	notMinister	LSV	Liga socijaldemokrata Vojvodine	Coalition	Centre-left	ČanakNenad	Čanak, Nenad	M	1959	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21694	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21696	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Regular	MP	notMinister	LDP	Liberalno-demokratska partija	Coalition	Centre	JovanovićČedomir	Jovanović, Čedomir	M	1971	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21697	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21698	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Regular	MP	notMinister	SRS	Srpska radikalna stranka	Opposition	Far-right	NikolićTomislav	Nikolić, Tomislav	M	1952	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21699	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21700	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Regular	MP	notMinister	LSV	Liga socijaldemokrata Vojvodine	Coalition	Centre-left	ČanakNenad	Čanak, Nenad	M	1959	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21701	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21702	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Regular	MP	notMinister	DHSS	Demohrišćanska stranka Srbije	Coalition	Centre to centre-right	BatićVladan	Batić, Vladan	M	1949	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21703	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21704	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Regular	MP	notMinister	G17	G17 Plus	Coalition	Centre-right	DinkićMlađan	Dinkić, Mlađan	M	1964	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21705	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21706	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Regular	MP	notMinister	DHSS	Demohrišćanska stranka Srbije	Coalition	Centre to centre-right	BatićVladan	Batić, Vladan	M	1949	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21707	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21708	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	PastorBalint	Pastor, Balint	M	1979	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21709	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21710	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Regular	MP	notMinister	NS	Nova Srbija	Coalition	Right	IlićVelimir	Ilić, Velimir	M	1951	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21711	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21712	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Regular	MP	notMinister	G17	G17 Plus	Coalition	Centre-right	DinkićMlađan	Dinkić, Mlađan	M	1964	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21713	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21714	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Regular	MP	notMinister	NS	Nova Srbija	Coalition	Right	IlićVelimir	Ilić, Velimir	M	1951	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21715	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21716	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Regular	MP	notMinister	NS	Nova Srbija	Coalition	Right	IlićVelimir	Ilić, Velimir	M	1951	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21717	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21718	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Regular	MP	notMinister	NS	Nova Srbija	Coalition	Right	IlićVelimir	Ilić, Velimir	M	1951	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21719	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21720	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Regular	MP	notMinister	LDP	Liberalno-demokratska partija	Coalition	Centre	JovanovićČedomir	Jovanović, Čedomir	M	1971	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21721	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21722	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Chairperson	MP	notMinister	DS	Demokratska stranka	Coalition	Centre-left	ČomićGordana	Čomić, Gordana	F	1958	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21723	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Regular	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	IlićMile	Ilić, Mile	M	1954	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21724	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Chairperson	MP	notMinister	DS	Demokratska stranka	Coalition	Centre-left	ČomićGordana	Čomić, Gordana	F	1958	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21725	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Regular	MP	notMinister	DSS	Demokratska stranka Srbije	Coalition	Right	NikolićZoran	Nikolić, Zoran	M	1967	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21726	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Chairperson	MP	notMinister	DS	Demokratska stranka	Coalition	Centre-left	ČomićGordana	Čomić, Gordana	F	1958	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21727	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Regular	MP	notMinister	DSS	Demokratska stranka Srbije	Coalition	Right	NikolićZoran	Nikolić, Zoran	M	1967	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21728	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Chairperson	MP	notMinister	DS	Demokratska stranka	Coalition	Centre-left	ČomićGordana	Čomić, Gordana	F	1958	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21729	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Regular	MP	notMinister	DSS	Demokratska stranka Srbije	Coalition	Right	NikolićZoran	Nikolić, Zoran	M	1967	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21730	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Chairperson	MP	notMinister	DS	Demokratska stranka	Coalition	Centre-left	ČomićGordana	Čomić, Gordana	F	1958	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21731	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Regular	MP	notMinister	DSS	Demokratska stranka Srbije	Coalition	Right	NikolićZoran	Nikolić, Zoran	M	1967	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21732	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Chairperson	MP	notMinister	DS	Demokratska stranka	Coalition	Centre-left	ČomićGordana	Čomić, Gordana	F	1958	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21733	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Regular	MP	notMinister	DSS	Demokratska stranka Srbije	Coalition	Right	NikolićZoran	Nikolić, Zoran	M	1967	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21734	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Chairperson	MP	notMinister	DS	Demokratska stranka	Coalition	Centre-left	ČomićGordana	Čomić, Gordana	F	1958	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21735	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Regular	MP	notMinister	DSS	Demokratska stranka Srbije	Coalition	Right	NikolićZoran	Nikolić, Zoran	M	1967	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21736	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Chairperson	MP	notMinister	DS	Demokratska stranka	Coalition	Centre-left	ČomićGordana	Čomić, Gordana	F	1958	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21737	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	KalanovićVerica	Kalanović, Verica	F	1954	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21738	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Chairperson	MP	notMinister	DS	Demokratska stranka	Coalition	Centre-left	ČomićGordana	Čomić, Gordana	F	1958	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21739	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Regular	MP	notMinister	DSS	Demokratska stranka Srbije	Coalition	Right	NikolićZoran	Nikolić, Zoran	M	1967	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21740	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Chairperson	MP	notMinister	DS	Demokratska stranka	Coalition	Centre-left	ČomićGordana	Čomić, Gordana	F	1958	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21741	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	KalanovićVerica	Kalanović, Verica	F	1954	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21742	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Chairperson	MP	notMinister	DS	Demokratska stranka	Coalition	Centre-left	ČomićGordana	Čomić, Gordana	F	1958	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21743	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Regular	MP	notMinister	SRS	Srpska radikalna stranka	Opposition	Far-right	NikolićTomislav	Nikolić, Tomislav	M	1952	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21744	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21745	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Regular	MP	notMinister	G17	G17 Plus	Coalition	Centre-right	DinkićMlađan	Dinkić, Mlađan	M	1964	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21746	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21747	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Regular	MP	notMinister	SRS	Srpska radikalna stranka	Opposition	Far-right	NikolićTomislav	Nikolić, Tomislav	M	1952	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21748	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21749	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Regular	MP	notMinister	G17	G17 Plus	Coalition	Centre-right	GrubješićSuzana	Grubješić, Suzana	F	1963	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21750	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21751	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Regular	MP	notMinister	SRS	Srpska radikalna stranka	Opposition	Far-right	StevanovićDragan	Stevanović, Dragan	M	1973	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21752	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21753	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Regular	MP	notMinister	G17	G17 Plus	Coalition	Centre-right	DinkićMlađan	Dinkić, Mlađan	M	1964	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21754	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21755	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Regular	MP	notMinister	SRS	Srpska radikalna stranka	Opposition	Far-right	StevanovićDragan	Stevanović, Dragan	M	1973	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21756	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2009-06-09-0	ParlaMint-RS_2009-06-09-0.u21757	Term 8, Meeting v6	2009-06-09	Unicameralism	8. mandat	-	Zasedanje v6	2011-07-14	-	Reference	English	Regular	MP	notMinister	G17	G17 Plus	Coalition	Centre-right	DinkićMlađan	Dinkić, Mlađan	M	1964	
