Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-RS-en_2009-12-11-0	ParlaMint-RS_2009-12-11-0.u33479	Term 8, Meeting 2	2009-12-11	Unicameralism	8. mandat	-	Zasedanje 2	2011-11-22	-	Reference	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-RS-en_2009-12-11-0	ParlaMint-RS_2009-12-11-0.u33490	Term 8, Meeting 2	2009-12-11	Unicameralism	8. mandat	-	Zasedanje 2	2011-11-22	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2009-12-11-0	ParlaMint-RS_2009-12-11-0.u33491	Term 8, Meeting 2	2009-12-11	Unicameralism	8. mandat	-	Zasedanje 2	2011-11-22	-	Reference	English	Regular	MP	notMinister	NS	Nova Srbija	Coalition	Right	IlićVelimir	Ilić, Velimir	M	1951	
ParlaMint-RS-en_2009-12-11-0	ParlaMint-RS_2009-12-11-0.u33492	Term 8, Meeting 2	2009-12-11	Unicameralism	8. mandat	-	Zasedanje 2	2011-11-22	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2009-12-11-0	ParlaMint-RS_2009-12-11-0.u33493	Term 8, Meeting 2	2009-12-11	Unicameralism	8. mandat	-	Zasedanje 2	2011-11-22	-	Reference	English	Regular	MP	notMinister	LDP	Liberalno-demokratska partija	Coalition	Centre	AndrićIvan	Andrić, Ivan	M	1974	
ParlaMint-RS-en_2009-12-11-0	ParlaMint-RS_2009-12-11-0.u33494	Term 8, Meeting 2	2009-12-11	Unicameralism	8. mandat	-	Zasedanje 2	2011-11-22	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2009-12-11-0	ParlaMint-RS_2009-12-11-0.u33495	Term 8, Meeting 2	2009-12-11	Unicameralism	8. mandat	-	Zasedanje 2	2011-11-22	-	Reference	English	Regular	MP	notMinister	LDP	Liberalno-demokratska partija	Coalition	Centre	OstojićZoran	Ostojić, Zoran	M	1956	
ParlaMint-RS-en_2009-12-11-0	ParlaMint-RS_2009-12-11-0.u33496	Term 8, Meeting 2	2009-12-11	Unicameralism	8. mandat	-	Zasedanje 2	2011-11-22	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2009-12-11-0	ParlaMint-RS_2009-12-11-0.u33497	Term 8, Meeting 2	2009-12-11	Unicameralism	8. mandat	-	Zasedanje 2	2011-11-22	-	Reference	English	Regular	MP	notMinister	SRS	Srpska radikalna stranka	Opposition	Far-right	KrasićZoran	Krasić, Zoran	M	1956	
ParlaMint-RS-en_2009-12-11-0	ParlaMint-RS_2009-12-11-0.u33498	Term 8, Meeting 2	2009-12-11	Unicameralism	8. mandat	-	Zasedanje 2	2011-11-22	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2009-12-11-0	ParlaMint-RS_2009-12-11-0.u33499	Term 8, Meeting 2	2009-12-11	Unicameralism	8. mandat	-	Zasedanje 2	2011-11-22	-	Reference	English	Regular	MP	notMinister	SRS	Srpska radikalna stranka	Opposition	Far-right	KrasićZoran	Krasić, Zoran	M	1956	
ParlaMint-RS-en_2009-12-11-0	ParlaMint-RS_2009-12-11-0.u33501	Term 8, Meeting 2	2009-12-11	Unicameralism	8. mandat	-	Zasedanje 2	2011-11-22	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2009-12-11-0	ParlaMint-RS_2009-12-11-0.u33502	Term 8, Meeting 2	2009-12-11	Unicameralism	8. mandat	-	Zasedanje 2	2011-11-22	-	Reference	English	Regular	MP	notMinister	LDP	Liberalno-demokratska partija	Coalition	Centre	JovanovićČedomir	Jovanović, Čedomir	M	1971	
ParlaMint-RS-en_2009-12-11-0	ParlaMint-RS_2009-12-11-0.u33503	Term 8, Meeting 2	2009-12-11	Unicameralism	8. mandat	-	Zasedanje 2	2011-11-22	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2009-12-11-0	ParlaMint-RS_2009-12-11-0.u33504	Term 8, Meeting 2	2009-12-11	Unicameralism	8. mandat	-	Zasedanje 2	2011-11-22	-	Reference	English	Regular	MP	notMinister	LDP	Liberalno-demokratska partija	Coalition	Centre	JovanovićČedomir	Jovanović, Čedomir	M	1971	
ParlaMint-RS-en_2009-12-11-0	ParlaMint-RS_2009-12-11-0.u33505	Term 8, Meeting 2	2009-12-11	Unicameralism	8. mandat	-	Zasedanje 2	2011-11-22	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2009-12-11-0	ParlaMint-RS_2009-12-11-0.u33506	Term 8, Meeting 2	2009-12-11	Unicameralism	8. mandat	-	Zasedanje 2	2011-11-22	-	Reference	English	Regular	MP	notMinister	LDP	Liberalno-demokratska partija	Coalition	Centre	AndrićIvan	Andrić, Ivan	M	1974	
ParlaMint-RS-en_2009-12-11-0	ParlaMint-RS_2009-12-11-0.u33507	Term 8, Meeting 2	2009-12-11	Unicameralism	8. mandat	-	Zasedanje 2	2011-11-22	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2009-12-11-0	ParlaMint-RS_2009-12-11-0.u33508	Term 8, Meeting 2	2009-12-11	Unicameralism	8. mandat	-	Zasedanje 2	2011-11-22	-	Reference	English	Regular	MP	notMinister	DSS	Demokratska stranka Srbije	Coalition	Right	NikolićZoran	Nikolić, Zoran	M	1967	
ParlaMint-RS-en_2009-12-11-0	ParlaMint-RS_2009-12-11-0.u33509	Term 8, Meeting 2	2009-12-11	Unicameralism	8. mandat	-	Zasedanje 2	2011-11-22	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2009-12-11-0	ParlaMint-RS_2009-12-11-0.u33510	Term 8, Meeting 2	2009-12-11	Unicameralism	8. mandat	-	Zasedanje 2	2011-11-22	-	Reference	English	Regular	MP	notMinister	LDP	Liberalno-demokratska partija	Coalition	Centre	AndrićIvan	Andrić, Ivan	M	1974	
ParlaMint-RS-en_2009-12-11-0	ParlaMint-RS_2009-12-11-0.u33511	Term 8, Meeting 2	2009-12-11	Unicameralism	8. mandat	-	Zasedanje 2	2011-11-22	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2009-12-11-0	ParlaMint-RS_2009-12-11-0.u33512	Term 8, Meeting 2	2009-12-11	Unicameralism	8. mandat	-	Zasedanje 2	2011-11-22	-	Reference	English	Regular	MP	notMinister	DSS	Demokratska stranka Srbije	Coalition	Right	PopovićNenad	Popović, Nenad	M	1966	
ParlaMint-RS-en_2009-12-11-0	ParlaMint-RS_2009-12-11-0.u33513	Term 8, Meeting 2	2009-12-11	Unicameralism	8. mandat	-	Zasedanje 2	2011-11-22	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2009-12-11-0	ParlaMint-RS_2009-12-11-0.u33514	Term 8, Meeting 2	2009-12-11	Unicameralism	8. mandat	-	Zasedanje 2	2011-11-22	-	Reference	English	Regular	MP	notMinister	LDP	Liberalno-demokratska partija	Coalition	Centre	PopovićJudita	Popović, Judita	F	1956	
ParlaMint-RS-en_2009-12-11-0	ParlaMint-RS_2009-12-11-0.u33515	Term 8, Meeting 2	2009-12-11	Unicameralism	8. mandat	-	Zasedanje 2	2011-11-22	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2009-12-11-0	ParlaMint-RS_2009-12-11-0.u33516	Term 8, Meeting 2	2009-12-11	Unicameralism	8. mandat	-	Zasedanje 2	2011-11-22	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	CvetkovićMirko	Cvetković, Mirko	M	1950	
ParlaMint-RS-en_2009-12-11-0	ParlaMint-RS_2009-12-11-0.u33517	Term 8, Meeting 2	2009-12-11	Unicameralism	8. mandat	-	Zasedanje 2	2011-11-22	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2009-12-11-0	ParlaMint-RS_2009-12-11-0.u33518	Term 8, Meeting 2	2009-12-11	Unicameralism	8. mandat	-	Zasedanje 2	2011-11-22	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	DragutinovićDiana	Dragutinović, Diana	U	-	
ParlaMint-RS-en_2009-12-11-0	ParlaMint-RS_2009-12-11-0.u33519	Term 8, Meeting 2	2009-12-11	Unicameralism	8. mandat	-	Zasedanje 2	2011-11-22	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2009-12-11-0	ParlaMint-RS_2009-12-11-0.u33520	Term 8, Meeting 2	2009-12-11	Unicameralism	8. mandat	-	Zasedanje 2	2011-11-22	-	Reference	English	Regular	MP	notMinister	SRS	Srpska radikalna stranka	Opposition	Far-right	RadetaVjerica	Radeta, Vjerica	F	1955	
ParlaMint-RS-en_2009-12-11-0	ParlaMint-RS_2009-12-11-0.u33521	Term 8, Meeting 2	2009-12-11	Unicameralism	8. mandat	-	Zasedanje 2	2011-11-22	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2009-12-11-0	ParlaMint-RS_2009-12-11-0.u33522	Term 8, Meeting 2	2009-12-11	Unicameralism	8. mandat	-	Zasedanje 2	2011-11-22	-	Reference	English	Regular	MP	notMinister	SRS	Srpska radikalna stranka	Opposition	Far-right	PerićSreto	Perić, Sreto	M	1959	
ParlaMint-RS-en_2009-12-11-0	ParlaMint-RS_2009-12-11-0.u33523	Term 8, Meeting 2	2009-12-11	Unicameralism	8. mandat	-	Zasedanje 2	2011-11-22	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
ParlaMint-RS-en_2009-12-11-0	ParlaMint-RS_2009-12-11-0.u33524	Term 8, Meeting 2	2009-12-11	Unicameralism	8. mandat	-	Zasedanje 2	2011-11-22	-	Reference	English	Regular	MP	notMinister	SRS	Srpska radikalna stranka	Opposition	Far-right	JojićPetar	Jojić, Petar	M	1938	
ParlaMint-RS-en_2009-12-11-0	ParlaMint-RS_2009-12-11-0.u33525	Term 8, Meeting 2	2009-12-11	Unicameralism	8. mandat	-	Zasedanje 2	2011-11-22	-	Reference	English	Chairperson	MP	notMinister	SPS	Socijalistička partija Srbije	Coalition	Centre-left	ĐukićDejanovićSlavica	Đukić-Dejanović, Slavica	F	1951	
