Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-RS-en_2004-12-21-0	ParlaMint-RS_2004-12-21-0.u10922	Term 6, Meeting 7	2004-12-21	Unicameralism	6. mandat	-	Zasedanje 7	2005-12-08	-	Reference	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-RS-en_2004-12-21-0	ParlaMint-RS_2004-12-21-0.u10943	Term 6, Meeting 7	2004-12-21	Unicameralism	6. mandat	-	Zasedanje 7	2005-12-08	-	Reference	English	Chairperson	MP	notMinister	SPO	Srpski pokret obnove	Coalition	Centre-right	MihailovićVojislav	Mihailović, Vojislav	M	1951	
ParlaMint-RS-en_2004-12-21-0	ParlaMint-RS_2004-12-21-0.u10944	Term 6, Meeting 7	2004-12-21	Unicameralism	6. mandat	-	Zasedanje 7	2005-12-08	-	Reference	English	Regular	MP	notMinister	DS	Demokratska stranka	Coalition	Centre-left	PetrovićDušan	Petrović, Dušan	M	1966	
ParlaMint-RS-en_2004-12-21-0	ParlaMint-RS_2004-12-21-0.u10945	Term 6, Meeting 7	2004-12-21	Unicameralism	6. mandat	-	Zasedanje 7	2005-12-08	-	Reference	English	Chairperson	MP	notMinister	SPO	Srpski pokret obnove	Coalition	Centre-right	MihailovićVojislav	Mihailović, Vojislav	M	1951	
ParlaMint-RS-en_2004-12-21-0	ParlaMint-RS_2004-12-21-0.u10946	Term 6, Meeting 7	2004-12-21	Unicameralism	6. mandat	-	Zasedanje 7	2005-12-08	-	Reference	English	Regular	MP	notMinister	SPS	Socijalistička partija Srbije	Opposition	Centre-left	DačićIvica	Dačić, Ivica	M	1966	
ParlaMint-RS-en_2004-12-21-0	ParlaMint-RS_2004-12-21-0.u10947	Term 6, Meeting 7	2004-12-21	Unicameralism	6. mandat	-	Zasedanje 7	2005-12-08	-	Reference	English	Chairperson	MP	notMinister	SPO	Srpski pokret obnove	Coalition	Centre-right	MihailovićVojislav	Mihailović, Vojislav	M	1951	
ParlaMint-RS-en_2004-12-21-0	ParlaMint-RS_2004-12-21-0.u10948	Term 6, Meeting 7	2004-12-21	Unicameralism	6. mandat	-	Zasedanje 7	2005-12-08	-	Reference	English	Regular	MP	notMinister	NS	Nova Srbija	Coalition	Right	ĆirkovićZoran	Ćirković, Zoran	M	1948	
ParlaMint-RS-en_2004-12-21-0	ParlaMint-RS_2004-12-21-0.u10949	Term 6, Meeting 7	2004-12-21	Unicameralism	6. mandat	-	Zasedanje 7	2005-12-08	-	Reference	English	Chairperson	MP	notMinister	SPO	Srpski pokret obnove	Coalition	Centre-right	MihailovićVojislav	Mihailović, Vojislav	M	1951	
ParlaMint-RS-en_2004-12-21-0	ParlaMint-RS_2004-12-21-0.u10950	Term 6, Meeting 7	2004-12-21	Unicameralism	6. mandat	-	Zasedanje 7	2005-12-08	-	Reference	English	Regular	MP	notMinister	DS	Demokratska stranka	Coalition	Centre-left	PetrovićDušan	Petrović, Dušan	M	1966	
ParlaMint-RS-en_2004-12-21-0	ParlaMint-RS_2004-12-21-0.u10951	Term 6, Meeting 7	2004-12-21	Unicameralism	6. mandat	-	Zasedanje 7	2005-12-08	-	Reference	English	Chairperson	MP	notMinister	SPO	Srpski pokret obnove	Coalition	Centre-right	MihailovićVojislav	Mihailović, Vojislav	M	1951	
ParlaMint-RS-en_2004-12-21-0	ParlaMint-RS_2004-12-21-0.u10952	Term 6, Meeting 7	2004-12-21	Unicameralism	6. mandat	-	Zasedanje 7	2005-12-08	-	Reference	English	Regular	MP	notMinister	SPS	Socijalistička partija Srbije	Opposition	Centre-left	DačićIvica	Dačić, Ivica	M	1966	
ParlaMint-RS-en_2004-12-21-0	ParlaMint-RS_2004-12-21-0.u10953	Term 6, Meeting 7	2004-12-21	Unicameralism	6. mandat	-	Zasedanje 7	2005-12-08	-	Reference	English	Chairperson	MP	notMinister	SPO	Srpski pokret obnove	Coalition	Centre-right	MihailovićVojislav	Mihailović, Vojislav	M	1951	
ParlaMint-RS-en_2004-12-21-0	ParlaMint-RS_2004-12-21-0.u10954	Term 6, Meeting 7	2004-12-21	Unicameralism	6. mandat	-	Zasedanje 7	2005-12-08	-	Reference	English	Regular	MP	notMinister	DS	Demokratska stranka	Coalition	Centre-left	PetrovićDušan	Petrović, Dušan	M	1966	
ParlaMint-RS-en_2004-12-21-0	ParlaMint-RS_2004-12-21-0.u10955	Term 6, Meeting 7	2004-12-21	Unicameralism	6. mandat	-	Zasedanje 7	2005-12-08	-	Reference	English	Chairperson	MP	notMinister	SPO	Srpski pokret obnove	Coalition	Centre-right	MihailovićVojislav	Mihailović, Vojislav	M	1951	
ParlaMint-RS-en_2004-12-21-0	ParlaMint-RS_2004-12-21-0.u10956	Term 6, Meeting 7	2004-12-21	Unicameralism	6. mandat	-	Zasedanje 7	2005-12-08	-	Reference	English	Regular	MP	notMinister	SRS	Srpska radikalna stranka	Opposition	Far-right	NikolićTomislav	Nikolić, Tomislav	M	1952	
ParlaMint-RS-en_2004-12-21-0	ParlaMint-RS_2004-12-21-0.u10957	Term 6, Meeting 7	2004-12-21	Unicameralism	6. mandat	-	Zasedanje 7	2005-12-08	-	Reference	English	Chairperson	MP	notMinister	SPO	Srpski pokret obnove	Coalition	Centre-right	MihailovićVojislav	Mihailović, Vojislav	M	1951	
ParlaMint-RS-en_2004-12-21-0	ParlaMint-RS_2004-12-21-0.u10958	Term 6, Meeting 7	2004-12-21	Unicameralism	6. mandat	-	Zasedanje 7	2005-12-08	-	Reference	English	Regular	MP	notMinister	SPS	Socijalistička partija Srbije	Opposition	Centre-left	BušetićToma	Bušetić, Toma	M	1954	
ParlaMint-RS-en_2004-12-21-0	ParlaMint-RS_2004-12-21-0.u10959	Term 6, Meeting 7	2004-12-21	Unicameralism	6. mandat	-	Zasedanje 7	2005-12-08	-	Reference	English	Chairperson	MP	notMinister	SPO	Srpski pokret obnove	Coalition	Centre-right	MihailovićVojislav	Mihailović, Vojislav	M	1951	
ParlaMint-RS-en_2004-12-21-0	ParlaMint-RS_2004-12-21-0.u10960	Term 6, Meeting 7	2004-12-21	Unicameralism	6. mandat	-	Zasedanje 7	2005-12-08	-	Reference	English	Regular	MP	notMinister	NS	Nova Srbija	Coalition	Right	ĆirkovićZoran	Ćirković, Zoran	M	1948	
ParlaMint-RS-en_2004-12-21-0	ParlaMint-RS_2004-12-21-0.u10961	Term 6, Meeting 7	2004-12-21	Unicameralism	6. mandat	-	Zasedanje 7	2005-12-08	-	Reference	English	Chairperson	MP	notMinister	SPO	Srpski pokret obnove	Coalition	Centre-right	MihailovićVojislav	Mihailović, Vojislav	M	1951	
ParlaMint-RS-en_2004-12-21-0	ParlaMint-RS_2004-12-21-0.u10962	Term 6, Meeting 7	2004-12-21	Unicameralism	6. mandat	-	Zasedanje 7	2005-12-08	-	Reference	English	Regular	MP	notMinister	SRS	Srpska radikalna stranka	Opposition	Far-right	KrasićZoran	Krasić, Zoran	M	1956	
ParlaMint-RS-en_2004-12-21-0	ParlaMint-RS_2004-12-21-0.u10963	Term 6, Meeting 7	2004-12-21	Unicameralism	6. mandat	-	Zasedanje 7	2005-12-08	-	Reference	English	Chairperson	MP	notMinister	G17	G17 Plus	Coalition	Centre-right	MarkovićPredrag	Marković, Predrag	M	1955	
ParlaMint-RS-en_2004-12-21-0	ParlaMint-RS_2004-12-21-0.u10964	Term 6, Meeting 7	2004-12-21	Unicameralism	6. mandat	-	Zasedanje 7	2005-12-08	-	Reference	English	Regular	MP	notMinister	SRS	Srpska radikalna stranka	Opposition	Far-right	RadetaVjerica	Radeta, Vjerica	F	1955	
ParlaMint-RS-en_2004-12-21-0	ParlaMint-RS_2004-12-21-0.u10965	Term 6, Meeting 7	2004-12-21	Unicameralism	6. mandat	-	Zasedanje 7	2005-12-08	-	Reference	English	Chairperson	MP	notMinister	G17	G17 Plus	Coalition	Centre-right	MarkovićPredrag	Marković, Predrag	M	1955	
ParlaMint-RS-en_2004-12-21-0	ParlaMint-RS_2004-12-21-0.u10966	Term 6, Meeting 7	2004-12-21	Unicameralism	6. mandat	-	Zasedanje 7	2005-12-08	-	Reference	English	Regular	MP	notMinister	DS	Demokratska stranka	Coalition	Centre-left	MarkovićMilan	Marković, Milan	M	1970	
ParlaMint-RS-en_2004-12-21-0	ParlaMint-RS_2004-12-21-0.u10967	Term 6, Meeting 7	2004-12-21	Unicameralism	6. mandat	-	Zasedanje 7	2005-12-08	-	Reference	English	Chairperson	MP	notMinister	G17	G17 Plus	Coalition	Centre-right	MarkovićPredrag	Marković, Predrag	M	1955	
ParlaMint-RS-en_2004-12-21-0	ParlaMint-RS_2004-12-21-0.u10968	Term 6, Meeting 7	2004-12-21	Unicameralism	6. mandat	-	Zasedanje 7	2005-12-08	-	Reference	English	Regular	MP	notMinister	SRS	Srpska radikalna stranka	Opposition	Far-right	KragovićLjubomir	Kragović, Ljubomir	M	1956	
ParlaMint-RS-en_2004-12-21-0	ParlaMint-RS_2004-12-21-0.u10969	Term 6, Meeting 7	2004-12-21	Unicameralism	6. mandat	-	Zasedanje 7	2005-12-08	-	Reference	English	Chairperson	MP	notMinister	G17	G17 Plus	Coalition	Centre-right	MarkovićPredrag	Marković, Predrag	M	1955	
ParlaMint-RS-en_2004-12-21-0	ParlaMint-RS_2004-12-21-0.u10970	Term 6, Meeting 7	2004-12-21	Unicameralism	6. mandat	-	Zasedanje 7	2005-12-08	-	Reference	English	Regular	MP	notMinister	DS	Demokratska stranka	Coalition	Centre-left	ĐidićMiodrag	Đidić, Miodrag	M	1954	
ParlaMint-RS-en_2004-12-21-0	ParlaMint-RS_2004-12-21-0.u10971	Term 6, Meeting 7	2004-12-21	Unicameralism	6. mandat	-	Zasedanje 7	2005-12-08	-	Reference	English	Chairperson	MP	notMinister	G17	G17 Plus	Coalition	Centre-right	MarkovićPredrag	Marković, Predrag	M	1955	
ParlaMint-RS-en_2004-12-21-0	ParlaMint-RS_2004-12-21-0.u10972	Term 6, Meeting 7	2004-12-21	Unicameralism	6. mandat	-	Zasedanje 7	2005-12-08	-	Reference	English	Regular	MP	notMinister	SRS	Srpska radikalna stranka	Opposition	Far-right	JovanovićNataša	Jovanović, Nataša	F	1966	
ParlaMint-RS-en_2004-12-21-0	ParlaMint-RS_2004-12-21-0.u10973	Term 6, Meeting 7	2004-12-21	Unicameralism	6. mandat	-	Zasedanje 7	2005-12-08	-	Reference	English	Chairperson	MP	notMinister	G17	G17 Plus	Coalition	Centre-right	MarkovićPredrag	Marković, Predrag	M	1955	
ParlaMint-RS-en_2004-12-21-0	ParlaMint-RS_2004-12-21-0.u10974	Term 6, Meeting 7	2004-12-21	Unicameralism	6. mandat	-	Zasedanje 7	2005-12-08	-	Reference	English	Regular	MP	notMinister	DS	Demokratska stranka	Coalition	Centre-left	LakićevićStojačićSnežana	Lakićević-Stojačić, Snežana	F	1965	
ParlaMint-RS-en_2004-12-21-0	ParlaMint-RS_2004-12-21-0.u10975	Term 6, Meeting 7	2004-12-21	Unicameralism	6. mandat	-	Zasedanje 7	2005-12-08	-	Reference	English	Chairperson	MP	notMinister	G17	G17 Plus	Coalition	Centre-right	MarkovićPredrag	Marković, Predrag	M	1955	
ParlaMint-RS-en_2004-12-21-0	ParlaMint-RS_2004-12-21-0.u10976	Term 6, Meeting 7	2004-12-21	Unicameralism	6. mandat	-	Zasedanje 7	2005-12-08	-	Reference	English	Regular	MP	notMinister	SRS	Srpska radikalna stranka	Opposition	Far-right	RankićBranislav	Rankić, Branislav	M	1962	
ParlaMint-RS-en_2004-12-21-0	ParlaMint-RS_2004-12-21-0.u10977	Term 6, Meeting 7	2004-12-21	Unicameralism	6. mandat	-	Zasedanje 7	2005-12-08	-	Reference	English	Chairperson	MP	notMinister	DS	Demokratska stranka	Coalition	Centre-left	MarkovićMilan	Marković, Milan	M	1970	
ParlaMint-RS-en_2004-12-21-0	ParlaMint-RS_2004-12-21-0.u10978	Term 6, Meeting 7	2004-12-21	Unicameralism	6. mandat	-	Zasedanje 7	2005-12-08	-	Reference	English	Regular	MP	notMinister	DS	Demokratska stranka	Coalition	Centre-left	RistićBoško	Ristić, Boško	M	1961	
ParlaMint-RS-en_2004-12-21-0	ParlaMint-RS_2004-12-21-0.u10979	Term 6, Meeting 7	2004-12-21	Unicameralism	6. mandat	-	Zasedanje 7	2005-12-08	-	Reference	English	Chairperson	MP	notMinister	G17	G17 Plus	Coalition	Centre-right	MarkovićPredrag	Marković, Predrag	M	1955	
ParlaMint-RS-en_2004-12-21-0	ParlaMint-RS_2004-12-21-0.u10980	Term 6, Meeting 7	2004-12-21	Unicameralism	6. mandat	-	Zasedanje 7	2005-12-08	-	Reference	English	Regular	MP	notMinister	SRS	Srpska radikalna stranka	Opposition	Far-right	ČetrovićMiljko	Četrović, Miljko	M	1949	
ParlaMint-RS-en_2004-12-21-0	ParlaMint-RS_2004-12-21-0.u10981	Term 6, Meeting 7	2004-12-21	Unicameralism	6. mandat	-	Zasedanje 7	2005-12-08	-	Reference	English	Chairperson	MP	notMinister	G17	G17 Plus	Coalition	Centre-right	MarkovićPredrag	Marković, Predrag	M	1955	
ParlaMint-RS-en_2004-12-21-0	ParlaMint-RS_2004-12-21-0.u10982	Term 6, Meeting 7	2004-12-21	Unicameralism	6. mandat	-	Zasedanje 7	2005-12-08	-	Reference	English	Regular	MP	notMinister	SRS	Srpska radikalna stranka	Opposition	Far-right	KrasićZoran	Krasić, Zoran	M	1956	
ParlaMint-RS-en_2004-12-21-0	ParlaMint-RS_2004-12-21-0.u10983	Term 6, Meeting 7	2004-12-21	Unicameralism	6. mandat	-	Zasedanje 7	2005-12-08	-	Reference	English	Chairperson	MP	notMinister	G17	G17 Plus	Coalition	Centre-right	MarkovićPredrag	Marković, Predrag	M	1955	
ParlaMint-RS-en_2004-12-21-0	ParlaMint-RS_2004-12-21-0.u10984	Term 6, Meeting 7	2004-12-21	Unicameralism	6. mandat	-	Zasedanje 7	2005-12-08	-	Reference	English	Regular	MP	notMinister	SRS	Srpska radikalna stranka	Opposition	Far-right	KrasićZoran	Krasić, Zoran	M	1956	
ParlaMint-RS-en_2004-12-21-0	ParlaMint-RS_2004-12-21-0.u10985	Term 6, Meeting 7	2004-12-21	Unicameralism	6. mandat	-	Zasedanje 7	2005-12-08	-	Reference	English	Chairperson	MP	notMinister	G17	G17 Plus	Coalition	Centre-right	MarkovićPredrag	Marković, Predrag	M	1955	
