Text_ID	ID	Title	Date	Body	Term	Session	Meeting	Sitting	Agenda	Subcorpus	Lang	Speaker_role	Speaker_MP	Speaker_minister	Speaker_party	Speaker_party_name	Party_status	Party_orientation	Speaker_ID	Speaker_name	Speaker_gender	Speaker_birth
ParlaMint-RS-en_2004-04-20-0	ParlaMint-RS_2004-04-20-0.u2348	Term 6, Meeting 8	2004-04-20	Unicameralism	6. mandat	-	Zasedanje 8	2005-12-22	-	Reference	English	Regular	-	-	-	-	-	-	-	-	-	-
ParlaMint-RS-en_2004-04-20-0	ParlaMint-RS_2004-04-20-0.u2369	Term 6, Meeting 8	2004-04-20	Unicameralism	6. mandat	-	Zasedanje 8	2005-12-22	-	Reference	English	Chairperson	notMP	notMinister	-	-	-	-	KrstićEmilija	Krstić, Emilija	F	1964	
ParlaMint-RS-en_2004-04-20-0	ParlaMint-RS_2004-04-20-0.u2370	Term 6, Meeting 8	2004-04-20	Unicameralism	6. mandat	-	Zasedanje 8	2005-12-22	-	Reference	English	Regular	MP	notMinister	DS	Demokratska stranka	Coalition	Centre-left	PetrovićDušan	Petrović, Dušan	M	1966	
ParlaMint-RS-en_2004-04-20-0	ParlaMint-RS_2004-04-20-0.u2371	Term 6, Meeting 8	2004-04-20	Unicameralism	6. mandat	-	Zasedanje 8	2005-12-22	-	Reference	English	Chairperson	notMP	notMinister	-	-	-	-	KrstićEmilija	Krstić, Emilija	F	1964	
ParlaMint-RS-en_2004-04-20-0	ParlaMint-RS_2004-04-20-0.u2372	Term 6, Meeting 8	2004-04-20	Unicameralism	6. mandat	-	Zasedanje 8	2005-12-22	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	RistivojevićBranislav	Ristivojević, Branislav	U	-	
ParlaMint-RS-en_2004-04-20-0	ParlaMint-RS_2004-04-20-0.u2373	Term 6, Meeting 8	2004-04-20	Unicameralism	6. mandat	-	Zasedanje 8	2005-12-22	-	Reference	English	Chairperson	notMP	notMinister	-	-	-	-	KrstićEmilija	Krstić, Emilija	F	1964	
ParlaMint-RS-en_2004-04-20-0	ParlaMint-RS_2004-04-20-0.u2374	Term 6, Meeting 8	2004-04-20	Unicameralism	6. mandat	-	Zasedanje 8	2005-12-22	-	Reference	English	Regular	MP	notMinister	SRS	Srpska radikalna stranka	Opposition	Far-right	JovanovićNataša	Jovanović, Nataša	F	1966	
ParlaMint-RS-en_2004-04-20-0	ParlaMint-RS_2004-04-20-0.u2375	Term 6, Meeting 8	2004-04-20	Unicameralism	6. mandat	-	Zasedanje 8	2005-12-22	-	Reference	English	Chairperson	notMP	notMinister	-	-	-	-	KrstićEmilija	Krstić, Emilija	F	1964	
ParlaMint-RS-en_2004-04-20-0	ParlaMint-RS_2004-04-20-0.u2376	Term 6, Meeting 8	2004-04-20	Unicameralism	6. mandat	-	Zasedanje 8	2005-12-22	-	Reference	English	Regular	MP	notMinister	DS	Demokratska stranka	Coalition	Centre-left	PetrovićDušan	Petrović, Dušan	M	1966	
ParlaMint-RS-en_2004-04-20-0	ParlaMint-RS_2004-04-20-0.u2377	Term 6, Meeting 8	2004-04-20	Unicameralism	6. mandat	-	Zasedanje 8	2005-12-22	-	Reference	English	Chairperson	notMP	notMinister	-	-	-	-	KrstićEmilija	Krstić, Emilija	F	1964	
ParlaMint-RS-en_2004-04-20-0	ParlaMint-RS_2004-04-20-0.u2378	Term 6, Meeting 8	2004-04-20	Unicameralism	6. mandat	-	Zasedanje 8	2005-12-22	-	Reference	English	Regular	MP	notMinister	DS	Demokratska stranka	Coalition	Centre-left	RistićBoško	Ristić, Boško	M	1961	
ParlaMint-RS-en_2004-04-20-0	ParlaMint-RS_2004-04-20-0.u2379	Term 6, Meeting 8	2004-04-20	Unicameralism	6. mandat	-	Zasedanje 8	2005-12-22	-	Reference	English	Chairperson	notMP	notMinister	-	-	-	-	KrstićEmilija	Krstić, Emilija	F	1964	
ParlaMint-RS-en_2004-04-20-0	ParlaMint-RS_2004-04-20-0.u2380	Term 6, Meeting 8	2004-04-20	Unicameralism	6. mandat	-	Zasedanje 8	2005-12-22	-	Reference	English	Regular	MP	notMinister	DS	Demokratska stranka	Coalition	Centre-left	RistićBoško	Ristić, Boško	M	1961	
ParlaMint-RS-en_2004-04-20-0	ParlaMint-RS_2004-04-20-0.u2381	Term 6, Meeting 8	2004-04-20	Unicameralism	6. mandat	-	Zasedanje 8	2005-12-22	-	Reference	English	Chairperson	notMP	notMinister	-	-	-	-	KrstićEmilija	Krstić, Emilija	F	1964	
ParlaMint-RS-en_2004-04-20-0	ParlaMint-RS_2004-04-20-0.u2382	Term 6, Meeting 8	2004-04-20	Unicameralism	6. mandat	-	Zasedanje 8	2005-12-22	-	Reference	English	Regular	MP	notMinister	SRS	Srpska radikalna stranka	Opposition	Far-right	RadetaVjerica	Radeta, Vjerica	F	1955	
ParlaMint-RS-en_2004-04-20-0	ParlaMint-RS_2004-04-20-0.u2383	Term 6, Meeting 8	2004-04-20	Unicameralism	6. mandat	-	Zasedanje 8	2005-12-22	-	Reference	English	Chairperson	notMP	notMinister	-	-	-	-	KrstićEmilija	Krstić, Emilija	F	1964	
ParlaMint-RS-en_2004-04-20-0	ParlaMint-RS_2004-04-20-0.u2384	Term 6, Meeting 8	2004-04-20	Unicameralism	6. mandat	-	Zasedanje 8	2005-12-22	-	Reference	English	Regular	MP	notMinister	SRS	Srpska radikalna stranka	Opposition	Far-right	RadetaVjerica	Radeta, Vjerica	F	1955	
ParlaMint-RS-en_2004-04-20-0	ParlaMint-RS_2004-04-20-0.u2385	Term 6, Meeting 8	2004-04-20	Unicameralism	6. mandat	-	Zasedanje 8	2005-12-22	-	Reference	English	Chairperson	notMP	notMinister	-	-	-	-	KrstićEmilija	Krstić, Emilija	F	1964	
ParlaMint-RS-en_2004-04-20-0	ParlaMint-RS_2004-04-20-0.u2386	Term 6, Meeting 8	2004-04-20	Unicameralism	6. mandat	-	Zasedanje 8	2005-12-22	-	Reference	English	Regular	MP	notMinister	SRS	Srpska radikalna stranka	Opposition	Far-right	RadetaVjerica	Radeta, Vjerica	F	1955	
ParlaMint-RS-en_2004-04-20-0	ParlaMint-RS_2004-04-20-0.u2387	Term 6, Meeting 8	2004-04-20	Unicameralism	6. mandat	-	Zasedanje 8	2005-12-22	-	Reference	English	Chairperson	notMP	notMinister	-	-	-	-	KrstićEmilija	Krstić, Emilija	F	1964	
ParlaMint-RS-en_2004-04-20-0	ParlaMint-RS_2004-04-20-0.u2388	Term 6, Meeting 8	2004-04-20	Unicameralism	6. mandat	-	Zasedanje 8	2005-12-22	-	Reference	English	Regular	MP	notMinister	DS	Demokratska stranka	Coalition	Centre-left	RistićBoško	Ristić, Boško	M	1961	
ParlaMint-RS-en_2004-04-20-0	ParlaMint-RS_2004-04-20-0.u2389	Term 6, Meeting 8	2004-04-20	Unicameralism	6. mandat	-	Zasedanje 8	2005-12-22	-	Reference	English	Chairperson	notMP	notMinister	-	-	-	-	KrstićEmilija	Krstić, Emilija	F	1964	
ParlaMint-RS-en_2004-04-20-0	ParlaMint-RS_2004-04-20-0.u2390	Term 6, Meeting 8	2004-04-20	Unicameralism	6. mandat	-	Zasedanje 8	2005-12-22	-	Reference	English	Regular	MP	notMinister	DS	Demokratska stranka	Coalition	Centre-left	RistićBoško	Ristić, Boško	M	1961	
ParlaMint-RS-en_2004-04-20-0	ParlaMint-RS_2004-04-20-0.u2391	Term 6, Meeting 8	2004-04-20	Unicameralism	6. mandat	-	Zasedanje 8	2005-12-22	-	Reference	English	Chairperson	notMP	notMinister	-	-	-	-	KrstićEmilija	Krstić, Emilija	F	1964	
ParlaMint-RS-en_2004-04-20-0	ParlaMint-RS_2004-04-20-0.u2392	Term 6, Meeting 8	2004-04-20	Unicameralism	6. mandat	-	Zasedanje 8	2005-12-22	-	Reference	English	Regular	MP	notMinister	SPS	Socijalistička partija Srbije	Opposition	Centre-left	DačićIvica	Dačić, Ivica	M	1966	
ParlaMint-RS-en_2004-04-20-0	ParlaMint-RS_2004-04-20-0.u2393	Term 6, Meeting 8	2004-04-20	Unicameralism	6. mandat	-	Zasedanje 8	2005-12-22	-	Reference	English	Chairperson	notMP	notMinister	-	-	-	-	KrstićEmilija	Krstić, Emilija	F	1964	
ParlaMint-RS-en_2004-04-20-0	ParlaMint-RS_2004-04-20-0.u2394	Term 6, Meeting 8	2004-04-20	Unicameralism	6. mandat	-	Zasedanje 8	2005-12-22	-	Reference	English	Regular	MP	notMinister	DS	Demokratska stranka	Coalition	Centre-left	PetrovićDušan	Petrović, Dušan	M	1966	
ParlaMint-RS-en_2004-04-20-0	ParlaMint-RS_2004-04-20-0.u2395	Term 6, Meeting 8	2004-04-20	Unicameralism	6. mandat	-	Zasedanje 8	2005-12-22	-	Reference	English	Chairperson	notMP	notMinister	-	-	-	-	KrstićEmilija	Krstić, Emilija	F	1964	
ParlaMint-RS-en_2004-04-20-0	ParlaMint-RS_2004-04-20-0.u2396	Term 6, Meeting 8	2004-04-20	Unicameralism	6. mandat	-	Zasedanje 8	2005-12-22	-	Reference	English	Regular	MP	notMinister	DS	Demokratska stranka	Coalition	Centre-left	RistićBoško	Ristić, Boško	M	1961	
ParlaMint-RS-en_2004-04-20-0	ParlaMint-RS_2004-04-20-0.u2397	Term 6, Meeting 8	2004-04-20	Unicameralism	6. mandat	-	Zasedanje 8	2005-12-22	-	Reference	English	Chairperson	notMP	notMinister	-	-	-	-	KrstićEmilija	Krstić, Emilija	F	1964	
ParlaMint-RS-en_2004-04-20-0	ParlaMint-RS_2004-04-20-0.u2398	Term 6, Meeting 8	2004-04-20	Unicameralism	6. mandat	-	Zasedanje 8	2005-12-22	-	Reference	English	Regular	MP	notMinister	DS	Demokratska stranka	Coalition	Centre-left	RistićBoško	Ristić, Boško	M	1961	
ParlaMint-RS-en_2004-04-20-0	ParlaMint-RS_2004-04-20-0.u2399	Term 6, Meeting 8	2004-04-20	Unicameralism	6. mandat	-	Zasedanje 8	2005-12-22	-	Reference	English	Chairperson	notMP	notMinister	-	-	-	-	KrstićEmilija	Krstić, Emilija	F	1964	
ParlaMint-RS-en_2004-04-20-0	ParlaMint-RS_2004-04-20-0.u2400	Term 6, Meeting 8	2004-04-20	Unicameralism	6. mandat	-	Zasedanje 8	2005-12-22	-	Reference	English	Regular	MP	notMinister	DS	Demokratska stranka	Coalition	Centre-left	RistićBoško	Ristić, Boško	M	1961	
ParlaMint-RS-en_2004-04-20-0	ParlaMint-RS_2004-04-20-0.u2401	Term 6, Meeting 8	2004-04-20	Unicameralism	6. mandat	-	Zasedanje 8	2005-12-22	-	Reference	English	Chairperson	notMP	notMinister	-	-	-	-	KrstićEmilija	Krstić, Emilija	F	1964	
ParlaMint-RS-en_2004-04-20-0	ParlaMint-RS_2004-04-20-0.u2402	Term 6, Meeting 8	2004-04-20	Unicameralism	6. mandat	-	Zasedanje 8	2005-12-22	-	Reference	English	Regular	MP	notMinister	DS	Demokratska stranka	Coalition	Centre-left	RistićBoško	Ristić, Boško	M	1961	
ParlaMint-RS-en_2004-04-20-0	ParlaMint-RS_2004-04-20-0.u2403	Term 6, Meeting 8	2004-04-20	Unicameralism	6. mandat	-	Zasedanje 8	2005-12-22	-	Reference	English	Chairperson	notMP	notMinister	-	-	-	-	KrstićEmilija	Krstić, Emilija	F	1964	
ParlaMint-RS-en_2004-04-20-0	ParlaMint-RS_2004-04-20-0.u2404	Term 6, Meeting 8	2004-04-20	Unicameralism	6. mandat	-	Zasedanje 8	2005-12-22	-	Reference	English	Regular	MP	notMinister	SPS	Socijalistička partija Srbije	Opposition	Centre-left	DačićIvica	Dačić, Ivica	M	1966	
ParlaMint-RS-en_2004-04-20-0	ParlaMint-RS_2004-04-20-0.u2405	Term 6, Meeting 8	2004-04-20	Unicameralism	6. mandat	-	Zasedanje 8	2005-12-22	-	Reference	English	Chairperson	notMP	notMinister	-	-	-	-	KrstićEmilija	Krstić, Emilija	F	1964	
ParlaMint-RS-en_2004-04-20-0	ParlaMint-RS_2004-04-20-0.u2406	Term 6, Meeting 8	2004-04-20	Unicameralism	6. mandat	-	Zasedanje 8	2005-12-22	-	Reference	English	Regular	MP	notMinister	DSS	Demokratska stranka Srbije	Opposition	Right	PalalićJovan	Palalić, Jovan	M	1971	
ParlaMint-RS-en_2004-04-20-0	ParlaMint-RS_2004-04-20-0.u2407	Term 6, Meeting 8	2004-04-20	Unicameralism	6. mandat	-	Zasedanje 8	2005-12-22	-	Reference	English	Chairperson	notMP	notMinister	-	-	-	-	KrstićEmilija	Krstić, Emilija	F	1964	
ParlaMint-RS-en_2004-04-20-0	ParlaMint-RS_2004-04-20-0.u2408	Term 6, Meeting 8	2004-04-20	Unicameralism	6. mandat	-	Zasedanje 8	2005-12-22	-	Reference	English	Regular	MP	notMinister	SRS	Srpska radikalna stranka	Opposition	Far-right	JojićPetar	Jojić, Petar	M	1938	
ParlaMint-RS-en_2004-04-20-0	ParlaMint-RS_2004-04-20-0.u2409	Term 6, Meeting 8	2004-04-20	Unicameralism	6. mandat	-	Zasedanje 8	2005-12-22	-	Reference	English	Chairperson	notMP	notMinister	-	-	-	-	KrstićEmilija	Krstić, Emilija	F	1964	
ParlaMint-RS-en_2004-04-20-0	ParlaMint-RS_2004-04-20-0.u2410	Term 6, Meeting 8	2004-04-20	Unicameralism	6. mandat	-	Zasedanje 8	2005-12-22	-	Reference	English	Regular	MP	notMinister	DS	Demokratska stranka	Coalition	Centre-left	RistićBoško	Ristić, Boško	M	1961	
ParlaMint-RS-en_2004-04-20-0	ParlaMint-RS_2004-04-20-0.u2411	Term 6, Meeting 8	2004-04-20	Unicameralism	6. mandat	-	Zasedanje 8	2005-12-22	-	Reference	English	Chairperson	notMP	notMinister	-	-	-	-	KrstićEmilija	Krstić, Emilija	F	1964	
ParlaMint-RS-en_2004-04-20-0	ParlaMint-RS_2004-04-20-0.u2412	Term 6, Meeting 8	2004-04-20	Unicameralism	6. mandat	-	Zasedanje 8	2005-12-22	-	Reference	English	Regular	MP	notMinister	DS	Demokratska stranka	Coalition	Centre-left	RistićBoško	Ristić, Boško	M	1961	
ParlaMint-RS-en_2004-04-20-0	ParlaMint-RS_2004-04-20-0.u2413	Term 6, Meeting 8	2004-04-20	Unicameralism	6. mandat	-	Zasedanje 8	2005-12-22	-	Reference	English	Chairperson	notMP	notMinister	-	-	-	-	KrstićEmilija	Krstić, Emilija	F	1964	
ParlaMint-RS-en_2004-04-20-0	ParlaMint-RS_2004-04-20-0.u2414	Term 6, Meeting 8	2004-04-20	Unicameralism	6. mandat	-	Zasedanje 8	2005-12-22	-	Reference	English	Regular	MP	notMinister	DS	Demokratska stranka	Coalition	Centre-left	RistićBoško	Ristić, Boško	M	1961	
ParlaMint-RS-en_2004-04-20-0	ParlaMint-RS_2004-04-20-0.u2415	Term 6, Meeting 8	2004-04-20	Unicameralism	6. mandat	-	Zasedanje 8	2005-12-22	-	Reference	English	Chairperson	notMP	notMinister	-	-	-	-	KrstićEmilija	Krstić, Emilija	F	1964	
ParlaMint-RS-en_2004-04-20-0	ParlaMint-RS_2004-04-20-0.u2416	Term 6, Meeting 8	2004-04-20	Unicameralism	6. mandat	-	Zasedanje 8	2005-12-22	-	Reference	English	Regular	MP	notMinister	SPS	Socijalistička partija Srbije	Opposition	Centre-left	StefanovićŽivojin	Stefanović, Živojin	M	1943	
ParlaMint-RS-en_2004-04-20-0	ParlaMint-RS_2004-04-20-0.u2417	Term 6, Meeting 8	2004-04-20	Unicameralism	6. mandat	-	Zasedanje 8	2005-12-22	-	Reference	English	Chairperson	notMP	notMinister	-	-	-	-	KrstićEmilija	Krstić, Emilija	F	1964	
ParlaMint-RS-en_2004-04-20-0	ParlaMint-RS_2004-04-20-0.u2418	Term 6, Meeting 8	2004-04-20	Unicameralism	6. mandat	-	Zasedanje 8	2005-12-22	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	StojkovićZoran	Stojković, Zoran	U	-	
ParlaMint-RS-en_2004-04-20-0	ParlaMint-RS_2004-04-20-0.u2419	Term 6, Meeting 8	2004-04-20	Unicameralism	6. mandat	-	Zasedanje 8	2005-12-22	-	Reference	English	Chairperson	notMP	notMinister	-	-	-	-	KrstićEmilija	Krstić, Emilija	F	1964	
ParlaMint-RS-en_2004-04-20-0	ParlaMint-RS_2004-04-20-0.u2420	Term 6, Meeting 8	2004-04-20	Unicameralism	6. mandat	-	Zasedanje 8	2005-12-22	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	StojkovićZoran	Stojković, Zoran	U	-	
ParlaMint-RS-en_2004-04-20-0	ParlaMint-RS_2004-04-20-0.u2421	Term 6, Meeting 8	2004-04-20	Unicameralism	6. mandat	-	Zasedanje 8	2005-12-22	-	Reference	English	Chairperson	notMP	notMinister	-	-	-	-	KrstićEmilija	Krstić, Emilija	F	1964	
ParlaMint-RS-en_2004-04-20-0	ParlaMint-RS_2004-04-20-0.u2422	Term 6, Meeting 8	2004-04-20	Unicameralism	6. mandat	-	Zasedanje 8	2005-12-22	-	Reference	English	Chairperson	MP	notMinister	G17	G17 Plus	Coalition	Centre-right	MarkovićPredrag	Marković, Predrag	M	1955	
ParlaMint-RS-en_2004-04-20-0	ParlaMint-RS_2004-04-20-0.u2423	Term 6, Meeting 8	2004-04-20	Unicameralism	6. mandat	-	Zasedanje 8	2005-12-22	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	MijailovićPredrag	Mijailović, Predrag	U	-	
ParlaMint-RS-en_2004-04-20-0	ParlaMint-RS_2004-04-20-0.u2424	Term 6, Meeting 8	2004-04-20	Unicameralism	6. mandat	-	Zasedanje 8	2005-12-22	-	Reference	English	Chairperson	MP	notMinister	G17	G17 Plus	Coalition	Centre-right	MarkovićPredrag	Marković, Predrag	M	1955	
ParlaMint-RS-en_2004-04-20-0	ParlaMint-RS_2004-04-20-0.u2425	Term 6, Meeting 8	2004-04-20	Unicameralism	6. mandat	-	Zasedanje 8	2005-12-22	-	Reference	English	Regular	MP	notMinister	SRS	Srpska radikalna stranka	Opposition	Far-right	ŠarovićNemanja	Šarović, Nemanja	M	1974	
ParlaMint-RS-en_2004-04-20-0	ParlaMint-RS_2004-04-20-0.u2426	Term 6, Meeting 8	2004-04-20	Unicameralism	6. mandat	-	Zasedanje 8	2005-12-22	-	Reference	English	Chairperson	MP	notMinister	G17	G17 Plus	Coalition	Centre-right	MarkovićPredrag	Marković, Predrag	M	1955	
ParlaMint-RS-en_2004-04-20-0	ParlaMint-RS_2004-04-20-0.u2427	Term 6, Meeting 8	2004-04-20	Unicameralism	6. mandat	-	Zasedanje 8	2005-12-22	-	Reference	English	Regular	MP	notMinister	SRS	Srpska radikalna stranka	Opposition	Far-right	ŠarovićNemanja	Šarović, Nemanja	M	1974	
ParlaMint-RS-en_2004-04-20-0	ParlaMint-RS_2004-04-20-0.u2428	Term 6, Meeting 8	2004-04-20	Unicameralism	6. mandat	-	Zasedanje 8	2005-12-22	-	Reference	English	Chairperson	MP	notMinister	G17	G17 Plus	Coalition	Centre-right	MarkovićPredrag	Marković, Predrag	M	1955	
ParlaMint-RS-en_2004-04-20-0	ParlaMint-RS_2004-04-20-0.u2429	Term 6, Meeting 8	2004-04-20	Unicameralism	6. mandat	-	Zasedanje 8	2005-12-22	-	Reference	English	Regular	MP	notMinister	DS	Demokratska stranka	Coalition	Centre-left	RistićBoško	Ristić, Boško	M	1961	
ParlaMint-RS-en_2004-04-20-0	ParlaMint-RS_2004-04-20-0.u2430	Term 6, Meeting 8	2004-04-20	Unicameralism	6. mandat	-	Zasedanje 8	2005-12-22	-	Reference	English	Chairperson	MP	notMinister	G17	G17 Plus	Coalition	Centre-right	MarkovićPredrag	Marković, Predrag	M	1955	
ParlaMint-RS-en_2004-04-20-0	ParlaMint-RS_2004-04-20-0.u2431	Term 6, Meeting 8	2004-04-20	Unicameralism	6. mandat	-	Zasedanje 8	2005-12-22	-	Reference	English	Regular	notMP	notMinister	-	-	-	-	StojkovićZoran	Stojković, Zoran	U	-	
ParlaMint-RS-en_2004-04-20-0	ParlaMint-RS_2004-04-20-0.u2432	Term 6, Meeting 8	2004-04-20	Unicameralism	6. mandat	-	Zasedanje 8	2005-12-22	-	Reference	English	Chairperson	MP	notMinister	G17	G17 Plus	Coalition	Centre-right	MarkovićPredrag	Marković, Predrag	M	1955	
ParlaMint-RS-en_2004-04-20-0	ParlaMint-RS_2004-04-20-0.u2433	Term 6, Meeting 8	2004-04-20	Unicameralism	6. mandat	-	Zasedanje 8	2005-12-22	-	Reference	English	Regular	MP	notMinister	DS	Demokratska stranka	Coalition	Centre-left	MarkovićMilan	Marković, Milan	M	1970	
ParlaMint-RS-en_2004-04-20-0	ParlaMint-RS_2004-04-20-0.u2434	Term 6, Meeting 8	2004-04-20	Unicameralism	6. mandat	-	Zasedanje 8	2005-12-22	-	Reference	English	Chairperson	MP	notMinister	SPO	Srpski pokret obnove	Coalition	Centre-right	MihailovićVojislav	Mihailović, Vojislav	M	1951	
